"NUMBER","PROTO","PRNUM","MEANING","RUSMEAN","AJP","MJP","TOK","KYO","KAG","NAS","SHU","HAT","YON","COMMENTS"
 977,"*sankí",2123,"heron","цапля","sag(j)i","sagi","sàgi, sági","ságí","ságì","","","","","JLTT 515. Variants *sá(n)kí (reflected in most dialects) and *sà(n)kí (cf. Tokyo sági) can be reconstructed."
 978,"*sàwàk-",1938,"to sound, make a noise","звучать, шуметь","sawak-","sàwàk-","sawág-","sáwág-","sawág-","","","","","JLTT 748. Accent in Kagoshima is irregular."
 979,"*súkúp-",2128,"to scoop","черпать","","súkúf-","sùku-","súkú-","sukú-","","","","","JLTT 758."
 980,"*súmiá-",1909,"emperor","император","sumjera-, sumje","súméra-","sumera-gi","","","","","","","JLTT 533."
 981,"*súsú-k-",2062,"to wash","мыть","susu-k-","súsú-k-","sùsugu","súsúgú","susúg-","","","","","JLTT 759."
 982,"*sátə́- ( ~ -ua)",2120,"wise","мудрый","sat(w)o-","sátó-","sató-","sátò-","sáto-","","","","","JLTT 839. The accent in Tokyo is aberrant, but RJ and Kagoshima point to *sátə́-."
 983,"*sura-",2051,"easy, quick","легко, без труда","","sura-ri","surári, surarí, súrasura","súràrì, súràsùrà","surári, surasurá","","","","","PJ accent is not quite clear (low tone is most probable, but the word is expressive and reveals some irregularities)."
 984,"*sìnkài-",1993,"thick growth, grow thickly","чаща, заросли, густо расти","sige-r-, sige- (adj.)","sige-r-, sìgè- (adj.)","shigér-, shìgemi / shigemí","shígér-, shígémí","shìgèr-, shigemí","","","","","JLTT 750, 840. The noun *si(n)kai-mi reveals unclear accent variation in Kyoto and Tokyo."
 985,"*súkú-má-",1999,"to press, shrink","сжимать","","súkúmá-","sukume-","","","","","","","JLTT 758."
 986,"*sàik- ~ siàk-",2149,"to cough","кашлять","","sek-","sék-","sèk-","sèk-","","","","","JLTT 749."
 987,"*sìpù-",2015,"to slander","клеветать","sipu-","sìfu-","shií-","shíí-","shií-","","","","","JLTT 750. Accent in Kagoshima is irregular."
 988,"*sə̀r-",2575,"to cut, shave","резать, брить","sor-","sòr-","sór-","sòr-","sòr-","","","","","JLTT 756."
 989,"*sasa(n)kai",2559,"Vigna Catiang Endl. var sinensis King.","вигна, коровий горох","sasage","sasage","sasage","","","","","","","JLTT 518."
 990,"*tùnà",2208,"rope","веревка","tuna","tùnà","tsuná","tsúnà","tsuná","","","","","JLTT 556."
 991,"*sunkai",2125,"1 sedge 2 sorrel","1 осока 2 щавель","suge 1","suge 1","sùge 1, sukampo, suiba 2","súgé","sugé","","","","","JLTT 532. Accent in PJ is not quite clear."
 992,"*súkí",2182,"plough","плуг","sukji; suk- 'to plough'","súkí; súk- 'to plough'","sùki","súkí","súki","","","","","JLTT 532."
 993,"*suru-ntə-",2572,"sharp","острый","","súrúdó, sùrúdó","surudó-","súrúdò-","surúdo-","","","","","JLTT 856. Original accent is not clear."
 994,"*sùntí",2044,"vein, sinew","жила, сухожилие","sudi","sùdí","súji","sùjí","sují","","","","","JLTT 535."
 995,"*sànsì",1959,"spoon","ложка","","sazi","sají, sáji","sájì","sají","","","","","JLTT 520 (but the theory of borrowing from Chinese ḍạ-ʒ́e 'teaspoon' is quite improbable: chaji would be expected in Jpn.)."
 996,"*sàmp(u)ì",1947,"rust, mould","ржавчина, плесень","sab(j)i","sàbì","sabí","sábì","sabí","","","","","JLTT 515."
 997,"*saru",1958,"door lock, bolt","дверной засов, болт","","saru","saru","","","","","","",""
 998,"*də́sə̀",2205,"other side","внешняя сторона, другая сторона","joso","joso","yosó","yósò","yóso","","","","","JLTT 578."
 999,"*tərə",2721,"backwater, deep water","заводь, омут","","","toro","","","","","","",""
1000,"*tátár-",2290,"to swear, damn","ругать, проклинать","tatar-","tátár-","tatár-","tátár-","tatár-","","","","","JLTT  765. The Tokyo accent is irregular."
1001,"*túkú-waí",2296,"table","стол","tukuwe","túkúwé","tsùkue","tsúkúé","tsukúe","","","","","JLTT 555 (see there on the possibility of reconstructing *tuku-jai)."
1002,"*tùkùr-",2291,"1 to make 2 to repair","1 делать 2 чинить","tukur- 1, tukurop- 2","tùkùr- 1, tùkùròf- 2","tsukúr- 1, tsukuró- 2","tsúkúr- 1, tsúkúró- 2","tsùkùr- 1, tsùkùrò- 2","","","","","JLTT 774."
1003,"*tàmìas-",2301,"to try","пробовать","tam(j)esi 'example'","tames-","tamés-","támés-","tàmès-","","","","","JLTT 763."
1004,"*tùmí",2307,"sin, crime","грех, преступление","tumji","tùmí","tsúmi","tsùmí","tsumí","","","","","JLTT 556."
1005,"*tuanap-",2751,"to proclaim, narrate","провозглашать, возвещать","twonap-","tónáf-","tonaé-","tónáé-","tonaé-","","","","","JLTT 770. Accent is not quite clear: modern dialects point rather to low tone."
1006,"*tə̀pə̀r-",2311,"to go through","проходить через","top(w)or-","tòfòr-","tṑr-","tṓr-","tṑr-","","","","","JLTT 770."
1007,"*tú(m)púa",2405,"jar","кувшин","tup(w)o","túfó","tsùbo","tsúbó","tsúbo","","","","","JLTT 552."
1008,"*tàsí-",2384,"1 certainly, verily 2 exact","1 точно, совершенно 2 точный","tasi-ni 1, tasi-ka 2","tàsí-ka 2","táshika 2","tàshíkà 2","tashiká 2","","","","","JLTT 542."
1009,"*tùmìpá",2402,"sword-guard","гарда","tum(j)ipa","tùmìbá","tsúba","tsùbâ","tsubá","","","","","JLTT 552."
1010,"*tu-i",2396,"grass for roof covering","трава (для крыши)","\Iti\i (tu-)","","chi","","","","","","","JLTT 545. For -u- cf. tu-bana 'flower of the \Iti \igrass'.\I \i"
1011,"*tùtu-m-",2445,"to be hindered, blocked","натыкаться на препятствие, задерживаться","tutum-","tùtum-","","","","","","","","JLTT 776."
1012,"*taju-",2318,"to float","плавать (на поверхности)","taju-tap-","","","","","","","","",""
1013,"*tùkà",2418,"width of 4 fingers","ширина в 4 пальца","tuka","tùká","","","","","","","","JLTT 554."
1014,"*tuku",2423,"a device on bow to fix the arrow","приспособление на луке для фиксации стрелы","","tuku","","","","","","","",""
1015,"*tùmù",2428,"1 spindle 2 to spin","1 веретено 2 прясть","tumugji 'spun cloth'","tumu 1, tùmùg- 2","tsumu, tsumúg-","tsúmúg-","tsùmùg-","","","","","JLTT 556, 775."
1016,"*tàntà-",2429,"straight, correct","прямой, правильный","tada-si","tàdà-si","tadashí-","tádáshì-","tadashí-","","","","","JLTT 841."
1017,"*tumpu",2415,"grain","зернышко","tubi","túbù","tsúbu","tsùbú","tsubú","","","","","JLTT 553. Modern dialects point rather to *tù(m)pú."
1018,"*tù(m)pàk-",2469,"1 to spit 2 spittle","1 плевать  2 плевок, слюна","tupak- 1, tupak(j)i 2","tùfàkì 2","tsubaki 2","","","","","","","JLTT 552."
1019,"*túmə́r-",2465,"to intend","намереваться","tum(w)or-","túmór-","tsùmor-, tsumór-","tsúmór-","tsumór-","","","","","JLTT 774."
1020,"*təniari-",2431,"ash-tree","ясень","","tònèríko","toneriko, toneriko","","","","","","","JLTT 550."
1021,"*tátú",2349,"dragon","дракон","tatu","tátú","tàtsu","tátsú","tátsu","","","","","JLTT 544."
1022,"*tàmpá",2362,"bundle","связка","","taba","tába","tàbá","tabá","","","","","JLTT 536."
1023,"*tútáp-",2332,"to relate, transmit","передавать, сообщать","tutapa-","tútáfa-","tsùtae-","tsútáé-","tsutaé-","","","","","JLTT 775."
1024,"*túrù",2357,"bow-string","тетива","turu","túrù","tsurú","tsúrù","tsurú","","","","","JLTT 557."
1025,"*tinkir-",2306,"to swear","клясться","tig(j)ir-","tígír-","chigír-","chígír-","chìgìr-","","","","","JLTT 767. Modern dialects point rather to *tìnkìr-."
1026,"*tàtì",2353,"big sword","большой меч","tati","tàtì","táchi","táchì","tachí","","","","","JLTT 543."
1027,"*ə̀kə̀-",1558,"to rise","подниматься","oku-","òkù-","okí-","òkì-","òkì-","","","","","JLTT 740. Modern dialects point rather to *ə̀kə́-; *-ə- is reconstructed on the basis of the caus. OJ oko-s-."
1028,"*kùtùpìkì",1134,"a k. of loom","вид ткацкого станка","kutupjikji","kùtùfìkì","","","","","","","","JLTT 468 (but the connection with kutu 'shoe' is probably folk-etymological)."
1029,"*ə̀jà",2497,"parent(s)","родитель, родители","oja","oja","oyá","óyà","oyá","","","","","JLTT 514."
1030,"*ə̀ku",1591,"wife, spouse","жена, супруга","","oku","óku-sama, óku-san","ókù-sàmà","oku-samá","","","","",""
1031,"*írúká",  28,"dolphin","дельфин","iruka","iruka","ìruka","írúká","irúka","","","","","JLTT 426."
1032,"*kə̀nk-",1117,"to row","грести","kog-","kòg-","kóg-","kòg-","kòg-","","","","","JLTT 711."
1033,"*úrá-",2533,"to ripen","зреть","","úrá-","uré-","ùrè-","uré-","","","","","JLTT 779. Tokyo and Kyoto point to a variant *ùrá-."
1034,"*ə̀nì",1596,"devil","черт","oni","ònì","oní","ónì","oní","","","","","JLTT 506."
1035,"*kánkám-", 505,"to bend","гнуться","kagam-","kágám-","kàgam-","kágám-","kagám-","","","","","JLTT 701."
1036,"*kùntá", 924,"pipe","трубка","kuda","kùdá","kúda","kùdá","kudá","","","","","JLTT 461."
1037,"*k(u)i", 517,"a k. of onion","вид лука","k(j)i","","","","","","","","","JLTT 449."
1038,"*ə̀p-", 644,"to put on clothes (on the upper body); to cover","надевать одежду (на верхнюю часть тела); покрывать","op-, op(w)op-","òfòf-","ṑ-","ṓ-","ṓ-","","","","","JLTT 742, 743. Modern tones point rather to *ə́pə́p-, but this may be due to contraction."
1039,"*ə̀sə̀r-",1586,"to be scared, afraid","бояться","os(w)or-","òsòr-","osoré-","ósóré-","òsòrè-","","","","","JLTT 743."
1040,"*bə̀tu",2534,"reality","истина, реальность","wotu-(tu), utu-tu","ùtù-(tú)","ùtsutsu","ùtsùtsú","ùtsùtsú","","","","","JLTT 566. Modern dialects point rather to a high tone on the second syllable."
1041,"*kàntùk-",2799,"to dive","нырять, погружаться","kaduk-","kàdùk-","kazúk-","kázúk-","","","","","","JLTT 707."
1042,"*antuma",  38,"East","восток","aduma","","","","","","","","","JLTT 389."
1043,"*pə̀nə́ ( ~ -ua-)",1707,"dim","тусклый","p(w)on(w)o(-ka)","fònó(-ka)","hónoka","hònókà","honoká","","","","","JLTT 414."
1044,"*pápúri",1708,"priest","жрец, священник","papuri","fáfúri","","","","","","","",""
1045,"*pànkiá-",1651,"mighty, passionate, severe","мощный, страстный, суровый","pag(j)e-si","fàgé-si","hageshí-","hágéshì-","hageshí-","","","","","JLTT 827."
1046,"*pírái ( ~-ia)",1811,"women's kerchief worn as ornament","шарф, женский платок-украшение","pjire","fíré","","","","","","","","JLTT 408 (confused with 'fish fin')."
1047,"*púmì",1764,"text, letter","текст, буква","pum(j)i","fúmì","fumí, fúmi","fúmì","fúmi","","","","","JLTT 417."
1048,"*pina",1776,"chicken","цыпленок","","fíná, fínà","hína","hìnâ","hiná","","","","","JLTT 407. Original accent is not quite clear: while modern dialects point to *pìnâ, RJ has variants HL and HH."
1049,"*pətəri ( ~ -ua-)",1818,"environs","окрестности","p(w)ot(w)ori","fòtóri","hotorí / hòtori","hótórí","hotorí","","","","","JLTT 416. Accent is not quite clear: most forms point to a low tone on the first syllable (except the Kyoto form which is quite irregular)."
1050,"*pùrù-",1663,"old","старый","puru-","fùrù-","furú-","fúrù-","furú-","","","","","JLTT 828."
1051,"*pùkùm-", 182,"to hold in mouth","держать во рту","pukum-","fùkùm-","fukúm-","fúkúm-","fùkùm-","","","","","JLTT 694."
1052,"*pə(n)k- ( ~-ua-)",1787,"to pray","молиться","p(w)ok-","","koto-hog-","","","","","","","JLTT 691."
1053,"*pina",1804,"province, barbarians","провинция, варвары","pjina","fina","hina","","","","","","","JLTT 407."
1054,"*pútúkə́rə́",1671,"breast, bosom","грудь, пазуха","putukuro","fútókóró","fùtokoro","fútókórò","futokóro","","","","","JLTT 419."
1055,"*páníwá, *panipai, *panima",1628,"figures of men and animals made of clay","фигурки людей и животных из глины","paniwa, panipe, panima","fáníwá","hàniwa","háníwá","haníwa","","","","","JLTT 398."
1056,"*pàsú-i",1751,"chopsticks","палочки для еды","pasi","fàsí","háshi","hàshí","hashí","","","","","JLTT 400. The reconstruction *pàsú-i is based on the old Ainu loanword pasuy id."
1057,"*tuà",2453,"whetstone","точильный камень","two","tò","\Ito\i","","","","","","","JLTT 547."
1058,"*tànúkí",2401,"racoon dog","енотовидная собака","","tànúkí","tánuki","tànúkì","tanukí","","","","","JLTT 541."
1059,"*pàpà", 439,"mother","мать","papa","fàfà","háha","háhà","háha","","","","","JLTT 386. The accent in Tokyo and Kagoshima is irregular."
1060,"*áwá-tá-", 458,"to hurry, scurry","спешить, суетиться","","awata-, RJ áfátú","àwate-","áwáté-","awaté-","","","","","JLTT 679."
1061,"*àk-", 420,"to be bored, satiated","пресыщаться, наскучивать","ak-","àk-","akí-","àkì-","àkì-","","","","","JLTT 675."
1062,"*mə̀ ( ~ *muà)",1539,"funeral, mourning","похороны, траур","m(w)o","mò","mò","mó","mó","","","","","JLTT 484. Modern dialects point rather to *mə́."
1063,"*ánái", 432,"elder sister","старшая сестра","ane","ane","àne","áné","áne","","","","","JLTT 382."
1064,"*síntúm-",2151,"to sink","погружаться","sidum-","sídúm-","shìzum-","shízúm-","shìzùm-","","","","","JLTT 754."
1065,"*kuànkàra-",1145,"to be burnt","быть опаленным, подгорать, загорать","kwogara-","kògàra-","kogaré-","kógáré-","kogaré-","","","","","JLTT 711. Kagoshima points to high tone, but other dialects rather to a low one."
1066,"*kátár-",1024,"to speak, tell","говорить, рассказывать","katar-","kátár-","kàtar-","kátár-","katár-","","","","","JLTT 705."
1067,"*ìsàma-", 468,"to admonish","увещевать","isama-","ìsàma-","isamé-","ísámé-","isamé-","","","","","JLTT 699. Accent in Kagoshima is irregular, probably under literary influence."
1068,"*átúkáp-", 469,"to take care of, deal with","заботиться, иметь дело с","atukap- 'to worry'","átúkáf-","àtsuka-, atsuká-","átsúká-","atsuká-","","","","","JLTT 678."
1069,"*ákú",2491,"lye","щелок","","","àku","ákú","áku","","","","","JLTT 379."
