"NUMBER","PROTO","PRNUM","MEANING","RUSMEAN","TURC","TURCNUM","MONG","MONGNUM","TUNG","TUNGNUM","KOR","KORNUM","JAP","JAPNUM","REFERENCE"
1264,"*si̯uŕo",   0,"to drag; sleigh","тащить; сани","*soŕ-", 755,"",   0,"*siru-",2390,"*sùr'úi",1026,"*sə́rì ( ~ *-ui, -əi)",1684,"Lee 1958, 118 (Kor.-TM)."
1265,"*majV",   0,"fat","жир","*bań", 127,"*majaɣa", 975,"*majā",1171,"",   0,"",   0,"A Western isogloss. Turkic has a normal transfer of nasalization to *-j-."
1266,"*mā̀li",   0,"disease, wound","болезнь, рана","*bAlɨg",1508,"*milan",1559,"*māl-",1748,"",   0,"",   0,"A Western isogloss."
1267,"*mā́n[u]", 464,"useless, insufficient","бесполезный, недостаточный","*būn",1050,"",   0,"*mana-",1178,"",   0,"*múná-si-", 914,"Cf. \U*mùne\u, \U*múnu\u. Turkic *-ū- is irregular here (*bān would be expected)."
1268,"*mā́ro",   0,"sand, stony earth, marsh","песок, каменистая почва, болото","*bōr", 180,"*mara-",1315,"*mar-",1510,"*mòr'ái",  70,"*mana-n-kua", 134,"SKE 151 (Turk.-Kor.), АПиПЯЯ 288. In MKor. cf. also a reduplicated form: màmằrằ- 'rough, stony (ground)'. The Jpn. form must be explained as a result of nasal assimilation (*mana- < *mara-n-); but cf. for Jpn. *mana-n-kua alternatively Mong. *maŋka 'long sandy hill' (MGCD 481)."
1269,"*mébo ( ~ -p-)",   0,"to shamanize, dance","камлать, танцевать","",   0,"",   0,"*mebu-",1199,"",   0,"*máp-", 929,"A Tung.-Jpn. isogloss."
1270,"*meju", 640,"to shake, sway","трясти, махать","*bań-", 773,"*maji-", 555,"*mej-", 690,"*mūi- / *mùi'ú-", 561,"{*mui 'fan, winnow'}",   0,"See SKE 144, ТМС 1, 564,  ОСНЯ 3, 45-47, Дыбо 12. Turkic has a normal transfer of nasalization (*bań- < *maj-)."
1271,"*mĕ̀ko",   0,"to pull out","вытаскивать","",   0,"",   0,"*meK(u)-",1727,"*mắi-", 489,"*mə̀k-", 463,"An Eastern isogloss."
1272,"*mék`à",   0,"to be in a bad position","быть в затруднительном положении","",   0,"*mak-",1725,"*meK-",1201,"*màk-", 925,"*máká-", 930,"Martin 226. Cf. \U\I*mak`e\u.\i"
1273,"*mék`ù",1771,"meat; part of body","мясо; часть тела","",   0,"*mikan",  58,"*meKile",1173,"",   0,"*múkúrua", 910,"АПиПЯЯ 294."
1274,"*mĕ́ĺǯu ( ~ -a)", 709,"head","голова","*baĺč",  39,"*malǯa-, *melǯe-", 371,"*meli-mu",1203,"*mə̀rí",  40,"",   0,"EAS 109, SKE 146, АПиПЯЯ 31-32, 282, Мудрак Дисс. 90, Лексика 194. Doerfer's (TMN 2, 253) criticism is short ("unklar"). On possible traces in Jpn. see under *k`ŏjli. An unsuccessful attempt of refuting the etymology was undertaken by Vovin 2000, who argues that the attested Old Korean form is 麻帝 MC mạ-tìej [ma-te]. However, it is most probable that MC -t- was used here just to transcribe Korean -r- (since Middle Chinese, as well known, lacked r-). Anyway, it is hardly possible to make any decisions on the basis of very inadequate and scanty Kirim transcriptions."
1275,"*mĕ̀ĺba ( ~ -p-)", 710,"to stir up","помешивать","",   0,"",   0,"*melbi-",1202,"",   0,"*mànsì-(p)-", 931,"A Tung.-Jpn. isogloss. Phonetically the match is precise; as for the meaning, one has to suppose a rather frequent development *'row' > 'stir up' > 'mix'."
1276,"*melo",1036,"a k. of fish","вид рыбы","*bẹl",1909,"",   0,"*melu",2218,"",   0,"",   0,"A Turk.-Tung. isogloss."
1277,"*mĕlu",1461,"a k. of berry","вид ягоды","*bẹleĺ",1458,"*mojil-",1208,"*m[e]likte",1687,"",   0,"",   0,"Дыбо 11. A Western isogloss. Note traces of nasalization preserved in PT (one could reconstruct *benleĺ or *belenĺ). Mong *mojil- regularly < *molil- ( = *beleĺ)."
1278,"*mèl[ú]",1448,"to become stale, overripe, wither","становиться затхлым, загустевать, увядать","",   0,"",   0,"*mel-me- ?", 658,"*mằrằ-",  21,"*mùrá-", 487,"Korean has a "verbal" low tone. Basically a Kor.-Jpn. isogloss; the TM parallel is much more problematic (poorly attested and semantically distant)."
1279,"*meń[o]", 561,"dwelling place, village","жилище, деревня","",   0,"*maji-kan",1517,"*mēne-",1704,"*mằńằrh", 381,"*múrà", 385,"The Kor.-Jpn. form is a derivative in *-rV (*-lV). The Tungus form fits very well semantically, but raises some phonetic doubts: vowel length and the quality of -n- (instead *-ń-) do not correspond to other languages. Cf. perhaps Turk. (Oyr.) \Iman\i 'fence' (VEWT 325). See Vovin 1993, 257."
1280,"*méŋa",2057,"shape, face","форма, лицо","*bEŋiŕ",1332,"*maji-kaj",1317,"",   0,"",   0,"*mána-i",1148,"For the same semantic relationship cf. PA *mi̯at`i."
1281,"*mĕŋa",1451,"to run, trot","бежать, идти рысью","*baŋ",1748,"*meŋde-",1829,"*meŋ-",2048,"",   0,"",   0,"A Western isogloss."
1282,"*ménrV",   0,"garlic, onion","чеснок, лук","",   0,"*maŋgir, *maŋgina", 320,"*meŋgu-", 427,"*mànắr", 250,"*mìrà",1243,"SKE 140, Poppe 35, Lee 24, 26, 28. Low tone in Jpn. is probably due to contraction. Cf. also Old Koguryo *maiš 'garlic' (thus in Miller 1979, 15; Lee reads \I*mail\i)."
1283,"*méŋu",   0,"whole","сам; тело","",   0,"*men-dü", 168,"*meŋde-",1511,"",   0,"*mú-i",1147,"KW 261, SKE 151, Martin 226, АПиПЯЯ 69, 280. The Japanese meaning was partially influenced by the root \U*mēno\u q.v."
1284,"*meŋe ( ~ -i, -a)",   0,"mole, scar","родинка, шрам","*beŋ", 353,"*meŋge",2112,"",   0,"*məŋ", 948,"",   0,"KW 261. Despite TMN 1, 512, Щербак 1997, 129 Mong. is hardly < Turkic (final vowel is unexplained). {Cf. PAA *m[ua]n 'boil, pimple'}"
1285,"*méra", 614,"a k. of berry","вид ягоды","*bürü-lgen", 396,"*maril",1485,"*m[e]rVŋV",1679,"*mə̀r'úi", 245,"",   0,"ОСНЯ 2, 44, Дыбо 11. Turk. *bürü-lgen < *berü-lgen with labial attraction."
1286,"*méru (~-ŕ-)", 479,"spot","пятно","",   0,"*merĳe- / *marĳa-",1175,"*merī-",1410,"",   0,"*múrá",1074,"Poppe 35, АПиПЯЯ 74. Turk. *beŕe 'to ornament' (ЭСТЯ 2, 105-106) would be a good match; but it may be in fact a crasis < *bedŕe (see *peda)."
1287,"*mésV", 957,"wild apple, grape","дикая яблоня, виноград","",   0,"",   0,"*mes(k)u-", 420,"*mə̀s", 240,"",   0,"A Tung.-Kor. isogloss."
1288,"*mèto",   0,"to ask","спрашивать","",   0,"*möči-", 611,"*mete-",1707,"*mūd-", 636,"*mə̀tə̀-ma-", 569,"Should be kept distinct from *mi̯uti 'to know, believe' (although contaminations were possible)."
1289,"*mét`i(-rkV)",1454,"bird's crop or navel; pudenda","птичий зоб или пупок; гениталии","*böteke", 595,"",   0,"*motoka", 638,"*mə̀rtə̀kə́n", 502,"*mitua", 473,"The initial vowel correspondence is not quite clear (probably secondary labialization in PT)."
1290,"*mét`ò", 956,"most","самый","",   0,"*-med", 381,"",   0,"*mằt", 342,"*mə́tə̀-mə̀", 358,"SKE 142, EAS 79, Martin 247. Cf. also similar forms (maybe specialized usages of the same root): MKor. mātā̆i  / mátắi 'top', Jpn. \ImaT-\i 'emphatic prefix'; Evk. mātālīkān 'up to the top', moton 'even'."
1291,"*mḗča",1703,"monkey","обезьяна","*bĒčin",1206,"*mečin",1173,"",   0,"",   0,"*masi",1073,"Ozawa 98-99, Лексика 168. The Jpn. parallel shows that, despite Clark 1980, 43, there is no need for assuming Mong. < Turk. (which is difficult because of *m-, but still possible; the Mong. variant bečin is certainly < Turkic)."
1292,"*mḗmV",   0,"female breast; foster-mother","женская грудь; кормилица","*mēme (*bēme)",  12,"*mömü",2164,"*meme", 233,"",   0,"",   0,"АПиПЯЯ 281. An obvious "nursery" Western isogloss, thus the PA antiquity is dubious."
1293,"*mḕnò", 711,"self, body","сам, сущность, тело","*bu(-n) (?)",  82,"*mön",1179,"*mēn", 224,"*móm", 137,"*mə̀nə̀",1093,"The Turkic form may belong here if it represents a secondary development *bu(-n) 'this' < \I*bun\i 'self'; the vocalism, however, speaks against the comparison (*bạ(-n) would be expected). The root reveals contaminations with \U*méŋu\u 'whole' q.v. Illich-Svitych (ОСНЯ 2, 70) compares the Turk.-Mong. stem with PKartv. \I*m(a)-,\i PU \I*mū\i / \I*mō\i etc."
1294,"*mìlt`e ( ~ -i)",   0,"full, fill","полный, наполнять","",   0,"*melteji-", 159,"*milte-", 214,"",   0,"*mìt-",  94,"KW 260, АПиПЯЯ 111, 278. The root is very similar to *mi̯ólo 'full, fill' and may indeed be derived: *mi̯ol-t`i. Such an explanation, however, would involve a metatony in Japanese and borrowing in TM (milte- < Mong. melte-), so we prefer to separate the two roots for the time being."
1295,"*mińa ( ~ -o, -u)",2026,"a k. of grass","вид травы","*bɨńan",1918,"",   0,"",   0,"*mìnàrí",1133,"",   0,"A Turk.-Kor. isogloss."
1296,"*míŋa ( ~ -o, -u)",   0,"large number, thousand","большое число, тысяча","*bɨŋ",1064,"*miŋgan",1011,"",   0,"",   0,"",   0,"EAS 78, Владимирцов 324, Poppe 72. A Turk.-Mong. isogloss, but the Mong. form can hardly be explained as borrowed from Turkic, despite TMN 4, 33, Щербак 1997, 107. Cf. perhaps MKor. màńắn 'forty' < 'big number'?"
1297,"*mi̯ač`e",   0,"to move, climb","двигаться, лезть","",   0,"*mača-",1825,"*miči-",2041,"*mìčhɨ́-",1187,"",   0,"One of common Altaic motion verbs."
1298,"*mi̯àga",1132,"glory, praise","слава, хвала","*bAgatur",1662,"*magta-",1734,"*m[ia]g-",1933,"*mār", 300,"*màwə̀-s-",1572,"Kor. *mār  < *maga-r."
1299,"*mi̯ā́k`o", 712,"frog","лягушка","*b(i)āka", 775,"*mekelej, *melekej", 680,"*moKo(lV)-",1191,"*mə̀kùrí", 179,"",   0,"SKE 144, Лексика 180. An unmistakable match is PT *b(i)āka : MKor. mə̀kùrí. The Mong. forms may belong here if we assume the archaic nature of the Kalm. form (meklɛ̄), with innovations elsewhere. In TM one has to suppose a secondary shift of meaning: 'toad' > 'small creature' (bat, chipmunk)."
1300,"*mi̯ăk`ó",1979,"illness, stomach sickness","болезнь, желудочное заболевание","*b(i)ăk",1658,"*mekeji-",1724,"*muxa-",1925,"",   0,"*manka", 934,"The TM-Mong. match suggests that the original meaning was 'stomach sickness', with a later development into a more general 'sickness, disease' and 'misfortune, bad (circumstabces)' elsewhere."
1301,"*mi̯ók`[ú]",   0,"to bow","гнуться, кланяться","*bok-",1973,"*meküji-", 984,"*miaxu-",1184,"",   0,"*mánká-", 918,"ТМС 1, 536. The parallel seems plausible, although in Jpn. one would rather expect  -u-."
1302,"*mi̯àĺà",1856,"to measure, measure","мерить, мера","",   0,"*malu", 423,"*miali-", 542,"*már", 393,"*màsù", 394,"SKE 138, Martin 236, Miller 1976, 350-351, АПиПЯЯ 69. A completely regular match. It is interesting to note Karakh. (EDT 379) bašɣan 'a large fish weighing between 100 and 50 raṭls' (MK), used as a simile for the head-man of a tribe - although the word may, of course, be derived from baš 'head' (as suggested in EDT) - and thus unrelated to the present root."
1303,"*mi̯ali(-k`V)", 284,"bright, to shine","светлый, светить","*bAlk-", 725,"*mel-",1578,"*mia(l)-",1765,"*mằrk-", 693,"",   0,"SKE 139."
1304,"*mi̯alu",1772,"a k. of evergreen tree","вид вечнозеленого дерева","*bAla- (?)",1615,"*majila-su",1681,"*molari",1880,"",   0,"*murua",1352,"Mong. majila- < *mali-la."
1305,"*mi̯àrà ( ~ -ŕ-)", 322,"male, mature","самец, матерый","",   0,"",   0,"{*mi(a)rē-}",2040,"",   0,"*màrà",1448,"A Tung.-Jpn. isogloss. Note also several possible matches in Bur.: morgo 'male bear', murā 'male, mature', mergeser '3 y.-old pig'."
1306,"*mi̯at`è",1123,"to bend","сгибать","",   0,"*mata-", 986,"*mita-",1186,"",   0,"*mətər-", 920,"Correspondences are regular, and the etymology seems quite reliable."
1307,"*mi̯at`i",1107,"head skin, face","кожа на голове, лицо","*bĕt",1040,"*metü", 982,"*miata",1182,"",   0,"",   0,"EAS 79, KW 262, Лексика 207-208. A Western isogloss. The Jpn. cognates present problems. Ozawa 292-293 compares OJ mod(w)ok(j)i 'resembling, similar', which is quite irregular vocalically. It is interesting to note MJ mitai id. (used exactly in the same suffixed position and being phonetically quite a good match for Mong. metü etc., but attested late and usually analysed (folk-etymologically?) as a desiderative form of \Imi-\i 'to see'."
1308,"*mi̯ā́ni",   0,"to be confused, hesitate","смущаться, колебаться","*bȫn",1053,"*men-", 374,"*mian-",1205,"*mɨ̀ńɨ́i-",1154,"",   0,"Vocalism is not quite certain: in Turk. one has to suppose a secondary labialization: *bȫn < *bēn; in Kor. - vowel assimilation in a long wordform (*mɨ̀ńɨ́i- < *mằńi-), as well as secondary palatalization *-n- > *-ń-."
1309,"*mi̯oje",   0,"to hate, dislike","ненавидеть, не любить","",   0,"*mejeɣe-", 684,"*mujē-", 841,"*mùi-", 766,"",   0,"SKE 153, ТМС 1, 551."
1310,"*mi̯óle", 386,"to present, gift","дарить, подарок","*bẹlek", 659,"*melǯe-", 576,"*mula-",1194,"*mūr-", 589,"*mə́ráp-, *mər-", 536,"The basic meaning of the root is "to present (or obtain) a gift"; a metaphorical change "present a gift > condescend > pity" must have occurred in TM."
1311,"*mi̯olk`o",1449,"to creep, slide","ползти, скользить","",   0,"*mölki-", 681,"*milkü- / *mirkü-", 838,"",   0,"*məkə-jəp- (~-ua-)", 665,"Poppe 36."
1312,"*mi̯ólo",  23,"full, to fill, thick","полный, наполнять, толстый","*bol",1326,"*mel- / *möl-",1306,"*mila-",1499,"*mīr-", 941,"*mə́r-",1143,"Note traces of nasalization in Turkic (should one reconstruct *bonl?). Cf. also *mìlt`e."
1313,"*mi̯óńde",1038,"hare","заяц","*bAńɨ-",1047,"*möndele", 994,"*mundu-kān",1197,"",   0,"*mə́m-", 927,"The root (containing a rare cluster *-ńd-) must have denoted a small wild animal, most probably a hare. It occurs with various suffixes; a common formation may be Chuv. mulgaś < *bańɨ-l-(kač) = PM *mönde-le < *mi̯óńde-lV."
1314,"*mi̯ójńi ( ~ -n-)",   0,"to become overripe, rot","переспевать, сгнивать","*bAńɨl", 622,"",   0,"*munī-", 670,"*mằi-b-", 538,"*mínə́-r-", 497,"Medial *-j- has to be reconstructed to account for the secondary palatalization in Turkic and for the -i-reflex in Korean."
1315,"*mi̯óńù",1452,"heart; breast","сердце; грудь","",   0,"",   0,"*miańam",  57,"*mằńằm",  42,"*múnà-i", 202,"An Eastern isogloss. See SKE 136, EAS 79, Whitman 1985, 202, 237, АПиПЯЯ 48, 290, Robbeets 2000, 103. The MKor. variant njəm- in njə̀m-thòŋ 'heart' (which Lee 1958, 115 attempts to compare separately with Manchu ńaman), is most probably just a contraction in a compound < *mằńằm-thòŋ. {If the original meaning was 'front, protruding point', cf. perhaps Mong. mondaɣa, monduɣ 'high ground, mountains, peaks', Bur. mundarga 'woodless rocky summit', whence Manchu muŋGa 'hill, burial mound' ?}"
1316,"*mi̯oŋe",   0,"red, blood-red","красный, кроваво-красный","",   0,"*min-či- / *men-te- (?)", 995,"*muŋsi",1198,"",   0,"*məmi ( ~ -ua-)", 928,"Since the Mong. reflex is somewhat dubious, basically a Tung.-Jpn. isogloss."
1317,"*mi̯ore",  14,"to hurt, damage, wound","вредить, ранить","*bert-",1384,"*mer",1404,"*mur-dul-",1603,"",   0,"*miar- ( ~ *mair-)",1191,"The Jpn. parallel is not quite certain, both semantically and phonetically; if it really belongs here it might demand a reconstruction *mi̯ojre."
1318,"*mi̯óre ( ~ -ŕ-)",1934,"to long, show affection","стремиться, чувствовать влечение","",   0,"*mereji-",1653,"*mur-",2262,"",   0,"*mútú-m-",1576,"One of the common Altaic verbs of emotion."
1319,"*mi̯óri", 994,"road, track; to follow","дорога, след; преследовать","*bar-", 206,"*mör",  73,"",   0,"*mōr-", 126,"*mítí",  61,"АПиПЯЯ 89, 277."
1320,"*mi̯ót`i",1039,"joint","сустав","",   0,"*möči", 301,"",   0,"*mằtằi", 207,"",   0,"A Mong.-Kor. isogloss."
1321,"*mi̯ŏjo",1459,"to be mislead, mad","сбиваться с пути, сходить с ума","*boj-", 552,"",   0,"*mĳa-", 590,"*mì-čhi-", 454,"*maju(a)-", 433,"SKE 149."
1322,"*mi̯údu",1043,"dragon","дракон","",   0,"",   0,"*muduri", 452,"*mìrɨ́", 282,"*múi ( ~ *mə́i)", 324,"Whitman 1985, 61, 239 (Kor.-Jpn.); see also the discussion in Miller 2000. An interesting Eastern isogloss."
1323,"*mi̯úkč`[à]",1859,"a k. of hammer","вид молотка","",   0,"",   0,"*mukča", 559,"*màčhí", 414,"*mútì", 886,"An Eastern isogloss. Cf. perhaps also Turk. *bɨčkak 'knife' (if re-analysed semantically on analogy with *bɨč- 'cut'). The vowel reflex in Jpn. points to a variant *mi̯ukč`o (or mi̯ukč`u)."
1324,"*mi̯uktu ( ~ -i)",1154,"stump, horn foundation","пень, основание рогов","",   0,"*mugǯi-",1415,"*mugde-ke",1606,"*mìth", 974,"",   0,"The old deriving stem is perhaps preserved in Mong. muqur, moɣutur 'blunt, hornless', MMong. muɣular id., Khalkha moxo-, Kalm. muxə- 'to make blunt' etc. (whence numerous TM forms, see ТМС 1, 552-553). Some of them (especially suffixless forms or forms with -l-, like Evk. muku- 'to become blunt', Sol. moxō 'blunt', Evn. muk- 'to chop off') may actually be genuine, see Poppe 55. In Mong. cf. also the fronted variant mökü 'blunt' (KW 265)."
1325,"*mi̯uĺi",1858,"ignorant","глупый, неумелый","",   0,"*mulgu-", 683,"*mul-(di-)", 840,"*mòrắ-", 765,"*misu-",1287,"Jpn. -s- (even in the absence of Turkic forms) points to PA *-ĺ- here."
1326,"*mi̯ùní ( ~ -o-)",   0,"a k. of skin or cloth","вид шкуры или одежды","",   0,"",   0,"*mune-",2049,"",   0,"*mìnə́",1451,"A Tung.-Jpn. isogloss. Cf. perhaps MMong. (HY) minda-sun, WMong. mindasu(n), Khalkha ḿandas 'floss-silk, silk thread'."
1327,"*mi̯uŋo", 580,"suffering","мучение","*buŋ",1051,"*muŋ",1221,"*miŋnī- ( ~ -ü-)",1183,"",   0,"*munkua-", 932,"Владимирцов 350, Poppe 71. Mong. may be < Turk. The root seems to be different from \U*mùne\u q. v."
1328,"*mi̯urgu",   0,"wheat","пшеница","",   0,"",   0,"*murgi",1216,"*mírh", 893,"*mùnkí", 942,"Martin 251, АПиПЯЯ 69. An Eastern isogloss; but cf. also Turk. *bogu- ( < *borgu- ?) in *bogu-daj > *bugdaj (ЭСТЯ 2, 232-234, Лексика 461, Chuv. pъʷri 'полба'; borrowed in Mong. buɣudaj, see Щербак 1997, 110, Hung. búza 'wheat', see MNTESz 398; not < Chin., despite Joki 1963, 106, Menges 1984, 285), *boguŕ 'хлеб в зерне', *bogur-sak > Mong. Kh. bōrcog 'вид печенья'. Cf. also Bur. murā 'flour'."
