"NUMBER","PROTO","PRNUM","MEANING","KET","SYM","KOT","ARI","PUM","NOTES"
 558,"*qomat- (~χ-,-ɔ-)", 311,"few","qɔmatəm\H6\h (Кастр.: qōmat)","xɔmatɛ\H6\h (Кастр.: xomat)","","","","ССЕ 262. Werner 2, 101."
 559,"*qoʔn- (~ χ-,-ɔ-)", 312,"fir branches","qɔneŋ\H5\h (Werner 2, 106 qɔ́ńaŋ)","хɔnɨŋ\H5\h","","","koŋoŋho (W.) 'fir-tree'","ССЕ 262-263. Werner 1, 441, 2, 106 (without reconstruction)."
 560,"*qoń (~χ-)", 313,"beads","qōń; qondiś 'bead'","хon","","","ССЕ 263. Werner 2, 127.","   Ср. ПВК *χŏmɦV (/*mɦŏχV) "железо; железный предмет (в частности, бусы)" > лезг. χat, арч. χan 'бусы, четки', дарг. meh 'железо; подкова', ав. maχ: 'железо' и т. д. (см. NCED 815-816)."
 561,"*qoń- (~χ-)", 314,"to lose","qɔńbɛt\H6\h / qɔnesbɛt\H5\h","xɔnesbɛt́\H5\h","","","","ССЕ 263. Werner 2, 106 (without reconstruction)."
 562,"*qop(p)- (~χ-,-ɔ-)",   0,"crop, craw","qɔppej\H6\h / qɔpej\H6\h, pl. -əŋ\H5\h (also Werner 2, 121 qɔ́ɣaj)","xɔfɛ:hj\H4\h / xɔfe:j\H3\h, pl. xɔfejəŋ\H5\h","","","","ССЕ 263. Werner 2, 110 *qop\Hh\h- (suggests that the second part is *ʔāχ- 'sack' - which may be true)."
 563,"*qopt- (~χ-,-ɔ-)",   0,"castrated ox","qōptə\H1\h, pl. qɔptəŋ\H5\h","","","","","ССЕ 263. Werner 2, 111; may be a loan from Samoyed (Bouda 1957)."
 564,"*qoq(up)-", 315,"cuckoo","qɔpquń\H5\h, South. qɔqpuń\H5\h","χɔχpɨń\H5,6\h","kukūka","","","ССЕ 263. Werner 2, 111 <*qoqp\Hh\hən>."
 565,"*qorVn- (~χ-,-ɔ-,-l-)", 316,"ashes","qɔĺən\H6\h / qɔllən\H6\h","","","","","ССЕ 263. Werner 2, 101 <*qolən>."
 566,"*qos-",   0,"to be afraid, scared; witch","qɔśɛdɛm\H5\h 'witch', (Werner 2, 115) qɔs...den 'to be afraid', qɔs...it 'to scare'","xɔsedem\H5\h 'witch', (Werner 2, 115) χɔs...de 'to be afraid'","","","","ССЕ 263. A derivative with the "feminine"suffix -em (or rather, with the root *qVm- 'woman': *qosed-qVm 'scary woman'). There is some confusion between qɔśɛdɛm and hɔśejdam 'mother of Hosej (the lord of the underworld)', most probably folk-etymological."
 567,"*qot- (~χ-)",1011,"in front, before","qɔta\H6\h, Kur. qɔtɛ\H6\h "(to the) front"; qōtkə\H1\h "in front of, before", Kur. qōtkɛ\H1\h id.","xɔtéj "(to the) front"; xotkej\H1\h "in front of, before"","","únkut (М., Сл., Кл.,) "in front of" (Дульз. únqut)","","ССЕ 263-264. Werner 2, 118-119."
 568,"*qoTVs- (~χ-)", 317,"bed","","xɔtsi\H5\h, pl. -nɨŋ\H5\h (cf. also χɔ́tar 'bottom (of boat)', see Werner 2, 393)","","qoskor (М., Сл., Кл.)","xatɨ́s (Сл.)","ССЕ 264. Pump. xatɨ́s is probably a recording of the Yug form. Werner 2, 394 *qotsə / *qotəsə."
 569,"*qōGV (~χ-, -ɔ̄-, -χ-)",   0,"to hunt, to kill","qɔ:\H3\h","xo:\H3\h / xou\H3\h","oga-ʔa-čeaŋ 'to kill', ok-čex, ox-čex 'killing'","","","ССЕ 264. The stem clearly reflects a medial postvelar and should be distinguished from *qɔ- 'die' q.v. - although it may be a compound of some sort. Kott. og- (instead of *kog- or *hog-) may be due to a tendency of dissimilation of two velars in this language. Werner 2, 123 *qoGə."
 570,"*qōm- (~χ-,-ɔ̄-)",   0,"sinful","qɔmam\H5\h 'sinfully'","xɔ:\Hh\hm 'sinful', xɔmɛʔ\H2\h 'sinfully'","","","","ССЕ 264. Werner 2, 102 <*qoʔəmə>."
 571,"*qōń- (~χ-,-ɔ̄-)", 318,"cartilage","qɔń\H4 \h(South.), pl. qɔńeŋ\H5\h; Kur. qɔńi\H4\h / qɔ:ńi\H4\h, Bak., Sur. qɔ:ńə\H4\h / qɔńə\H4\h, pl. South. qɔńəŋ\H5\h","xɔ:\Hh\hń, pl. xɔneŋ\H5\h","","","","ССЕ 264. Werner 2, 106 <*qɔʔən'ə>."
 572,"*qoʔoŕ- (~χ-,-G-,-r\L1\l-)", 940,"to heal (of a wound)","qɔ:ĺ\H3\h","xɔ:\Hh\hr / xo:r\H \h(Werner 2, 124, 395: χour\H3\h, χo:r\H3\h)","","","","ССЕ 264. Cf. also a derivative: Yug xɔra:\Hh\hp\H4\h, pl. xɔrafɨŋ\H5\h 'wound'. Werner 2, 124-125 <*qogəλ>."
 573,"*qɔ-", 319,"to die","qɔ-ŕeŋ\H5\h, Bak., Sur. qɔ-deŋ\H5\h","xɔ-dəŋ\H5\h","onxa, onka "dead", (Бол.) onxa "death"; xa, kha, pl. xajikŋ "death"; hou "dead", hō 'illness' (Бол.: xou "illness"); d́axajaŋ "to die", praet. onxajaŋ, imp. anxa; асс. exá (М., Сл., Кл.), onxa (Кл.) "dead"","ínqo (М., Сл., Кл) "dead"; inkoto (Лоск.) "death"","ká-doŋdu (Сл.) "dead"","ССЕ 264. The root clearly has no medial consonant and should be distinguished from *qōGV 'hunt, kill' q.v. Note the Kott. variants with h-: a different root with *χ-?"
 574,"*qɔqante",   0,"hunger","qɔ:t (Кастр. qoʁat)","xɔxat","kajante; Ass. kajauinan, kajajnan 'hungry'","q́ogat 'hungry', (Лоск.) kogodinko 'hunger'","xaldi-din 'hunger' (erroneous recording instead of *xagdi-din?)","ССЕ 265. See a discussion in КС 166 (where with some doubt PY *Gɔ[G]ant- is reconstructed on the basis of the Kott. form). Kottish must have had a double dissimilation in an unacceptable combination of two initial velars (*qɔqante > *qɔGante > *GɔGante > *kɔgante > kajante). Werner 2, 125."
 575,"*qɔr\L1\l- (~-l-)", 320,"dry","qōĺeŋ\H1\h ōkś 'dry tree' (Werner 2, 99, 101: qɔ́ĺaŋś, qɔ́ĺiŋś)","","šīgal "dry"; šīgalaičei "drying"; šīgalaičejākŋ "to dry out"; d́äšīgalaŋ "to dry (tr.)", praet. ušigalaŋ","","","ССЕ 265. Werner 2, 101 *qol-."
 576,"*qɔ̄qa", 321,"star","qɔʔ, South. qɔʁ\H4\h; pl. qɔ:n\H3\h","xɔ:\Hh\hx, pl. xɔxɨn\H5\h","alaga, *alak, aláx, g. alagei, pl. alagan, alakŋ; alakan (Бол.); Ass. alák (М., Сл., Срсл., Кл.); Koib. alagan (Мес, П)","íl-koj (М., Сл., Кл.); iĺkoj (Срсл.); ilxok (Лоск.) id.","káken (Сл., Срсл.) "star"","ССЕ 265. Werner 2, 122 <*qoʔəGə>."
 577,"*qūǯ- (~χ-)",   0,"to shamanize","qūt (Werner 2, 138: qut\H4\h / quŕ\H4\h)","xut́ / xu:t́ (Werner 2, 138: χu:\Hh\ht́\H4\h, χúd́ɛsaŋ 'um zu zaubern')","","","","ССЕ 265. Werner 2, 138-139 <*quʔəd'ə>."
 578,"*quk (~χ-)",   0,"river (Yenisey)","qūk","xuk","","jikhuj (М.) "Yenisey"; (Лоск.) ikai "river"","","ССЕ 265. Werner 2, 140."
 579,"*qumɨl- (~χ-)", 322,"butterfly","qumĺej\H6\h, pl. qumɨĺejəŋ\H5\h","xumɨĺej 6 // xumɨl 6, pl. -əŋ 5","","","","ССЕ 265. Werner 2, 130."
 580,"*qV[G]i-", 323,"dry","tōjiŋ\H1\h, South. tɔʁaiŋ\H5\h","tɔxɔ́iŋ / tɔxáiŋ; xo- in xobaŋ\H1\h, pl. -ɨn\H1\h 'dry place' > 'shallow place'","xújga (М., Сл., Кл.); Ass. xújga (М., Сл., Кл.), huj-tu (Кл.)","qoĳa (М., Сл., Кл.)","ič-kój-ŋa (Сл.) "сухой"","ССЕ 265. The Ket-Yug form contains a prefixed element tɔ-. Werner 2, 283 <*qoj / *qojiŋ>."
 581,"*qVm- (~χ-)", 324,"woman","qīm, pl. -n\H1\h; qim-mas\H5,6\h "to marry"","xem / xim, pl. -n\H1\h; xem-mas\H5,6\h "to marry"","","biqam-al (Срсл.) "wife"; (Сл.) biqam-álte; (М.) bɨqam álte "wife"; (Лоск.) kemel "woman", kekmelte "wife"","ilsém (Сл.), ilzem (Срсл.) "wife"","ССЕ 266. Ar. bi- is a possessive prefix (lit. "my wife"). Pumpokol has a compound with the component ils- (present also in ils-et 'husband'). Werner 2, 90."
 582,"*qV:r\L1\l- (~χ-)",   0,"hoarseness, to become hoarse","d-ʌ:lej (КРС), Werner 2, 399: dʌ:ĺej\H3\h","хɨŕéj","","","","ССЕ 266. An expressive root. Werner 2, 399."
 583,"*qV̄wi (~χ-)", 325,"bear","qɔj\H4 \h(South.), North. qɔ:jə\H4\h / qɔjə\H4\h, Kur. qɔ:ji\H4\h; pl. qōn; "bear's lair": qɔjʁɔ\H6\h, pl. qɔjʁɔŋ\H5\h, Kur. qɔjɔ:ʁə\H4\h, pl. qɔjɔʁən\H5\h","xɔ:\Hh\hj, pl. xon; "bear's lair": xɔ:\Hh\hjɔ\H4\h, pl. -n\H4\h","","kibä (Стр.), (М., Сл., Кл.) qip, (Лоск.) kip","","ССЕ 266. Werner 2, 90 identifies the Arin word with the Ket taboo-word for "bear" (Ket. qīp, Yug. xep "grandfather" > "bear"; see under *χ[e]ʔ), and reconstructs <*qoʔəjə> [would be *qōjV in our reconstruction], which is also possible."
 584,"*qVqVr", 326,"gall","qʌ:ĺ; qōlɨŋ\H1\h / qɔlaŋ\H5\h "bitter" (Werner 2, 143 qʌ́laŋ / qɔ́laŋ)","xʌxul\H5\h; xɔxɨĺaŋ\H6\h "bitter"","ogar, pl. -aŋ","","leo-xóxar (Сл.) "(gall?) bladder"","ССЕ 266. Werner 2, 148-149 <*(q)əqəλ>."
 585,"*ŕaʔk",   0,"Selkup","ĺaʔk, pl. ĺaɣeń\H5\h","ĺa:k, pl. ĺagɨn\H5\h","","","","ССЕ 267. Werner 2, 9 <*laʔk>."
 586,"*ŕaʔm",   0,"side","ĺaʔm // ĺām, pl. ĺamen\H5\h; ĺamga\H5\h  'on the side'","laʔm // lam, pl. lamɨn\H5\h; lamgej\H5\h 'on the side'","","","","ССЕ 267. Cf. also derivates: Yug lamtɨr\H5\h 'flat', perhaps also Ket ĺameĺ 5, pl. -əŋ 5, Yug lamɨr 5, pl. -ɨŋ 5 "door" ("*side door"). Werner 2, 9. [Cf. also ST: PK *láp-cə̀ ~ *lám-cə̀ 'door']."
 587,"*ŕaʔt (~-c,-č)", 327,"beaver","ĺaʔt, pl. ĺatn\H5\h","","","","","ССЕ 267."
 588,"*ŕak-",   0,"to blink (eyes); to press; to plaster","laktej\H6\h 'to blink (eyes); ĺákaj (Werner 2, 1) 'to plaster, close (a wound)'","lakkej\H5\h 'to blink (eyes); làkkéj (Werner 2, 1) 'to press'","","","","ССЕ 267. Werner 2, 1 <*laʔk->."
 589,"*ŕem",   0,"board, table","ĺēm, pl. ĺɛmɨŋ\H5\h; South. ĺaʔm, pl. ĺēmɨŋ\H1\h","laʔm, pl. lemɨŋ\H1\h","","","","ССЕ 267. The South.-Imb. and Yug display a partial contamination with *ŕaʔm 'side' (q.v.). Werner 2, 10. [Cf. perhaps also Ar. (Лоск.) ĺamu 'roof']."
 590,"*ŕəʔq- ( ~ -χ)", 328,"dirt","","lъʔx // lъʔq","","laj (Лоск.) 'swamp'","","ССЕ 267. Werner 2, 5 <*ləʔq>. Note that Ar. dalaj 'sea' is a transparent Mong. loanword and cannot be analyzed (as in Werner 2, 1) as da 'sea' + laj 'swamp'. In КС... the Yug word was connected with Kott. d́igen 'moss' - which is correctly doubted by Werner (2, 5); for the etymology of the latter see *čVKV."
 591,"*ŕəq-",   0,"fur ware (пушнина)","lə̄q\H1\h","ləx\H1\h, pl. lл:\Hh\hx","","","","ССЕ 267. Werner 2, 6 <*ləq>."
 592,"*ŕɨʔǯ", 329,"mountain, wooded mountain ridge","lɨʔt//ĺɨʔt","lɨʔt́","d́ī, pl. d́īan; Ass. jii (М., Сл., Ф.), ĳ (Срсл.), (Бол.) pača-[j]i (lit. "big mountain"); Koib. ǯii (Ф.)","","lɨcɨ (Срсл.) "devil" (cf. Ket. ĺɨtɨś "wood devil (mountain + god)"","ССЕ 267. Not quite clear is the relationship of the forms: Ket. plur. ĺɨkken\H5\h, South. ĺɨkŋ\H5\h, Yug lɨkŋ\H5\h. A change *-tŋ > -kŋ is actually possible in Ket, but a reduplication in ĺɨkken\H5\h is somewhat strange. Besides, Castren has recorded in Kottish one more word with the  meaning "mountain": d́ix, plur. d́ekŋ, d́igan. It is possible to reconstruct one more PY root: *ĺɨ(ʔ)k, reflected (besides the forms listed) in the Kott. compound xē-lēx, khē-lēg 'mountain ridge' (the first part see under *qäʔj).  On the whole, a rather complicated case. Werner (2, 16) tries to solve it by postulating PY <*λɨk, pl. *λɨkŋ> and its compound with an unclear component <*ət'> (?) - *λɨkkət' > *λɨkt' > Ket ĺɨʔt etc. Such a development would be phonetically unprecedented in Yenisseian."
 593,"*ŕok-",   0,"to tremble","lōkŋ\H1\h; (Werner 2, 14) ĺōkŋ","lokŋ\H1\h","","","","ССЕ 267. Werner 2, 14 <*lok-ŋ>."
 594,"*ŕoq- ( ~ -χ-)", 330,"fluid","lōq, South. ĺōqĺ\H1\h, ĺɔkĺ (W 2, 11)","","","","","ССЕ 268. Werner 2, 15 <*ĺoqə>."
 595,"*ŕōd- (~-ʒ-,-ǯ-)", 331,"a k. of edible tubular plant (пучка)","ĺɔ:ŕi\H4\h (Kur.), pl. ĺōŕeŋ\H1\h; Bak., Sur. ĺɔ:də\H4\h / ĺōdəŋ\H1\h; South. ĺɔŕ\H4\h, pl. ĺɔŕeŋ\H1\h","","","","","ССЕ 268. Werner 2, 13 <*loʔədə>."
 596,"*ŕɔn", 332,"lip","ĺōn (South. also ĺɔntiś\H5\h), pl. ĺɔnəŋ\H5\h","lon, pl. lɔnɨŋ\H5\h","d́an, *d́ān, pl. d́ānaŋ; (Бол.) anag "lips"","e-tán (М., Сл., Кл.), diana (Кл.) "lip"","","ССЕ 268. Werner 1, 221, 2, 14 <*λon>."
 597,"*ŕɔs", 333,"vulva","ĺōś","los","","","lat 'cunnus'","ССЕ 268. A good phonetic match is Kott. d́ōš 'luck', although the semantics is highly questionable. Ket is the source of the isolated Nenets (Purov dialect) ḷōs 'vagina' (possibly, through Selkup as an intermediary, see Хелимский КС 245). Werner 2, 15 <*λos / *λot>."
 598,"*ŕuń-",   0,"grayling","ĺūń, pl. ĺuna:ŋ\H3\h","luń, pl. lune:ŋ\H3\h","","","","ССЕ 268. Werner 2, 16 <*luń>."
 599,"*saʔqa", 334,"squirrel","saʔq, pl. sā:n","saʔx / saʔq, pl. saxən\H5\h","šaga, g. šagā, pl. šagán; (Бол.) šaxa; Ass. šága (М, Сл, Кл), šaha (Кл).","sava (Стр.), sova (Лоск.), žoua (М, Сл, Кл)","tak (Сл)","ССЕ 268. Werner 2, 162 <*taʔqa / *saʔqa>."
 600,"*saʔ[r]",   0,"crucian","śaʔĺ, pl. śaʔn","saʔr, pl. saʔn","šat, pl. šatn, šatan","","sāt (Сл.1)","ССЕ 269. Werner 2, 182 <*saʔλ>."
 601,"*saʔr\L1\l", 335,"sharp edge","śaʔĺ","saʔr","šal, g. šali, pl. šālaŋ, šalaŋ "sharp edge"; ōšalaŋ "to whet", praet. ōnašalaŋ, imp. anšal, pass. onāšal; šičal "whetting"","","","ССЕ 269. Werner 2, 182 <*saʔλ>."
 602,"*saʔr\L1\l", 975,"tobacco","śaʔĺ","saʔr","","","","ССЕ 269. Werner 2, 182 <*saʔλ>."
 603,"*saga-",1156,"to say, speak","sagabet́ (Castr.), praet. sagōrabet́, imp. sagarget́ (Werner 2, 156: sáɣa-bet, North. sáɣa-vet 'to say')","sága-bɛ:\Hh\ht́ (Werner 2, 156)","ćagar "speaking"; d́aćagaraŋ "to speak", praet. alaćagaraŋ, imp. alćagar, pass. alāćagar","","","ССЕ 269. Werner 2, 156."
 604,"*sagdV",   0,"boot","śagdi\H5\h, pl. śagdeŋ\H5\h","","","","","ССЕ 270. The word is rendered in Late Old Chinese as *sāk-dāk 'boot' and is probably of Iranian origin (MPers. mōčak saxtak 'a boot made of worked leather'), see Pulleyblank 1962, 243. Werner 2, 178 tries to analyze the word as śaq- 'heel' + dɨʔ 'hat' which is phonetically implausible (why velar -g-?)."
 605,"*saGar\L1\l",   0,"to spend the night","sa:l","sa:\Hh\hr 'spend the night; night'","hačāgal, praet. halačāgal, imp. halčāgal; šagal "spending the night"; čagal "sleep, dream"","","tōl (Сл., Срсл., Кл.) 'night'","ССЕ 270. On the variation of š / č in this root (and some others) in Kottish see КС 154. Werner 2, 162 <*t'agaλ / *sagaλ>. The stem is no doubt derived from PY *siG 'night' q. v."
 606,"*saG-Vʒ", 337,"heel","śʌ:t, pl. śʌŕeŋ (Bak., Sur. śъdəŋ\H1\h)","sъ:t / sъut\H3\h, pl. sъdɨŋ\H1\h","šugaʔiči / *šukaiči, pl. -ʔičan","ižegen (Лоск.)","","ССЕ 270. The stem contains the body part suffix -Vʒ; without it cf. *saG-bul > *saq-pul 'heel' (Ket North. sapqɔĺ\H6\h, Yug saxpɨl\H6\h); *saG-tVʔVǯ 'to trample' ( = 'beat with the heel') > Ket saqtet\H5\h, Yug saxtet́\H5\h. The Kott. form is probably a further compound *šugai + hēči 'footwear'. Werner 2, 221 agrees with the reconstruction *saG- and with uniting all the above forms in principle, but, as usually, derives the Ket-Yug form from *śʌq- 'heel' + aʔt 'bone' which is obviously not the case."
 607,"*sak- (~-x-)",   0,"coddled, pampered (child)","saɣej\H6\h (Werner 2, 156 ságej, 181 śáɣej)","sagéj","","","","ССЕ 270. Werner 2, 156, 181-182 (without reconstruction)."
 608,"*sakar- (~-g-,-G-)", 338,"hard","","","šagar "hart, zäh"; (Бол.) šakarɨga "hardly (туго)"","berik sagara (Лоск.) "hardly (туго)" [lit. "very hardly"]","","ССЕ 270."
 609,"*saq- / *ʔasq-",1013,"guilty","sān // saʁan\H6\h","saxan\H6\h","aśke, *aśki, g. aśkei, p. aśkejiŋ, aśkĳaŋ "guilt"; aśkō "guilty"","","","ССЕ 270. Werner 2, 163."
 610,"*saŋ-", 339,"to search","śaŋbɛt\H6\h / śaŋbɛŕəŋ\H5\h, Bak., Sur. śaŋbɛdəŋ\H5\h","sáŋ-aχɛsaŋ 'um zu suchen', sáŋ-bet́, sáŋ-taχ, sáŋ-tet́ 'erfahren' (Werner 2, 158, 159)","","","","ССЕ 270. Werner 2, 158, 159, 181."
 611,"*sǟs",1167,"fur from reindeer's legs (камус)","śaś\H4\h (South.), Kur. śäśi\H4\h, Bak., Sur. śa:ś\H4\h; pl. śaśeŋ\H5\h","sa:\Hh\hs, pl. sasɨŋ\H5\h","šēt, pl. šataŋ "Beinling"","","","ССЕ 270. Werner 2, 181 <*seʔəsə>."
 612,"*seʔj",   0,"seat made of fir branches","śɛʔj, pl. śɛŋńeŋ\H5\h","sɛʔj, pl. sɛŋńiŋ\H5\h","","","","ССЕ 271. Werner 2, 188. Possibly connected with verbal stems *hVs- 'to be', *sVs- 'to sit'."
 613,"*seʔs", 340,"larch","śɛʔś, pl. śēj","sɛʔs, pl. sej","šēt, pl. šat; Ass. šet (М., Сл., Кл.), čet (Кл.)","čit (Кл.), t́šit (М., Сл.)","tag (Сл.)","ССЕ 271. Werner 2, 188 <*sɛʔt / *tɛʔt>."
 614,"*s[e]ji", 341,"furuncle; wound","śibaŋ\H6\h, śivaŋ\H6\h, pl. śibaɣań\H5\h 'furuncle'; (Werner 2, 190) śēj\H1\h 'Schramme'","sibaŋ\H6\h, pl. sibaŋɨn\H5\h 'furuncle'","šei 'wound'; šei-pi 'wounding', šeja āpajaŋ 'to wound'","","","ССЕ 271. Werner 2, 192, 437 *sei. The Ket form definitely reflects a compound preserved in Kottish (but hardly with baʔŋ 'earth, place' as suggested by Werner)."
 615,"*sel- (~-r-)", 342,"bad","śēĺ (South.); North. śēĺi\H1\h","sel / sejl\H1\h","","","selem (Срсл.) "badly"; seĺ (Срсл.) "badly (böse)"; seleḿ (Срсл.) "badly (schlecht)" (?)","ССЕ 271. All Pumpokol forms are most probably Yug. Werner 2, 191 *selə."
 616,"*senVŋ", 343,"shaman","śɛnəŋ\H5\h, pl. śɛnin\H5\h / śɛni:n\H3\h; śɛnam\H5\h, pl. -in "shamaness"","sɛnəŋ\H5\h","šēnaŋ "witchcraft"; šēnaŋ hit "shaman"; šēnaŋākŋ "to conjure sorcery"","","","ССЕ 271. Werner 2, 184 (acknowledges the reconstruction but gives an utterly strange comment: "erinnert an Sin 'Mondgott' im assyrisch-babylonischen Pantheon" (?))."
 617,"*sep (~-b)", 344,"enough","śēp","sep","šēp","","","ССЕ 271. Werner 2, 191."
 618,"*ses",   0,"river","śēś, pl.: South. śaś\H4\h, Kur. śa:śi\H4\h, Bak., Sur. śa:śə\H4\h","ses, pl. sa:\Hh\hs","šēt, pl. šati "river, brook"; šētōk (-g), pl. šētōkŋ, šētōgan, *-kan "brook"; Ass. (Срсл.) šet "river (fluvius)", (М., Сл., Кл.) "brook (amnis)"; (Кл.) šétagai; Kam. (Стр.) satiŋ "river (fluvius)"","sat (М., Сл., Срсл., Кл.) "river (fluvius)"","tataŋ (Срсл., Кл.) "river (fluvius)", (Сл.) "brook (amnis)"","ССЕ 271. Cf. also Ket qɔkś, pl. qɔkśeś "brook" - lit. "one river" or "quick river" (an interesting case of a reinterpretation). Werner 2, 191 <*set / *tet>."
 619,"*ʔec-",   0,"to let, release","kaŋeset "to let, release, drive" (Донн.); k...it "fortjagen" (Werner 1, 400)","k..ɛt́ (Werner 1, 398, 400)","ašetaŋ "to release", praet. onšētaŋ, imp. ānšēt; šičēt "releasing"","","","In ССЕ 272 I have reconstructed *set 'to let, drive' on the basis of Donner's Ket form and the Kottish verb. Werner's additional Yug data (dika:\Hh\hjɛt́ 'ich jage ihn', pret. di-kɔ:\Hh\hr-ɛt́ etc.) shows that s- is definitely a prefix and allows us to change the reconstruction to *ʔec- (on the correspondences see КС 150-151) and thus add another case of the rare PY phoneme *-c-. See Werner 1, 89, 400 (not connecting the Ket-Yug and Kott. forms and giving no reconstruction); in 1, 398 Werner adds an enigmatic phrase: "PJ (S) *set 'freilassen' hat mit den angeführten jug. Formen nichts zu tun, vgl. kot. (C) šičêt 'Loslassen'" (?)."
 620,"*seŋ", 345,"liver","śēŋ, pl. śɛŋən\H5\h; śénan, śéŋnan 'stomach' (Werner 2, 189-190)","seŋ, pl. sɛŋɨn\H5\h; séńńan 'stomach' (Werner 2, 189-190)","","","","ССЕ 272. The word for "heart" in Kott. and Arin possibly reflects a compound *seŋ + *tVp-, lit. "liver" + "spleen": cf. Kott. šitap, Ass. šitábu (М., Сл., Срсл., Кл.), Ar. šenóugbu (М., Сл., Кл., Срсл.), šenebo (Лоск.); a similar origin may be also suggested for Ket śɛ́rap, MKet. śɛ̀dáp (Werner 2, 186) 'Bauchspeicheldrüse; Milz'. Werner's analysis of -p(u), -bu in these compounds as *pu 'belly' is less plausible because it does not explain the first part of compund (šita-, šene-). See Werner 2, 190 (connecting also Kott. šičil, Ar. sal - on which see *sisa(l)-), 1, 332."
 621,"*seŋan",   0,"spark","saŋan\H6\h, pl. -əŋ\H5\h","sɛŋan\H6\h, pl. -iŋ\H5\h","","","","ССЕ 272. Possibly a loanword: cf. Selk. sənqän 'glowing coal', further - Turk. saɣɨn, čaqɨn, Finn. säkene (see Bouda 1957, 77, Хелимский КС 246, Werner 2, 158)."
 622,"*sēr\L1\le", 697,"deer","śɛĺ\H4\h (South.), Kur. śɛ:ĺi\H4\h, Bak., Sur. śɛ:ĺə\H4\h; pl. śɛʔn","sɛ:\Hh\hr, pl. sɛʔn","šeli, *šele, *šeĺe, g. šelā, pl. šetn "wild animal"","sin (М., Сл. Кл.,) "deer (cervus)"","sálat (Сл.) "deer (rangifer)"","ССЕ 272. For PY one can reconstruct the plural form *seʔn ( < *sēr\L1\l-n?), to which, in particular, we can trace Ar. sin. Werner 2, 183 <*seʔəλə, pl. *seʔn> (the statement that *seʔəλə is an old compound is disputable because the components are not specified)."
 623,"*səG-",   0,"heavy","śʌ:ś (pred.), śʌ: (attr.)","sъ: / sъu\H3\h (attr.)","šīkŋ; (Бол.) šuoga "heavily"","šoga (Лоск.) "heavily"","","ССЕ 273. This root probably serves as the deriving stem for the verb Yug. śi:ń\H3\h, Ket śiɣəń\H5\h 'to weigh' (although there are vocalic problems and Ket -ɣ- is absolutely unclear - perhaps an erroneous recording?). Werner 2, 221 reconstructs <*səkə > *səgə> "heavy", but does not agree with relating here the verb "to weigh" ("wie verlockend es auch scheint"). In 2, 204 he reconstructs <*sigən'> 'to weigh' and lists the Ket reflexes as śíɣeń / śíɣań / śi:ń\H3\h. Ket -ɣ- is still unexplained, but the - now attested - variant śi:ń\Hh\h allows to reconstruct *siGəń, which I still think is quite well derivable from *səG- 'heavy'."
