NUMBER|PROTO|MEANING|PRNUM|KOLAMI|KOL̲KIN|KOL̲SR|NAIKRI|NAIKI|PARJI|OLLARI|SALUR|POYA|S̲3|ADDITION|NOTES|DEDNUM
1208|*Sit-|bamboo pin|0||||||citam "(S) bamboo pin (for leaf cup)"|||||||2614
1209|*Si-v-|wood|251|sivva "piece of fuel"|||śivva|||||||Also Naikri \Isuvval\i (pl.) fuel||2600
1210|*Siŋ-|(sun) to set|0||||||ciŋg- "(sun) declines after midday"|||||||2503
1211|*Sīḍ-|to become numb|0|sīḍ- (sīḍt-) "(part of body) gets numb"|||||cīḍ- "(limb) becomes numb"|||||||2613
1212|*Sī-ŋ-|to be torn|184||||||cīk-, (S) cīkip- (cīkit-) "to tear"|||||Also Parji (S) \Icīŋg-\i to be torn||2491
1213|*Sonḍ-|mouth, beak|254||||||conḍ|||sonḍi "beak"||||2664
1214|*Sorŋ-|to get drunk|193||||||corñ- "to be drunk"||jōng ēr-|sorŋ-||||2853
1215|*Soṭ-|lame|194|||||||soṭaṭonḍ (masc.), soṭiṭe (fem./neut.)||||||2838
1216|*Sōṛ-|to trickle|0||||||cōṛ-|||||||2893
1217|*Sul-|to go round|0||||||cul- "to go round, wander about"|||||||2693
1218|*Sul-|to say|1825||||||cul-|||||||2855
1219|*SumP-|rat|197|supke "young rat"|||||cumari, cumbri "musk-rat"|||||||2675
1220|*Supar-|diviner|0|supari mās "diviner, priest"||||||||||Also Kolami (Pat.) \Isupari\i shaman||2671
1221|*Surg-|soot|201||||||curuk "deposit of soot on the ceiling or on any object that has been near the fire"|||suygur||||2686
1222|*Surk-|to shrivel, wither|740|suk- (sukt-) "to fade, wither"|||||curk- "to shrivel, (cheeks) sink in"|||||Also Parji \Icurkip-\i (\Icurkit-\i) to make to shrivel||2687
1223|*Suj-|to sob|0||||||cuyk-|||||||2680
1224|*Sūnḍ-/*Sūṭ-|to tie hair; knot|0||||||cūnḍ- "to tie hair in knot"|||sunḍ- "to roll up and tie hair in bunch"|sūṭe "a type of men's hair style"|Also Parji \Icūṭa\i woman's hair tied in knot||2721
1225|*Sūr-|a k. of jujube|205||||||cūra "Zizyphus rugosa"|||||||2730
1226|*taḍ-|curtain, door|1497|daṭam "door"|taṛka "mat"|taḍkā "plaited bamboos, thatch"|||||||taṇḍaka "bamboo curtain"|||3036
1227|*tak-|to stay, live|1500|tak- (takt-) "to live (in a place), remain, stay (e.g. silent)"|||tak- "to stay, remain"|||||||||3014
1228|*ṭak-|pip|1621||||||ṭakka|||||||2941
1229|*takil|grandchild|91|||||||||takil māl "granddaughter"|takil jiṇḍu "grandson"|Also Salur (P) \Itakil sinḍ\i grandson||3010
1230|*tal|head|1475|tal|||tal (pl. -kuḷ)|tal|tel "head; honeycomb"|tal|tallu (pl. talkil)|||Also Naikri \Ital\i (pl. \I-śil\i) honeycomb||3103
1231|*taḷ|mother|1476||||||tal|||||Also Parji \Ital vanda\i thumb||3136
1232|*tamb-||0|tambak "(Br.) lobe of the ear"|||||demma (?) "lobe of the ear"|||||||3086
1233|*tan-ḍ-|to kick|1483|tanḍeng "(Pat.) to kick"|tanḍ-||tanḍ-|||||||||3053
1234|*tanḍ-|small pot|1509||||||ṭanḍi "small pot, cup"|||||||2946
1235|*tand̲|father|1538||||||tend|||||||3067
1236|*tanṭ|below|0|||tanṭ, tanṭād|taṭ "underneath"||||tānḍr-, tānēr|||Also Kolami̲SR \Itanṭ ḍigg-\i to descend||3178
1237|*taŋ-|a k. of relation|87|||taŋgod "husband's elder brother"|taŋgon, taŋgoḷ "wife's elder brother"|taŋgon "husband's or wife's elder brother"||||||Also Kolami̲SR \Itaŋgodā\i wife's elder sister; Naikri \Itaŋgoḍal\i wife's elder sister; Naiki \Itaŋgoda\i husband's elder sister; (?) Gadba̲S3 \Inaggal\i wife's younger sister||3015
1238|*tap-|to put|1986|tap- (tapt-) "to put (spell on buffalo), turn upside down"|||tap-|tap- "to make to lie down, add (fuel), put on (shirt)"|tapp- "to put, plant (seeds), (cow) gives birth"|||tap- "to put, add (salt, etc.) to food"||||3073
1239|*tap-|to strike, kill|1488||||||tapp-|||||Also Parji \Itapoṛ\i slap||3075
1240|*ṭapr|cattle-bell|0|ṭapor "wooden cattle-bell"|||ṭapar, tapar "cow-bell"|ṭapru "wooden cow-bell"||||||||2948
1241|*tar-|to churn|0||||||terip- (terit-) "(S) to churn"|||||||3095
1242|*targ- (*-r̲-)|to cut|1489|targ- (tarakt-) "to cut, cut off"|||targ-|||||||||3140
1243|*taṛ-k-|earring|1513|||||||||taṛki "earring (of females)"||||3121
1244|*taṛ-i-|to burn|1493|tari- (tarit-) "(fire) burns"|||tar- "to catch fire"||taṛ-, taṛv- "to be hot"|||kis taṛkamul "burning coals"||Also Kolami \Itarp-\i (\Itarapt-\i) to light (fire); Naikri \Itarp-\i to set fire to, kindle; Parji \Itaṛkip-\i (\Itaṛkit-\i) to heat; \Itaṛuran\i hot||3115
1245|*taṛ-v-|to dig|1492|||tavv-|tavv-|||||tals- "(rat, etc.) to scratch up earth"||||3122
1246|*tarŋ-uṛ|liver|1486|tarŋguḍ|||tarŋguṛ|taŋg|taṛuŋg|taṛiŋ|||taṇaŋil "(pl.) liver"|||3120
1247|*taS-|to wipe|1518||||||tacc-, cacc-|tas-||||||3019
1248|*taṭ-|beehive|1557||taṭṭa|||||||||||3490
1249|*taṭ-|a wide basket|1495||||||||||taṭṭa|||3035
1250|*ṭav-|blue jay|0|ṭavā "(Haig) blue jay"|||||ṭevval "roller or blue jay"|||||||2951
1251|*tavṛ|chaff|1499|||||tavṛ||||||||3111
1252|*taj-|light|0||||||tayal (masc.), tayaṭ (non-masc.) "light (in weight)"|||||||3087
1253|*tāḍ-|to spread|0|||tāḍ- "to spread bedding"|tāṛ-||||||tāṭ- "to spread like a mat"|Also Kolami̲SR \Itārekād\i bedding||3154
1254|*tā-|why|0|tāned/tand, tānev "what thing, things"||tāglen, tāgāleŋ|tā, tāne "what"|tān "what"|nā, nāto "what"|||||Also Kolami \Itanduŋ\i, \Itāŋ\i why; \Itāna\i, \Itānay\i at all; Naiki \Itāndun\i why; Parji \Inātek\i, \Ināteg\i, \Ināteŋg\i why||5151
1255|*tāk|father|0|tāk "father (always with preceding possessor)"|||tāk, tāk-jaran|||||||||3152
1256|*tāk-|to walk|1501||||||tāk-|tāk-|tāk-|||Also Parji \Itākip-\i (\Itākit-\i) to make to walk||3151
1257|*tām|they|1505|*tām (obl. tam-) "they, themselves"|||tām "they, themselves"||tām (obl. tam-) "they, themselves"|tām (obl. tam-) "they, themselves"||||Also Kolami \Itamne\i their own; \Itam bān\i his, her, their own father||3162
1258|*tāmar|lotus|1506||||||tāmar|||||||3163
1259|*tān|oneself|1507|*tān (obl. tan-)|||||tān (obl. tan-) "self, oneself"|tān (obl. tan-) "self, oneself"||||Also Kolami \Itanne\i (? \Itane\i) his own; \Itannaḍi\i by himself alone, just by itself, accidentally||3196
1260|*tāḍ-|rope|231|tāḍ|||tāṛ|||||||||2356
1261|*tāṛ|toddy palm|1512||tāṭi māk "palmyra tree"||tāṛ māk/śeṭṭ|tāṛ|tāṛ||||tāṭi "palmyra palm"|||3180
1262|*tār̲-|to cackle|0|tār- (tārt-), (Pat.) ṭāreng "(hen) cackles"|||||tarp-|||||||3173
1263|*tār̲-|to swallow|1511||||||tār-|tārg-||||Also Salur (?) \Isark-\i to drink (as ox in tank)||3174
1264|*tās-|krait|207||||||||||tāsu|||2359
1265|*tāt-|(grand)father|1516|||||tāta "grandfather"|tāta "father"|||||||3160
1266|*teḍ|ladle|0||teḍḍ||ṭeḍḍ|||||||||3411
1267|*ted̲-|to be fierce|1527|||||tirup "sun's ray"|ted- (tett-), (NE) ṭeḍ- (ṭeṭṭ-) "to be fierce (of sun's heat)"||||||Naiki \Itirup\i is strange, maybe from \I*tid̲p\i with a specific development.|3440
1268|*telg-|Telugu man|0|telgi||||||||||||3426
1269|*teL-|white|1522|telmi|teloṛi||tevoṛi||||||tellan|||3433
1270|*tenḍ-|to pull|2059||||||ṭanḍ-|tinḍ-|tinḍ- "to pull a cart, as oxen"||tinḍ-|||3052
1271|*tenḍ-|to rise|1532||||||tend- "(S) to rise, be raised"|ṭeṭp- (ṭeṭt-) "to raise, lift"|||tēṭp- (tēṭup-) "to lift"|Also Parji \Itetip-\i (\Itetit-\i) to raise||3450
1272|*teṛp|cloth|0|teḍep (obl. teḍp-), (P) taṛep "cloth, waistcloth"||||tipuṛ||||||||3032
1273|*teṭ-|thin|0|||ṭeṭṭe||||||||||3434
1274|*ṭēk|teak|1623|||ṭek "teak timber"|||ṭēk meri "teak tree"|||||||3452
1275|*tēl-|to float|1530|tēleng "(Pat.) to float"|||||tēl-|tēl-ēr-|||tēlupp-, tēlsap- "to float something"|||3464
1276|*tēl-|to break out|0||||||tēl- "(spot, rash, etc.) to appear on skin"|||tel- "(ringworm, etc.) to appear, break out on skin"||||3465
1277|*tēn|honey|1533|tēne|||tēne||tīn ney|tīn|tīnu|||Also Parji \Itīn pinda\i, \Itīni\i bee||3268
1278|*tēr|cot|1534|tēr (pl. tēḍl)|||tēr|tēr||||||||3460
1279|*tēr- (*-r̲-)|to clear|1536||||||||||tērsap- "to clear (as a liquid)"|||3471
1280|*tik-|to die|1521|tik- (tikt-)||tigtā "deceased (KR-597)"|tikk-|tik-||||||||3406
1281|*tik-|waist|0|tikānē "(Haig) waist"||||||||||||2953
1282|*tinḍ-|to throw|0||||||ṭinḍp- (ṭinḍt-)|||||||2957
1283|*tin-|to eat|1541|tin- (tind-) "to eat (including a meal)"|||tin- (tind-)|tin- (tind-)|tin- (tind-)|tin- (tiy-, tinḍ-)|tin- (tiy-)|||Also Kolami \Itinip-\i (\Itinipt-\i) to make to eat; Parji \Itittip-\i (\Itittit-\i) to cause to eat, feed||3263
1284|*tir-|to turn|1546|tirg- (tirikt-) "to turn (intr.), wander"|||tirg- "to turn (intr.)"||tirk- "to writhe"|||||Also Kolami \Itirgip-\i (\Itirgipt-\i) to make to go round and round, twist; \Itirgal\i mortar, pestle; \Itip-\i (\Itipt-\i) to turn (tr.), make to go round; Naikri \Itipp-\i to turn (tr.)||3246
1285|*tir-|sweet|0|||tīrre|tirre||tirra(ṭ)|tiren, tirenṭe|tirōn|||||3254
1286|*tirg-|to tremble|1544|||||tirg-|tir-, (S) tirv-, tiri-|tirg-|||tirg- (tirig-) "to shiver"|Also Parji \Itirk-\i to shudder, throb (pulse); \Itirbir-\i, \Itirbir er-\i to tremble||3253
1287|*tiṛ-k-|to wave, flap|0||||tiṛk-||ṭiḍk- "(S) (bird) flaps wings"|||||||3218
1288|*tiṭ-|scorpion|0|tiṭor|ṭunṭor|ṭumṭer, ṭūmṭor|ṭiṭor, kiṭor|ṭiṭṭo, ciṭu, ciṭukli||||||||2956
1289|*tiṭ-|straight|0||||||ṭiṭṭa|||||||3739
1290|*tiv-|to pull|1548|tiv- (tivt-)|||tivv- "to pull, draw"|||||||Also Kolami \Itivva\i force for a stream||3407
1291|*tin-|right|1540|||||tina kī "right hand"|tinda|tiyan ki "right hand"||||Also Parji \Itinda key\i right hand||3263
1292|*tīg, *tiv|creeper|1549|||tīg|||tiv "thread"|||tīg||||3269
1293|*tīr|hair|1539|tīr (pl. tīḍl)|||tīr (pl. tīḍḷ)|tīr (pl. -l)||||||||3279
1294|*tīr- (*-r̲-)|to be finished|1552|tīr- (tīṭ-) "(work, food, etc.) is finished"|||tīr-|||||||Also Kolami \Itīrp-\i (\Itīript-\i) to finish (work, food, etc.); Naikri \Itīrp-\i to finish||3278
1295|*tīt-|bird|1553||||||tīta|tīte|tīte|||||3275
1296|*toḍ-|to wear clothes|1560|toḍ- (toṭṭ-) "to put on (shirt)"|toṛ- "to put on (shoes, etc.)"||toṛ- (toṭṭ-) "to wear (bodice or shirt)"||||toḍg- "to wear (clothes)"|||Also Kolami \Itoḍa\i anklet; (Pat.) \Itorḍyal\i anklet; Salur \Ituṭṭ-\i to wear, put on||3482
1297|*toḍ-|to touch; rope|1561||||||ṭoḍ- (ṭoṭṭ-) "to touch"|toru "rope"|torru "string, rope"|||Also Parji \Iṭoḍip-\i (\Iṭoḍit-\i) to make to touch; \Iṭoḍu\i rope||3480
1298|*togar-|dhal|1565||togar "Cajanus indicus"||togari "Cajanus indicus"|||||||||3353
1299|*tokr-|shell|0|tokre||||||||||||2978
1300|*tol|shed|0||||||tol "in \Icakur-tol\i cattle-shed"|||||||3526
1301|*tol\L1\l-|tomorrow|1568|tolli|tolli "early in the morning"||tolli||tolli|tonḍuŋ, tonḍunuŋ|tonḍun|||||3516
1302|*toḷk-|to drip, spill|1570||||||tolk- "to spill (intr.)"||tolker kālam "rainy season"||tonk-ēr- "to trickle out"|Also Parji \Itolkip-\i (\Itolkit-\i), \Itolcip-\i (\Itolcit-\i) to spill (tr.)||3361
1303|*toṛl-|younger brother, sister|1593|tōren (pl. tōrenl) "younger brother"|||tōren (pl. tōrenśil) "brother"|tōlen "brother, mother's sister's son"|toled (pl. toler, tolenkul), (NE) toleḍ "brother, younger brother"|toṛon (pl. toṛonkul) "younger brother"|tōnḍōnḍ "brother"||tōṇek "a relative"|Also Kolami \Itōrndal\i (pl. \Itōrndasil\i) younger sister; Naikri \Itōrndal\i (pl. \Itōrndaśil\i, \Itōrndaśikuḷ\i) sister; Naiki \Itōnd\i sister, mother's sister's daughter; Ollari \Itōnḍ\i kinsman; Salur \Itōnḍud\i sister||3563
1304|*tot-r-|to stammer|1558||||||totr-|||||||3503
1305|*ṭojl-|musical instrument|0||||||ṭoyela "stringed instrument for music"|||||||2987
1306|*ṭoŋ-|knee|1624|toŋge|||ṭoŋge|ṭoŋgre "elbow, knee"||||||||2983
1307|*tōk-|tail|1584|tōke|||tōka||tōka|||||||3538
1308|*tōl|skin|1585|tōl "(Haig, Hislop) skin, hide"|tōl "skin, hide"||tōl|tōl|tōl "skin, bark"|tōl "skin, bark"|tōl|||||3559
1309|*tōl-|seed of mahua|0||||||tōla|||||||3561
1310|*tōnḍ-|to draw water|1588||||||ṭō̃ḍ- "(S) to draw water from well"||tōnḍ- "to bale out (water)"|tōnḍ-||Also Salur \Itōnṭa\i garden||3549
1311|*tōnd̲-|to appear, be|1587|tōt- (neg. paradigm only), tott- (past tense paradigm only) "to be not, not to be in a place"|||tōt- "neg. verb"|tōted "it is not"|tōnd- "to appear, be got"|tōnḍ- "to appear, be got"||||Also Kolami \Itōd\i, \Itō tō tō\i no!; Naikri \Itōdi\i, \Itōyi\i not; Naiki (pl.) \Itōte\i; Parji (NE) \Iṭōṭip-\i (\Iṭōṭit-\i) to show; Ollari \Itōṭp-\i (\Itōṭt-\i) to show; Gadba̲S3 \Itōṇ-\i to appear; \Itōḍp-\i (\Itōḍup-\i) to show||3566
1312|*tōṭ-al|rake|0||||||ṭōṭal "bamboo rake"|||||||3547
1313|*tōṭ-|labourer|0||||||ṭōṭal, ṭōṭa|||||||3546
1314|*tōj|ficus|1582||||||tōy "Ficus glomerata"|||tōy marin "Ficus glomerata"||||3537
1315|*ṭōŋk|inner part of an anthill|0|||||||ṭō̃k||||||2990
1316|*tuḍ- (*-r-)|to dry|1597|||||||turs- "to rub"||||||3301
1317|*tud̲-|to set fire to|0||||||tud- (tutt-)|||tuy-||||3371
1318|*tul-|weaver|0||||||tula|tule "people of the Dom tribe"|tulle "an untouchable"|||||3349
1319|*tuls-|basil|1601||||||tulca "sacred basil"|||||||3357
1320|*tumb-|a k. of tree|0|||tumbā "babool tree"|||||tumba maran "babool tree"|||||3335
1321|*tum|a k. of vessel, measure|1619||||||tum botta, tum bukka "hollow trunk of tree used for draining water off fields"|||||Also Parji \Itūmu\i a measure||3389
1322|*tum-|to sneeze|1607|tum- (tumt-)|||tum "a sneeze"|tum-|tumm-|tum-|tumm-|||Also Parji \Itumkuḍ\i a sneeze, sneezing||3336
1323|*tum-|a k. of bird|1606||||||tumma "quail"||||tumme "a kind of bird"|||3327
1324|*tum-r-|a k. of tree|1605||tumki "Diospyros melanoxylon"||tumki "Diospyros melanoxylon"|tumik, turmig "tendu tree"|tumbri (stem tumbr-) "Diospyros melanoxylon"||||tumur "ebony"|||3329
1325|*tund- (*-nd̲-)|to wear|0||||||tund- "to wear (jacket, etc.)"|||||Also Parji caus. \Itundip-\i (\Itundit-\i)||3319
1326|*tunḍ-|piece of cloth|1608||||||ṭunḍa "strip of cloth used as bandage"|||||||3310
1327|*tunḍ-|creeper|1626||||||ṭunḍa|||||||3499
1328|*tun-|piece, portion|1620||||tunke "half portion (of bread)"|||||||||3305
1329|*tunǯ-|to sleep|199||||||tuñ-, (S) cuñ-|tuñ- "to go to sleep"||tuyŋ- "to go to sleep"||Also Parji \Ituñip-\i (\Ituñit-\i) to put to sleep; Salur \Ituŋ\i sleep||3291
1330|*tup-|nest, tuft|288|tuppa "bird's nest"|||||tuppa "tuft of reeds or similar plants"||||tuppa "shrub"|||3322
1331|*tur̲-|pig|1596|turre|||turre|tur, turre|turra "sp. animal (not pig)"|||||||3348
1332|*tur-|to push, shove in|1576||||||turkip- (turkit-) "to push, shove"||turus key- "to push in, shove"||turuyp- "to push into something"|||3340
1333|*tur- (*-r̲-)|rubbish; weeds|1612||||||turri "rubbish, refuse"|tur "weed, grass"||||||3346
1334|*tur- (*-r̲-)|dug out soil|1613||||||turu "soil dug out in a heap by rats"|||||||3339
1335|*tud̲- (*tur̲-)|to put in|1595|turk- (turukt-) "to put (fuel) on fire"|||||tutt- "to be blocked up"|||||Also Kolami \Iturs-\i (\Iturust-\i) to thrust through hole; (SSTW) \Iturmeng\i to put in; Parji \Itutip-\i (\Itutit-\i) to block up; (NE) \Ituyp-\i (\Ituyt-\i) to block up||3367
1336|*tuŋ-|a k. of grass|1615||||||tuŋga "a kind of grass"|||||||3287
1337|*tūk|earth, clay|1627|tūk "dust"|tūk||tūk||tūk, (S) tūkuḍ "earth, clay, soil"|tūkuṛ||||Also Parji \Idūl-\i (dust) to rise (?)||3283
1338|*tūḷ-|to run|1618|tūl- (tūṭ-)|||tūḷ- (tūṭ-) "to run, flow"|ṭū- (ṭūṭ-)|tūl- "to run, run away"|||||Also Kolami \Itūlp-\i (\Itūlupt-\i) to make to run; Naiki \Itū-\i to drive away||3395
1339|*tūn-|to be suitable|0||||||tūn-|||||||3403
1340|*tūr̲- (*-r-)|to winnow|0|tūrpet- (tūrpett-)||||||||||||3402
1341|*uS-|to transfix|1656||||||ucc-|||||||663
1342|*uct-i|a k. of fruit|0||uśti māk "wild date (khajira)"||||||||||This root goes back to \I*utut-\i, as shown by external data.|620
1343|*ud- (*-d̲-)|to crush|1631||||||ud- "to crush (nits, lice)"|||||||706
1344|*uḍ-p- (*-ṛ-)|to undress|1667|||uḍp-||||||||||757
1345|*udr-||0|||||udri "white ant"||||||||612
1346|*udr-|to shake|1630|||||||udurp- (udurt-)||||||613
1347|*uḍug|iguana|1636|uḍug (pl. uḍgul) "scaly pangolin (the meaning is probably wrong)"|uṛug||huṛug (pl. huṛgul)||uḍu (pl. uḍul)|||||||592
1348|*uḍm|tick|1643||||||uḍum (pl. uḍmul)|||||||591
1349|*ud̲-p-|to measure|0||||||udip- (udit-)|||uyk- (uyt-), uyup- (uyut-)|uyk- (uyt-), uyup- (uyut-)|||724
1350|*oger|nail|1103|gōr (pl. gōḍl)|||gōr (pl. gōrḷ)|gōr|gēri (pl. gēril)||gēre||||This reconstruction (which agrees perfectly with SDR) is proposed to explain the differences between  Kolami-Naiki - Parji-Gadba. While in the latter \I*oger\i- > \I*gēr-\i, in the former the quality of the first syllable vowel was transferred to the sec. syllable.|561
1351|*ugur|rope|0|||||ug(g)ur "rope, bowstring"||||||Also Naiki \Iogur\i rope|\Iogur\i by dissimilation?|570
1352|*ul|day|0|ul (obl. uṭ-) "day, in: \Imūnd ul\i three days"||||ō̆dil|||||||Naiki \Iōdil\i < \I*ōṭ-\i 'one' + \I*ul\i, although the exact character of the development is unclear. A similar opposition is found in Kurukh \Iullā\i 'day' - \Ioḍul\i 'one day'.|677
1353|*uL-|inside|1642|lōpal "the inside; in, inside"|||lōpa|lopun|ole(k) "house"|ule "house"|ullen "house"|||Also Naikri \Ilōpal\i the inside|Reduction in the derivative \I*ul-ōpa-\i.|698
1354|*uL-|chisel|1639||||||||||ulli|||699
1355|*uL-i|onion|1641||ulli|||ullig|ulli "garlic"||ulli|||||705
1356|*ulǯ-|to gather|0||||||ulj- "to gather, assemble"|||||Also Parji caus. \Iulcip-\i (\Iulcit-\i)||734
1357|*umel|mosquito|0|||||ummel||||||||638
1358|*um-|a k. of owl|0||||||uma guñi "owl"|||||||747
1359|*um[b]ḷ-|to urinate|1644|umbul- (umbuṭ-)|umul-|ūml-|umbuḷ- (umbuṭ-)|umbul-|uml-, umbl-|||umbl-|ūl-|Also Kolami \Iumbuluḍ\i urine; Naiki \Iumulta\i, \Iumlen\i urine; Parji \Iumlukuḍ\i, \Iumbulkuḍ\i urine; Poya \Iumbulkur\i urine||644
1360|*unḍ-|wheel|1649|||||||||unḍa||||664
1361|*und̲-|to sit|1648|ud- (utt-)|||udd- (utt-)|ud- (utt-)|und-|unḍ-|unḍ-, unḍ-ēr- "to sit, perch"||uṇ- (uṇḍ-)|Also Kolami \Iudip-\i (\Iudipt-\i) to make to sit; Naikri \Iudip-\i to make to seat; Naiki \Iudup-/udp-\i to make to sit; Parji \Iuntip-\i (\Iuntit-\i) to cause to sit; Gadba̲S3 \Iuṇup-\i to seat||725
1362|*und̲-|to plant, set|1647||||||ud-, untip- (untit-) "to plant"|unḍup- (unḍut-) "to transplant"|||ūta "support"||Parji \Iud-\i is unclear (\Iund-\i would be expected). As for Kondekor \Iūta\i, it may not belong here.|763
1363|*uṇ-|to drink|1651|un- (und-)|||un- (unḍ-)|un- (unḍ-) "to drink, smoke (cigarette)"|un- (unḍ-)|un- (unḍ-)|un- (unḍ-) "to eat, drink"||uṇpe "food, boiled rice"|Also Kolami \Iunip-\i (\Iunipt-\i) to make to drink, not giving with one's own hand; \Iurt-\i (\Iurutt-\i), (Kin.) \Iūrt-\i to give to drink, giving with one's own hand; Naikri \Iūrt-\i to feed, give to drink; Parji \Iunṭip-\i to cause to drink; Salur \Iunḍke\i food, (P) pej|The retroflex nature of the consonant is seen primarily from the past stem (\I*unḍ-\i < \I*uṇ-t-\i) and derivatives, while intervocally \I*-ṇ-\i > \I-n-\i.|600
1364|*uṛ-|to plough|1668|ur- (urt-) "to harrow"||ur- (urt-)|ur- "to plough, harrow"||uṛ-||ūḍ-|||||688
1365|*uṛ-|to collect; heap up|1685|uṛp- "(Wagh.) to sweep up, collect (rubbish)"|||uṛp- "to collect together what is scattered"||uṛcip- (uṛcit-) "to heap up, put together"||||ūrs- (ūrus-) "to wipe with finger (like cream from a cup)"|||695
1366|*ur-|to groan|0||||||ur-|||||||648
1367|*uṛ-|to spit out|0||||||uṛ- "to spit out (pips, etc., not saliva)"|||||||687
1368|*ur-|to wash face|1682|||||||urp- (urt-)||||||670
1369|*ur-k-|to fall|0|urki tap- "to jump down"|||||urk-||urk- "to set (as sun)"|||Also Gadba̲S3 \Iurk-\i (\Iuruk-\i) to descend, jump; \Iurukp-\i to make to jump||667
1370|*ur-s- (*-r̲-)||0|ūmb-urseng "(Pat.) to suck"||||||||||||709
1371|*ur-s-|to scrape|1660||rōka "pestle (< Telugu)"|rubgunḍ "stone pestle (< Telugu)"|rōkal "pestle (< Telugu)"||urc- "to skim off (cream), scrape"|urs- "to wipe (sweat)"||||Also Parji (S) \Iujip-\i (\Iujit-\i) to wipe, sweep||665
1372|*uṛ-i-|to comb|1666|||||ū-|uṛ-, (S) uṛv-||uḍuv-, uṛv-||uḍv-|||689
1373|*urnd-|black gram|1669||urunde||urndaḷ "(pl.) urad"|||||||||690
1374|*urum (*-r̲-)|thunder|1664||||||urum puyil "thunderbolt"||urum|||||718
1375|*uṛup-i|deer|1665||ḍuppi||||uṛup (pl. uṛpul) "spotted deer"|||ḍuppi "stag"|duppi "stag"||It is not excluded that the root should be reconstructed as \I*ṛup-\i with a prothetic \Iu-\i in Parji.|694
1376|*us-|to husk|1671||||||uyp- "to husk (rice)"|uyup- (uyut-) "to pound (rice, etc.)"||||||583
1377|*us-, *us-m-, *us-k-|to wipe, to rub|1673|||usm- "to wipe, apply"||us- "to remove dirt, clean"|uyk- "to rub, rub off"|uyk- "to rub, rub off"||||Also Parji (S) \Iujip-\i (\Iujit-\i) to wipe, sweep||576
1378|*usk-|sand|447||uska|uskā||||||||||575
1379|*usurk-|gooseberry|1674|||usurkā||||||||||574
1380|*uṭ-|to fall|0|uṭ- (uṭt-) "to fall down"|||||uṭ tirr- "to stumble"|||||||596
1381|*uṭ-|to be trapped|0||||||||uṭṭ- "to be trapped, caught in a trap"|||||595
1382|*ut̲-|to hang; rope|1633|||||uttu "rope for suspending articles"|ut-, (NE) uṭ- "to hang (rope from roof, etc.), suspend by rope"||||uṭṭi "hanging loop"|Also Parji \Iutip-\i (\Iutit-\i), (NE) \Iuṭip-\i (\Iuṭit-\i) to make to hang; \Iutka\i, (NE) \Iuṭka\i ropes of carrying-yoke; Gadba̲S3 \Iuṭp-\i (\Iuṭup-\i) to hang (tr.)||708
1383|*uj- (*-s-)|to take off|0||||uyp- "to take off (clothes wrapped round middle)"||uyk-, uykip- (uykit-) "(serpent) to slough its skin"|||||||652
1384|*uj-|to take away|1104||||||uy- (uñ-) "to carry, take, take away"|uy- (ud-, un-) "to take, take away"||||||984
1385|*uj-|to fall out|0||||||uy-, (S) uv- "(hair) falls out"|||||||562
1386|*ujt-|to kick|0||||||||uyt-|||||616
1387|*uŋr-|ring|0|oŋgaram||||uŋgriyam, uŋgra||||||||572
1388|*ūb-|to speak|0||||||ūb- "to speak, converse"|||||Also Parji \Iūbal\i a saying; \Iūbkuḍ\i conversation, a saying||631
1389|*ūḍ-p-|to leave|0|||ūḍp-, ūrp-||||||||||954
1390|*ūk-|chaff|1646||||||||||ūka "husk, chaff"|||637
1391|*ūlv-|plantain|0||||||ūluvi (pl. ūluvul, ūlukul)||uluk|uluk|ulg "banana"|||754
1392|*ūm-|to swim|1680||||||ūm-|||||||748
1393|*ūnd-|to blow|1675||ūnd-|ūnd-, unḍ-|ūnd-|ūnd- (ūnt-)|ū̃d-||ūnd-|||||741
1394|*ūnǯ-|to dry up|1681||||||ūñ- "to dry up, become emaciated"|||||||735
1395|*ūr|village|1684|ūr (pl. ūḍl)|||ūr (pl. ūḍḷ)|ūr||||||Also Kolami (Pat.) \Iūran\i villager||752
1396|*ūr- (*-r̲-)|to leak|1690|ūr- (ūrt-) "(house) leaks"|||ūr- "to leak, drip"||||||ūr-ēr "to ooze"|||761
1397|*ūṛ-|to wear|0||||||||ūḍ-|||||587
1398|*ūsarel-|chameleon|0||||||||||ūsarelli|||732
1399|*ūs-|to spit|1687|ūs- (ūst-)|||ūs-|ūs-|ucc-|us-|ūc-||ūs-|Also Naiki \Iūsen\i spittle; Parji \Iuckuḍ\i spitting, spittle||578
1400|*ūs-ŋ-|to swing, shake|1688|ūse "a cradle"||ūŋg-, uŋ- "to swing"|ūŋg- "to hang, swing"|ūse "a swing"|ūñ- "to swing, shake (intr.)"||ūyŋ- "to swing, rock"||ūyŋ- (ūyuŋ-) "to swing"|Also Kolami \Iūp\i a swing; (Wagh.) \Iūp-\i to swing (tr.); Naikri \Iūp-\i to hang up, swing (tr.); \Iūse\i a swing; Parji \Iūcip-\i (\Iūcit-\i) to swing (tr.); \Iūcal\i (pl. \Iūcacil\i) a swing, cradle; (S) \Iū̃g-\i to hang, swing; \Iūkip-\i (\Iūkit-\i) to cause to hang or swing||731
1401|*ūt̲- (*-t-)|bamboo trap|0||||||ūta|||||||762
