NUMBER|PROTO|MEANING|PRNUM|GONDI̲TR|GONDI̲W|GONDI̲PH|GONDI̲G|GONDI̲MU|GONDI̲MA|GONDI̲S|GONDI̲KO|GONDI̲Y|GONDI̲M|GONDI̲L|GONDI̲LU̲S|GONDI̲MND|GONDI̲CH|GONDI̲A|GONDI̲D|GONDI̲CHD|ADDITION|NOTES|DEDNUM|VOC̲NUM
919|*Paṭ-e|small field for cultivation|44||||||||paṭe|||||||||||External data shows a voiced initial \I*b-\i; a secondary devoicing before an inlaut voiceless retroflex is not excluded (especially since it does happen in Koya, cf. \Iboṭe kīke\i, \Ipoṭ kīke\i 'sp. fish').|3874|2085
920|*paṭ-i|direction, side|0||paṭṭi|paṭṭi|||||||||||||||||3871|2089
921|*patl-i|cooking pot|0|||||patli|||||||||||||||3909|2104
922|*pajj-|after|0|pijjā, pajjā "after, behind (time or place)"|||||||paye "afterwards"||||||||||||4205|2078
923|*paŋ-ā|branch of tree|1122||||||||paŋga||||||||||||3818|2073
924|*pāR-|to sing|588||||pār-||pār̨-|pār-|pār-||pārānā|||||pāṭānā (SR)|||Also many dial. \Ipāṭā̆\i song||4065|2194, 2179
925|*pāl|milk|594|pāl (obl. pād-)||||pāl "milk, breast"|||||||||||||Many dialects have \Ipāl\i||4096|2206
926|*pān-āl (*-ṇ-)|a Pardhan man|1000||pānā̆l|pānā̆l||||||||||pānā̆l|pānā̆l||||Feminine everywhere \Ipāne\i||4068|2184
927|*pāp-e|butterfly; grasshopper|0|pāpē "butterfly"|phāpe "butterfly, grasshopper"|pāpe "butterfly"|||pāpe "grasshopper"|pāpe "butterfly"||pāpe "butterfly"|||||pāpe "butterfly"|pāpe "butterfly"|||Also Gondi̲Ph \Iphāphe\i locust||4083|2189
928|*pāṛ|desert|597||||||||||pāṛ||||||||Also Gondi̲Elwin \Ipār\i a deserted village site; Gondi̲Grigson \Ipāre\i, \Ipāg̲h̲\i, \Ipag̲h̲āī\i a village site||4110|2200
929|*pār-|spade|596|||||||||||||||pāra|||||4093|2195
930|*pār-um|rock, boulder|0||||||pārum (pl. pāruʔku)||||||||||||||4121|2197
931|*par-ŋ-|to open (flowers)|578|||||pariŋg- "(flowers) to open petals"|pārŋ- "to open (intr.), (mouth) to be opened"||||parhānā "to spread"||||||||Also Gondi̲Ma \Ipārʔ-\i to loosen (shoes), open (mouth)||3949|2131, 2146
932|*pāsk-|to dislike|589|pāskānā "to dislike, hate"||||||||||||||pāsk-|||||4060|2214
933|*pāj-|to beat, strike|591||||pā-/pāy- "to beat, strike, shoot"|pēhc- "to strike, play on a drum, clap (hands)"|pāy-|||pā-/pāy- "to beat, strike, shoot"||pānā, paīnā||||pāy-, (SR) pāyānā|||||4044|2371
934|*pāj-|parting of the hair|1329||||||||||||||||||Gondi̲Grigson \Ipāyā\i parting of the hair||4089|2191
935|*peR-|back, behind|238||||perrke "at the back of"|parreyk, parke, parēk "back"|peh̲ke "behind"||perke "behind, later"||perke "after, back"||pèrkè "behind"|||pereka, peroka "(SR) back"|||Also Gondi̲Mu \Ipare\i backwards; \Iparrek\i, \Iparreyek\i behind, afterwards||4205|2341
936|*peR-|to pick up, gather|599|parrānā "to pick up from the ground, gather (mahuas)"||||pehc- "to gather, collect"|par̨- "to pile up grain in a stack"|per- "to pick up"||||pehenā, pehetānā "to lift up, pick up"||||per- "to pick up"||persānā "to gather"|Also Gondi̲A (SR) \Iperrānā\i to gather; Gondi̲Tr \Ipehkānā\i to pick up; Gondi̲W \Ipahkānā\i to glean, Gondi̲Ph \Ipahkānā\i to choose; Gondi̲M \Ipehkānā\i to lift, pick; Gondi̲S, Gondi̲Ko \Ipehk-\i, Gondi̲Ma \Ipeʔk-\i to pick up||4423|2339, 2349, 2355, 2356
937|*pend-ā|hill field for the cultivation of millet|0||||||penda||||||||||||Also Gondi̲Elwin \Ipenda\i hillside axe cultivation||4404|2335
938|*pend-|riddle|0|||||||||||||||pendo (SR)||||Cf. 4364.|4163|2336
939|*penḍul|marriage|561||||||||penḍul||penḍul||||||||||4395|2330
940|*peṛṇ-e|seed|0|pannē "small seed of any plant"||||paṛe (pl. -k) "seed of fruit"|penem(i) (pl. peneʔku) "seed of fruit"|peṛe (pl. -ku) "seed (of orange, etc.), grain (of rice, etc.)"|peṛem (pl. peṛek), (Su.) pēṇḍu "seed of fruit"||||||pane (pl. -k) "seed (of orange)"|peḍe "(SR) seed"|||||4153|2351
941|*peṛeṇ-k-|bone; seed|666|panēkā "bone, hard seed inside a fruit"|||peṛka "bone"|peṛeka "bone"|peṛeŋka, penʔka "bone"|||peṛeka "bone"|peṛekā "backbone, rib"||pènka "a bone"||paneka "rib"||||||4418|2352
942|*peraj-k|husked rice|661|paṛēk "husked rice, kuṭkī, etc."|paraík|paraik||paṛem (pl. paṛek) "grain (of rice, etc.)"||pariku "rice"||perek|||||paṛek "husked (of rice)"|perek|||Also Gondi̲A (SR) \Ipere\i rice||3982|2135
943|*per-/*ber-|great, big|607|paṛōl||||berhor "big man"|||beriya||biriyā|permā, pehro "great, large"||||persā "(SR) great, big"|behra "big, great"|pehara "big, great"|Also Gondi̲Ko \Iperma\i priest; Gondi̲FH \Ipersa pēn\i highest god of the Gonds; Gondi̲Ko \Ipeddal\i headman of village; (Su.) \Ipedeyāl\i father's elder brother; Gondi̲Ko \Ipers-\i to grow, grow up; caus. \Ipersp-\i; Gondi̲A \Ibers-\i, Gondi̲Mu \Ibars-\i to grow; Gondi̲M \Ipersānā\i to extend||4411|2334, 2342, 2346, 2347, 2348
944|*per-māv|bison|0|||||parmāv|||perma||permāv|permāv "sambar"|||||||||4411|2343
945|*pesel|green gram|600||||pesel|pasel|pesel|pesel|pesli|pesel||||||peśel|||||3941|2354
946|*pet-e|ant|0|patte|patte|patte||patte|pette||pette|pette|||||patte|pette|||||4169|2332
947|*pejal|day, daytime|1227|pīal "by day"||||payyal "daytime"|||payal "a day"||piyāl "a day"|peyal "a day"||||piyal "a day"||piyal "noon"|Also Gondi̲Mu \Ipaŋ\i, in: \Ipaŋ vīnahk\i the whole night||3805|2072, 2122
948|*pej-ā|calf of either sex|1124|paiyā||||||||||||||piya||peyya|||3939|2338
949|*pejsi-|to come out|0|pasītānā "to come out, go out, pass by"||pasītānā "to come out, go out, pass by"|pasi-, pesi- "to come out, rise, appear"|pasī- "to come out, rise, appear"|pēs-|peys-|pēy-|||pesanā "to come forth, go forth, start out, depart"||||pesi- "to come out, (sun) to rise"|||Also Gondi̲Mu caus. \Ipasīh-\i||4382|2353
950|*pēḍ-|girl, boy|0||||||pēḍi "girl"|pēḍal "boy, son, etc."||pēḍal "son, boy"||pedī "girl"|||||||Also Gondi̲L \Ipedā\i girl, child; \Ipedāl\i child, children||3939|2360
951|*pēk-|boy|0|pēkur, pēkor, pēkal|||||||||||||||||The exact dialects are not specified; also \Ipēkī̆\i, \Ipikir\i girl||3939|2357
952|*pēl-|to defecate|0|pēlānā|pēlānā|pēlānā||pēl-|||pēl- (Su.)|||||||pēlk-|||Also Gondi̲Mu \Ipēl\i, \Ipēlkle\i excrement||4441|2370
953|*pēṇ|god, idol|605|pēn (pl. -k) "god"||pen, ven "god"|pēnvor "priest"|pēn "god"|pēnu "god"|pēn "god"||pēn "god"||peṇ (pl. peṇḍku) "idol, god"|||||pēn "god"||||4438|2364
954|*pēnḍ-|cowdung|1125||||||pēnḍa||pēnḍa||penḍā||||||||||4441|2361
955|*pēnḍ-ā|female organ|0|pēnḍā||pēnḍā||pēnḍa|||pēnḍa "buttock"|||||||pēṇḍā "(Su.) anus"|||||4398|2362
956|*pēp-i|father's elder brother|0|pēpī|||pēpi|pēpi|pēpi||pēpi||||||||||||4411|2365
957|*pēr-i|mother's elder sister, father's elder brother's wife|0|pēṛī||||pēri|pēri|||pēri|||||||||||4411|2366
958|*piR|rain|621|pirr|pirr|pirr|pir|pirr|per̨, par̨|pir||||peg̲h̲||||pir, (SR) pīr|||||4199|2239
959|*piRn-e|two/three days after tomorrow|0|pirne "the day after the day after tomorrow"|pirne "third day after tomorrow"|pirne "third day after tomorrow, third day before yesterday"||pirne "two days after tomorrow"|par̨ne "two days after tomorrow"||||||||||||||4205|2236
960|*pic-|paddy straw|624||||||||picil, pisil||pici||||||||||4216|2217
961|*piḍi-|to boil over|0|piṛitānā "to boil furiously, boil over"||piḍītānā||||||||||||piṛi- "to boil (intr.)"|||||4315|2244
962|*pid-k-|to strain at stool, exert oneself violently in vain (as in lifting a burden)|610|pidūkānā|||||||||||||||||||4165|2225
963|*pilv-|lip|1045||||||pilivi (Hislop)|||||pīlvī|||||||||4400|2251
964|*pinḍ-i|flour, powder|1126|pindī "flour"|pindī "flour"||pinḍ "flour"|pinḍi|pinḍi "flour"||pinḍ "flour"|pinḍi "flour"|pinḍi "flour"||||pinḍi "flour"|pinḍi "flour"|pinḍi "flour"||||4162|2220
965|*piṇk- (*-nk-)|broken tile|625||pinkā, piṛak|pinkā, piṛkā "broken tile, earthen pan"|||||||||||||||Also Gondi̲Se \Ipinka\i a towa||4385|2229
966|*pink-|to break up; to chew|0|pinkānā "to break up, of stiff things like hard bread or sweets"||pinkānā "to chew"|||||||||||||||||4206|2230
967|*pir|wound|0|||||pirr|||||||||||||||4336|2238
968|*piṛ-c-|(hair) becomes grey|1192|piṛcānā||pircānā|piṛs-||piṛc- (piṛʔt-)||piṇsk- (Su.)||||||piṛs-|piṛs-, (SR) piḍcānā|||||4325|2249
969|*pir- (caus. *pih-)|to shut the eyes|0|pihtānā "to shut the eyes, wink"||pirānā "(eyes) to lose sight"||pir- "(eyes) to be blind"|piʔ- "to close the eyes"||||konḍa pirta "blind"||||||||||4204|2232, 2260
970|*piṛ-|to burst, crack|0|piṛānā "to burst (of cotton bolls, an ant-eaten mudwall, a boil)"||piṛānā, piṛkānā "to burst (of cotton bolls)"|piṛ- "to split, crack"|piṛh- "to fry (lāja)"|piṛiʔ- "to parch grain"||pirr- "(boil) to burst"||||||||||Also Gondi̲FH \Ipiṛus-\i to parch grain; Gondi̲Ph \Ipirrānā\i to burst, parch rice; Gondi̲Mu \Ipirr-\i (boil) to burst; Gondi̲Ma \Ipar̨-\i (fire) sparks||4194|2443, 2241
971|*pir-|to grow, sprout|52|pirrānā "to grow (of young wheat)"||pirrānā "to sprout"|||||||||||pirr- "to sprout from the ground"||||||4422|
972|*pis-|to live, be saved|0|pissānā "to be saved, live, earn one's living"|pissānā "to live, escape"|pissānā "to live, escape"||pis- "to live, be saved, be left over"|pis- "to live"|||||||||pis- "to live"|||Also caus. Gondi̲A (SR) \Ipisusānā\i to save; Gondi̲W \Ipisehtānā\i to rescue; Gondi̲Mu \Ipish-\i to save (life, money, etc.); Gondi̲W \Ipistal\i alive||4186|2254
973|*pis-e|chicken|0|||||pōnj pise|pise||||kor pise|pise|||||||||4173|2257
974|*pis-k-|to knead|622|piskānā "to knead flour"||||||||||||||puskānā|||Also many dial. \Ipisk-\i to squeeze, press, knead||4135|2258
975|*pisk-|sparrow|619||||||||piske (Su.)||||||||||||4190|
976|*piṭ-e|bird|1251|pitte||||piṭe|||piṭe||piṭe||||||piṭe||Many dialects have \Ipiṭṭe\i||4154|2218
977|*pīR-|to squeeze, milk|1128|pīrānā "to squeeze, wring, milk"|pīrānā "to milk"|pīrānā "to squeeze, wring, milk"||pīr- "to squeeze, wring, milk"|pīr̨- "to squeeze, wring, milk"|pīr- "to squeeze, wring, milk"|pīr- "to milk"||||||pīr- "to milk"|pīr- "to milk"|||||4231|2273
978|*pīḍ-|to snatch; handful|0|||||||||||pīḍanā "to snatch, catch"||||piṛk "(Su.) handful"|||||4148|2268
979|*pīh-ā|shin|614|||||||||||pīhā|||||||||4128|2278
980|*pī̆l-ā|girl; child|1001|||||pīla "girl, young one of animals"|pīla "child"||pilla "child"|pila "young of animal"||pilā "child, young of an animal"||||pilla "young of animal"|||||4198|2253
981|*pīn-i|cold|586|pīnī|pīnī|pīnī|pīn|pīni||pīni||pīni||||||pīni (SR)|||||4035|2270
982|*pī-ŋ|excrement|612|pin "human ordure"|pīŋg|pīŋg|pīŋgu|pīŋ|pīŋgu|pīŋ|pīŋ, (T) piyyu||||||pīŋg||||||4210|2262
983|*pīpl-i|butterfly|609|||||pīplī||||||||||piprī (SR)|||||4083|2231
984|*pīr|belly, stomach|1250|pīr|pīr|pīr||||||pīr|||||pīr (obl. pīṭ-) "belly"|pīr "(SR) belly, stomach"|||Also Gondi̲Ph \Ipīṭāl āyānā\i to be pregnant||4193|2774
985|*pīr-i|straw|626|pīṛī|pīṛī|pīrī||pīr, pīṛi "straw, fodder"|pīri|pīri|||||peeree "rice-straw"||||pīri||Also Gondi̲Tr \Ipūrāl-kāṭā\i a kind of thin, poor grass||4225|2275, 2325
986|*pīt-|to fart|628|pittānā "to break wind"||pītānā "to break wind"||pīhk-, pīk- "to break wind"|||pitt- "(Su.) to fart"|||||||pihk- "(Su.) to fart"|||Also Gondi̲Ph \Ipīt\i fart; Gondi̲A (Su.) \Ipihkā\i fart|Short vowel in some Gondi dial. maybe by analogy with the deriv. *pīt-k- > pih-k- in some dial.; on the other hand, cf. Tel. \Ipittu\i.|4167|2223, 2280
987|*poR-o|on top, above|1194|parrō "on top"|parro "on, above"|parro "on, above"||parro "on, above, top"|por̨o "top, upper part"||porro "on"||poro "top"||||parro "on, above"||||Also Gondi̲Ko \Iporrota\i upper||4567|2407
988|*poc-|intestines|0|paccā "the offal of a ruminant's large intestine"||||pohk|||pocca (pl. pohk) "big intestine, stomach"||||||||||Also Gondi̲Ko (T) \Ipōhku\i guts; (Su.) \Ipokku\i, \Ipocca\i intestines||4478|2377, 2430
989|*pod-|to contain|0|paddānā "to be contained in"|poddānā|poddānā||pad- "to have enough space to contain"|||||podnā āyo "narrow"||||||||Also Gondi̲W \Ipoḍḍānā\i to have space; Gondi̲Bilaspur \Ipōri\i near||4541|2390
990|*pod-lā|bush, shrub|1330||||podela|podela, padla|podla|podela|podela||podela|||||podela, (Su.) poddēlā|||Also Gondi̲Ko \Ipotke\i bush||4509|2386, 2389
991|*pedjor|name|598|paṛōl||parōl||paroi, parroi, pad(d)ur|pediri|porol|peder|||poral, poroy, pediri||||porol|||||4410|2408
992|*poh-|to throw away, abandon|0||pohtānā "to abandon"|pohtānā "to abandon"|||poʔ- "to throw away, leave, abandon"|poh- "to throw away"|||pohānā "to throw"||||||||||4457|2429
993|*poh-pi|chisel|640|pohpī|pohpī|pohpī|||poʔpi||||||||||||||4452|2432
994|*pol-|taboo|658||||||||||||||||||Also Gondi̲Grigson \Ipolo\i taboo||4547|2423
995|*pol-e (*-ḷ-)|chaff|638||||polle||polle|polle|polle||||||||||||4562|2424
996|*pol-o|word; matter|1384||||polo "word, advice"|pallo "word, speech"|pola "language, speech"|polo "answer, matter"||||||||polo "(SR) story"|||||4304|2422
997|*pop-|bubble|0|||||papel||||||||||poppul, popoṭa "blister, bubble"|||||4455|2392, 2393
998|*poṛd-u|sun|1006||||poṛd|poṛd "sun, time, hour"|poṛd|poṛd(u) "sun, day"|||poṛd|poṛd|pordoo|||poṛd|||Also Gondi̲Tr \Ia-ppōṛ\i then, \Iba-ppōṛ\i when?||4559|2420
999|*poṛ-|to burn; to fry|0|pōṛ-pōṛ aiānā "(of jaori) to be so nicely cooked that every grain is separate"|||||poṛs- "to fry"||||poṛsānā "to burn"|||||boṛs- "(Su.) to roast"|||Also Gondi̲Tr \Ibōrsānā\i to roast||4537|2421, 2454
1000|*por-|to load|0||||por-||||||||||||||||4565|2401
1001|*por-|to abuse, insult|656|||||||||||poranā|||||||||4540|2402
1002|*poṛk-i|louse|1268|paṛkī|paṛkī|paṛkī|||porki|purki|pork (pl. -i), (Su.) porki|purki|||||paṛkī|purki|poṛki||||4203|2419
1003|*porp-|to bring up, nourish|0||||||||porp- "to bring up, foster (child)"|||porpanā "to nourish, cherish"|||||||||4283|2411
1004|*pors-|a k. of ring|0||||||||||||||||||Also Gondi̲Grigson \Iporskeng\i rings or plugs worn in the lobe of the ear||4545|2415
1005|*por-jā|loincloth|643|||||||||||poriyā|||||||||4590|2405
1006|*pos-ā|lungs|0||||||||posa||||||||||||4569|2427
1007|*poṭ|husk, peel|1009|||||||||||||||poṭ (Su.)|||||4491|
1008|*pot-|to burn, blaze|1386|pattānā||||pat-/patt-|pot-|||pot-|||||patt-|pot-|||Also Gondi̲Tr, Gondi̲Ph \Ipacānā\i to make a bright light; Gondi̲A (SR) \Ipotusānā\i to light||4517|2384
1009|*poṭ-ā|belly; intestines|563||||poṭṭa "belly, stomach"|paṭṭa "belly, stomach"|poṭṭa "belly, stomach"||poṭa "belly, stomach"||poṭa "belly, stomach"|||poṭa "intestine"||||potā "womb"|||4494|2379
1010|*poṭl-|a kind of gourd|673||||||||poṭla||||||||||||4250|2383
1011|*poj-|smoke; tobacco|654||||poyo "smoke"|poyo "smoke"|poyo "smoke"|poya "smoke"|||pogo "tobacco"|pogā "tobacco"||||poya "smoke"|||Also Gondi̲M \Ipoī\i smoke; Gondi̲Mu \Ipoy-\i to smoke (intr.); Gondi̲A (Su.) \Ipoyyūs-\i to season (curry)||4240|2372, 2398
1012|*poj-|to flow|61||||||poy- "(water) pours, flows"||poy- "to be spilled, flow"|||||||poccī- "(Su.) to pour out (water)"|||||4407|2396
1013|*pō-nǯ-|pullet|0|pōnj|pōī, pōīnj|pōī, pōīnj||pōnj|pōnj||||||||pōnj||||||4589|2436
1014|*pōn-āṛ|green imperial pigeon|655|pōnāṛ|||||||||||||||||Other dialects have \Ipōnaṛ\i||4454|2445
1015|*pōṛ-|to swell|0|pōṛānā "to swell (of dough), grow big (of a man, physically and esp. socially)"||poṛānā|||||||||||||||Also Gondi̲Driberg \Iporille\i to swell (of grain)||4253|2453
1016|*pōt-|male of animals|657||||||pōtal|pōt|pōt||||||||||||4586|2441
1017|*pōj-aR|mother-in-law|647|pōṛāl, pōrāṛ "mother-in-law, wife's mother"|pōyār "mother-in-law, wife's mother"|pōyār "mother-in-law, wife's mother"||pōy, pōyar̨ "mother-in-law, wife's mother"|||pōye "(Su.) mother-in-law, (T) father's sister"|||||||pōrāṛ "(Su.) mother-in-law"|||||4508|2403
1018|*poŋ-|to flow, float|60|pōngānā "to flow; be washed away, drown; (of a river) to overflow its banks"|pongānā "to float away"|pongānā "to flow"|poŋ- "to flow (saliva, etc.)"|poŋ- "to flow (saliva, etc.)"||poŋ- "to flow, drop (tears)"|||poŋgānā "to flow"||||poŋg- "to float"|pōŋ- "(Su.) (pus or blood) to come out of a wound"|||Also Gondi̲Tr \Ipōhtānā\i to drown a man, cause to be washed away; Gondi̲W \Ipongītānā\i to spill; Gondi̲Ph \Ipongsahtānā\i to cause to flow (water, blood, etc.)||4470|2374
1019|*poŋ-|to swell|651|||||||||||||||pōŋ-|||||4469|
1020|*puRaṛ|pigeon, dove|1129|purār, puṛāṛ "the small speckled ground-dove"|purrāj "dove"|purrāj "dove"||purrār (pl. purrask) "pigeon"|pur̨aṛ, por̨aṛ(i) "pigeon"|||||pogaṛ pitte "pigeon"|||purral (pl. -or) "dove"||||Also Gondi̲Tr \Ipaorish\i blue rock-dove||4334|2306, 2067
1021|*puc-|to pull off, loosen|0|puckānā "to become loose (of a shoe, ring, lid of a box, etc.)"|||||||puc- "to pull off, remove (skin of fruit)"||||||||||||4281|2284, 2283
1022|*puh-|to plough|680|puhtānā||||||||||||||pohānā, puhānā "(SR) to yoke, plough"||puhānā "to yoke"|Also Gondi̲Tr \Ipōnḍānā\i to put on a dhoti (of men only)||4361|2328, 2440
1023|*puh-|heavy|611|puhtānā "to be heavy"||pū̆htānā "to be heavy"|puh- "to be heavy"||||||||pooho "light, not heavy"|||||puhtānā|||4127|2321
1024|*pul- (*-i-)|hay; thatch|1235||||||||pulla "(Su.) hay"|||||||pilp "(SR) thatch"|||||4300|2252
1025|*pul-|tiger|1234|pullī (pl. pulk)|puliyāl|puliyāl|||pul|||||||||puli (SR)|||||4307|2313
1026|*puḷ-ā|sour|1130||||pulla "sour preparation of vegetables"||pulla, puḷḷa "sour preparation of vegetables, sour"|pulla|pulla||pulā||||||||||4322|2315
1027|*punḍ|boil; wound|676|||||||pun "boil"|punḍu "wound"|||||||pun "boil"|||||4268|2300
1028|*pun-|riddle|0|phundā "a riddle"||||||||||||||pun- "(Su.) to solve a riddle"|||||4364|2460
1029|*pun-|to know|672|pundānā|pundānā|pundānā||pun-/pund- (putt-)|||pun- (putt-)||pundānā|||||pund- (putt-)|||||4344|2302
1030|*puhn-|new|675|punō|pūnāl|pūnāl||pūna|pūna|pūna, pūne|pūna|pūna, pūn|puhnā|punā|||||puna||||4275|2301
1031|*pur- (*-d̲-)|to get wet|1256|||||pur-|||pūnd- "(Su.) to bathe"|pur-||||||pur-, (Su.) pūr-|||Also Gondi̲A, Gondi̲M \Ipuh-\i to make wet; Gondi̲Ko (Su.) \Ipū-\i to cause to bathe||4505|2305
1032|*puṛ-i|worm; insect|617|puṛī (pl. puṛk) "worm, insect"|puṛi "worm, insect"|puṛī, purī "worm"||puṛi, puṛuy (pl. puṛk) "worm"|||||||||puṛi (pl. puṛk) "worm"|puṛi (pl. puṛk) "worm"|||Also Gondi̲Tr \Ipuṛītānā\i, Gondi̲Mu \Ipuṛ-\i to breed worms; Gondi̲Ch \Ipuṛi-\i to be worm-eaten||4312|2311, 2316
1033|*puṛ-s-k- (*-ḍ-)|to feel for|67||||||||pursk- (T)||||||||||||4251|
1034|*puṭ-|to be born|1132|puṭṭānā "to be born, occur, be found, be met with"|pursahtānā "to meet"|puṛsahtānā "to get"|puṭ- "to be born, be got, be found"|puṭ- "to be born, be got, be found"||puṭ- "to be born, be got, be found"|puṭ- "to be born, be got, be found"|puṭ- "to be born, be got, be found"|puṭ- "to be born, be got, be found"|||||puṭusānā "(SR) to acquire"||puṭsutānā "to earn"|Also Gondi̲Mu \Ipuṭih-/puṭh-\i to give birth to||4264|2289
1035|*puṭ-|short|1191|||||||||||||||puṭṭi (SR)|||||4259|2290
1036|*put-i|anthill|670|puttī||puttī|||||puttu||||||||||Many dialects have \Iputti\i||4335|2298
1037|*puṭ-i|a measure of corn|1010|||||||||||||||||puṭṭi|||4262|2291
1038|*putg-ā|feather|1008|||putgā "feather, wing"||putga|||||||||||||||4278|2297
1039|*puṭk-i|small bird which makes its nest by sewing teak leaves together|0|puṭkī-pittē|||||||||||||||||||4267|2287
1040|*puvr-|yellow|0|||||||||||puvrālī|||||||||4371|2317
1041|*pujil|ploughshare|0|||||puyil|||||||||||||||4282|2304
1042|*puŋāR|flower|0|pungār|pungār|pungār|puŋgar|puŋar|puŋgar̨||puŋgar||||poongagai|||puŋgar|puŋgar||||4345|2282
1043|*pūk-i|bee, honey|0|phukī "bee"|phūkī wīsī "bee"|phūkī "honey"|||||||phūphneī||||phūki "bee"||||Also Gondi̲Ph \Iphūkī vīsī\i bee; Gondi̲Ch \Iphūk ras\i honey||4345|2323
1044|*pūr-i|peacock's tail|1131||||||||pūri||||||||||Also Gondi̲Ko \Ipūr mal\i peacock||4367|2326
1045|*pūsal|cat|0||||||pūsal(i) (pl. pūsasku)||||pūsal|||||||pusal|||4355|2327
1046|*pūj-|to flower, bloom, blossom|677|pōīānā|puyānā, pūīnā|puiyānā||pū̆y-|puy-|pūy-|puy-|||||||pōy-|||||4345|2303
1047|*rac-|to forget; to lose|0|raccānā "to forget where one is or lose one's way (esp. in the dark), live among people and become like them"|ractāl "astray"|raccānā "to lose"|||||||||||||||Also Gondi̲Ph \Iracctāl\i lost||4760|3009
1048|*rac-i|wild dog|1286||||||||rasi ney||rac nāī||||||||||817|3010
1049|*raj-|post|0||||||rāyi||||||rayee "wooden post"||||||||211|3026
1050|*rāc-|to strip|0|rācānā "to strip or peel (stick, tree, cucumber)"||||||||||||||rācānā "(SR) to strip (bark)"|||||5363|3016
1051|*rāg-o|parrot|0|rāghō-sīṛī|||rāgo||rāgo|||rāgo||||||rāgo (SR)|||||5164|3014
1052|*rānǯ- (*l-)|to be mixed (of ingredients)|0|rānjānā|||||||||||||||||||5407|3018
1053|*rāj-al|vulture|0|||||||||||||||rāyal|||||3977|3025
1054|*rāj-|to rub|682||||||||rāy-||||||||||||228|3024
1055|*rāŋ-|to abuse|0|rāŋ(g)-|rāŋ(g)-|||rāŋ(g)-||||rāŋ(g)-||||||rāŋ(g)- (SR)|||||319|3015
1056|*rek-ā|wing, feather|684|||||||rekka "wing-feather"|reka "wing"||reka "feather"||||||||||2591|3045
1057|*re-nḍu|two (non-masc.)|688|ranḍ|||||renḍ|ranḍu|renḍ||||||||||Most dialects have \Iranḍ\i; Also Gondi̲Tr, Gondi̲Ph \Irahk rahk\i two each; Gondi̲W, Gondi̲Ch \Iranṭe\i both, pair; Gondi̲Tr \Irancē\i two or so||474|3013
