NUMBER|PROTO|PRNUM|MEANING|STPRO|CHU|KOR|PAL|ALU|CHFUNC|KOFUNC|ALFUNC|IM|BOG|RKS|NRS|YFA|PAK|COMMENTS|NIOD|NIODNUM|EXT
960|*(š)ollъ-|863|кроить, выкроить, резать продольно|*oɫɫъ-|[otlǝ-], r-oˊtlǝ- (+АБ), noˊtlǝ-, en-oˊtlǝ- (+АБ)|[oɫɫǝ-, j-oɫɫǝ-], enˊ-ollǝ-, en-oll-at-|t-ollǝ-k|t-ulˊlˊǝ-, in-ull-at-|||t-ulˊlˊǝ-|1758|137, 138|73, 202||412, 415|225|Инэнликэй 103, КРРКС 91. Формы, данные в квадратных скобках, вызывают сомнения в фиксации. Пока они отмечены только Муравьевой.||0|
961|*uʁet-|677|ждать 1, длиться, продолжаться 2|*uhet-|ʔɛˊt- 1, (АБ) ɛʔɛt- 2|uhet-|uhat-|uʔat-, uʔal-la-|||uʔal-la-lqiv-|2623, 2918|31|120|202|418|276, 24|||0|
962|*oʒ-poʒɣъ-n|108|топорище, древко, палка на которую насажен какой либо инструмент|*oj-pojɣъ-n|oj-pojɣǝ-n|oj-pojɣǝ-n|oj-pojɣǝ-n||ɣǝtkaˊ-jpojɣǝ-n 'ружейные сошки' (45)|||1747|||165||265|Первая часть значит 'деревянный', а вторая собственно 'древко'.||0|
963|*ʁuʒe-quɫi (~ ụ)|0|муж 1, похотливый (о женщине) 2|*huje-quɫi|ʔuwɛˊquc(i), (АБ) ʔǝwɛquc 1, quˊcuŋ- 2||(h)ujaquc̨(i), (h)ujequc̨(i) 1|||||2988, 2622|115, 87||||200, 134, 275, 279|Вторая часть значит 'самец'.||0|
964|*ʁuʒemtefi-ɫʁǝ-n|551|человек|*huje-mtewi-ɫhǝ-n||hujemtewi-lhǝ-n|hujemtewi-lhǝ-n, ujemtewi-lhǝ-n|hujamtawi-lʔǝ-n||||2983||627|198|434|213, 279, 48|Пеpвая часть как в слове *ʁuʒe-quɫi 'муж' (963) и, по-видимому, значит 'настоящий или человеческий'. Далее идет показатель *-ǝmtǝ- 'подобный (принадлежащий к какому-либо роду-племени)', который используется в образованиях типа алют. hǝthǝ-mtǝ-lʔǝ-n 'карагинец', witwitǝ-mtǝ-lʔ-ǝtǝk 'к тюленьему народу' (ЯФА 440) и в чук. jurɣǝ-mtɛˊq 'глупец' (Богораз 65). Далее идет показатель множественного числа *-wi, а потом, что нетривиально, показатель человека-деятеля *-ǝlhǝ-n. Камчатская модель аналогична qč'a-, -mza-, другой показатель pl. -(')n и -ɫh. Интересно алют. эвфемистическое название 'человека' для чертей ojeŋini-lʔǝ-n (ЯФА 367) - в начале обыгрывается *ʁuʒe- как в простом слове 'человек', а дальше используется ǝŋin- 'утомленный, худосочный'.||0|
965|*uʒe-tiki|984|сани|*(h)uje-tiki|ɛˊɛttik|hujetik(i), ujetik(i)|hujetik(i), ujetik(i)|ujatik(i)|ɛc-ɛɛˊttik 'упряжные санки' (ɛc- ?)|u-ŋel-ujetik 'дровни' (114)|ujatiki-lˊqǝ-k|2572|24|746, 511|198|414|275, 279, 283|Первая часть связана с *uʒi-lɣǝ- 'береста' (968), и сложение значит 'берестяные лыжи', как показывают и внешние соответствия.||0|
966|*uʒi-|680|варить 1, топить, разжечь 2, место для сжигания мертвецов 3, головешка, полено 4, костер 5|*uji-|uwiˊ-, (АБ) ǝwi- 1, uweˊ-nval, ǝju-nwal (АБ) 4, uwiˊ-lqǝ-n 5|uji-, ujiˊ-lhet- 2, ojen-val 4, ujiˊ-lqǝ-n 5|uji-(lˊhat-) 2|uji- 2, uji-lqǝ-n 3, uji-nval 4|ǝwi-lʔǝ-n, uwiˊ-lqǝ-n|ujiˊ-lhet-|uji-lqǝ-n|2573|115|, 89|199|414, 425|23, 275|АБ: ǝwi- 'готовить (пищу)'.||159|
967|*uʒicbǝ-|0|играть|*ujicvǝ-|uvicvɛˊt- (dial. приморск.) (+АБ), uucvɛˊt-|ujicvǝ-|ujic̨vi-, ujicvet-|ujicv-at-|||ujicv-inaŋ|2574|112|||414|48, 118|Родственно *ŋъcbъn- 'тешиться' (908) как *ъŋT-.||0|
968|*uʒi-lɣǝ-n|0|береста 1, берестяной сосуд 2|*ujilɣǝ-n||ujilˊɣǝ-n 1, ojelɣǝ-qama-ŋa 2||ujulˊɣǝ-qama-ŋa 2||||2575|||165|414||Вторая часть 'кожура'.||0|
969|*uʒŋǝ #|573|не, нету 1, ничего не получать 2|*ujŋǝ #|uˊjŋǝ, uwǝˊjŋǝ 1|ujŋǝ, uˊjŋe* 1, uˊjŋ-u- 2|ujŋǝ 1|ujŋǝ 1, ujŋ-u- 2|uˊjŋǝ-lʔǝ-n|||2576|110|||414||ГКЯ 271, 272. Морфологически деепричастное (наречное) образование от основы *uʒ- = *biʒʁǝ- 'умирать, исчезать' (1354). Показательны чукотские формы.||999|
970|*ʁoʒla|550|мужчина 1, парень, юноша 2, возмужать 3|*hojla||holˊa 1, (h)olǝ-lhat-* 3|holˊa, olˊa 2|hulˊa 1||(h)olǝ-lhat-*||2964||230|166|434|24, 265, 196|Ср. чук. oc-oc (ocoˊt-te pl.) 'хозяин, предводитель', oc-a instr. 'во власти' (Богораз 108).||160|
971|*faʒa- (-šɣǝr, -erbǝ-)|164|обхват: верхняя часть груди 1, передник, перед одежды, нагрудник 2, маховая сажень 3, тетива 4|*waja(t)-|vaˊa-n (vaaˊ-jpǝ abl.), waa-kwǝ-n 2, vaˊǝrqǝr, vaɣǝrqer 3, vaˊarvat, vaˊǝrɣat 4|wa-noˊlŋǝ-n 2, wajacvǝ-n 4|waja-tɣǝr 1, vaja-tɣǝrŋǝ-n 2|waja-tɣǝr, vaja-tɣǝrŋǝ-n* 1, vajarvat 4||||2675, 2684, 2680|154, 155|574, 237|29|422, 418|246, 214, 231|Молл 18., См. ключицу.||0|
972|*uʒbǝ-|1033|склад, амбар 1, ехать в селение 2, ехать за продуктами 3|*ujvǝ-||ujvǝ- 1, ojvǝˊ-ŋta- 2||ujvǝ-n 1, ujvǝ-ŋta- 3||||2577|||165|414||||0|
973|*oʒpъ-, *faʒpъ-|337|ковырять, колоть, втыкать 1, игла для вязки сетей 2, деревянная игла для вязки сетей 3, шиповник 4|*ojpъ-, *wajpъ-|oˊjpǝ- 1, wajpǝ-, АБ wajpǝ-waj " (wajpǝ-t pl.) 2, ɛŋ-uˊjpǝ-cʔǝ-n 3|ojpǝ-tko-chǝ-n 4|ojpǝ-, t-ojp-ŋ- ˊ 1|ujpǝ- 1|ɛŋ-uˊjpǝ-cʔǝ-n|ojpǝ-tko-chǝ-n 'шиповник'||1753, 2687|108, 29|633||414|248, 140|||0|
974|*oʒpъ-|0|приз 1, поднять, подвесить 2, вешать на шест 3|*ojpъ-||oˊjpǝ-oj " 1, ojpǝˊ-* 3|ojpǝ- 2|ujpǝ-uj " 1||||1754|||165|414|25|||0|
975|*uʒnu(ʒ) " (~ ụ)|682|ребенок 1, парнишка 2, щенок 3|*ujnu "|||unˊunˊu 1, qaj-unˊunˊ 2, qah-unˊ, qah-unnlˊ-u pl. 3|unˊunˊu, unˊǝʔu 1|||unˊǝʔu-cʔinaŋ 'по-детски' (61)|2601, 2602||||416|204, 38, 24|||0|
976|*ukiš(i)|1075|сельдь 1, детеныш пестрой нерпы до года 2|*ukišV||ukij 1|ukic, ukic̨ 2|ukit 1||||2580||||415|206, 275|||0|
977|*uqel-|0|быть обделенным 1, скупиться 2, обделять 3, халатно относиться к своим обязанностям 4|*uqel-|uqɛlɛˊt- 1, 2, uqɛˊl-u lǝŋǝ- 4|uqel- 1, uqeˊl-u lǝŋǝ-(*) 4||||||2612|111|616|202|||||0|
978|*oqъnca|0|кунжа (рыба)|*oqъnca||oqǝnˊca|oqǝnˊca-n||||||||||206, 265|||0|
979|*ukenci|0|дождевик (одежда)|*ukenci|ukkɛˊŋci|ukenci|ukenci|ukanci||||2579|111|||415|275|||0|
980|*(š)om-, *[š]omo "|0|выбрасываться волнами 1, то, что принесло морe 2|*š-om-; *[š]omo "|r-om-, noˊm- 1, roˊmo-rom ", noˊmǝ-lʔǝ-n 2|j-oˊm- 1|tomo-ottǝ-n 1, en-omǝ-lhǝ-n 2|t-um-, -n-um- 1|rom-oˊttoot, nom-oˊttoot|||343|137, 101||63|413|194, 118||или к  lavur? (391)|969|
981|*om "|672|тепло 1, теплый 2|*om "|oˊm-om " 1, oˊm- 2|om " 1, n-om- 2|om " 1, nˊ-om- 2|um- 2|omǝ-cʔatˊ-||nˊ-um-, umǝ-lˊʔat-, ta-nˊ-um-ŋǝ- (352), um-nˊuta- (396)|1760|108, 109|572, 573||415|23, 261, 137|||0|
982|*ɨn-omat(a)-|673|обвязать, привязать|*ɨn-omat(a)-|en-omaˊt-|en-omat(a)-||||||435|21|||||||0|
983|*ʁum-|0|толстый, большой по объему 1, широкий 2, шириться 3|*hum-|ʔuˊm- 2, ʔum-ɛˊt- 3|hum- 1, humǝ-lqiv- 3|(h)um- 1|hum-||humǝ-lqiv-||2983|111|576, 633|155|434|279, 275|||0|
984|*um(e)ke-|724|собираться, соединяться 1, собирать вместе 2, вместе 3, сбор, запас 4, положить, прятать 5, кружок, группа 6|*umeke-; *š-umke-v-|umɛk-ɛˊt- 1, r-umɛkɛˊw- 2, omaˊka adv. 3, uˊmɛk 6, r-umkɛˊw- 5|umeˊket- 1, j-umeˊkev- 2, j-umkeˊv-(*) 5, 2, omaka-ŋ 3|umeket- 1, omaka-ŋ 3, ine-n-umkew 4|umakat- 1, t-umaka-v- 2, umaka-ŋ 3, t-umka-v- 5|||ta-nˊ-umaka-ŋ-|2589, 2591|111, 138|539, 538|245|415, 413|23, 225, 250|||0|
985|*ʁomrъ-|0|крепкий, прочный|*homrъ-|ʔoˊmrǝ-|homjǝ-|(h)omrǝ-|humrǝ-||||1763, 2966|109|201, 462||434|265|||0|
986|*ụmqạ|0|белый медведь|*ūmqā|uˊmqǝ, umqɛ-|umqa (III)|umqa|umqa||||2594|111|||416|205|||0|
987|*omma(ʒ)|0|куча, груда 1, обхватить в охапку 2|*omma-|omma, (АБ) ommaɣ=cǝŋǝn 1, oma-caˊjpǝ- 2|omma-cajpǝ- 2|||ommaɣ-cǝŋǝn|||1761, 1762|109|||||Сочетание -ɣc- в чук. может взяться  только из *-ʒc- или *-kc-, но палатализированный (!) суффикс единичности *-ъLŋъn без разбивающего редуцированного может следовать только после сонантов и звонких спирантов.||0|
988|*on[a] "|0|нарыв, чирей 1, ячмень на глазу 2|*une "|onoˊ-on " (onaˊ-jpǝ abl.), ona=lɣǝn|||unˊu-ccut|||unˊu-ccut|2593, 2603|109|||416||Инэнликэй 91.||0|
989|*untǝm-|723|спокойный, смирный, тихий (неторопливый) 1, печальный 2, с толком 3|*untǝm-|uˊntǝm- 1, 2, n-uˊntǝm-ɛw 3|untǝm-||||||2600|112|575||||||0|
990|*uŋR(e)-|894|закол, заноза 1, вязнуть в снегу, провалиться в снег 2|*uŋr[e]-|unr-ɛˊrɣɛl 1, unrɛ-p-ɛˊt- (+АБ) 2|uŋjiˊ-un, uŋji- 1||||||2598, 2605|112||200|||||0|
991|*uŋʁeL (~ ạ)|0|тюлень, лахтак|*uŋheL (~ ā)|uˊnʔɛl||unhal, hunhal, qaj-unhalˊ dim.||un(ʔ)ɛc-iˊcɣǝ-n 'лахтачий ремень'|||2604|111||||276, 137, 194|||0|
992|*oŋmъ-n|0|внутренности 1, глубокий 2|*oŋmъ-n|oˊnmǝ- 1|onmǝ- 2|onmǝ- 1|||||1764|109||||221|||448|
993|*ǝtbǝ- (~ *-ъ-)|0|выплюнуть, сплюнуть|||||tǝv-|||tǝv-ni-n|||||37||В алют. сказке лиса-оборотень rǝttǝ-rǝt rǝkǝrŋǝ-kin jīl-a tǝv-ni-n 'ягоду-морошку языком из рта выплюнула'. Перевод И.А. Муравьевой 'выталкивать' необъясним ни контекстом, ни внешними соответствиями.||417|
994|*ụp-|0|оттолкнуть шестом 1, шест 2, отталкивать в сторону, толкнуть 3|*ūp-|uˊp- (dial. примор.) 1, up-icɣǝ-n 2, upǝnʔǝliˊ- 3|up- (III) 1, up-iˊneŋ* 2, upǝˊnheli-* 3|up-ǝk 1, up-ineŋ 2|upǝ-tku- 1, up-up "|up-cit- recipr., up-c(ʔ)ɛˊt- 'поднимать тяжести, упражняться в поднятии тяжестей' (толкать) (112)|||2606|112||, 201|416|276|Инэнликэй 126.||0|
995|*ụp- ~ *up-|0|поддеть острием 1, воткнуть 2, конец, край 3, клевать 4|*ūp- ~ *up-|up- 1, upǝ-tkuˊ- 4|up- 2, opǝ-tkǝn 3||||||2607, 1765|112|59||||||0|
996|*ụpɣạb|0|кол|*ūpɣāv||uˊpɣav (III)|upɣev|upɣav||||2610||191|201|417|23|Aрхаичное образование от *ụp- 'поддеть, острием' (995).||0|
997|*ʁoptъ-|675|всё, вполне, полностью 1, сильно, много 2|*hoptъ-|ʔoˊptǝ(-ŋ) 2|hoptǝ- 1|(h)opta 1|hoptǝ- 1|ʔopt-euca 'далеко внизу', ʔoptǝ-ŋalvǝl||hoptǝ-l/lˊʔu|2968|109|61|167|433|265, 31, 196|Чук. ʔoˊptǝ-ma comm. 'подобно, словно как' (do.) = рус. 'совсем как'. Ср. *ъptoŋ- 'богатый, жадный' (1101), *pǝtʁu- 'вместительный' (1098). М.б. из *ǝptuʁǝ-?||1178|
998|*-nolŋъ-n|946|склон (в сложениях): опушка (леса) 1, нагрудник кухлянки 2|||omkǝ-nolŋǝ-n 1, wa-noˊlŋǝ-n 2|on-nolŋǝ-n 1|||||||310, 211, 237|30|417|265, 202|||0|
999|*ure-|987|далекий 1, продолжительный, долгий 2, потом, затем, позже, подальше 3|*ure-, *(h)orav|uˊrɛ- 2|uje- 1, 2, juleq adv. 2|ura- (I), uraha- 1, ure-(muqe-n), nuraq adv. 2, orav(ac̨) 3|ura- 1, n-uraq adv. 2, horoˋ 3|ora-tǝlaˊn '~ дорога', urɛ-jǝˊlqǝj-ǝl '~ сон'|uje-lhǝ-n, uje-cem 'слишком'|n-ura-, ura-lʔat-|2614|113|97, 108|198, 145|416, 433|262, 92, 219, 222, 137, 265|В пал. в наречном образовании melˊ-n-ura-q 'довольно долго' префиксальный маркер прирагательных n- воспринимается как корневой и стоит после префикса melˊ-, при регулярном словообразовании никакого показателя -n- быть не должно.||0|
1000|*ʁure- (-fɨš(ɨ) )|879|открыто, прямо (комплексно) 1, появиться, показаться 2, наяву, въявь, видимо 3, человек 4, (на)родиться 5, выглядывать 6|*hurev-|ʔurɛˊ-, ʔora-(ŋ) adv. 1, ʔurɛˊw- 2, ʔoraˊ-wer 3, oraˊwet-lʔǝ-n 4, ʔurɛˊt- 5, ʔurɛw- (АБ) 6|hoja-ŋ adv. 1, hujev- 2, 5|hora-ŋ adv. 1, hurev-(lˊhat-) 2, orav 3, 1|hura-, hura-ŋ adv. 1, hurav- 2|ʔurɛˊtǝ-lʔǝ-n|ujevǝ-lhǝ-n, hoja-ŋ-ǝn-qal|nǝ-hura-, hura-ŋ-qal|2985|113|26, 327, 415, 249|198, 168|434|26, 279, 126, 194|В чук. слово 'человек' образовано от наречной основы 'наяву, въявь' c помощью чук.-кам. адъективного аффикса. По-видимому, сюда чук. междометия ʔuˊri 'да, так, вот', uˊrǝm 'ладно, согласен'.||0|
1001|*(ʁ)ure-qɫˊiki|0|юноша 1, брат (старший) 2, работник 3|*(h)ureciki|ʔoraˊcek, aaˊcek 1|hojacek(e) 1|urecik(i), oracek(e) 1, ec̨ik qat-tak-jǝrh-o pl. 2|huracik 3|aacek|||2969|1|||72|283, 265, 276, 88|-cik < *-qɫik.||0|
1002|*otab-|676|запрет 1, запретить 2|*otav-|r-otaˊw-, (АБ) r-ʔotaw- 2|otaw-wǝjŋǝ-n 1||||||344|137|151||||Инэнликэй 140.||0|
1003|*utɣǝ-|683|мягкий, слабый 1, топкий, трясина 2|*utɣǝ-|uˊtɣǝ- 1|uˊtɣǝ- (I) 2||utɣǝ-|||utɣǝ-lqǝ-n 'трясина'|2617|113|530, 529, 577, 583|146|||||0|
1004|*uʒ-, *uH-|678|древко, палка 1, (старое) упавшее дерево, древесина 2, рубить дрова 3, полено 4, поленница 5, карликовая береза 6|*(h)uj-|uj-: oj-pojɣǝ-n 1, uH-|uj-: oj-poˊjɣǝ-n 1, ojkaw 6, uH-, u-cvi-tku- 2, u-cvi-pǝt 3|uj: oj-pojɣǝ-n 1, (h)ujhǝ-n 2, u-c̨vi-tku- 3, hoj-tǝv 5|uj-, u(t)- 1, ulˊ-lˊaʔu-w pl. 'деревянная маска' (297)|u-ŋɛˊl- 'ходить по дрова' (112), uˊk-kɛm, uˊ-qɛm 'посудина' (110), oˊk-kamak 'деревянный идол' (114), o-rvaˊt- 'рубить дрова' (109) (ottǝˊ-rvǝ-naŋ 'топор-колун' (114), or-ran (ottǝ-raˊn 'шалаш из жердей' (114), uˊ-ptǝ- 'рубить дерево' (112), om-mǝceˊrǝn 'щепка' (114), ukwaˊnaw 'вареная черная смола' (110)|u-ŋǝjtǝ-lhǝ-n, u-lvǝ-lhǝ-n 'дровосек' (114), u-ŋel-ujetik 'дровни' (114), oˊc-can 'сарай, амбар', olˊ-lˊahu-n* 'деревянная маска' (200), u-ŋeˊl-* 'заготовлять дрова' (201), uq-qaˊltǝ-n* 'деревянное кольцо' (202), uˊq-qam(a)* 'дер. сосуд' (202)|u-ŋǝrt- 'добывать дрова', u-ptǝ-(cqiv-) 'рубить деревья', un-n-atv- 'носить дрова', u-ŋtu- 'выйти из леса', u-ŋal- 'идти за дровами', ul-lotǝ-tkǝn, ulˊ-lˊotǝ-tkǝn 'макушка дерева', u(ttǝ)-cvi-tku- 'рубить дрова', u(ttǝ)-tkǝn 'вершина ~', uq-qam(a) 'банка', u-mca-n 'дрова, ломаные веточки'; ulˊ-lˊaʔu-w pl. 'деревянная маска' (297), um-mitʔa-n 'домашняя утварь'|2618|||165, 168|417|265, 203, 201, 275, 25, 226, 15|Пал. ol-lǝphǝ-ɣǝrŋǝ-n 'разрыв леса' (ЯПК 15), ut-tiɣ-u pl. 'канадские лыжи-лапки' (ЯПК 216), ot-ran 'деревянный дом' (ЯПК 228), ot-tala-naŋ 'толкушка' (ЯПК 230), on-nolŋǝ-n 'опушка (леса)' (ЯПК 265), uk-kemlil 'деревянный обруч для сачка' (ЯПК 275), up-pip 'деревянный гребешок' (ЯПК 276).||0|
1005|*(ʁ)uttǝ "|679|дерево, куст, палка|*(h)uttǝ "|uˊttu-ut ", uˊttǝ-, uˊtt-in poss.|uˊttǝ-ut ", uttǝˊ-, -uttǝ, uˊtt-in poss. (I)|uttǝ-ut ", uttǝ-n, huttǝ-hut ", -uttǝ-, (h)utt-in poss., uttǝ-pi dim., uttǝ-nequ magn.|uttǝ-ut ", u(t)-|uˊttǝ-lʔǝ-n, uttǝˊ-cǝku, ut-cǝku loc. 'в лесу', mǝcer-oˊtto-ot (om-mǝceˊrǝn) 'щепка', ottǝˊ-rv-ǝnaŋ 'топор-колун', uttǝ-lviˊ-nɛŋ 'пила для распиловки дерева' (114)|ottǝˊ-qalŋǝ-ɣǝjŋǝ-n 'разветвление', ottǝˊ-qoqlo-ɣǝjŋǝ-n 'дупло', ottǝˊ-cve-tko-nǝ 'лесосека', uttǝˊ-lvǝn* 'лес' (201)|uttǝ-l/cwǝn coll., u(ttǝ)-tkǝn 'вершина ~', uttǝ-kalak 'деревянный идол', uttǝ-l/lˊotǝ-tkǝn, ul-l/lˊotǝ-tkǝn  'макушка дерева', u(ttǝ)-cvi-tku- 'рубить дрова'|2618|113, 114|101|168|417|200, 23, 279, 218, 280, 31, 137|Истоpически стаpое множественное число от **uʒ-, *uH- 'дpевесина' (1004).||0|
1006|*ubiki|685|тело, сам|*uviki|uwiˊk(i)|uvik(i)|uvik(i)|uvik(i)|(+АБ) uwiˊ-rit 'душа', uwikǝ-pcǝˊ-tku- 'достичь возмужалости'|||2619|115|||418|23, 28, 275|Чук. uwek-acaˊw 'ремень вокруг туловища оленя' указывает на трактовку начального согласного в чук. как морфонологического "ǝ-.||0|
1007|*ʁoftъ-|0|скупой, жадный|*howtъ-||hotǝ-|hotǝ-|||||2971|||||262|||0|
1008|*ụffạt-|686|целовать|*ūwwāt-|ukwɛˊt-|uwwaˊt- (III)|uwwet-|uvvat-|||uvvac-cit-|2621||622|198|418|275|||0|
1009|*pạcịfạt-|907|бояться духов (будучи в одиночестве) 1, благодарить ( обычно духов) 2|*pācīv-āt-|pɛciɣɛˊt- 1||pač̨evat- 2||||||117||||266|||1177|
1010|*-pịʒlǝ̣|756|диминутив|*-pījlǝ̄|-pil|-pilˊ (III)|-pi|-pilˊ, -pilˊǝŋ||||146||||441||В чук. суффикс палатализиpующий.||0|
1011|*pɨɫa-|93|остаться, покинуть 1, обогнать 2, оставлять (что-либо где-то), покидать 3|*pɨɫa-|pelaˊ-t- 1, peca-jvǝ- intens. 2, pelaˊ- 3|pelaˊ-t-, pelˊa-tǝ-tko- 1, peca-jvǝ- intens. 2, peˊla- 3|pela-t- 1, peca-jvǝ- 2, pela- 3|piɫa-t- 1, picevǝ- 2, pila- 3|peca-jvǝ-, pec 'только, исключительно'|pelaˊtǝ-lʔǝ-n||1822, 1817|117|316, 286|179|368|228, 268, 85, 240|Инэнликэй 99, 100.||0|
1012|*poloqa|0|палатка|*poloqa||poloq(a)|poloq(a)|||||||343|||283|Заимствование из русского "полог".||0|
1013|*lpǝl-, *-ǝlpǝ(l)-|0|пить 1, выпить 2, питье 3, поить 4|*pǝl-, *-lpǝ(l)-|pǝˊl-, -lpǝl- (I) 2|pǝlǝ-k 2, ine-lp-et- (I) 1, 2, j-lpǝ-ŋ-et- 4|-lpǝl- (I)|p(ǝ)lǝ-, -lpǝ-, pǝl-lǝʔǝ-n 3|||pǝl-lǝʔǝ-n|1451|119|364, 75, 389||369, 323|25|В кор. нет удвоения -k, что указывает на невыпадающий первый -ǝ-, в кор. это косвенное указание на историческое начальное сочетание с *l-.||0|
1014|*ǝpLǝ-|94|хороший, доброкачественный 1, смелый, решительный 2, лучше 3, стать хорошим 4|*pǝL-|pǝl- (I), pǝˊlǝ-ŋ va-lʔǝ-n, pǝcǝ-tvaˊ- 1, etoˊ-pel 3, pǝcǝ-tviˊ- 4|p(ǝ)l- (I) 1, pǝl-liŋ- 2|plˊ- 1, pǝl-liŋ- 2|p(ǝ)l-|pǝcǝ-tviˊ-, pǝcǝ-tvaˊ-, pǝc-wetɣaˊu-lʔǝ-n 'красноречивый', plǝ-t(ʔ)ǝmǝ-lʔǝ-n 'статный', pl-iˊnu-lʔǝ-n 'имеющий доброкачественное мясо', pǝt-lʔuˊ-lqǝt-lʔǝ-n, pǝt-lʔuˊ-lʔǝ-n 'имеющий красивое лицо', pǝl-qǝmla-lǝ-n 'добромозглый'|||1901|119, 86, 22|534|||50, 136, 137|||0|
1015|*ǝpLǝ-(tku-)|363|кончать(ся), завершать(ся) 1, совсем, совершенно (приглагольное) 2|*pǝlǝ-tku-|plǝˊ-tku- 1|p(ǝ)lǝ-tku- 1|plǝ-tku-k 1|plˊǝ-tku- 1, pǝlˊ- 2|ɣro-pcǝ-tko- 'кончаться весне' (44), uwikǝ-pcǝˊ-tku- 'достичь возмужалости' (115)||a-pcǝ-tɣǝ-kǝlʔ-in(a) 'почти безволосая шкура' (316), a-pcǝ-mimlǝ-kǝlʔ-in(a) 'почти без воды' (353), a-pl-ora-tva-ka 'через некоторое время' (5)||117|195||370, 302, 441|267, 85|Вторая часть *tku- значит 'кончаться' (584). Ср. алют. pǝl-vihǝ- 'умереть совсем' (ЯФА 302), чук. -plǝ- 'каждый': ɣa-plǝ-kojŋǝ-n comm. (Богораз 117).||0|
1016|*ǝ̣pɫạk|0|обувь, торбаз 1, разуться 2|*pǝ̄ɫā-k|plɛˊk=, plaˊq-qac 1, pǝcaɣ-tuwaˊ-, (АБ) plɛɣtǝwɛ-, pcaɣtǝwa- 2|pǝlaˊk= (III) 1, pcaj-tǝva-, pǝlaˊj-tǝva-* 2|plek 1, pc̨e-c̨ǝve- 2|p(ǝ)lak- 1|kǝrɣǝ-pcɛˊkǝ-t (73), pǝcaɣ-tuwaˊ-, pcaɣtǝwa- (АБ), plaˊq-qac, pǝcaˊk-wʔaˊɣ=lǝŋǝn 'стелечная трава'|a-plˊaˊk-a neg. adv.|panta-, ŋra-, ratam-plak*, a-plak-ka, a-plˊak-ki neg. adv., pǝce-cǝva- 'разуться'||116, 117|578, 485|175|270|214, 81, 225, 233|||0|
