NUMBER|PROTO|PRNUM|MEANING|ICOST|WCOST|ITE|ITRUSL|STBIT|ITEMEA|WIT|WITMEA|WITMEP|SIT|SITMEA|SITMEP|VOL|IRSLOV|VZHU|STEB|WDYB|SDYB|COMMENTS|NIOD|NIODNUM|EXT
776|*me-śi-|760|сытый, наевшийся||Mẹ-Si= ?|||||mẹsi-knən|satur|nasycony||||||||134||Глагол с суффиксом, образующим глаголы от прилагательных.||34|
777|*'is(i)-|761|созреть, поспеть, усилиться|ïS(i)=|||'es-kas ('isɨ-zɨ'n 3pl. pres., k-'is-knen 3sg. perf., 'is-a-xen 3sg. fut.) 1, k-'is-knen part. 2||созревать, поспевать 1, спелый, зрелый 2||||||||122, 38|||||||0|
778|*nute-|762|поляна, поле|NüTë-N|NüTə̈-||nute-n (nute-'n pl.)||поляна|nutə'in poss.|agrestis, compester|polny|||||62|||140||||0|
779|*ŋeq-|763|дымить, испускать запахи||NẹKCa-XaĹ=|||||nẹk-čaɣaĺ-kaz|odores, thus incendere|kadzić||||||||138||Использование Дыбовским знака "ять" указывает как на велярный характер носового, так и на увулярность смычного.||1086|
780|*mĕlɣʷe-|764|надеяться|MəLFe-(HL)=, Me̲LFo̲-N|MẹLXə-Ĺ=||mə̆lwe-'ł-kas (t-mə̆lwe-'-skičen 1sg.2sg. pres., zaq mə̆lwe-'ł-kaq 2sg.3sg. neg. imper.) 1, mə̆lwe-lah 2, melwo-n 3||надеяться 1, надежный 2, надежда 3|mẹlɣə-ĺ-kaz|expectare, sperare|oczekiwać, mieć nadzieję|||||58|||134||||0|
781|*łałə-|1086|чмокать, жевать|N-Lä̲Lä̲t=|ĹaLe=|n-ə̆n-łał-at-əznen (4sg.3sg. pres.) 1|~ łilum 2||скармливать 1, килыкил (кушанье, толкуша, тесто) 2|ĺale-z|mandendo edere sonum sonare|cmokać, żuć, mlaskając językiem, wydawać dźwięki, ryczeć||||408|51|||129||В тексте встречается несколько раз в уничижетельно-пренебрежительном контексте  о еде (юколе), у Володина неточный перевод 'давать'.||0|
782|*śxap ~ *čxap|766|силок|Le-SXë̲Pï=|SXaP, CXaP||łe-sxepe-kas (łisxepi-qzu-sč 2sg. dur. pres.)||вредить, делать назло|sxap, (č)xap|laqueus, tendicula|sidło na ptaki, lub zwierzęta|||||55|||89, 146||Значение в ител. из 'расставлять силки, ловушки'.||0|
783|*łăm-|767|следующий, отдельный|LaM, LMaN, LMä̲=, N-LMä̲=|LaM, ə̈M-Ĺ̲M-, ə̈N-LMa-T=||łam 1, łmaŋ 2, łma-kas (k-łma-kne'n 3pl. perf.) 3, 'ə̆n-łma-s (t-ə̆nłma-če'n 1sg.3pl. perf., q-ə̆nłma-xi'n 2sg.3pl. imper.) 4||потом 1, *следующий, порознь 2, разлучаться, расставаться (расходиться в разные стороны) 3, разнимать 4|ĺam, xiam 1, 'əm-ĺm-an 2, 'ən-ĺmat-əz ('in-ĺmat-əz) 3, 'im-ĺma-z 4|postea 1, sequens 2, dividere (disjicere, difflare) 3, partire 4|potem 1, idący z kolei, następujący, następny 2, rozdzielać (rozwiewać) 3, dzielić 4|||||51, 113|||129, 91, 100, 108||В ИРС у наречия дается перевод 'порознь', но в примере łmaŋ k-k'oł-knen 'они приехали порознь' скорее следует предполагать 'друг за другом, последовательно'.||0|
784|*'lulx-  (~ ł)|768|мех на кухлянке (комбинезоне)||LüLX-|||||luĺx-nɨn|pellis in veste|futro w ubraniu "kavɣč"|~ didi-stas dim.|erminea foetorius|gronostaj|||||132|107|||0|
785|*p(')uns- (~ -o-)|769|вязать, шнуровать||PoNS-No-N|||||pońs-no-n|vinculum|wiązanie, sznurowanie||||||||145||||0|
786|*[q]at-|770|дразнить, подначивать||KaT=|||||kat-kaz|lacessere|drażnić, zaczepiać, wyzywać||||||||116||||0|
787|*[q]əw-|771|замерзнуть, озябнуть||Kə̲V=|||||kəv-knan|refrigeratio|przeziębienie||||||||119||||0|
788|*qičp-|772|усилиться||KẹCP=|||||kẹč̲p-kaz|crescere, incrementum capere, confirmari|wzmagać się||||||||117||В публикации матеpиалов Дыбовского непpавильное пpочтение pус.  pукописного "ч" = [č] как "г" = [ɣ]. Использование знака "ять" после "к" указывает на запись начального увулярного [q].||0|
789|*kws-|773|лопаться, разламываться|KFe̲SXK-a|aN-KFSə=|kwesxq 2|kweshq-a'n pl. 1||мелочь (мелкие предметы, крошки, деньги) 1, крошки рыбьей пищи 2|'ań-kvsə-z|se contrahere, rumpi, dissiliri|kurczyć się, pękać|xuśa-ra-ska|coleoptera|drobny, chrząszczyk|60|28|||85|107|||0|
790|*qewin-|774|краб, рак|KëFïN-əN -e|Kẹ̈FiN||qewin-ə̆ŋ (qewin-e'n pl.)||краб|kẹvin|astacus fluviatis|rak, raki|||||44|||119||||0|
791|*[q]ałət-|775|вбивать||KaŚəT=|||||kašət-kaz|incutere|wbĳać||||||||115||||0|
792|*[q]aslak|776|тюлень (один из видов)||KaSLaK|||||kaslak|otavia stelleri|gat. foki||||||||115||||0|
793|*qaɣa-č|777|корюшка|KaXa-C|KaXa-С||qawa-č (qawa-'n pl.)||корюшка|kaɣa-č|salmo eperlanus (osmerus eperlanomarinus)|ryba z gat. łososiowatych|ka'ak|piscis cum ovis|ryba z ikrą||40|||112||В юж. камч. имеется в виду 'рыба, идущая на нерест', по-видимому, лососевая.||0|
794|*kihil|778|пролив||||||||||kixil|isthmus|przesmyk morski||||||111|Интервокальный глухой спирант в записи Дыбовского может отражать только -h-.||0|
795|*kʷinxt, *kʷinxs-|779|глухарь|Kʷü̆NXT́-e|KïNXT́-i|| ̊kŭnxt ( ̊kŭnxs-e'n pl.)||глухарь|kinɣt (kinɣs-in pl.)|tetrao urogallus|głuszec|||||35|||121||||0|
796|*śkle-|780|тереть, строгать||KLe-C, ŚKLeS=|||||kle-č 1, škles-kaz 2|terere 1, dolare, scalpere 2|trzeć 1, ciosać, strugać 2||||||||123, 152||||0|
797|*katkum L|0|высота (геогр.), высокая волна||||||||||katkum|altus collis, alta unda|wysokie wzgórze, wielka fala|||||120|110|Заимствование из пал. k(ə)tətkən < *ъkšъ-tkъn 'вершина' (675).||0|
798|*keŋe-č|782|пестрая морская птица||KẹNNeC|||||kẹnńeč|mergulus marinus niger ventre, albo plumis, angustis albis auritus|ptak morski||||||||119||На велярный носовой указывает использование Дыбовским знака для "ять" = [ẹ].||0|
799|*kamał-|783|кудрявый||KamaĹ-KS=|||||kamaĺ-ks-knan dur. part.|crispus|kędziorawy||||||||113||||0|
800|*kilɣŭl|272|черт|KiLXəL|KiĹXuĹ|kilɣə̆l|||черт|kiĺɣuĺ*|diabolus|dyabeł||||||||120||||0|
801|*śxčźi- ~ *śhčxi-|785|расчесать, разодрать|SXC'Sï-T=|SXCïS=, ŚCZï-T=, ŚXT=||sxč'ze-t-es mult. (k-sxč'zit-'in 3sg.3sg. perf.)||разорвать на куски|sxčiz-in, š́č́zi-t-əz 1, sɣčxi-nin 2, šxt-kaz 3|lacer 1, discerptus 2, se ipsum cecidisse, vulneravisse 3|szarpać, rozdzierać 1, rozszarpany, roztargany 2, porąbać się, poranić się 3|||||81|||146, 150, 147, 150||||0|
802|*śol-|786|двоюродный (родственный через тетю или дядю); младший (из детей)|Sa̲L-|Śo̲L-||sal-'an p'eč||младший сын|šoĺ-'an poss.|patruelis, examita|stryjeczny, cioteczny (krewny)|||||76|||153||||0|
803|*cixcəx|787|суслик||CiXCəX|||||cixcəx|lagomys|piszczucha||||||||93||||0|
804|*jaws-|788|ломать, крушить, разбивать||Ja̲FS=|||||javs-nan|frangere, rumpere|łamać, kruszyć, rozrywać||||||||111||||0|
805|*txă-lm- ЮК|0|бедро||||||||||txaĺm-ɨĺ (ins. ?) (txiĺm-at pl.)|coxa|biodro||||||119|Похоже на образование от *(k)txa-ŋ 'нога' (519) с помощью суффикса -lm-, аналогичного прачук. *-nmə- (?).||0|
806|*'o'olt|0|наковальня||oHoĹT|||||'o'oĺt|incus|kowadło||||||||142||||0|работящий?
807|*kile-|791|охота||||||||||kila-nu-k loc.|venatio|polowanie||||||112|||0|
808|*sezə-|792|бродить, скитаться, переходить вброд||SaSə-T=|||||sazə-t-kaz mult.|vagari, vadare|błąkać się, tułaćsię, w bród przechodzić||||||||146||||824|
809|*čs-no-ŋ|793|оспа||CS-No-N|||||čs-no-n|variolae|ospa||||||||98||||0|
810|*'a'it ЮК|837|вид горной ягоды||||||||||'a'id|empetrum nigrum (baccae)|jagody z rośliny empetrum nigrum||||||104|||0|
811|*čŭɣʷat|795|аркан||CuFaT|||||čuu̯at|lorum quo cervos capiant|rzemień do łapania renów||||||||98||||0|
812|*č(xʷ)să-m ~ *t'wăm|0|иней|T'oM ", TSaTSəM, KaL-CFSoM|CaTSaM, KoĹ-CXSaM|t'om-t'om 1, kaĺ-čfsom (напан.) 2|tsatsə̆m 1||иней 1, лед 2|catsam 1, koĺ-čxsam 2|pruina 1, glacies 2|szron 1, lód 2||||40|87|||88, 125||Ср. 'кедр'.||0|ПАЯ ?
813|*łinhlu- ~ *čənhčə-|797|спросить, просить|Lï̲NLLü=|ŚəN-SLo=|łińłlo-s|łeńłlo-s (q-łińłlu-x 2sg.3sg. imper., q-łińłlu-miŋ 2sg.1sg. imper., q-łińłlu-miŋsx 2pl.1sg. imper.), łeńłlo-zo-s dur. (łeńłlozo-znen 3sg.3sg. pres., k-łeńłlozo-'an 3sg.3sg. perf.)|k-łiłxlu-'in 3sg. perf.|спрашивать|šəńslo-z (šəńslo-zo-z dur.)|interrogare (exquirere)|zapytać (rozpytywać się, badać)|k-čanxča 2sg.3sg. imper. 1, čansi-zak 3sg. pres. 2|ora (eum) ! 1, (inter)rogat 2|proś (go) 1, żąda, pyta, zapytuje 2|55, 201|55||104|151|111, 105|||0|vol=irslov!
814|*čəl-: *'ən-čəl-|798|краснеть||aN-CəL=|||||'ańg-čəl-kaz|rubescere|czerwienić się||||||||84||||0|ańč̲čəl-kaz?
815|*'leqəs|799|росомаха|LëK-ëS||leq'es (leqes-'in poss.)|||росомаха||||? ~ didi-stas dim.|erminea foetorius|gronostaj|169|||||107|||0|
816|*kiźtə|800|дом|KïSTë -CX|KiST|kist, kist-ečh dim.|kist (kiste-'n pl., kiste-'in poss., kiste-nk loc., kesta-nke adr., kest-x'al abl.), kist-čah dim. 1, kista-qol 2|kist (kest-ank adr.), kistə-n-c dim. pl.|дом 1, старый заброшенный дом (где никто не живет) 2|kist|habitaculum, domus|mieszkanie, dom|kizut [kišit*]|domus|dom|27, 109|29, 30, 37, 107, 121, 78||89, 86|122|112|||0|
817|*śqin-|0|кривой|SKə̈N-SXëN=|ŚKïN-SKN=||sqə̆(n)-sxen-kas mult. (sqə̆nsxen-ezɨn 3sg. pres.) 1, sk-sqə̆n-sxen-'in (mult. part.) 2||извиваться (о реке) 1, извилистый 2|škin-skn-ən, skin-skn-ən mult. part.|curvus, strabo|krzywy|||||78, 33|||148, 152||См. *tqins- (167).||0|
818|*təɣʷł-k-|0|приносить, привозить, приводить|TF̈L-K=, TẌʷL-K=|TɨFL-K=, TɨXLe-T-K=, iN-TXĹa=|tfł-k-es SO 1, 2, 3| ̊txł-k-as SO ( ̊txł-kičen 1sg.3sg. perf.,  ̊txł-ał-kičen 1sg.3sg. fut.,  ̊q-txł-ə̆xč-ki'n 2sg. imper.,  ̊k-txł-knen 3sg.3sg. perf.) 3||приводить 1, привозить 2, приносить 3|tɨvl-k-az 1, tɨɣlet-k-az 2, 'in-txĺa-kaz 3|adferre 1, adportare, adferre, adigere 2, ferre 3|przynieść 1, przynosić, przypędzać, doprowadzać 2, nieść 3||||53, 205|87, 109|||160, 109||Данная основа скорее всего является алюторским или паланским заимствованием. Ср. *sti(w)li- (206).||0|
819|*kəłf-|0|выпадать|KḺF=||kłf- (kłf-k-nan 3sg. perf.)|||выпадать|||||||59, 53||||||||0|
820|*-ns: *ki-ns|605|младший брат||||||||||ki-ns|frater minor natu|brat młodszy||||||112|В юж. камч. ki- < *qa/i- 'родственник, брат' (118).||0|
821|*pxal-|0|подарок||KaSa-PXaĹ-aN|||||kaza-pxaĺan|praemium|nagroda||||||||116||Первая часть значит 'принимать', см. *qeź- (274).||0|
822|*'ərHəm L|0|вождь||əRM, əRəHəM|||||'ərm 1, (kleč) 'ərə'əm 2|magister 1, rex 2|urzędnik 1, król 2||||||||101, 123||Заимствование из прачук. *ạrmạ #, или если зап. камч. -r- < *-Hn- ~ -nH-), то соответствие общим *-'n-?||0|
823|*quń-|802|тесный|KʷüN- (!xe-, xi-), KʷüN-së=|KuN-C|quń-quń, kun-kun** 1, quń-ĺah (xi-, quń-q adv.) 2, quń-se-kes 3| ̊quń-ĺah ( ̊xe-quńĺah,  ̊quń-q adv.,  ̊xi-quńq)||теснина 1, тесный 2, стать тесным 3|kun-č||jar, rozpadlina||||31|43, 111|345||128||Ср. *kčoń- 'тонкий' (283).||0|
824|*-lil-, *-liź-|0|разуваться, снимать (одежду)|-Li̲L=|-LëL=|'eč'e-lil-es 1, 'eč'e-lil-kes 2|'eč'e-lil-es (q-'eč'elil-x 2sg.3sg. imper.), 'eč'e-lil-kas S (t-'eč'elil-kičen 1sg. perf., q-'eč'elil-xč, q'-'eč'elil-sx 2sg., 2pl. imper.) 1 koń-łeł-tw-a'ł-kas (końłełtwa'-se'n 3pl. pres.) 3|texliž- < texł-liž- 1|раздеть 1, снять одежду, раздеться 2, шелушить орехи 3|'ən-kumɣ-lel-es 1, 'ačĺaĺ-kaz 2|vestes exuere, deponere 2|zdejm z nóg obuwie! 1, rozbierać się 2||||200, 25, 62|123, 32||99|100, 81||||1016|см. 'ajł-.
825|*'anto-zən|0|резать||aNTo=|||||fal-antozən|caedes|rzeź||||||||102||||0|
826|*ɣʷəźi-|0|повернуть; отрицание направления, факта||-FïŚ(i)=|||||kəĺɣ-o̯əzɨ-nan 1, mẹle-viź-'in, mẹlə-vš́-č́in 2|externus 1, pluit 2|zewnętrzny 1, niepogoda 2|vazi-kus 3sg. past|rediit|powrócił|||||134|121|||0|
827|*kʷla-|0|ворона|KʷLa-KLaX-a|KĹa-KĹX|| ̊qla-qłh ( ̊qla-qłh-a'n pl.)||ворона|kĺa-klɣ, kĺ'an-kĺɣ|corvus cornix|wrona|||||42|||123||М.б. "кричащая ворона". Ср. прачук. *əkluke (600) 'воронья ягода'.||0|
828|*-łk-|1082|постоянное качество (отглагольный суффикс)|-LK-|-Ĺ̈K-||'ańło-łk-ne-n ('ańło-łk-ne-'n pl.)||указательный палец|fi-ĺk-lex 1, kan-ĺk-tə-kaz 2|fluidus 1, rubiginari 2|płynny 1, rdzawieć 2,||||||||103, 115||||0|
829|*-imto-ŋ|0|уменьшительный суффикс|-ï̲MTü-N|-(u)MTü|kał-imto-ŋ 1, fał-emto-ŋ 2|||ядро ореха 1, ножичек 2|nẹi̯-mtu, nẹj-umto|mons solitaris|góra, stojąca samotnie|na-mud|mons (solitaris)|góra (samotna)|123||||137||Кроме уменьшительности это еще и 'одинокий'.||0|
830|*xtoŋ-|0|правый|XTo̲N-aN|XTo̲N-HaN||xtoŋ-an poss. (xtoŋan-k loc., xtoŋan-ke adr., xtoŋan-x'al abl.)||правый|xtoń'ań-'ənka-mən|dextra|na prawo|||||98|||93||У Дыбовского буквально 'правое место' от формы в местном падеже. Ср. *xʷto- 'ребро' (973), и далее прачук. *ъɣto- 'бок' (398).||0|
831|*ro'a-, *-vra-|803|наступать (об явлениях природы)||MoKa-VRa-|||||moka-vra-č, moka-vra-zen|ventus, procella|silny wiatr, burza||||||||135||||0|
832|*-čiz(a)-|804|кровоток||||||||||sim-čiza'ax|haemorrhois|krwotok||||||118|Первая часть сложения 'кровь' *młim(ə) (39).||91|
833|*malikan-|0|рассказывать истории||MạLịKạN=|||||malikan-ez|garrire, fabulare|gadać, pleść, bajać||||||||138||||0|
834|*nenəč|0|камень||NẹNə-C|||||nẹnəč|lapis|kamień||||||||138||Возможно этот корень соотносится с *ŋej " 'гора' (54).||0|
835|*heqa-ndl (~ *x-)|0|медведь (эвфем.)||XeKa-, XeKẹ-M|||||xeka-n pl. 1, xeka-ndĺ 2, nɨms-'in xek-andl 3, xekẹ-m 4|ursinus 1, ursus 2, ursa 3, meum athamanticum 4|niedźwiedzi 1, niedźwiedź 2, niedźwiedzica 3, roślina, korzenie niedźwiedzie 4||||||||90, 140||Ср. *fẹqa- 'старик' (1029)  и *heqe-, *heqe-n- 'плохой, злой' (582).||0|
836|*ŋin-|805|слабый, больной||NïN-|||||ngin-kin|infirmus, aeger|słaby, chory||||||||139||||0|
837|*-tu[ŋ]k|0|пять, шесть, семь, восемь, девять|KuXuM-|-TuNuK, -TaNaK|quɣum-tunuk** 5|[kuwum-nuk 5, kelwuk 6, 'et-uk-tunuk 7, čo-'ok-tunuk 8, ča-'ak-tanak 9]|||[kuɣum-nuk* 5, kəĺkuɣ* 6, 'ət-utk-tunuk* 7, čo-'ok-tunuk* 8, ča-'ak-tanak* 9]|quinque, septem, octo, novem|pięć, siedem, osiem, dziewięć|[ko'om-nak* 5, kilko̯ak* 6, 'ita-'a-tuk* 7, ču-ku-tuk* 8, ča-'ak-tak* 9]||||196, 222, 204, 141, 148|338||127, 118, 101, 98, 94|113, 112, 108, 80, 105|Формы ИРС словаря являются реконструкцией А.П. Володина на базе материалов Крашенинникова и других записей XVIII-XIX веков и являются для современного языка фиктивными (ИРС 237). Внимания заслуживает лишь quɣum-tunuk** (Володин, Жукова), такого типа образований больше нигде не отмечено.||0|
838|*śinaźi|0|-надцать|SịNạSịn|ŚịNaŚịN||kash sinasin 12|||žužad* 10, -šinažin* adj. 10|||dizik šinaši* 11, ka'as šinaši* 12, čo'ok šinaši* 13, ča'ak šinaši* 14, ko'omnak šinaši* 15, kilko̯ak šinaši* 16, 'ita'atuk šinaši* 17, čukutuk šinaši* 18, ča'aktak šinaši* 19||||35||||105-109, 112, 113|В ИРС как и для других числительных может быть фиктивная "реконструированная" форма.||0|
839|*kumx-tuka (dikid)|1045|десятки|To̲Fa̲SSa|ŚuŚa-T||towassa 10|||žužad* 10, -šinažin* adj. 10|||kumxtuk* 10, ka'as kumxtuka dikid* 20, čo'ok kumxtuka dikid* 30, ča'ak kumxtuka dikid* 40, ko'omnak kumxtuka dikid* 50, kilko̯ak kumxtuka dikid* 60, 'ita'atuk kumxtuka dikid* 70, čukutuk kumxtuka dikid* 80, ča'aktak kumxtuka dikid* 90, kumxtuka kumxtaka-n* 100||||86|||98|105, 106, 108, 109, 112, 113|kumx-tuka 'две руки/ ладошки'.||0|
840|*-čo-|0|резкое, интенсивное действие|-JCo̲-, -RCo-|-Co=|pax-čo- 1, twa-jčo- 2|'ełwe-rčo-kas 3||бросать 1, прыгать 2, блестеть, сверкать 3|'o'ə-ĺx-čo-||дергать рыбу (удочкой)||||26, 60|119|||||||0|
841|*pĭl-|94|исправлять, хороший|Pə̈L-|PLï=, PïL=|pə̆l-łxa'n pl. (= -łha'n ?) 2|pə̆l-q-ĺwi adv. 1, pə̆ł-č'el-kas (k-pə̆łč'el-knen 3sg. perf.) 3||прекрасно 1, начальник, управитель 2, успеть 3|pl-ez (plɨ-'in part. pass.) 1, piĺ-k-ĺi adv. 2|praeparere, perficere 1, bone, concinne 2|wyprawiać, naprawiać 1, dobrze, porządnie 2||||156|73|||145, 144||В ИРС 'успеть' из 'хорошо, как надо прийти' см. sč'el- (188).||0|
842|*k'ăč|807|птица (в сложениях)|iPəLa̲K'e̲C|əPəĹa-KiC, -KaC|'ipəla-k'eč** 1|||сова 1|'əpəĺa-kič 1, рaka-kač (рaka-kanč pl.) 2|accipiter 1, pullus 2|jastrząb 1, kurczę 2|ka'azax|anas sp.|gat. kaczki|||350||101, 143|109|||0|
843|*tŏ'mi-|0|лизать, облизывать|Tə̈HMï=|ToMi-T=||tə̆'me-s|||tomi-t-əz mult.|lambere, delambre|lizać, oblizywać||||90||||158||||0|
844|*nə-piłxu-|808|доливать, досыпать||Nɨ-PiLXu=|||||nɨ-piĺxu-kaz|adfundere, adjicere|dosypywać, dolewać||||||||141||||0|
845|*kez- (~ -a-)|875|говорить, декламировать, читать||KaSəN|||||kazən ło-kaz|loqui|mówić|kalu-kazdu-s|librum legere|czytać książkę|||||116|109|В зап.-камч. глагол *ło- сам по себе значит 'говорить' (375). В юж.-камч. kalu- 'пестрый, книжка', см. *keli- (*kʷ-) (219).||0|
