NUMBER|PROTO|PRNUM|MEANING|CHE|ING|BCB|COMMENT
757|*-Vʁ-|1861|to be unwell, indisposed|ħēʁ-|||    The verb is attested only in Chech. and is probably a compound of the verb -Vʁ- with the noun ħā 'indisposition' (ħā + -Vʁ-).
758|*ḳ-orṭ-|1862|to pester, bother, bore|ḳord=ō|ḳorda=de|ḳorṭ-|
759|*ʔēš-|1863|to lose, be defeated; to be insufficient|ēš-|eš-|eš-|
760|*list- ( ~ -ī-,-ṭ-)|1866|to wind, reel|list-|list-||    Vowel length not clear.
761|*=ăṭ-|1870|to run|=ad-|=ad-|=aṭ-|    Cf. also PN \I*ħ-aṭ-\i / \I*ħ-ēṭ-\i (with a preverb) 'to run, leap' : Chech. \Iħad-,\i Bacb. \Iħeṭ-.\i Other Ablaut grades: \I*ʔiṭ-\i (Chech. dur. \Iid-\i 'to run (away)'), \I*=oṭ-\i (Bacb. \I=oṭ-\i 'to cross; walk'), \I*=a-b-ṭ\i (Chech. \I=owd-,\i Ing. \I=ɔwd-\i) 'to run (plur.)'.
762|*=ōž-|1877|to fall|=ōž-|=ož-|=ož-|    Dur. \I*=ēbž-\i is reflected in Bacb. \I=ebž-\i 'to fall'.
763|*=āλ- / -iλ-|1823|to become, get|=āl-|=al-|=aλ-|    A very polysemic root. It is used in all three languages as an auxiliary with the meaning 'to become'; as a separate verb it can mean 'to grow; to shoot; to cross (e.g. a river); to live up to; to go away, out', with more or less the same set of meanings in all Nakh languages. The attested Ablaut grades are \I*=āλ-\i (see above), \I*=ēbλ-\i (Chech. \I=īl-,\i Bacb. \I=epl-\i = \I-ebλ-\i), \I*=ōλ-\i (Bacb. \I=oλ-\i), \I*=ā-b-λ-\i (Chech. \I=owl-\i). It is also very probable, that the short Ablaut grade \I*-iλ-\i with the preverb *ꭓ- has yielded the common Nakh verb of being, \I*ꭓiλ-\i > Chech., Ing. \Iꭓil-,\i Bacb. \Iꭓiλ-.\i     Bacbian in Kadagidze's recordings has a uniform -λ-; Desheriyev, however, writes \I=al-\i in the meaning 'to become' (Matsiyev writes \I=aλ-\i 'to become', but \I=al-\i 'to go away'). The reason for these variations may be contamination with another widely spread common Nakh verb \I*=ill-\i / \I*=ēbl-\i / \I*=ōl(l\i) 'to put, to begin/finish etc.' (also very polysemic).
764|*t-ēbč̣- ( ~ -ǯ-)|1883|to weep, bemoan|tīž-|||    Attested only in Chech., but having probable external parallels.
765|*ʡabǯ- ( ~ -č̣-)|1886|to sting, burn (of pain, wound)|ʕowž-|ʕowž-||    Cf. also dur. \I*ʡēbǯ-\i (Chech. \Iʕīž-,\i Ing. \Iʕĳž-\i).
766|*l-ac̣-|1888|to hurt, feel pain, be ill|laz-|laz-|lac̣-|
767|*=oss-|1894|to descend, go down|=oss-|=oss-|=oss-|    Dur. \I*=iss-\i is attested in Chech. \I=iss-.\i
768|*t-iṭ- / *t-eṭ-|1902|1 to cut in pieces 2 to interpret, explain, decide|ted- 1, tit- 2|ted- 1|teṭ- / tiṭ- 1,2|    The stem \I*teṭ-\i is durative, \I*tiṭ-\i - terminative.
769|*=ēq̇-|1904|to divide|=ēq̇-|=eq̇-|=eq̇-|    Although in Chech. and Ing. the stem \I=ēq̇-\i is both terminative and durative, the Bacbi data show that originally it was only terminative: Bacbi has term. \I=eq̇-\i opposed to dur. \Iʔaq̇-\i 'to divide' ( < PN \I*ʔāq̇-\i).     A common Nakh derivate is \I*d-āq̇a\i 'part, piece' > Chech. \Idāq̇a,\i Ing. \Idaq̇a,\i Bacb. \Idaq̇\i / \Idāq̇.\i
770|*kēḳ-|1808|to mix, knead|kēg-ō|kega-de|keḳ-dar|    The term. stem \I*kaḳ-\i (~-ā-) is reflected in Bacb. \Ikaḳ-dar.\i
771|*kek-|1907|to stir, sway|||kekad-dar|    Attested only in Bacb., with probable EC parallels.
772|*č̣āʁ-|1909|to close, shut|č̣āʁ-|||
773|*ʔeḳ ( ~ -ē-)|1910|whetstone||eg||    Attested only in Ing., but having probable external parallels.
774|*ħaš- / *ħēš-|1911|to press|ħaš-|||    Dur. \Iħēš-\i id.
775|*=[u]q̇-|1913|to stop up, plug|=uq̇-|=iq̇-|=uq̇-|    The vowel -i- in Ing. is unclear. Bacb. also has a durative stem \Iaṗq̇-\i ( < \I*ʔabq̇-\i).
776|*ħaq-|1914|1 to chop, to mow, to hew 2 to saw|ħaq- 1,2|ħaq- 2||
777|*t-as-|1867|1 to throw, scatter 2 to sow 3 to leave|tas- 1,2|tass- 1,2|tas- 1,3|    Gemination in Ing. -ss- is not quite clear.
778|*=ell- ( ~ -ē-)|1920|to open|=ell-|=ell-||
779|*ħaꭓ-|1923|to smear, plaster|ħaꭓ-|ħaꭓ-||    Cf. also Chech. dur. \Iħēꭓ-\i id.
780|*=āsṭ-|1928|to untie, unbind|=ast-|=ast-|=asṭ-|    Length of vowel is seen in forms like Chech. \I=ästi-ra,\i Ing. \I=ɔst,\i \I=ästa-b.\i
781|*ʔāḳ-|1932|to chisel, hollow|āg-|ag-||
782|*=ōc̣-|1936|1 to weave 2 to plait 3 to tie, bind|=ōz- 1|=uwz- 2|=oc̣- 3|    Ingush reflects a form with an infix (\I*=ō-b-c̣-\i). Cf. also PN \I*ħ-ābc̣-\i > Chech. \Iħowz-\i 'to spin; turn round', Ing. \Iħowz-\i id.
783|*ʡe|1938|steam|ʕä|ʕi||    The Chech. form reflects the vocalism of the oblique stem \I*ʕa-ne-rV-\i (cf. Chech. \Iʕänara-,\i Ing. \Iʕanaro\i). 4th class in both languages.
784|*=usṭ- ( ~ -ū-)|1939|to measure|=ust-|=ist-|=usṭ-|    Ing. -i- reflects Umlaut from u (in forms like Chech. \I=üsti-ra,\i \I=üsti-na\i = Ing. \I=ista-d\i).
785|*ħew- ( ~ -ē-)|1940|to rumple, rub, knead|ħē|ħe|ħew-|
786|*=itt-|1948|to wash (clothes etc.)|=itt-|=itt-|=itt-|
787|*=ēꭓ-|1955|to ask|=ēꭓ-|=eꭓ-|=eꭓ-|    The root is obviously connected with two other PN verbal stems: \I*l-aꭓ-\i (term.) / \I*l-ēꭓ-\i (dur.) 'to search' (Chech. \Ilaꭓ-\i / \Ilēꭓ-,\i Ing., Bacb. \Ilaꭓ-\i / \Ileꭓ-\i) and \I*b-āꭓ-\i 'to speak, talk, tell' (Chech. \Ibāꭓ-\i).
788|*ʁerʁ- ( ~ -ē-)|1957|to roar|ʁerʁ-|||
789|*jīš|1958|1 voice 2 song, melody|jiš 1,2|jiš 2|iš 1|    3d class in Chech., 4th class in Ing. and Bacb. Obl. stem \I*ʔāše-rV-\i\i (cf. Chech. \Iēšara-,\i Ing. \Iašaro,\i Bacb. \Iašir-\i).
790|*ṗaj / *ʔoṗa(j)|1963|kiss|oba / uba||ṗaj|    An expressive root, having, however, good external parallels.
791|*=ēlꭓ-|1964|1 to weep 2 to pour (of rain)|=ēlꭓ- 1,2|=elꭓ- 1|=etꭓ- 1,2|    Cf. also dur. \I*=alꭓ-,\i reflected in Bacb. \I=atꭓ-\i (regular durative, meaning both 'to rain' and 'to weep'), Chech. \I=alꭓ-ō\i 'to complain'.
792|*=ēḳ-|1970|to tremble, shake|=ēg-|=eg-|=eḳ-dar|
793|*ʒuʒ|1971|1 itch; tremble, quiver 2 to itch|zuz 1|zuwz- 2||    Ing. \Izuwz-\i < \I*zōbz-;\i cf. also Ing. \Izowza\i 'timid, cowardly', \Izowz\i 'coward', Chech. \Izĳz-\i ( < \I*zēbz-\i) 'to have cramps, convulsions'.
794|*=ēl-|1972|to laugh|=ēl-|=el-|=el-|    Bacb. Desh., Kad. \I=el-.\i
795|*t-all- ( ~ -λλ-)|1974|1 to explore, check; hunt 2 explorer, hunter|tall- 1|tallar-ꭓo 2||    Cf. Chech. pret. \Itelli-ra\i (for short *-a-). In Ingush only a derivate noun is attested.
796|*[f]utter-|1976|vexation, annoyance|hüttarē|futtare||    External evidence suggests rather *h- for PN; in Chech. *h- and *f- have merged into h-, but in Ingush we would rather expect *wuttare from *huttir-. The distinction of *h- and *f- before labialised vowels, however, is not very regularly kept, and PN *h- in this root is not entirely excluded.
797|*ʔēħ|1977|shame|eħ|iħ||    Obl. base \I*ʔēħi-\i (Ing. \Iiħo\i); Chech. has generalized the vocalism of the direct base (cf. obl. base \Iēħa-\i), Ing. - the vocalism of the oblique base. 3d class in both languages.
798|*q-ērλ-|1978|to be afraid, fear|qēr-|qer-|qerλ-|    Bacb. (Desheriyev, Kadagidze) \Iqerλ-\i (pointing to *-rλ- in PN).
799|*ꭓ-asṭ- (~-ā-,-st-)|1982|to praise|ꭓast-ō|||    Cf. also dur. \Iꭓest-ō\i id.
800|*č(ʕ)uꭓčarV ( -ɦ-)|1925|waterfall|čuꭓčari|||   Nakh > Osset. \Icɨxcɨr\i / \Icuxcur\i 'water flowing down the drain' (see Abayev 1958, 327-328).
801|*jīš|1986|possibility|jiš|jiš||    Obl. base \I*ʔāše-rV-,\i cf. Chech. \Iēšara-,\i Ing. \Iašaro.\i 4th class in both languages.
802|*(p)šal|1988|propolis|šal-maz|||    A compound with the second component \I-maz\i 'honey' (independently \Imoz\i).
803|*ʔulꭓ|1990|honeycombs|ulꭓ|ulꭓ||    4th class in both languages. Obl. base \I*ʔulꭓa-\i (Chech. \Iulꭓa-,\i Ing. \Iulꭓo\i), but a trace of the older oblique base \I*ʔalꭓV-\i is preserved in Chech. plur. \Ialꭓaš.\i Cf. also Pharch. \Iurꭓ\i id.
804|*ꭓān|1993|time, age|ꭓan|ꭓa|ꭓã|    Obl. base \I*ꭓāne-\i (Chech. \Iꭓēna-,\i Ing. \Iꭓano,\i Bacb. \Iꭓani-\i). Cf. also Lev. \I ꭓān\i id. 4th class in all languages.
805|*ħēꭓ|1996|grotto, cavern|ħeꭓ|ħaꭓar / ħaʁar|ħeꭓ|    Obl. base \I*ħāꭓe-rV-\i (Chech. \Iħēꭓara-;\i in Ing. the obl. base became direct). Reasons for sporadic voicing -ꭓ- > -ʁ- in Ing. are not clear (cf. an analogous process in \I*ħeꭓ\i > \Iħaʁ\i 'mountain goat'). 4th class in all languages.
806|*šub ( ~ -ū-)|1997|1 hill, height; boundary 2 precipice|šū 1|šuw 2||    6th class in Chech. and Ing. Obl. base \I*šub-na-\i / \I*šub-ne-\i (Chech. šūna-, Usl. \Išüni-,\i Ing. \Išuwno\i). 6th class in both languages.
807|*q̇a|1999|sin; pity|q̇a|q̇a|q̇a|    3d class in all languages. Obl. base \I*q̇i-na-\i (Chech. \Iq̇ina-,\i Ing. \Iq̇ino\i).
808|*ʁāri|2000|band, gang|ʁēra|ʁär|ʁajrĭ|    4th class in all languages.
809|*nɦeʔ|2003|door|neʕ|niʕ|nʕajʔ-sã|    4th class in Chech. and Ing. The Bacbi word is a compound (for the second part see PN \I*sān\i). The independent root \I*nɦeʔ\i underwent in Bacbi some transformations. It is now used only as a locative derived from the oblique base \I*nɦaʔe-\i (cf. \I*nɦaʔe-rV-\i > Chech. \Ineʕara-,\i Ing. \Inaʕara-\i): Bacb. \Inʕaʔi(ħ\i) 'outdoors', \Inʕajʔ\i '(to the) outside'; cf. also \Inʕajʔa\i 'place around the house, outdoors'.
810|*nač̣|2005|oak-tree|naž|naž||    3d class in Chech., 4th class in Ing. Obl. base \I*nač̣u-\i (Chech. \Inoža-,\i Ing. with vowel levelling \Inažo\i). Cf. also Lev., Cheb., Shar., Ved. \Inaž,\i Khild. \Inaǯ,\i Ing. (in Imnaishvili's recording) \Inač:\i (obl. \Inoža-\i). The last two forms (Khild. -ǯ and Ing. -č:) suggest, even without a Bacbi parallel, the reconstruction of *č̣ in PN.
811|*ʔārcV|2006|1 bar, bolt, cross-beam 2 purlin|orcꭓa 1|ɔrc 2||    Chech. \Iorcꭓa\i is a development < \I*ʔārcu-ḳa\i (with a variant *-ḳa of the PN diminutive suffix *-ḳ). Length of vowel is determined on basis of Ing. \Iɔrc\i (reflecting \I*ʔārcu\i - probably the original oblique base in the paradigm \I*ʔārc,\i \I*ʔārcu-\i). 6th class in both languages.     The same root is present in the PN compound \I*duq̇-ārc\i 'stick for locking the yoke (\I*duq̇\i)' > Chech. \Iduq̇arc,\i Ing. \Iduq̇ɔrc.\i
812|*bursa ( ~ -o)|2007|a k. of bush|bursa|||    Attested only in Chech., but having probable external parallels.
813|*dVHVꭓḳ|2008|pine-tree||dĳꭓk||    Attested only in Ing. (medial -ĳ- is not quite clear: it probably points to some medial laryngeal), but having probable external parallels.
814|*jilʁV|2009|a k. of tree (used for making whip-handles)|jilʁa|||    Attested only in Chech., with possible external parallels.
815|*ʔā-q̇arV|1086|somewhat elevated plain|āq̇ari|||    The stem is attested only in Chech. and is probably an old compound (for the first part, ʔā-, cf. PN \I*ʔārV\i 'plain, field'; thus \Iāq̇ari\i < \I*ʔār-q̇arV\i).
816|*ka|2010|(good) luck (indecl.)|ka|||    Attested only in Chech., with probable external parallels.
817|*(ʔa)sṭo|2012|chisel|sto|osta|sṭo|    5th class in Chech. and Bacb., 3d class in Ing. Cf. also Chech. Lev., Cheb. \Istwo,\i Akk. \Iāsta\i (with not quite clear vowel length - to judge from the reduction in most Chech. dialects and Bacb., the initial vowel in PN must have been short).
818|*qVwe|2013|1 enclosure for sheep 2 pen, enclosure|qī|qĳ||    5th class in Chech., 3d class in Ing. Without Bacbi it is impossible to establish the quality of the medial consonant (*w,*j,*d,*b or *g).
819|*kaš|2014|grave|kaš|kaš||    3d class in both languages. Obl. base \I*kašu-\i (Chech. \Ikoša-,\i Ing. \Ikašo\i with vowel levelling).
820|*ǯēlu|2017|sheep-fold|žȫla|žel||    4th class in Chech., 6th class in Ing. Cf. also Cheb. \Iǯjēlo,\i Ved., Itumk. \Iǯjēla.\i
821|*kart|2018|fence, yard|kert|kart||    Obl. base \I*karte-\i (Chech. \Ikerta-,\i Ing. \Ikarto\i) had influenced the vowel of the direct base in Chech. 4th class in both languages.
822|*măꭓa ( ~ -o)|2019|ransom for one murdered person|maꭓa|||
823|*ken|2021|oats|keŋ (Uslar)|ken||    5th class in Chech., 6th class in Ing. Cf. also Chech. (in the Ingush-Chechen dictionary) \Ikena\i (6th class) 'oats'.
824|*qaħ|2024|cough (of animals)|qaħ|||    Obl. base \Iqaħa-.\i An expressive word, but having rather exact external parallels.
825|*gāʒa(-n)|2025|goat|gāza|gaza|gazã|    4th class in Chech., 3d class in Ing., 6th class in Bacb.
826|*tɦum|790|1 corn-cob 2 core (of a plant)|tħum|tum||    Obl. base \I*tɦamo-rV-\i (Chech. \Itħamara-,\i Ing. \Itomaro\i). 4th class in both languages.
827|*c̣uc̣- ( ~ -o-)|2026|spout (of a tea-pot, jar)|c̣uzam|||    Attested only in Chech. (-am is a frequent nominal suffix), but having probable Lezghian parallels.
828|*ʁola ( ~ -ō-)|2027|some edible weed|||ʁola|    The Bacb. word is cited from Desheriyev, and its precise meaning is unknown.
829|*kēs(s)|2028|a stripe of mown corn or grass|kes|kes||    Chech. obl. base \Ikēsa-ra-.\i 3d class in both languages.
830|*c̣inc̣c̣-|2030|a piece of smth.|c̣inc̣olg|||    An expressive diminutive form.
831|*b(ɦ)erg (~-ʕ-,-ḳ)|2032|ounce, snow leopard|c̣oq̇-berg|||    A compound with \Ic̣oq̇\i 'panther, ounce' (q.v.).
832|*kust ( ~ -ū-,-ṭ)|2034|bearing, appearance, figure||kust||    Both Ing. and Chech. have also the word \Ikuc\i with similar meanings - obviously a loan from Av. \Ikuc\i id.
833|*ṭatVb|2036|silver|deti|dotuw|ṭateb|    3d class in all languages. Initial d- in Chech. and Ing. is secondary (obviously under the influence of \I*dašVb\i 'gold' - Chech. \Ideši,\i Ing. \Idošuw\i - q.v.). Cf. also Khild. \Idetiw\i id. Related is also Bacb. \Itiṭbe-r\i 'bronze'.
834|*maša|2037|milk product|maša|maša||    3d class in both languages.
835|*ʒɦVnḳa-t ( ~ -g-)|2040|ant|zingat|zungat||    Cf. also Shar. \Iʒingat,\i Itumk. \Iʒʕongat,\i Lev. \Iʒingat\i / \Iʒintag.\i *-t is probably en expressive suffix.
836|*ʁōʁ|2042|thigh, haunch|ʁoʁ|ʁoʁ||    Obl. base \I*ʁōʁa-\i (Chech. \Iʁōʁa-,\i Ing. \Iʁoʁo\i). 3d class in both languages.
837|*ʁārt|2043|thigh, hip|ʁart|||    Obl. base \Iʁärta-\i (pointing to length in PN).
838|*nārs|2044|cucumber|närs|nars||    In Chech. the direct base was modified under the influence of the oblique base (\Inärsa-\i), cf. in Uslar's recording: \Inars,\i \Inɛrsi-.\i
839|*gala|2045|1 wooden skittles 2 birch-tree|gala 1||gal 2|    3d class in Chech., 4th class in Bacb.
840|*māꭓ|2046|price, trade|maꭓ|maꭓ|maꭓ|    Obl. base \I*māꭓi-\i (Chech. \Imēꭓa-,\i Ing. \Imäꭓo,\i Bacb. \Imaꭓi-\i). 5th class in Chech., 6th class in Ing. and Bacb.
841|*ʔurd (~ɦ-,-ṭ)|2050|plot of arable land, allotment|urd|urd||    Obl. base \I*ʔurde-\i (Chech. \Iürda-,\i Ing. \Iurdo\i) is probably recent; more archaic is the stem \I*ʔardo-,\i preserved in plural (Chech. \Iarda-š,\i Ing. \Iorda-š\i) and pointing to a short root vowel in PN (otherwise in Ing. ɔ- would be expected). 3d class in both languages.
842|*ʔāꭓ|2052|half|aꭓ|aꭓ|aꭓ|    Obl. base \I*ʔāꭓe-nV-\i (Chech. \Iēꭓana-,\i Ing. \Iaꭓane\i). In Chech. cf. also a diminutive \Iēꭓig\i 'small half'.
843|*bɦāṭ|2055|1 duck 2 goose|bad 1||baṭ 2|    Obl. base \I*bɦāṭi-\i (\I*bɦāṭe-\i), cf. Chech. \Ibēda-.\i 4th class in Chech., 5th class in Bacb. Cf. dialectal forms: Cheb. \Ibād\i (\Ibāde-\i), Shar. \Ibʕād\i (\Ibʕāda-\i), Khild. \Ibʕād\i (\Ibʕēde-\i) etc. The medial laryngeal does not allow to consider the Nakh forms as loanwords from Georg. \Ibaṭi\i 'goose' (a reverse direction of borrowing is more probable).
844|*nēcV ( ~ -ā-)|2059|maternal aunt or uncle|nēca|||    The original PN form is hard to reconstruct, because the root is attested only in Chech. and was obviously modified under the influence of \Idēca\i 'paternal aunt'.
845|*ʔa-staʁa(n) (~sṭ)|2060|lame, limping|astaʁa|astaʁa||    Cf. also Chech. \Iastaꭓ\i 'lamed person' (Uslar's recording, with an irregular devoicing).
846|*c̣ōq̇|2062|ounce, snow leopard|c̣oq̇|c̣oq̇||    The Chech. word is recorded only in the Russian-Chechen and Ingush-Chechen-Russian dictionaries (the standard source - Chechen-Russian dictionary - records only the synonymous compound \Ic̣oq̇-berg,\i and Uslar has only another compound, \Ic̣oq̇-ɛrzaw\i 'eagle'), but vowel length can be securely postulated on the basis of a derived adjective: Chech. \Ic̣ȫq̇a\i 'variegated (of animals)'. The oblique stem can be reconstructed as \I*c̣ōq̇e-\i (Chech. [in the Ingush-Chechen-Russian dictionary] \Ic̣öq̇a-,\i Ing. \Ic̣oq̇o\i). The word belongs to the 3d class in both languages.
847|*ḳunc̣-ul ( ~ -ʒ-)|2064|bald spot, bald head|ḳunzal|||    Cf. also Lev. \Iḳunzul,\i Shar., Khild., Itumk. \Iḳunʒul\i id.
848|*[č]amuʁ / *mačuʁ|2065|1 cheek-bone 2 jaw 3 cheek|moččaʁal 1,2|močꭓal 2|č̣amaʁ 3|    The word demonstrates some phonetic irregularities: metathesis in Chech. and Ing. (with expressive gemination in Chech. and assimilative devoicing -ʁ- > -ꭓ- in Ing.); unclear glottalisation in Bacbi. The Chech. and Ing. forms have a suffixed *-al. 3d class in Chech. and Ing., 8th class in Bacb.
849|*ǯ[i]rʁa|2066|tambourine|žirʁa|žarʁa||    4th class in both languages; -a- in Ing. is not clear.
850|*gul|2070|mountain ridge|gul|||    Obl. base \Igula-.\i Perhaps related is also Bacb. \Igul\i 'lump (of dough)', if we suppose a metaphorical usage of the original root in Bacbi.
851|*lo|2071|1 basting, tacking 2 (sewing) pattern|lol 1|lo 2||    Chech. obl. base \Ilala-ra-\i (-l in \Ilol\i is historically a suffix, as seen from the Ingush form).
852|*pħēṭa|1671|a village (high in the mountains)|pħēda|||
853|*ħunḳ ( ~ -ū-)|2073|to hiccup|ħünḳ jan|||    An onomatopoeic word with irregular preservation of *ḳ; cf. also (with other irregularities) Ing. \Iħaʕing-aš de\i id.
854|*ħārsi-n|2075|reddish, red-haired|ħärsa|||    Cf. also Lev. \Iħǟrsi,\i Cheb. \Iħārsĩ,\i (with secondary -c-) Shar. \Iħērcĩ,\i It. \Iħērcĩ.\i
855|*ħaqa|2077|pig, swine|ħaqa|ħaqa|qa|    In Bacb. the first weak syllable with a laryngeal was reduced. 4th class in Chech. and Ing., 3d class in Bacb. Cf. also Cheb., Shar., Khild., Lev. \Iħaqa\i id.
856|*jVrλ-|2079|weeds|jar-aš|jɔrh||    4th class in Ing., plur. tant. in Chech. The vowel correspondence is irregular (Chech. has a short -a-, but Ing. ɔ points to long *ā before a following back vowel - indicating an oblique base like \I*jārλu-\i).
857|*gērde ( ~ -ṭ-)|2080|a measuring vessel (for about 12 kg.)|girda|gerd||    5th class in Chech., 6th class in Ing. Cf. also Cheb., Ved. \Igjerdi,\i Shar. \Igirdi,\i Lev. \Igīrdi,\i \Igīrda,\i Itumk. \Igīrdi\i id.
858|*gil-iḳ / *gil-diḳ|2082|tickling|gilg / gildig|||    The form \Igilg\i (plur. \Igilg-aš\i) is given in the Russian-Chechen dictionary, the form gildig - in the Chechen-Russian dictionary.
859|*gerc̣ ( ~ -ē-)|2083|weapons, arms|gerz|gerz|gerc̣|    3d class in all languages. Obl. base \I*gerc̣a-\i (Chech. \Igerza-,\i Ing. \Igerzo\i). Cf. also Cheb., Lev. \Igjerz,\i It., Shar., Khild. \Igjerʒ,\i Ing. (in Imnaishvili's notation) \Igjerc:.\i     Nakh > Osset. \Igarz\i 'instrument' (see Abayev 1958, 508).
860|*lamo|2085|day after tomorrow|lama|lomma|lamŏ|    Gemination (-mm-) in Ing. is probably secondary.
861|*laꭓu-n|2088|low|loꭓa|loꭓa|laꭓũ|    Cf. also Cheb. \Ilaꭓũ,\i Shar., Khild. \Iloꭓũ,\i Akk. \Iloꭓã\i etc.; Chech. adv. \Ilaꭓa\i 'down, below'. Cf. the pure root in Chech. \Ilaꭓ-alar\i 'to descend, come down', Bacb. \Ilaꭓ-dar\i 'make low'.
862|*maci-n|2092|hungry|meca|meca|macĩ|    Cf. also Chech. \Imacalla\i ( = Bacb. \Imacol\i) 'hunger', Lev., Ved. \Imecĩ,\i Cheb. \Imacĩ\i 'hungry' etc. The pure root \I*mac-\i is seen in Chech. \Imac-dalar,\i Bacb. \Imac-dalar\i 'to become hungry'.
863|*mōlꭓa|2094|medicine; (gun-)powder|molꭓa|molꭓa||    3d class in both languages. The original meaning is obviously 'weed, grass' (with a usual semantic development > 'medicine' or 'powder'). The vowel in PN must have been long (although the length is not recorded in modern literary forms), because a root-structure *CŏCa did not exist in PN.
864|*nāꭓ|2095|men, people|naꭓ|naꭓ|naꭓ|    Obl. base \I*nāꭓi-\i (Chech. \Inēꭓa-,\i Bacb. \Inaꭓi-\i).
865|*bārč|2101|honorable place (in the house)|barč|bärče|barč|    Obl. base \I*bārči-\i (Chech. \Ibärča-\i). The Ing. form contains a suffix (*-jV). In Bacb. cf. also a derivate \Ibarčol\i 'ability'.
866|*māssa-n|2102|quick, swift|māsa|massa||    Cf. also Chech. (Usl.) \Imāsaŋ\i id.
867|*ʁuʁ|2106|rumble, thunder|ʁuʁ|||    Obl. base \Iʁuʁa-.\i
868|*qeṭ ( ~ -ē-)|1512|a wooden shovel (for raking up rubbish, dung)|||qeṭ|    Attested only in Bacb., but having probable external parallels.
869|*qēl|2107|1 sentence, fate 2 custom 3 court, justice|qel 1|qel 1|qel 2,3|    Obl. base \I*qēla-\i (Chech. \Iqēla-,\i Ing. \Iqelo\i). 4th class in all languages.
870|*q̇ārc̣V-n|2116|variegated|q̇orza|q̇ɔrza|q̇arc̣ẽ|    Chech. and Ing. point to PN \I*q̇ārc̣u-\i (cf. also Cheb. \Iq̇ārzõ,\i Khild. \Iq̇orʒŏ,\i Lev. \Iq̇ɔ̄rzũ\i etc.), Bacb. - to \I*q̇ārc̣i-n.\i Cf. also Bacb. \Iq̇arc̣-dar\i 'to make variegated', Chech. \Iq̇arz-\i (used as a verbal stem) 'to appear particoloured, variegated'.
871|*bʡāʁu-m|2117|pillar, post|bʕōʁam|bʕɔʁa||    6th class in both languages. Cf. also Cheb. \Ibʕāʁom,\i Shar. \Ibʕōʁõ,\i Ved, \Ibʕāʁam\i etc.
872|*daq̇a|2120|dead body|daq̇a|daq̇a|daq̇(ŏ)|    Obl. base \I*daq̇u-\i (Chech. \Idoq̇a-,\i Ing. with vowel levelling \Idaq̇o\i). 3d class in all languages.
873|*ʁabʁV (~ -o-,-V̄-)|2179|noise, din|ʁowʁa|||
874|*ʁara|2122|noise|ʁara|ʁar||    4th class in both languages.
875|*sire(-n)|2123|grey|sira|sira||    Cf. also Chech. (in Uslar's recording) \Isiri\i id.
876|*sṭā-ꭓḳu|2126|last year|stoꭓka|sɔꭓk|sṭauꭓḳŭ|    Historically a compound (etymology of the second part see under \I*Hƛ̣̲wĭnV̄\i 'year').
877|*šāṭ-iḳ ( ~ -ē-)|2127|reed-pipe|šēdag|||    The word contains a common Nakh diminutive *-iḳ. Cf. also Bacb. \Isṭiur\i 'reed-pipe' ( < \I*šaṭ-iru\i = Av. \Iišṭéro\i), with a secondary vowel reduction.
878|*tāʁV|2129|valley|tōʁē|ataʁe||    4th class in both languages. Chech. also has a form \Iātaʁi\i id. = Ing. \Iataʁe\i (reflecting \I*ʔā-tāʁV\i with a prefix).     Nakh. > Osset. \Iataɣa\i 'bank valley' (Abayev 1958, 80).
879|*tēk(u)|2130|chamber-pot|tök|tek||    The original paradigm can be reconstructed as \I*tēk,\i \I*tēku-\i (cf. Chech. obl. \Itȫka-\i); the obl. base vocalism in Chech. penetrated into the direct base. 4th class in both languages.
880|*darʁa|2131|arc (of a bow)|ʕad-darʁa|ʕad-darʁa||    A compound with the first part \I*ʡāṭɦ\i 'bow' (q.v.). 4th class in both languages. One wonders if the Avar form \Igazárʁo\i 'bow' does not reflect a compound (for the first part cf. \Igazá\i 'hoe'?) with an old borrowing from Nakh (\Igazarʁo\i < \I*gaz-darʁo\i).
881|*baq̇|2134|1 true (adv.) 2 truth, rule|baq̇ 1|boq̇o 2|baq̇eʔ 2|    In Chech. cf. also \Ibaq̇ō\i ( = Ing. \Iboq̇o,\i Bacb. \Ibaq̇eʔ\i) 'rule, right, truth'.
882|*baħ|2135|burdock|baʕ|baʕ|baħ|    Obl. stem \I*baħV-\i (Ing. \Ibaʕo,\i Chech. \Ibaʕa-,\i but in Uslar's recording \Ibɛʕi-\i). 6th class in Chech. and Bacb., 5th class in Ing. In Chech. and Ing. -ħ > -ʕ by assimilation.
883|*ꭓuw (~-ū-,-b)|2140|1 anger 2 whim|ꭓū 1|ꭓuw 2||    4th class in both languages. The quality of the final consonant is impossible to establish without Bacb. data.
884|*darc ( ~ -ā-)|2141|snowstorm|darc|||    Obl. base \Idarca-;\i vowel length unclear.
885|*=āǯ-|2144|to graze|=āž-|=až-|=až-|    In Bacb. cf. also a derivate: \Idažar\i 'pasture, grass in a pasture'.
886|*=awi-n ( ~ -ā-)|385|1 light (in weight) 2 cheap|=aj-n 1,2|=aj 1|=awĩ 1|
887|*t-oq̇-|2149|to be sufficient, enough|toʔ-|toʔ-|toq̇-|    The stem contains a preverb (*t-).
888|*lV-|2150|to deceive|lē-dan|||    Attested only in Chech., so the precise PN reconstruction is not clear.
