NUMBER|PROTO|PRNUM|MEANING|NAKH|NAKHNUM|AAND|AANDNUM|CEZ|CEZNUM|LAK|LAKNUM|DARG|DARGNUM|LEZG|LEZGNUM|KHIN|KHINNUM|ABAD|ABADNUM|COMMENT
1140|*HwĕlčE|0|quail; hen||0|*ʔʷinʔʷinčV|612|*ʔɔ˜ču / *ʔɔ˜ʔɔ˜ču|471||0||0|*Hʷelč(a) (~ w-,-r-)|701||0|*ačˊa (~-čˊ:-)|319|    In PA and some Tsezian languages the stem is expressively reduplicated (an analogous reduplication could have also resulted in the preservation of the first syllable in PAT). Otherwise the correspondences are regular. A semantic shift "quail" > "hen" seems plausible (if we deal with a genuine root).
1141|*gwāṭa (~-ǝ̄-,-e)|0|hen|*kōta-m|395||0|*gudV|472||0||0|*ḳaṭa|702||0|*k:(ʷ)Vṭǝ|320|    A difficult case. See Dzhavakhishvili 1937,613-617, Klimov 1963,195-196, Shagirov 1977,159 (comparing the above forms and Kartvelian \I*katam-\i 'hen'),  Abdokov 1983, 116.     The listed forms are related with a great degree of probability, but several assimilative processes must have happened in different languages (which is usual for root structures of this type, containing two stops. In PN (where *gw- regularly > *k-) \I*gwāṭa\i > \I*kōṭa-\i > \I*kōta-\i (progressive assimilation); in PTs \I*gwāṭa\i > \I*gʷɨṭV\i > \I*gʷɨdV\i (also progressive assimilation). In PL \I*gwāṭa\i > \I*ḳ(ʷ)aṭa\i (regressive assimilation); on PWC see above.     A suspicious feature is loss of labialisation in PL and PAK; it may suggest that the protoform should be rather reconstructed as \I*gāṭwa\i (with shift of labialisation in PN and PAT), because labialisation of dentals is in general easier lost than the labialisation of velars.     In view of everything said it seems probable that the Kartvelian name for "hen" (\I*katam-\i) is an old Nakh loanword - since the Nakh form can not be separated from other EC data.
1142|*dadV (~ -ŏ-, -ǝ-)|0|cock||0||0||0||0|*t:at:a|351|*dad(a)|703||0||0|    A Lezg.-Darg. isogloss. The root is expressive and reduplicated, hence the PEC antiquity is dubious. There exists a Kartvelian parallel (PK \I*deda-l-\i 'hen, female', see Klimov 72).
1143|*dV̄G̲(w)V|402|cock||0||0||0||0|*t:aʁʷa|352||0||0|*t:aq:a|322|    A Darg.-WC isogloss (see Meˊszaroˊs 1934, 271, Abdokov 1983, 117).   Phonetically and semantically quite plausible, thus the PNC antiquity is possible. But a similar root exists in Altaic (Turkic \I*takɨku\i / \I*tagɨku\i 'hen,  cock', Mong. \Itakija\i etc.), and an early loan is not excluded (note an obvious  late loan: Darg. Tsud. \It:awqa\i which stands quite apart from all other Darg. forms < Turkish \Itavuq\i).
1144|*ƛ̣̲eƛ̣ē|774|a k. of bird||0|*ƛ̣:Vƛ̣:V|614||0||0||0|*ƛ̣:eƛ̣:(a)|704|ḳaḳid|158||0|    An Av.-Lezg. isogloss; since we do not know what bird is meant by Av. \Iƛ̣:iƛ̣:iˊ,\i the comparison is questionable (although the phonetic match is exact).
1145|*dwirχE|648|child, son||0||0||0||0|*durχIʷa|353|*t:ʷi(r)χ|705||0||0|    Reconstructed for the PEC level. The form \I*dwirχE,\i reflected in PD and PL, probably goes back to an earlier \I*u̲V-dirχE\i (with the 1st class prefix *uV-); cf. PHU \I*wutqi,\i \I*witēqi\i 'son' reflected in Hurr. futqi, fitēqi (see Diakonoff-Starostin 1986, 20).
1146|*cwä̆ʡmV|132|bear|*ča|396|*simhi|615|*zɨ˜h A|474|cuša|369|*s:inka|354|*s:ʷeʔ|706|psɨ|147|*mǝšˊʷV|323|    One of the long established common NC roots. The PWC form is metathesized (\I*mǝšˊʷV\i < \I*šˊʷVmV\i), otherwise corresponding quite well to EC reflexes. The Lak. and Darg. forms reflect a rather unique suffixed variant \I*cwä̆m-ƛV\i (such a lateral suffix is unknown elsewhere), and thus raise some doubts; but it is hard to separate these forms from all the rest.         See Bork 1907, 26-27, 30, Trombetti 1923, 364, Рогава 1956, 28, Шагиров 1977, 273, Abdokov 1983, 119-120. All the authors link the EC and NC forms  also with PK \I*da(sˊ)tw-\i 'bear' which is hard to justify phonetically, as well as  the attempts to make an inner morphological analysis of the PWC form (made in  Рогава 1956, 28, 36, Ломтатидзе 1961, 118).
1147|*bħĕrc̣ĭ (~ -ĕ)|255|wolf; jackal|*bɦorc̣|397|*boc̣o|617|*bɔc̣ǝ A|475|barc̣|370|*bec̣|355||0||0|*(bVgV)-bVʒˊV|324|    If we assume a secondary contraction in PWC, the root is well reconstructable for NC; all correspondences are regular.
1148|*gwērdV (*gwēṭV-rV)|300|a beast or bird of prey|*kōri|398|*gʷVrV|619||0||0|*k:urt:a|356|*k:ʷert:(a)|707|gra|148||0|    Reconstructed for the PEC level;correspondences are regular. This is an interesting word, signifying both a beast (hyena, fox, wolf) and a bird (hawk, falcon) of prey.         It is interesting to note that the word for "hawk" in Gunz. is \Igudba-q\i (derived from \Igud-ba\i "fowl"), and in Abkhaz we have \Ia-ḳʷǝṭ-rǝˊ-χˊšˊ\i 'a hawk hunting for fowl' (\Iaˊ-χˊšˊ\i 'hawk') and \Ia-ḳʷǝṭ-rǝˊ-bga\i / \Ia-ḳʷṭǝˊ-r-bga\i 'fox' (\Iaˊ-bga\i 'fox'). In both cases we have forms containing PNC \I*gwāṭV\i 'hen' (q.v.), and phonetically close to the root \I*gwērdV\i that we are dealing with. This may have several explanations:         a) a pure coincidence (which is rather unlikely);         b) the root \I*gwērdV\i meaning 'beast or bird of prey' merged in Gunz. and Abkh. with \I*gwāṭV\i (Gunz. \Igudo,\i Abkh. \Ia-ḳʷṭǝˊ\i) and came to mean 'bird of prey hunting for fowl';         c) the PEC root \I*gwērdV\i could be assimilated from \I*gwērṭV\i < \I*gwēṭV-rV-,\i representing the oblique base of \I*gwāṭV\i 'hen', and was itself actually meaning '(one hunting) for fowl' in PNC.     [One may note also an aberrant form: Bezht. Tlad. \Ikordaḳo\i 'kite' which may represent a contamination of this root with another one, reflected in Bezht. Khosh. \Ikorzaḳo\i id.].         We are inclined to accept the third hypothesis (because it explains well all the semantic diversity in modern EC reflexes).
1149|*chwōlĕ (~ -ă)|1092|fox, jackal|*cɦōḳal|399|*sori|620|*zǝr(V)|476|culč̣a|371||0|*s:oIla|708|pšlä|149|*šˊʷV|325|    Correspondences between EC and WC are regular except for unpredicted palatalisation in PWC (*šʷV would be expected). This may be explained either by vocalic metathesis (\I*chwōlĕ\i / \I*chwēlŏ\i) or, perhaps, by the original trisyllabic root structure (\I*chwōlĕ\i < earlier \I*cEhwōlĕ,\i cf. the probably connected - as a loan or as a common heritage from an earlier source - Semitic form \I*čuʕāl\i 'fox').     PN, Lak and part of the Lezgian languages reflect an old diminutive derivate \I*chwōlV-ḳV\i (in PN and some Lezgian languages with metathesis \I*chwōḳVlV\i).
1150|*q̇HanḳV|0|hedgehog; hare||0|*q̇VnḳV|621||0|aInḳlu|373||0|*q̇Iang-Vr|709|ḳunḳu-ṭa|153||0|    Reconstructed for the PEC level. The root must have meant 'hedgehog', and changed its meaning in Av. under the influence of Av.-And. \I*ƛ̣:anḳa-l\i 'hare' q.v. Except the dissimilation (\I*q̇Iang-\i < \I*q̇Ianḳ-\i) in PL, correspondences are regular.
1151|*Ł̲ărV (~ *ƛ̣-)|775|hare|*lar-iḳ|400|*ƛ̣:an-ḳal|622||0||0||0||0|ḳizä|150|*Lˊa|326|    The suffixless form is reflected in Khin. (\Iḳizä\i < \I*Ł̲ărV\i) and PWC (with a regular loss of resonant). PA and PN reflect a diminutive \I*Ł̲ărV-ḳV\i (in PA with addition of a further suffix, *-ɫV: \I*Ł̲ărV-ḳVɫV\i > \I*ƛ̣:anḳal(a\i)).     Palatalisation of *Lˊ in PWC is, as in several other cases, caused by the early merger of *L and *Lˊ in PWC.     See Trubetzkoy 1930, 277, Abdokov 1983, 118.
1152|*G̲wōrʡe|955|hare|*pħā-ḳal|401||0|*qe˜j A|477||0|*ʁIʷari|357|*q:Iora|710||0||0|    Reconstructed for the PEC level. Correspondences are regular. PN has a form with a diminutive suffix *-ḳ, enhanced by an additional *-ɫV (cf. the same suffixation in \I*cħōḳal\i 'fox', and in PA \I*ƛ̣:an-ḳala\i 'hare').
1153|*wħɨ̄swe (~ -ʕ-, -sˊ-)|696|mountain goat; deer||0|*bisV (~ -š(ʷ)-)|623||0||0||0|*wɨs:|711||0|*šˊʷV|327|    EC and WC forms correspond quite regularly, andthe PNC reconstruction is reliable.     Despite Abayev (3,15) and Shagirov (2,149) the comparison of PAK \I*sˊǝħVˊ\i with PN \I*sag\i 'deer' is impossible for phonetic reasons. But there is an interesting parallel in Kartvelian (PK \I*šw-el-\i 'roe, chamois'; the comparison with NC see Trombetti 1923, 370).
1154|*wHɨ̆rχ̲V|66|mountain goat||0||0|*buχ:-ṭu ( ~ -ʁ-)|841|barχ:u|374||0|*wɨ(r)χ:I(a)|713||0||0|    A Lak.-Lezg. isogloss, phonetically and semantically quite reliable. On a possible WC parallel (PAK \I*-ħV\i) see notes under \I*wħɨ̄swe.\i
1155|*ʁHwōr[č̣]o (~ -c̣ˊ-,-ǝ)|0|deer, game||0|*ʁʷorč̣o (~ a)|624||0||0||0|*ʁIorč|714|ʁäč|151||0|    Reconstructed for the PEC level. The PA and PL/Khin. forms are obviously related, although reasons for variation between č̣ and č are not clear.
1156|*λ̲iHmV|0|roe, mountain goat, deer|*lVwV|405|*λ(:)ama (~ o)|626||0||0||0|*λ(:)ʷij (~ -ɨ-)|715||0|*λˊa|328|    The root is not widely represented, but the regular correspondences between PN, Cham., Tab. and Ub. justify the reconstruction of PNC \I*λ̲iHmV\i (in Tab. we must suppose a frequent metathesis of labialisation).     Some EC languages also have names for roe or mountain goat which are hard to separate from this root and are possibly derived from it:     a) \I*λ̲im-kV\i ( > \I*λ̲winkV\i or \I*λ̲inkwV\i) reflected in Av. \Iλ:inkʷaˊ\i 'mountain goat', Cham. \Iλu˜ka\i (Gig. \Iλunka\i) 'roe, chamois'. Note the same notation λ- (as in \Iλama\i) in Cham. (only MSU recordings of the word are known to us; the strong λ:- in Av. presupposes the same consonant in Andian languages). A recent loan from Andian (Cham. or Tindi, where the root is not attested) is Inkh. \Iλunka\i 'roe'. Less clear is the origin of PGB \I*λiga\i 'roe' (Bezht., Gunz. \Iλiga\i) - is it an irregular development (with voicing -k- > -g-) from \I*λ̲im-kV;\i or is it a Nakh loan (cf. Ing. \Ilijg\i 'roe' with a diminutive suffix -g)?     b) \I*λ̲im-tV\i ( > \I*λ̲wintV\i) reflected in PD *xʷinta (Ak. \Ihinta\i 'doe', Ur. \Ihinta,\i Kub. \Ixʷinta,\i Kait. \Išʷenta\i 'roe'). Borrowed from Darg. are Lak. \Ihinta\i 'chamois, gazelle' and (from an Old Darg. form \I*finta\i) Av. \Ipintaˊ\i 'gazelle, antelope' (Chad. \Ibutaˊ\i id.).     The proposed derivation of \I*λ̲imkV\i and \I*λ̲imtV\i seems probable to us; however, we must note that suffixes *-kV and *-tV are very rare, and more checking is needed to make a final decision on this etymology.
1157|*bü̆ɫV|1275|horned animal|*bula|406|*bVlV|627|*bala (~ -L:-)|479||0||0|*p:el-|716||0|*bǝlǝ|329|    The EC-WC comparison seems quite satisfactory both phonetically and semantically.
1158|*winλVɫV (~ -lV)|0|rodent; boar||0|*bVλVn|628||0||0||0|*wirλ:al (~ -l:)|717||0||0|    An Av.-Lezg. isogloss. The meaning 'boar, pig' of Av. \Iboλoˊn\i is clearly secondary (the word has superseded the original name for 'boar' which was \I*wHarƛ̣̲wǝ\i q.v.), thus the comparison with the PL name for 'rodent' seems justified ('rodent' > 'animal digging earth' > 'boar'). Phonetically the correspondence is exact.
1159|*wHārƛ̣̲wǝ|626|boar, pig|*bur(u)ḳˊ (~ -ū-,-ḳ)|407||0|*buƛʷV B|480|burḳ|377||0|*waIƛ̣:ʷ|718||0|*Lˊawǝ|330|    Loss of *-r- in PL is secondary (probably because of pharyngealisation and the position before a lateral). Except this, and the rather usual metathesis in PWC (\I*Lˊawǝ\i < \I*waLǝ\i), correspondences are quite regular and the root seems securely reconstructable for PNC.     See Trubetzkoy 1922, 241. Klimov (1971, 224-225) proposes to consider  Georg. \Ibur(w)aḳ-\i 'pig, piglet' as a Nakh loan which seems rather probable. Abdokov (1983, 114) compares EC forms with PAK \I*bLanaˊ\i 'doe' which raises  serious semantic objection (Ad. \ILawǝ\i is also cited, but only in a foot-note).
1160|*ǯa[r]q̇V|0|sow, pig|*ǯarʁa (~ -ā-)|408||0||0||0|*žaq̇a|360|*ǯaq̇V-j|719||0||0|    Reconstructed for the PEC level. Except for a somewhat irregular behaviour of the medial resonant (we should expect its preservation in Lezg.), correspondences are normal. At least the PN-PD comparison is quite valid; the Lezg. form, since it is quite isolatedin Lezgian, may be an old loan from Darg.
1161|*wiq̲VsˊV / *wisˊ̲VχV|0|a bird or animal of prey||0|*misiχ:u / *bis(i)ḳu|629|*bɨχ:ɔs: (~ -ʁ-)|483||0|*qaIša (~ -š:-)|363|*wiš:Vχ:Vl|720||0||0|    Irregularities are very usual in words denoting small wild animals and insects; despite these irregularities, this root seems to be archaic (although many details of reconstruction are not clear).     We should also mention Cham. (U.-Gakv.) \Iaχaša\i 'kite', Abkh. \Iaˊ-χˊšˊ\i 'hawk' and Kab. \Iwāšxa\i 'badger' (see Abdokov 1983, 119). They reveal some  similarity with the forms listed, but are absolutely irregular phonetically. They may be borrowed from some of the neighbouring Caucasian languages (?), or, perhaps, from an Iranian source (cf. Avest. \Ikahrkāsa-,\i M.-Pers. \Ikarkās\i 'kite'?).
1162|*cārg̲wV|334|weasel, marten|*šVrṭq̇V|409|*carƛ̣:u (~ s-)|630||0||0||0|*sa(r)ƛ̣:ʷ (~ s:-)|721||0|*c:ǝɣ(ʷ)V|331|    The Nakh form belongs here rather probably, but has some irregularities: initial š- (*c- or *č- would be rather expected) and the cluster -ṭq̇- (the latter can represent old suffixation, as in some other cases: \I*šVrṭq̇V\i < \I*šVrq̇-TV\i). Forms of other languages correlate with each other very well, and the root is well reconstructable for PNC.     The Av.-And. and WC forms were compared by Klimov (1968, 229), who also adduced the Kartvelian material: Georg. \Iciq̇wi\i 'squirrel' (which must be a loan from some EC source). The Georgian word was, in its turn, borrowed in Bezht. (Khosh.) \Iciq̇i,\i (Tlad.) \Ič̣eq̇i\i 'squirrel'.
1163|*darq̇ʷV|380|weasel, ermine||0|*darq̇ʷa|631||0|t:arq̇a|380||0||0||0||0|    An And.-Lak. isogloss; both phonetically and semantically perfect, thus probably going back to PEC.
1164|*(H)rĭg̲wĂ (~ -ɨ̆-)|6|weasel; mouse|*daχḳa|410|*riƛ̣:u|632|*madu-ƛa|481||0||0||0||0|*rǝɣʷǝ|332|    Since no Eastern Dag. reflexes are attested, one can also reconstruct initial *Hr-. The Ub. form may be theoretically compared also with PEC \I*darq̇wV\i q.v.; we prefer, however, to compare it with PEC \I*rĭŁ̲wV\i (thus arriving at the PNC reconstruction \I*rĭg̲wĂ\i), because it matches exactly (both semantically and phonetically) PN \I*daχḳa\i 'mouse'.      The comparison of PN and Ub. forms was first proposed by Trubetzkoy (1930, 277). See also Abdokov 1983, 120-121 (although with a great deal of confusion between several NC roots). The Kartvelian material (PK \I*(sˊ)tagw-\i 'mouse'),  linked with this root by Bork (1907, 27) and Klimov (1963, 175) may belong here as a  loan from some EC source (or else it may be compared with PEC \I*darq̇wV\i q.v.).
1165|*ḳHŭʁV|915|badger; hedgehog||0||0|*ḳoʁ:u A|482||0||0|*q̇IoʁIo-r|722||0||0|    A Tsez-Lezg. isogloss. In PL we have to assume an assimilation: \I*q̇IoʁIor\i < \I*ḳoʁIor\i (which is rather natural phonetically).
1166|*dVlVgV|147|a small wild animal|*dingV-ṭ (~-ī-,-ḳ-)|411|*dVrgV-lV|633||0|t:alak|381|*t:uk:V- (~ *d-,-g-)|361||0||0||0|    Reconstructed for the PEC level. The vocalism is hard to reconstruct in a trisyllabic root with some irregular phonetic changes (due to the root's expressive nature).     It is interesting to note Azer. \Idälä\i 'squirrel' (possibly < *däläg), which has no Turk. etymology and thus may be borrowed from an EC source (the Azer. word, in its turn, is borrowed in Kryz. \Idälä,\i Khin. \Idelä\i 'squirrel').
1167|*tenƛ̣̲wV|0|weasel||0||0||0||0|*terɣʷa|362|*tenƛ̣:ʷ|723||0||0|    A Darg.-Lezg. isogloss (for phonetic reasons this root can not be compared with PEC \I*darq̇wV\i and other similar names for weasels).
1168|*χHVr[c̣ˊ]V|446|marten; otter|*χešt (~ -ē-,-ṭ)|412||0||0||0|*χ:Iarc̣|364||0||0||0|    A Nakh-Darg. isogloss with somewhat irregular correspondences (due to the root's expressive nature). The specific cluster *št (*šṭ) in PN is probably a result of suffixation (\I*χHVrc̣ˊ-ṭV;\i cf. an analogous dental suffix in other 'weasel' names: PN \I*dingV-ṭ,\i \I*šVrṭq̇V\i < \I*šVrq̇-ṭV\i).
1169|*c̣Ĕrc̲V|0|marten, weasel|*c̣ic|413|*zVzV|634||0||0||0|*c̣or(o)c̣ol|725|c̣ɨza-šχer|152|*cˊ:VʒV|333|    Although the root is expressive and, therefore, behaves not quite regularly (the PWC form presupposes rather a NC protoform like \I*cĒrc̣V\i), there is no doubt in the historical identity of the EC and WC forms.
1170|*ɦnǝ̄q̲̇wǝ̄ ( ~ *ɦq̲̇wǝ̄nǝ̄)|240|mouse, rat||0|*hinḳ:ʷo (~ -a)|635|*ʔa˜q̇ʷV|484|uIḳu-lu|382||0|*nVq̇Iʷe-l|726|nuḳur|154|*qʷǝnV|334|    A connection between PEC \I*ɦnǝ̄q̲̇wǝ̄\i and PWC \I*qʷǝnV\i (first suggested by  Bouda 1948, 193-194) is very probable, although phonetically not quite  regular: we should expect strong *q:ʷ in PWC, and reasons for its weakening are not  yet clear.
1171|*q̇welʕǝ (~ -ʡ-, -ō)|237|mouse||0||0||0|ḳulu|383||0|*q̇Iʷel|727||0||0|    A Lak.-Lezg. isogloss; for phonetic reasons this root must be kept separate from PNC \I*ɦnǝ̄q̲̇wǝ̄\i 'mouse' q.v. If we assume a suffix in PD \I*q̇ur-k:V\i 'rat' (Ak. \Iq̇urga,\i Ur. \Iq̇urgu\i etc.), this form could also belong here (\I*q̇ur-k:V\i < \I*q̇ul-k:V\i).
1172|*jVcwĔ|209|mouse||0||0||0||0|*waca|365||0||0|*jašˊ(ʷ)V|335|    A Darg.-WC isogloss, but probably very archaic (see Starostin 1982, 218). PD \I*waca\i can only go back to a PEC form like \I*jVcwV\i with metathesis of labialisation (original *w- would have yielded PD *b-).     From other EC languages one could possibly list also PGB \I*ʔɨ˜z-baṭu\i (Bezht. \Iizmaṭo,\i Gunz. \Iǝ˜zbaṭu\i 'weasel, squirrel'). PGB \I*ʔɨ˜z-\i would correspond well to PD \I*waca\i < \I*jacʷa,\i but would suggest a PEC (and PNC) form with some medial resonant (most probably \I*jVncwĔ\i).
1173|*ɦwVlǯĔ|0|marten, weasel; hedgehog||0|*ʔonži|637||0||0||0|*ħVrč:Vl (~ -l-)|724||0|*wǝǯˊǝ (~ -ɣˊ-)|336|    Although the root is not very widely spread, the comparison seems quite plausible both semantically and phonetically.
