"NUMBER","PROTO","PRNUM","MEANING","CEZ","GIN","KHV","INH","BZT","GNZ","COMMENT"
632,"*q̇orV",1410,"bench, stool","q̇Iuri / q̇uri","q̇ure","q̇ule","q̇Iule","q̇ō","q̇oro","    PTsKh \I*q̇uRe;\i PGB \I*q̇oro\i (cf. also Bezht. Tlad., Khosh. \Iq̇oro\i)."
633,"*ʔapal ( ~ -r)",1412,"pole (for planking the ceiling)",,,,"apar",,,"    Attested only in Inkh., with a possible Av. parallel."
634,"*ƛ̣eš:(a)",1413,"1 pole(s) (for planking the ceiling) 2 board; step of stairs","ƛ̣iš 1","ƛ̣iš 1",,,"ƛ̣ešä 2 (Tlad.)",,"    PTsKh \I*ƛ̣eš.\i"
635,"*ḳeṭi / *ḳiṭe",1414,"shepherd's staff","ḳeṭi (Kid.)","ḳeṭi",,,,"ḳeṭi (Gunz.)","    PTsKh \I*ḳiṭe\i (with vowel metathesis); some interlingual loans are not excluded."
636,"*bɔƛ̣V",1415,"stone plate, stone for fastening the roof",,,"boƛ̣o","boƛ̣o",,,"   PTsKh \I*boƛ̣o.\i"
637,"*z:uḳV B",1416,"1 mill funnel 2 mill-race","zeḳ-do 1","zoḳ-da 1",,,"zuḳ-la 2","zuḳ-la 1 (Gunz.)","    PTsKh \I*zu̲ḳ-dV;\i PGB \I*zuḳ-la.\i Both forms contain rather productive PTs suffixes."
638,"*sɨṗi ( ~ s:-,z-)",1418,"stone for fastening the roof",,,,,"siṗi (Khosh.)","sɨṗi (Gunz.)","    PGB \I*sɨṗi\i (cf. also Bezht. Tlad. \Išiṗi\i)."
639,"*q̇ɔtu",1419,"board 1 splinter",,"q̇ot 1","q̇ot","q̇Iotu",,,"     PTsKh \I*q̇ot(u).\i"
640,"*ʔaʁ:ʷə-",1420,"to grind",,,,,"haʔa-","hɔ̄-d-","    The verbal root as such is attested only in PGB (probably with a metathesis: \I*hɔʔɔ-\i < \Iʔɔhɔ-\i ). There are, however, better attested archaic nominal derivates:         1) PTs \I*ʁ:ʷə̃bu\i A, \I*ʁ:ʷə̃bər\i A : PTsKh \I*ʁə̃bu,\i \I*ʁə̃bəR\i > Gin. \Iʁemer\i / \Iʁeme\i 'mill; wheel' (Lomtadze records also a variant \IʁIemer\i), Khvarsh. \Iʁabo\i 'mill, millstone', \Iʁabal\i 'wheel', Inkh. \Iʁobol\i 'mill'; PGB \I*hɔbu,\i \I*hɔbər\i > Bezht. \Ihaboj\i 'mill' (Khosh. \Ihabo\i 'mill', \Ihabor\i 'blades of the mill-wheel', Tlad. \Ihabor\i 'mill; wheel'), Gunz. \Ihɔbur\i 'mill'.         2) PTs \I*ʔaʁ:ʷə,\i \I*ʔaʁ:ʷər,\i reflected in Tsez. \Iaʁur\i 'mill, millstone' (in dialects: Asakh. \Iaʁʷir\i id., Kid. \IʕaʁIu\i / \IaʁIu\i 'mill', \IʕaʁIur\i 'mill-wheel, wheel')."
641,"*kurV ( ~ -o-,-l-)",1421,"trough, gutter","kuro (Kid.)","kuro",,"kuru",,,"    PTsKh \I*kuRo.\i"
642,"*tara ( ~ -l-)",1422,"kennel, gutter","tara","tara","tala (Radzhibov)","tala",,,"    PTsKh \I*taRa.\i"
643,"*čuꭓ:-ro ( ~ -ʁ-)",1423,"wooden gutter, kennel (on the roof)",,,,,"čüꭓrö (Khosh.)",,"    Isolated in Bezht. (cf. also Tlad. \Ičüꭓüṭrö\i id. < \I*čuꭓ:Vr-ṭo\i with a productive dental suffix), but having probable external parallels."
644,"*s:idV (~š:-,-ĩ-)",1424,"mill kennel",,,,,"sido",,"    Attested only in Bezht., but having possible external parallels."
645,"*ḳ(ʷ)era",1425,"earthenware jar",,,,,"ḳeja",,"    Cf. also Bezht. Khosh., Tlad. \Iḳerä\i id. Attested only in Bezht., but having probable external parallels."
646,"*hɨs:V(nu) B",1426,"manger, feeding-trough","hisonu",,,,"hiso","ɨ̃s","    PGB \I*[h]ɨ̃sV\i (cf. also Bezht. Tlad. \Ihĩso\i). There are some problems with the Gunz. form: in the MSU recordings there are variations \Iɨ̃s\i / \Iə̃s\i (of which \Iɨ̃s\i seems to be the correct one). Not quite clear is the reflex *h- > ʔ- in Gunzib: perhaps it should be explained by a merger of two roots, one of which has a separate parallel in Darg.: Ak. \Iharš\i 'cradle' (for Ak. \Iharš\i and Gunz. \Iɨ̃s\i a protoform like \I*Hālś̲V\i can be postulated - it remains dubious, however, because of the scarcity of reflexes)."
647,"*ʔɔnɨꭓ:ʷ B",1428,"cave, cavern","imꭓu",,"iꭓnu (Radzhibov)","eꭓnu","onoꭓ","ɔnuꭓ (G.)","    PTsKh \I*ʔönꭓʷV\i / \I*ʔöꭓʷnV\i ( ~ -e-); PGB \I*ʔɔnuꭓ\i (Bezht. \Ionoꭓ\i < \I*anoꭓ\i /which would be regularly expected/ due to vocalic assimilation)."
648,"*ƛ̣ibe(r)",1429,"shed, hayloft",,,,,"ƛ̣ibe","ƛ̣iber","    PGB \I*ƛ̣ibe(r).\i"
649,"*zürV",1430,"shed, cattle-shed",,"zoro",,,"sĳo","sɨrə","    PGB \I*sɨrə\i (cf. also Bezht. Khosh., Tlad. \Isiro\i)."
650,"*kʷɔlV B",1432,"fence","kuro","kore","kʷere (Radzhibov)","kʷere","kalo","kɔle","    PTsKh \I*kʷ[ö]Re\i (with not quite regular vocalic correspondence); PGB \I*kɔlV.\i"
651,"*bež B ( ~ -ž:)",1435,"enclosure (for sheep)",,"bež",,,"bež","bež (Gunz.)","    PGB \I*bež.\i"
652,"*beʁ(:) (~ o,ɔ)",1436,"horse stall",,,"beʁ (Radzhibov)","beʁ",,,"   PTsKh \I*beʁ.\i"
653,"*həʁ(:)u (~-e-,-ɨ-)",1437,"shed","hiʁu","heʁu",,,,,"    PTsKh \I*həʁu.\i"
654,"*jɔ̃q̇u A",1438,"1 broth 2 nettle broth 3 tasty nourishing meal","joq̇u 2","joq̇u 3","joq̇u 1","joq̇u 1","jaq̇o 1","jɔq̇u 1","    PTsKh \I*joq̇u;\i PGB \I*jɔ̃q̇u\i (for nasalisation cf. Bezht. Tlad. /MSU/ \Ijãq̇o,\i Gunz. (G.) \Ijɔ̃q̇u\i)."
655,"*nucV A",1440,"honey","nuci","nuce","nuca","nucu","nuco","nucu","    PTsKh \I*nucə;\i PGB \I*nucu.\i The Tsezian languages have preserved only the derivate 'honey'; the Inkh. form \Inuca-gu\i 'sweet' is a late back-formation from \Inuco\i 'honey'."
656,"*ꭓ:ɔꭓu A (~ -ʁ-)",1442,"onion",,"hohu",,,"ꭓaʁo (Tlad.)","ꭓɔʁu","    PGB \I*ꭓɔʁu.\i In Gin. one would expect \I*ꭓohu,\i which changed to \Ihohu\i through assimilation."
657,"*reλ: B",1446,"butter","riλ",,"laλ","loλ","jeλ","reλ","    PTsKh \I*Rəλ;\i PGB \I*reλ.\i"
658,"*ʁ:ẽj A (~*ʁ:ĩj B)",1448,"milk","ʁIa / ʁIaj","ʁī","ʁĩ","ʁIẽ","hĩ","hĩ","    PTsKh \I*ʁIẽj;\i PGB \I*hĩ.\i Because of the combination ""nasalisation + pharyngealisation"" the vocalic reconstruction is not quite certain."
659,"*ʔɔlɔdu ( ~ -r-)",1450,"beer","orodu",,,,,,"    Attested only in Tsez., but having a probable Av. parallel."
660,"*=ic- ( ~ -ɨ-)",1451,"1 to press out, squeeze out 2 to be squeezed","cec- 1",,"cec- 1 (Radzhibov)",,"=ic- 2",,"    The Tsez. stem is reduplicated (cf. Av. \Ic̣:ac̣:á-\i); in Bezht. cf. also the causative \I=ic-ol\i 'to squeeze out' (perhaps also Bezht. Tlad. \Icoc-ƛ-\i 'to suck', Tsez. \Icoco-liꭓ-\i id.). For derivates cf. perhaps Gin. \Irocĳ-mu\i 'sieve'."
661,"*nɨʔV",1452,"whey",,,,,"niʔa","nɨʔa (Leksika)","    PGB \I*nɨʔa\i 'whey' - probably etymologically connected with \I*=ĩʔ-\i 'to become wet, soak' (Gunz. \I=ĩʔ-\i), cf. also PGB \I*-ĩʔa-ru\i 'wet' > Bezht. Tlad. \I-ĩʔa-rö,\i Khosh. \Iiʔaro,\i Gunz. \Iĩʔãru\i)."
662,"*ʔɔc̣",1454,"1 whey 2 curds","oc̣ 1",,"oc̣ (Radzhibov)","oc̣ 1,2",,,"    PTsKh \I*ʔɔc̣.\i"
663,"*ḳima",1455,"cheese",,,,,"ḳima","ḳima","    PGB \I*ḳima.\i"
664,"*cɨn ( ~ -i-)",1456,"curds",,"cen",,,,,"    Attested only in Gin., with possible external parallels."
665,"*ƛ̣o(ro) (~-l-)",1457,"1 sour cream 2 cream","ƛ̣uIru / ƛ̣uru 1",,"ƛ̣uru (Lomt.) 2","ƛ̣uru 1,2","ƛ̣a (Lomt.) 2","ƛ̣o (Lomt.) 2","    PTsKh \I*ƛ̣uRu;\i PGB \I*ƛ̣[o]\i."
666,"*tətu",1458,"sour cream",,"tetu",,,"toto","tədu","    PGB \I*tətu.\i The word is a derivate from the unattested verb 'to get sour, fermented' (see the external evidence). Another derivate from the same root is PGB \I*rotV\i 'dough' > Bezht. Tlad. \Iröte,\i Khosh. \Irötö,\i Gunz. \Irodo\i (Gin. \Iroto\i id., to judge from its vocalism, is a loan from some Bezht. dialect)."
667,"*ʔ[ẽ]zu A ( ~ -z:-)",1460,"cheese","izu","ižu","ĩzu (Radzhibov)","ẽzu","õzo (Tlad.)","ə̃zu","    PTsKh \I*ʔẽzu;\i PGB \I*ʔə̃zu\i (cf. also Bezht. Khosh. \Iozo;\i Gunz. (G.) \Iɔ̃zu\i is probably an incorrect recording). The vowel *-ə̃- in PGB is irregular."
668,"*ꭓ(:)ori (~-u-,-l-)",1461,"piece of dry cheese","ꭓuri",,,,,,"    Isolated in Tsez., with a possible PL parallel."
669,"*kikV",354,"flour","gegmu","keki-š","kejka","kikku",,,"    PTsKh \I*k̥1̇ik̥1̇(Vj\i)V."
670,"*bɔƛ̣V (~-a-,-Ṽ-)",375,"a lump of pressed oat flour",,,,,"baƛ̣a",,"    Attested only in Bezht., but having probable external parallels."
671,"*ƛ̣eꭓ: ( ~ -ꭓ)",542,"bough",,"ƛ̣iꭓ",,,,,
672,"*g̥1̇ʷ[e]də",1463,"oat flour","kudi",,"kude (Radzhibov)","kʷedo","gudo",,"    PTsKh \I*kʷedə.\i"
673,"*q̇ʷeč̣V",1464,"oat flour",,"q̇ʷič̣a",,,,,"    Attested only in Gin. (Lomtadze gives the meaning 'roasted wheat flour'). Both Lomtadze and MSU record the variant \Iq̇ʷič̣č̣a\i with a not quite clear gemination of -č̣-."
674,"*š(:)oti ( ~ž-)",1466,"flat bread",,,,,"šöti (Khosh.)",,"    Attested only in Bezht., but having probable external parallels."
675,"*bṼgV(-Ru)",1469,"1 bread 2 something eaten with bread","magalu 1","magalu 1",,,"bogoƛ 2",,"    PTsKh \I*magaRu\i ( ~ *bã-); cf. also Tsez. \Imagaƛu\i ( = Bezht. \Ibogoƛ\i) 'cake stuffed with cheese'. This form, as well as Bezht. \Ibogoƛ,\i can go back to \I*bṼgVR-ƛu\i (with a locative suffix). The original vocalism is not quite clear."
676,"*ḳala-ḳač ( ~ -r-)",1476,"long-sleeved sheepskin coat","ḳalaḳač","ḳalḳač","qalaḳač (Radzhibov)","ḳalaḳač",,,"    PTsKh \I*ḳaRa-ḳač\i (/q-) (a compound with an unclear first component)."
677,"*ʁɨƛu A",429,"trousers, breeches","ʁeƛu","ʁeƛu","ʁeƛu","ʁɨƛu","ꭓiƛo","ꭓɨƛu","    PTsKh \I*ʁɨƛu;\i PGB \I*ꭓɨƛu.\i"
678,"*ꭓi ( ~ ꭓ:-)",1478,"cloak, felt cloak",,"ꭓe",,,,,"    Cf. perhaps also Inkh. -ꭓe in \Iborto-ꭓe\i 'rug, door-mat' (the component borto- may represent an Andian loanword meaning 'rag', cf. PA \I*barta\i ( ~ o)."
679,"*q̇ir",1479,"felt cloak",,,,,"q̇ī","q̇ir","    PGB \I*q̇ir;\i cf. also Bezht. Tlad., Khosh. \Iq̇ir\i id."
680,"*ʔɔƛV A",1482,"1 belt 2 woman's belt",,,,"õc-oƛu 2",,"ɔƛe 1","    The Inkh. word is a compound (for the first part cf. perhaps \Iocu\i 'hoop', Gunz. \Iab-õc\i 'beads'?)."
681,"*ʔašu-nV (~ -š:-)",1483,"belt","ašuni","ašune / ašuni","rižo-ašu-ƛ (Radzhibov)",,,,"    PTsKh \I*ʔašu-\i (with different suffixes)."
682,"*ciṭʷV A / *tic̣ʷV A",1484,"1 button 2 belt","ceṭʷa 1","ceṭa 1","ceṭo 1","ceṭo 1","tic̣iro 2 (Khosh.)",,"    PTsKh \I*c[i]ṭʷV\i (not clear is -e- in Inkh.; -i- or -ɨ- would be expected). Cf. also Bezht. Tlad. \Itic̣iro\i 'belt'. Semantically 'belt' is in this case obviously a secondary development < 'buckle'. In Bezht. Khosh. another similar word is witnessed: \Iṭuruci\i 'button'; \Iṭuruci\i and \Itic̣iro\i probably represent an etymological doublet due to interdialectal borrowing."
683,"*q̇aṭa-RV",1487,"reel, spool",,"q̇aṭali",,,,,"    Attested only in Gin., but having probable external parallels."
684,"*c̣api",1488,"a metallic breast ornament",,,,,"c̣api","c̣api","    PGB \I*c̣api.\i"
685,"*kVč̣(ʷ)V",1489,"1 hook 2 buckle 3 hoop","kač̣u 3",,"kač̣u (Radzhibov)","kač̣u 2",,"ḳɔ̃č̣i 1","    PTsKh \I*kač̣u.\i The Gunz. form is somewhat irregular (assimilated ḳ- < k- and  unclear vocalism with nasalisation); still it is difficult to separate it from  the PTsKh form. We deal, perhaps, in this case with old interdialectal borrowing.     The Tsezian languages have some other resembling forms which are still  harder to explain phonetically: PGB \I*geža\i 'button, buttonhole' (Bezht. Tlad.  \Igeža,\i Khosh. \Igeza\i 'button', Gunz. \Igeža\i 'buttonhole'); Bezht. Tlad. \Igečä,\i Khosh. \Igeco\i 'buckle'; Gin. \Ikiči\i 'ring', Bezht. \Ikiči\i 'lace-knot'. These are most probably results of contaminations and old interlingual / interdialectal borrowings."
686,"*ṭihʷV A",1491,"1 buckle, clasp 2 loop","ṭewo 1",,,"ṭihu 2",,,"    PTsKh \I*ṭihʷV.\i"
687,"*ʔɔcu",1493,"ring, hoop; buckle",,,"ocu (Radzhibov)","ocu",,,"   PTsKh \I*ʔocu.\i"
688,"*ꭓɔ̃č̣(u) / *ꭓɔ̃ču A",997,"top (of boot)","ħoč̣","ꭓoc̣","ꭓuč̣ (Radzhibov)","hõč̣","ʁačo","ʁɔ̃ču","    PTsKh \I*ꭓ̥1̇õč̣,\i PGB \I*ʁɔ̃ču.\i The vacillation č/č̣ is typical for reflexes of PEC glottalised affricates in tense words."
689,"*=ẽƛ-",1495,"to put on (shoes)","=iƛ- (radzhibov)",,"n-iƛ-","n-eƛ-",,,"    PTsKh \I*=ẽƛ-\i."
690,"*ṭɨꭓ:V-lV (~-i-,-ʁ-)",1498,"boot sole",,,,,"ṭiꭓla",,"    Attested only in Bezht., but having probable Lezgian parallels."
691,"*ḳori-jɔ",1499,"ring, finger-ring",,,,,"ḳörĳä (Khosh.)","ḳorjo","    PGB \I*ḳorĳɔ\i (cf. also Bezht. Tlad. \Iḳojra\i id.). The original verbal root is also preserved in PGB \I*ḳar-ƛ-\i 'to turn round, to spin round' (Bezht. Tlad., Khosh. \Iḳärƛ-,\i Gunz. \Iḳarƛ-\i)."
692,"*ʔãg̥1̇a",1500,"1 spindle 2 spindle ring 3 bracelet","aka 3","aka 3","aku 1 (Radzhibov)","ãka 1,3","ãga 2,3","ãga 3","    PTsKh \I*ʔãka;\i PGB \I*ʔãga.\i"
693,"*rəꭓ:u",1501,"1 chain 2 chain for hanging pans",,"reꭓu 1",,,"joꭓo 2",,
694,"*qeƛ-cV",1502,"pillow","qIiƛci","qicca","qicca (Radzhibov)",,,,"    PTsKh \I*qeƛcV.\i"
695,"*ʔeꭓ:en",1477,"1 sack 2 pillow","iꭓin 1",,"eꭓen 1,2","eꭓen 1,2",,,"    PTsKh \I*ʔeꭓen.\i"
696,"*laꭓ:i ( ~ -ʁ-)",443,"much, very",,,,,,"laꭓi","    Attested only in Gunz., but having probable external parallels."
697,"*kɔ( ̃)ṭV",1509,"cup, plate","ḳoṭi","ḳoṭo / koṭo","ḳoṭe (Radzhibov)",,,,"    PTsKh *ko( \Ĩ)ṭV\i / \I*ḳo(\i ̃)ṭV. In Gin. the variant with ḳ- is recorded by Bokarev and MSU; but Lomtadze has k-, which seems to be the most archaic variant."
698,"*rɔq̇V A",1511,"plates and dishes (collect.)","roj","ḳoṭo-roq̇e","loq̇a (Radzhibov)","loq̇o","räq̇ö (Khosh.)","žami-raq̇u (G.)","    PTsKh \I*Roq̇V\i (in Gin. a compound with \Iḳoṭo\i 'plate, vessel' q.v.); PGB \I*raq̇u\i (in Gunz. a compound with \Ižami\i 'plate'). Cf. also Bezht. Tlad. \Iräq̇ö\i id. In PGB we should expect \I*rɔq̇u;\i perhaps the notation -a- in Gunzib is a misspelling (instead of -ɔ-)."
699,"*ꭓ:ɔṭV B",1512,"1 a deep plate 2 dish 3 plate, dish, bowl","ꭓIiṭu / ħiṭu 1",,,,"ꭓäṭa 3","ꭓaṭĳa 2","    PGB \I*ꭓaṭa\i (\I/*ꭓaṭĳa\i with a -jV suffix). As in several other cases, Gunz. has -a- instead of the expected -ɔ- (if this is a misspelling, PGB \I*ꭓɔṭa\i can be reconstructed)."
700,"*q̇ɔč̣V- ( ~ -a-)",1513,"leather sack",,,,,"q̇ač̣i-cco (Khosh.)",,"    Cf. also Bezht. Tlad. \Iq̇äjčö\i id. Attested only in Bezht. (with different suffixes in dialects), but having probable external parallels."
701,"*keṭV",1514,"spoon, ladle",,,,,"keṭe (Khosh.)","kəṭə (Nakh.)","    PGB \I*keṭV\i (Gunz. \Ikəṭə\i < \I*keṭə\i)."
702,"*ꭓ:upa ( ~-o-,ꭓ:ʷi-)",1515,"scoop",,,,"ꭓIupa",,,"    Attested only in Inkh., but having probable external parallels."
703,"*q̇uṭV (~-o-,-Ṽ-)",1516,"jar, pitcher","q̇uṭu",,"q̇uṭu (Radzhibov)",,,,"    PTsKh \I*q̇uṭu.\i"
704,"*q̇eL(:)e A",1522,"1 pitchfork, fork 2 sting 3 bayonet","q̇iλi / q̇Iiλi 1","q̇iλi /q̇Iiλi 1,3","q̇eλe 1","q̇Iele 1,2",,,"    PTsKh \I*q̇eILe.\i"
705,"*s(:)ɨnu ( ~ z-)",963,"pitchfork, fork",,,,,"sino","sɨnu","    PGB \I*sɨnu.\i"
706,"*c̣ẽ",1523,"1 bow 2 arrow",,"nic̣u 2",,"c̣ẽ 1",,,"    PTsKh \I*c̣ẽ,\i obl. \I*c̣eno-\i (Inkh. \Ic̣eno-\i); Gin. \Inic̣u\i reflects a metathesised oblique stem (coincidence with \Inic̣u\i 'reed' is obviously secondary, because the latter is borrowed from Av. \Inuc̣:i\i q.v.)."
707,"*bəz(:)ɔ",1526,"hoe, pick","bizo","bezo","bizo (Radzhibov)",,"boza","bozo","    PTsKh \I*bəzo;\i PGB \I*boz[ɔ].\i In PGB *-ə- would be regularly expected; -o- (or, in fact, Gunz. -o- - because Bezht. -o- goes back both to *o and to *ə) can be a result of labial assimilation."
708,"*ṭʷiq A",1527,"knife","ṭaIq","ṭoq","ṭiq","ṭuqI",,,"    PTsKh \I*ṭʷiIq.\i"
709,"*č̣iṭ",450,"knife",,,,,"c̣iṭ","č̣iṭ","    PTsKh \I*č̣iṭ\i (cf. also Bezht. Tlad. \Ič̣iṭ,\i Khosh. \Ic̣iṭ\i)."
710,"*s:us:-",1530,"to chop, cut in pieces",,,,,"sus- (Khosh.)",,"    Cf. also Bezht. Tlad. \Isus-\i id. Attested only in Bezht., but having probable external parallels."
711,"*mɨq̇",1532,"chisel",,,,,"muq̇","mɨq̇","    PGB \I*mɨq̇\i (-u- in Bezht. is obviously secondary, under the influence of m-)."
712,"*s(:)ɨk B",1540,"wineskin","sik","šek",,,"sik","sɨg (Nakh.)","    PTsKh \I*sək;\i PGB \I*sɨk.\i"
713,"*λ:aca-ri (~L-,-ɔ-)",1543,"sieve",,,,,"λacari (Khosh.)",,"    Attested only in Bezht., but having probable external parallels."
714,"*ꭓ:ɔ̃c̣V A",1546,"tongs, pincers","ꭓoc̣u","ꭓoc̣u",,,"ꭓac̣o","ꭓɔ̃c̣ə","    PTsKh \I*ꭓoc̣u\i ( ~ -õ-); PGB \I*ꭓɔ̃c̣ə.\i"
715,"*kʷed A",1548,"basket","kud","kʷid","kʷed (Radzhibov)",,"ked","kod","    PTsKh \I*kʷed;\i PGB \I*köd.\i"
716,"*ꭓ(:)ulu ( ~ -r-)",1556,"wooden dish",,"ꭓulu",,,,,"    Attested only in Gin., but having probable Lezg. parallels."
717,"*raꭓ:",1557,"a measure, measuring vessel (4-5 kg)","raꭓ","raꭓ","raꭓ-we (Radzhibov)",,"jaꭓ","raꭓ","    PTsKh \I*raꭓ;\i PGB \I*raꭓ\i (cf. also Bezht. Khosh., Tlad. \Iräꭓ\i)."
718,"*ʔɔs(:) ( ~ ħ-)",1560,"silver",,,"os","os",,,"    PTsKh \I*ʔos.\i"
719,"*kʷɨbu A",1562,"lead","kebu / kebo","kebu","kobo","kɨbu","kobo","kobo","    PTsKh \I*kʷɨbu;\i PGB \I*kobo.\i"
720,"*hɨrɔc̣",1566,"1 copper 2 brass","hiroc̣ 1",,"heroc̣ (Radzhibov)","hɨroc̣ 2",,,"    PTsKh \I*hɨroc̣.\i"
721,"*c̣ʷɨlu A",1567,"1 arrow 2 bow","c̣eruc̣a 2","c̣eruc̣a 2",,,"c̣ulu-c̣a 1","c̣ulu 1","    PTsKh \I*c̣ɨRu-c̣a;\i PGB \I*c̣ulu\i (cf. also Bezht. Tlad. \Ic̣ulo,\i Khosh. \Ic̣ulu\i 'arrow'). The PTsKh form and Bezht. \Ic̣ulu-c̣a\i (cf. also Gunz. \Ic̣ulu-c̣aʔa\i) reflect a compound \I*c̣ʷɨlu\i 'arrow' + \I*c̣aʔ(a)\i 'bow' (q.v.)."
722,"*λʷɨ̃dV A",1568,"wood, firewood","redu","rede","lida","lɨdo","hũdo","hũdu","    PTsKh \I*RɨdV;\i PGB \I*hũdu\i (cf. also Bezht. Tlad., Khosh. \Ihudo\i)."
723,"*ʔemu A",1572,"awl","imu","imu","imu","emu","emo","emu","    PTsKh \I*ʔemu\i (cf. also Tsez. /Bokarev/ \Iemu,\i Gin. /Lomtadze/ \Iimu/emu\i); PGB \I*ʔemu.\i"
724,"*biq̇ʷVna A",1573,"1 needle, knitting needle 2 big needle",,"maq̇ʷare 1","biq̇ʷan 1","buq̇un 1","muq̇ala 2","muq̇el 2","    PTsKh \I*biq̇ʷVn(V\i); PGB \I*muq̇Vl(a\i). In PGB (as well as in Ginukh) there occurred a metathesis of nasalisation. The word is a derivate from a non-preserved verbal stem \I*=iq̇ʷVn-;\i other derivates are Gin. \Imeq̇u\i ( < \I*biq̇un\i) 'thread', PGB \I*mɔq̇u\i ( < \I*bɔq̇un\i) > Bezht. Tlad., Khosh. \Imaq̇o,\i Gunz. \Imɔq̇u\i 'loom'."
725,"*ḳʷitV (~ ɨ, ə, ḳu-)",1576,"skein (of threads)","ḳuti (Imnaishvili)",,,,,,"    Attested only in Tsez., but having probable external parallels."
726,"*mukV ( ~ *bũkV)",1578,"a short rope",,,,,"muka",,"    Attested only in Bezht. (cf. also Khosh. \Imuka\i id.), with probable Andian parallels."
727,"*ḳ[o]ƛu",1579,"1 pitchfork 2 bifurcation","q̇Iuƛu / q̇Ioƛu 1",,"ḳuƛu 1","ḳoƛu 1","q̇uƛƛo 2","q̇uƛu 2","    PTsKh \I*ḳoƛu;\i PGB \I*q̇uƛu.\i The irregular initial uvular in Tsez. and PGB must be explained either by the influence of PTs \I*q̇IeL(:)e\i 'fork' (q.v.) or by the influence of the numeral ""two"" (Tsez. \Iq̇Ia-no,\i Bezht. \Iq̇o-na\i)."
728,"*heƛu A",1581,"comb","hiƛu / hiƛo","hiƛu","ħeƛu","hẽƛu","heƛo","heƛu","    PTsKh \I*heƛu;\i PGB \I*heƛu.\i Not clear is the source of Inkh. pharyngealization."
729,"*c̣irV ( ~ -ɨ-,-l-)",1582,"skein, clew (of threads)","c̣elo","c̣eli",,,,,"    PTsKh \I*c̣iRV.\i Cf. also Gunz. \Ič̣ile\i id. (although the initial č̣- is hard to explain)."
730,"*ʕɔ̃ƛ̣ B",1583,"1 handle 2 axe-handle 3 hammer-handle","ʕoƛ̣ 2",,"ĩƛ̣ (Radzhibov)","ẽƛ̣ 3","ãƛ̣ 1 (Tlad.)","aƛ̣ 1","    PTsKh \I*ʕö̃ƛ̣\i (NB: Bokarev cites Inkh. \Ieƛ̣\i 'handle' - which must be the same word as the MSU recording \Iẽƛ̣\i 'hammer-handle'); PGB \I*ʔãƛ̣\i (the Gunz. form is not quite regular: PGB \I*ʔɔ̃ƛ̣\i and Gunz. \Iɔ̃ƛ̣\i would be regularly expected - one wonders if the Gunz. form is not a borrowing from Bezht., cf. Bezht. Khosh. \Iaƛ̣\i id.)."
731,"*ʕɔ̃ƛ̣ B",1585,"spindle","ʕoƛ̣","iƛ̣","iƛ̣ (Radzhibov)",,"aƛ̣","aƛ̣","    PTsKh \I*ʕöƛ̣;\i PGB \I*ʔãƛ̣\i (cf. also Bezht. Tlad. \Iãƛ̣,\i Gunz. Nakh. \Iãƛ̣\i). The root is a full homonym of PTs \I*ʕɔ̃ƛ̣\i B 'handle' (q.v.) - but this is probably due to a secondary merger, because external parallels for both roots are different."
732,"*ṭ-Vꭓ-",1588,"to harness","ṭ-aħ-",,,,,,"    The root is attested only in Tsez. (with a ṭ-preverb), thus the vocalic reconstruction is uncertain; but it has probable external parallels."
733,"*ʔãč-",1589,"1 to sharpen, whet 2 whetstone",,,"=ač-eꭓ- 1 (radzhibov)",,"ä̃č- (Tlad.) 1","ãčun 2","    PGB \I*ʔãč-\i 'to sharpen' (cf. also Bezht. Khosh. \Iäč-\i ), \I*ʔãčun\i 'whetstone' (cf. also Bezht. Tlad. \Iä̃čün,\i Khosh. \Iäčün\i)."
734,"*ḳuča ( ~ *ḳɨčʷa)",1590,"hammer",,,,,,"ḳuča","    Attested only in Gunz., but having probable external parallels."
735,"*kʷid ( ~ -ɨ-)",1591,"sledge hammer","kedin","kʷedin / kodin",,,,,"    PTsKh \I*kʷid\i ( ~ -ɨ-) (cf. Tsez. Khup. /Imnaishvili/ \Ikʷed\i), with a nasal suffix \I*kʷid-en\i ( ~ -ɨ-)."
736,"*ʔũž(:)",1593,"axe",,,"ũž",,,,"    Attested only in Khvarsh., but having probable external parallels."
737,"*ʔiλu ( ~ -L-)",560,"flint, flint-stone",,,,,"iλo","ilu","    PGB \I*ʔiLu.\i"
738,"*zɔḳʷə B",1595,"1 mushroom 2 tinder","ziḳu 1",,,,"saḳo 2 (Tlad.)",,"    There are various aberrant forms: Bezht. (proper) \Izaḳo\i 'mushroom', Tlad. (Bokarev) \Izaḳo,\i Gunz. \Izoḳo\i id.; Tsez. \Išoḳu\i 'tinder' (opposed to \Iziḳu\i 'mushroom'), Khvarsh. \Ižoḳo\i 'mushroom', Inkh. \Ižoḳo\i 'tinder'. Most of them can be explained either as direct loans from Georgian (Georg. \Isoḳo\i / \Izoḳo\i 'mushroom'), or as contaminations of the native root \I*zɔḳʷə\i with the Georgian loanword. Variants with initial hushing š-/ž-, however, are not quite clear."
739,"*bot-ol ( ~ -d-)",1596,"tree-fungus, tinder",,,,,,"bodol","    Attested only in Gunz., but having probable external parallels."
