NUMBER|PROTO|PRNUM|MEANING|ABK|ABA|ADG|KAB|UBK|COMMENT
411|*ʁʷa|1347|hole, burrow|aˊ-ʕʷa-ra|ʕʷa-ra|ʁʷǝ|ʁʷa|ʁʷa|    PAT \I*ʕʷa-ra\i (a building with a productive suffix -ra; without it cf. Abkh. \Ia-gʷa-ʕʷa\i 'hollow (of a tree)'); PAK \I*ʁʷV.\i
412|*ʁˊIʷV(n)da|1356|fence|āˊnda||||wǝdʷaˊ|    Abkh. \Iāˊnda\i goes back to PAT \I*ʕanǝda\i < \I*ʁˊIanǝda\i with delabialisation; Ub. \Iwǝdʷaˊ\i presupposes PWC \I*ʁˊIʷǝ(n)dʷa\i. We should probably reconstruct a compromising \I*ʁˊIʷV(n)da\i with labialising/delabialising assimilations in Ub. and Abkh.
413|*cˊ:ǝwV / *c:ʷǝjV|1358|1 village, settlement 2 house, room|aˊ-cu-ta||||cʷǝjaˊ|    PAT \I*cˊǝwǝ\i (cf. Bzyb. \Iaˊ-cˊu\i 'village'). The relationship between the Abkh. and Ub. forms is very probable, although we have to suppose a metathesis of labialisation and palatalisation (\I*cˊ:ǝwV\i / \I*c:ʷǝjV\i).
414|*sV ( ~ *šV)|283|to dream, slumber|a-čˇa-r-sǝˊs-ra|čʷa-sǝs-ra|||-sa-|    PAT \I*sǝsǝ\i ( ~ \I*sˊǝsˊǝ\i - the Bzyb. form is unknown). In the first part of the compound - PAT \I*cʷa\i 'dream' (q.v.); cf. also other compounds in Abkh.: \Ia-χǝ-r-sǝs-ra\i 'to slumber' (perhaps the non-reduplicated form can be extracted from \Ia-χǝ-r-qˀʷǝ-s-ra\i id.). Ub. 1p. s. \Isǝ-saˊ-n.\i
415|*kawǝ|1359|fence|||čˊaw|čaw, čow||    PAK \I*kaˊwǝ.\i In Ad. the word also means 'farmstead'; in Kab. it is now rather archaic and means also 'small fortress'.
416|*b-ʁˊa|1361|1 top, upper part 2 to thatch|||bʁa- 2|bʁa- 2|bʁˊa 1|    PAK \I*bʁa-.\i In Adygh cf. perhaps also the noun \I*bʁa\i 'breast, chest' (*'the top part'). See Shagirov 1, 79, 80.
417|*(p-)cˀˊa|1372|1 sharp 2 pointed 3 edge, end; nose|aˊ-cˀar 1|cˀara 1|pā-pˀcˀ 2|pā-pˀcˀa 2|fa-cˀˊaˊ 3|    PAT \I*cˀˊa-rV\i 'sharp' (cf. also Bzyb. \Iaˊ-cˀˊar\i); the same root (without the suffix) is present in PAT \I*pǝ-nǝ-cˀˊa\i 'nose' (q.v.) - a compound, except for the linking morpheme *-nǝ-, identical to Ub. \Ifa-cˀˊaˊ\i and PAK \I*paˊ-pˀcˀa\i (the first component see under *pʷV).     The PAT \I*pǝnǝcˀˊa\i 'nose' is compared (by Shagirov 1972, Abdokov 1973) with Kab. \Ipancˀǝv\i 'tip of the nose'. Absence of this form in Ad., however, speaks rather in favour of this form's being borrowed from Abaz. (Ashkh.) \Ipǝncˀǝžʷ\i 'nostril(s)' - which can be probably analyzed as \Ipǝncˀa\i 'nose' + \I-žʷ\i 'expressive suffix'. This seems to us more probable than Shagirov's (1977) analysis of \Ipǝncˀǝv\i as \Ipǝ\i 'nose' + \Icˀǝv\i 'beetle' (?).     The WC compound form \I*pʷV(nǝ)-cˀˊa\i spread also to the neighbour languages: Georg. \Ipˀinčwi,\i Arm. \Ipˀinǯ\i / \Ipˀinč\i 'nostril', Osset. \Ifɨnʒ\i / \Ifɨnʒ(ä\i) 'nose, tip' (see Abayev 1958; Abayev lists also Megr. \Ipˀiǯi\i 'mouth' - which, according to Klimov 1963, does not belong here and descends from PK *pˀir- 'edge'. On the contrary, Klimov (1963) considers the Armenian form to be a megrelism which is hardly possible; he does not list the Georgian form).
418|*qˀˊIa / *qˀˊIaqˀˊIV|309|sweet|aˊ-χā|qaʕa|ʡā-s.ʷǝ|ʡa-f.|qˀaqˀǝˊ|    PAT \I*qaʕa\i (cf. also Bzyb. \Iaˊ-χā\i); PAK \I*ʡa-cˀʷǝˊ.\i The PAT and Ub. forms are reduplicated (note that PAT \I*qaʕa\i reflects an early dissimilation \I*qˀˊIaqˀˊIV-\i > \I*qˊIaqˀˊIV-\i).         See Balkarov 1967, 115 (PAK - Ub.). The PAK form is a compound with \I*cˀʷǝ\i 'good' q.v.; the first part, however, (despite Dumeˊzil 1963 and Shagirov 2, 158) has certainly nothing to do with \I*ʡa\i 'hand' (as well as qˀa- in Ub. \Iqˀaqˀǝˊ\i).
419|*tǝpǝ|1384|hut|a-tǝˊp|tǝp||||    PAT \I*tǝpǝ\i (the word also means 'place' in general).
420|*lǝkˀʷǝ|1385|bolt, bar|a-lǝˊkˀʷ|||||    The word is attested only in Abkh., but has probable EC parallels.
421|*gʷǝdǝ ( ~gˊʷ-,-dʷ-)|1387|vulva|||gʷǝdǝ|gʷǝd||    PAK \I*gʷǝdǝˊ.\i
422|*x(ʷ)a|1394|1 bottom 2 behind, anus|||xa 1, pxa 2|pxa 2|pšˊa 2|    PAK \I*xa\i / \I*pxa.\i
423|*ƛˀV|1397|1 bottom, lower part 2 under (preverb)|aˊ-cˀa 1|cˀ-ʕʷa 1|čˀˊa- 2|sˊ˔a- 2|-cˀˊa 1|    PAT \I*cˀV\i (cf. also Bzyb. \Iaˊ-cˀ\i 'bottom); PAK \I*čˀˊa-;\i in Ub. the morpheme is used in compounds: \Iba-cˀˊaˊ\i 'lower part', \Iša-cˀˊaˊ\i 'pillow' (\Iša\i 'head').     The correspondence PAK *čˀˊ : PAT *cˀ : Ub. cˀˊ points to the PWC lateral *ƛˀ. In PAK, however, there exists also a separate root \I*čˀa\i 'bottom' (Ad. \Ičˀa,\i Kab. \Isˊ˔a\i) - which can reflect a variant with labialisation \I*ƛˀʷV\i (perhaps reflecting an early PWC metathesised variant \I*Hno˘ƛˀu˘\i).
424|*bawǝ ( ~ p:-)|1398|cattle-shed|a-boˊra,-boˊwra|bora||bow||    PAT \I*bawǝ-ra\i (with a common suffix -ra). Abkh. > Megr. \Iaboura,\i \Iabuura\i 'cattle-shed'; Kab. > Balk. \Ibau\i id. See Shagirov 1, 101 (despite Klimov's opinion, quoted ibid., the Abkh. word - since it is clearly related to Kab. \Ibow\i - has nothing to do with Slav. \Iобор(а\i)).
425|*t:(ʷ)aq:a ( ~ -qˀ-)|1406|stump, block|||tāq:a|dāq:a||    PAK \I*t:aq:aˊ.\i
426|*cˀʷǝ|1407|1 spit, thick needle 2 bolt; plug, spigot|a-čˀˇǝˊ 1|čˀʷǝ 2||||    PAT \I*cˀʷǝ.\i Abdokov (1983, 133) compares also Kab. \Ijancˀ\i 'long pole, stick'  (with possibly the same first component as in \Ijan-tˀǝr\i 'log'), which is  somewhat dubious (at any rate, we would expect -s˔ʷ in Kab., and the reason  for delabialisation is not clear).
427|*Gʷǝ|1410|1 board 2 post, pole 3 stake|a-ʁʷǝˊ 1|ʁʷǝ 1|pčˊa-ʁʷǝ 3|bža-ʁʷ 3|ʁʷǝ 2|    PAT \I*ɣʷǝ;\i PAK \I*p:čˊ:a-ʁʷǝˊ\i (where the first part is probably the same as PAK \I*p:čˊ:ǝ\i 'lance', see Bagov 1968). Abdokov (1983, 127) compares the AK and  Ub. forms not with AA \I*ɣʷǝ,\i but with AA \I*-ʕʷanǝ\i in \I*cˀʷǝ-ʕʷanǝ\i 'stake' - which,  in our opinion, should be rather derived from PWC \I*qˀˊʷǝnV\i 'peg, stake' (q.v.).
428|*qˀˊʷǝnV / *nǝqˀˊʷV|1411|1 stake 2 nail|a-čˀˇʕʷaˊn 1|čˀʷʕʷan 1|ʡʷǝn 2|ʡʷǝna 2|nǝqˀˊǝˊ 2|    PAT \I*cˀʷǝ-ʕʷanǝ\i (for the first part see \I*cˀʷǝ\i 'pointed stick'); PAK \I*ʡʷǝˊna;\i Ub. def. \Ia-nǝˊqˀˊ.\i The correspondence PAT *ʕʷ : PAK *ʡʷ : Ub. qˀˊ is regular and points to PWC *qˀˊʷ.
429|*Łʷa-ga-|1420|to grind|aˊ-laga-ra|laga-ra|ħāǯˊa-n|ħaža-n||    PAT \I*laga-;\i PAK \I*ħaga-\i (intrans.; the transitive form is \I*ħagǝ-\i > Ad. \Iħāǯˊǝ-n,\i Kab. \Iħažǝ-n\i).     See Deeters 1931, 290; 1963, 39; Shagirov 2, 117.
430|*čˊ(ʷ)aqˀʷV|1423|1 wooden scoop with a handle 2 basin, tureen|a-čˊaqˀʷaˊ 1||||čaqˀʷǝˊ 2|    Cf. also Abkh. Bzyb. \Ia-čˊaqˀʷǝˊ\i 'wooden scoop'. Abkh. čˊ points to *čˊ-, but Ub. č - rather to *čˊʷ. This is probably explained by a secondary labialising assimilation in the prehistory of Ub.
431|*sʷanǝdǝ|1424|barrel||||fandǝ-ra|sˊʷandǝ-r|    PAK \I*sʷandǝˊ-ra.\i Similar forms in Abkh. and Abaz. (Abkh. \Ia-šˇǝndǝˊqˀʷra\i 'trunk', Abaz. \Išʷǝndǝqˀʷara\i id.) may represent a merger of the genuine root and the Turkic loanword (cf. Kypch. \Isunduq\i etc.).
432|*cˀǝ-|332|ice|a-cˀāˊ|cħa-šʷǝ||||    PAT \I*cˀǝ-ʕa\i / \I*cˀǝ-ħa\i (with secondary deglottalisation in Abaz.).
433|*ba[q:I]V|1436|1 shed, cattle-shed 2 fortress, castle|a-bāˊ 2|||baq 1||    The Abkh. form presupposes PAT \I*baʕa\i (\I*bǝʕa\i), where -ʕ- < PWC *-q:I-. In Kab. one would rather expect -q: and not -q (a regular PAK match for PAT \I*baʕa\i would be \I*baq:V\i). This form must have indeed existed and is reflected in the Abaz. loan from Kabardian - \Ibaqˀ\i 'cattle-shed' (where qˀ is a regular Abaz. substitute for Kab. q: in loanwords). The reason for weakening -q: > -q in modern Kabardian is not quite clear. From the semantic point of view the correlation "cattle-shed" : "fortress" is not surprising, because it is known that towers/fortresses were used for keeping cattle.     Armenian \Ibak\i 'sheep-fold, enclosure' is probably of Caucasian origin, see Acharyan 1, 907 (although it may be borrowed also from Georg. \Ibakˀi\i 'fence, enclosure' - which, for phonetic reasons, can not be compared with WC forms - despite Kuipers 1960, 83, Shagirov 1, 73).
434|*χˊ(ʷ)a|1437|stall|||||χˊa|    Isolated in Ub., but having possible EC parallels.
435|*cˀˊǝ|356|salty|a-cˀāˊ|cˀʕa||||    PAT \I*cˀˊǝ-ʕa\i (cf. also Bzyb. \Ia-cˀˊāˊ\i); *-ʕa is a frequent adjectival suffix.
436|*λˊǝna|511|bird's fat|||λǝna|λǝna||    PAK \I*λǝnaˊ.\i
437|*ƛǝ|1446|milk|aˊ-χ-š|χšǝ|šˊa|ša||    PAT \I*xǝ\i in several compounds: \I*xǝ-šǝ\i 'milk' (lit. 'white \Ixǝ';\i besides the listed forms cf. also Bz. \Iaˊ-xš\i); \I*xǝ-zǝ\i 'whey' (lit. 'strained \Ixǝ'\i) > Abkh. \Iaˊ-χaz,\i Bz. \Iaˊ-xǝz,\i Abaz. \Iχzǝ;\i cf. also Abkh. Bz. \Ia-x-raʒˊaˊ-ga\i 'milk filter', Abaz. \Iχǝ-rčˀʷǝ\i 'sour milk' etc.     PAK \I*čˊa\i 'milk'.     See Shagirov 2, 137. The seemingly obvious relationship of PAK \I*čˊa\i and Ub. \Ičˊa\i 'milk' is actually somewhat more complicated. A regular Ubykh reflex of PWC \I*ƛǝ\i would be \Išˊa;\i that is why the Ub. \Ičˊa\i matches not this root, but rather PAT \I*čˊǝ\i 'udder' (q.v.). The meaning of Ub. \Ičˊa\i could have been influenced by Adygh forms. Abdokov (1983, 134-135) prefers to reconstruct WC \I*čˊa\i while comparing PAK \I*čˊa\i 'milk' with Abaz. (Ashkh.) \Ičˊata,\i Abkh. \Ia-χ-čˀˊaˊt\i 'sour  cream, cream' ( = PAK \I*čˊata\i > Ad. \Išˊāta,\i Kab. \Išāta\i id.)., cf. also Ub. \Ičˊātaˊ\i  id. It is, however, most probable that all AT forms and the Ub. form are later loanwords from Adygh (see Shagirov 2, 136 with literature).     PAT \I*xǝ-šǝ\i 'milk' is an exact match for PAK \I*čˊǝ-xʷǝ\i ( > Kab. \Išxʷǝ;\i also  with metathesis \I*čˊxǝwǝ\i > Ad. \Išˊxǝwǝ\i) 'sour milk', going back to a PWC  compound \I*ƛǝ-λʷǝ\i 'white milk' (see Shagirov 2, 140); which is why Abdokov's  separate comparison of PAK \I*-xʷǝ\i in this compound with Av. \Irax\i is unacceptable.
438|*čˊǝ|1447|1 udder 2 milk|aˊ-čˊ-rǝgʷ 1|čˊǝ 1|||čˊa 2|    PAT \I*čˊǝ\i (the Abkh. form is a compound with -gʷǝ 'middle, heart' and a connecting morpheme -rǝ-). Some comments on the Ub. form see also under \I*ƛǝ.\i
439|*PcˀV|1454|1 to go sour, to curdle (of milk) 2 raw|||pˀcˀa-n|pˀcˀa-n||    PAK \I*pˀcˀa.\i The WC etymology of Shagirov (2,50-51: comparison with Ub. \Ibacˊǝ-\i 'to become thick') seems dubious for both semantic and phonetic reasons. Since the EC counterpart of the root means both 'sour' and 'raw' (a natural and frequent semantic correlation), it seems possible to compare also (with a secondary loss of initial labial) PAK \I*cˀǝ-naˊ\i (Ad., Kab. \Icˀǝna\i) 'raw' (also borrowed in Ub.: \Icˀǝna\i id., see Shagirov 2, 126).
440|*tʷa|1458|pus|a-tʷaˊ|čʷa-bʕa||wa-ta-ps||    PAT \I*tʷa;\i the Kab. word is a compound with \I-ps(ǝ)\i 'water, liquid'.
441|*kˀˊʷa|370|suffix of Nomina Agentis|||-kˀʷ(a)|-kˀʷa|-kˀˊa|    PAK \I*-kˀʷa,\i cf., e.g., Ad. \ILažˊā-kˀʷ\i 'worker' (\ILažˊa-n\i 'to work'), Kab. \Iwǝsā-kˀʷa\i 'poet' (\Iwǝsa\i 'poem'). In Ub. cf. e.g. \Ifawāˊ-kˀˊa\i 'wrestler' (\Ifawǝˊ\i 'wrestle') etc.
442|*(a)šˊʷǝ|1460|cheese|aˊšˇ|ašʷǝ||||    PAT \I*ašʷǝ\i (cf. also Bzyb. \Iaˊšˇ\i).
443|*k:ˊʷǝrǝ (~ k:)|379|1 ring 2 wreath 3 to roll|a-gʷǝrgʷǝˊn 2|gʷǝrgʷǝr 1|čˊara-zǝ- 3|ǯara-zǝ- 3||    PAT (reduplicated) \I*gʷǝrǝgʷǝrǝ;\i PAK *kˊ:ara- (with secondary delabialisation).
444|*mǝgˊalǝ (~bǝ˜,kˊ:)|1469|bread made of millet flour|a-mgˊaˊl|mgˊal||||    PAT \I*mǝgˊalǝ.\i
445|*λʷǝ|428|1 millet 2 bread|a-šǝˊ 1|šǝ-r-ʒa 1|fǝ-ʁʷa 1|xʷǝ 1|sʷǝˊ-bIa 2|    PAT \I*šǝ\i (the Abaz. form goes back to a compound with PAT \I*ʒˊV\i 'grain', with the auxiliary linking morpheme -rǝ-, lit. 'millet grain'). PAK \I*xʷǝ\i (Ad. \Ifǝ-ʁʷa\i means literally 'yellow millet'; cf. also Ad. \Ifǝ-gʷ\i = Kab. \Ixʷǝ-gʷ\i < \I*xʷǝˊ-gʷǝ\i 'pounded millet'). In Ub. cf. also \Isʷǝ-pǝˊ\i 'flour' (the meaning of the second components -bIa, -pǝ is not quite clear).     The correspondence PAT *š : PAK *xʷ : Ub. sʷ points unambiguosly to PWC *λʷ. All other comparison attempts within WC (PAK \I*xʷǝ\i : Ub. \Iχʷa\i 'millet, grain' - see Meˊszaˊros 1934, 386; PAT \I*šǝ\i : PAK \I*mačˊǝ\i - see Shakryl 1968, 53, 98; PAK \I*xʷǝ\i : PAT \I*qʷǝ-ʒˊǝ\i 'pounded millet' - see Rogava 1956, 121) are unacceptable and unnecessary. Ad. \Ifǝgʷ\i > Osset. (Dig.) \Ifagä\i 'pounded millet' (see Shagirov 2, 108).
446|*kˀʷakˀʷa-rǝ|1471|cake, cookie (made of dough)|a-kˀʷakˀʷaˊr|||||    Attested only in Abkh., but with probable external parallels.
447|*kˀˊačˀʷǝ|1476|1 shirt 2 quilted jacket 3 ancient women's dress|a-kˀˊačˀ 1||čˀˊačˀˊǝ 3|čˀasˊ˔ 2||    PAK \I*kˀˊačˀˊǝˊ.\i The formal coincidence of the root with PWC \I*kˀˊačˀʷǝ\i 'short' is probably fortuitous (cf. the external data). Despite Shagirov 2, 134 the Abkh. form is not a loan from Adygh (the meaning is different, and in the case of borrowing we would expect Abkh. čˀˊ, not čˀ).
448|*χa|1478|1 to weave 2 to knit|a-ħa-raˊ 1|-ħa-ra 1|χa-n 2|χa-n 2|χa- 2|    PAT \I*ħa\i (in Abaz. the root is used only with preverbs); PAK \I*χa-\i (also \I*χǝ-\i > Ad., Kab. \Iχǝ-n\i id.); Ub. \Ia-s-χaˊ-n.\i See Meˊszaˊros 1934, 384, Shagirov 2, 109; the alternative comparison of PAK \I*χǝ-\i with PAT \I*xaxa-\i 'to spin' is unacceptable for phonetic reasons.
449|*kˀasǝ|699|shawl, kerchief|a-kˀasǝˊ|kˀasǝ||||    PAT \I*kˀasǝ\i (cf. also Bzyb. \Ia-kˀasǝˊ\i).
450|*c:ʷa|409|to talk|a-čˇaˊ-žˇa-ra|čʷa-žʷa-ra||||    PAT \I*c:ʷa-zʷa-\i (a compound with PAT \I*azʷa\i 'word, speech' q.v.).
451|*zarǝza ( ~ zˊ, ž)|1486|hook|a-zarzaˊ|||||    Attested only in Abkh., with probable EC parallels.
452|*kˀʷǝrǝ|1499|1 to roll 2 to fall, roll down 3 to slip|aˊ-kˀʷǝr-ra 1||wǝ-kˀʷara-jǝ-n 2|wǝ-kˀʷǝrǝ-jǝ-n 2|kˀʷǝrǝˊ- 3|    PAK \I*kˀʷǝrǝ-\i / \I*kˀʷara-;\i Ub. \Ia-s-kˀʷǝrǝˊ-n.\i
453|*pǝla / *pǝra|430|1 mane 2 shaggy|aˊ-bra 1|bra 1|pǝLāc/bǝLāc 2|baLāca 2||    PAT \I*bǝra;\i cf. also with *p-: \I*pǝrǝ-cʷǝ\i id. > Abkh. \Ia-prǝˊ-kʷčˇ\i / \Ia-pǝˊr-čˇkʷ\i (Bzyb. \Ia-prǝˊxʷčˇ\i / \Iaˊ-prǝkʷčˇ\i), Abaz. \Iprǝčʷ\i (the second part in Abkh. has contaminated with \Iaˊ-kʷčˇ\i / \Iaˊ-čˇkʷ\i 'top'). PAK \I*bǝLaˊ-ca\i / \I*pǝLaˊ-ca\i (Ad. reflects also a variant with -r-: Ad. \Ipǝrāc\i / \Ibǝrāc\i 'shaggy').     WC languages reflect numerous variants with variation p/b and r/l. If Osset. \Ibarc\i / \Ibarcä\i 'mane' really goes back to Proto-Iran. \I*barša-\i (see Abayev 1, 237; doubts are raised by Osset. -c-), then the forms PAK \I*bǝraˊca\i and PAT \I*pǝrǝcʷǝ\i should be regarded as Alanisms; otherwise the direction of loan should be reversed and the WC forms analysed on WC ground (cf. PAT \I*bǝra\i and PWC \I*cǝ\i / \I*cʷǝ\i 'hair').     Abdokov (1983, 73) compares the WC forms with PEC \I*balV\i 'wool' (q.v.),  which seems phonetically less probable. He also cites Chech. \I=älla\i 'hairy' -  which is in reality a participle of \I=āl-\i 'to grow' and does not belong here at  all.
454|*q:ǝzˊa (~qˊ:-,-z-)|1506|coverlet, blanket|a-χǝˊza|qǝza||||    PAT \I*qǝza\i (cf. also Bzyb. \Ia-χǝˊza\i).
455|*q:V|443|1 to suffice 2 large, big|aˊ-z-χa-ra 1|na-qa-ra 1|-qǝ 2|-q: 2||    PAT \I*qa\i (used only with preverbs) 'to suffice, be enough'; cf. also Abkh. \Iaˊ-mčˊ-χa-ra\i 'sufficient strength'. In PAK the root is used only in compounds: Ad. \Inǝba-q,\i Kab. \Inǝba-q:\i 'pot-bellied', Ad. ca-mǝ-q, Kab. ʒa-mǝ-q: 'with large teeth' (see Kuipers 1975, 64). The semantic correlation "sufficient" : "large, big" is quite common.
456|*kˀata|1509|net|aˊ-kˀata|kˀata||||PAT \I*kˀata\i (cf. also Bzyb. \Iaˊ-kˀat\i).
457|*bǝsǝ ( ~ p-,-š-)|446|evening|||||zʷa-psǝˊ|    A compound with \Izʷa-\i 'sky'. Attested only in Ubykh, but having probable Nakh parallels.
458|*Gǝba ( ~ -p:-)|1515|boat, vessel|aˊ-ʁba|ʁba|||ʁǝbaˊ|    PAT \I*ɣǝba;\i Ub. def. \Iaˊ-ʁba.\i
459|*χIa(n)ƛǝ (~ -ƛˊ-)|1522|1 shovel 2 scoop||||ħanš / ħaš 2|χIašˊ 1|    Kab. \Iħaš\i is used in the compound \Ipχa-ħaš\i 'wooden scoop' (Old Kab. > Abaz. \Ipχaħačˊ\i). For PWC it is possible to reconstruct initial *χI- or *χˊI-, medial *ƛ (if Kab. š < PAK *č) or *ƛˊ (if Kab. š < PAK *čˊ). See Shagirov 2, 23.
460|*cˊ:ǝ|1523|1 bow 2 arrow|a-χǝˊ-c 1|χri-χǝc 1,2||||    PAT \I*xǝ-cˊǝ\i (cf. also Bzyb. \Ia-xǝˊcˊ\i 'bow', Ashkh. \Iχǝc\i 'arrow'). This compound, actually meaning "arrow+bow", is an exact parallel of EC forms like Akhv. Ratl. \Iλar-čˀijo˜\i 'bow and arrow' etc. (see under \I*λA˘l(H)V\i).
461|*pǝsV|1524|fir-tree|aˊ-psa||psajǝ|psej|psǝ-ʁʷǝnǝˊ|    PAT \I*pǝsa\i (cf. also Bzyb. \Iaˊ-psa\i / \Ia-psaˊ,\i perhaps [with rather strange semantics] Abaz. \Ipsa-qʷa\i 'willow'); PAK \I*psa-jǝˊ\i (with a usual "tree"-suffix -jǝ). In Ub. cf. also \Ipsǝ-s\i "fir-wood". See Shagirov 2, 15 with literature.
462|*sˊa ( ~ š-)|1526|1 sabre 2 knife|aˊ-sa 1||sa 1|sa 2||    PAT \I*sˊa\i (cf. Bzyb. \Iaˊ-sˊa\i); PAK \I*sa.\i Dirr has also recorded Ub. \Isa\i 'sabre' which is most probably an Abkh. or Ad. word. The correspondence PAT *sˊ : PAK *s points to PWC *sˊ or *š. Shagirov's linking this root with PWC \I*sˊV\i 'to beat, hit' is most probably faulty.
463|*b-sV (/*b-zV)|1529|to cut, cut out|a-sa-raˊ|sa-ra|bzǝ-n|bzǝ-n|bzǝ-|    PAT \I*sa-\i (cf. also Bzyb. \Ia-sa-raˊ\i); PAK \I*bzǝ-.\i As pointed out by Shagirov (1,96) Ub. \Ibzǝ-\i may be borrowed from Ad. In that case it would be possible to compare instead Ub. \Isʷa-\i (\Ia-s-sʷaˊ-n\i) 'to cut, clip', reconstructing PWC \I*(b)-sV\i (with secondary labialisation in Ubykh).
464|*sˊʷV|1530|1 to shave 2 to shear, to clip|a-sa-raˊ 1,2|sa-ra 1,2|||šʷaˊ- 1|    PAT \I*sˊa-\i (cf. also Bzyb. \Ia-sˊa-raˊ\i). Here belongs also a nominal derivate: Ub. \Išʷa\i 'sickle'.
465|*maλwV|457|day|aˊ-mš|mšǝ|māfa|māxʷa|mǝsʷaˊ|    PAT \I*mǝšǝ;\i PAK \I*maxʷaˊ;\i Ub. def. \Iaˊ-msʷa.\i See Shagirov 1, 261-262 (with literature).
466|*čˊadǝ|870|bellows|||šˊǝdǝ-bžˊǝ|šadǝ-bzˊ||    PAK \I*čˊadǝ-bžˊǝˊ\i (the second component is not clear). PAK *čˊ- presupposes PWC *čˊ or *čʷ.
467|*xʷV|1545|to sift|a-χʷ-raˊ|χʷ-ra||wǝ-xʷa-nsˊ˔ǝ-n|-xa-|    PAT \I*xʷǝ;\i Ub. 1st p. \Ia-sǝˊ-xa-n.\i The Kab. form is a compound verb (\Iwǝ-xʷa-n\i "sifting" + \Isˊ˔ǝ-n\i "to do"). In PAK cf. also \I*xʷǝ-zǝ-\i 'to press (as orange)', reflected in Kab. \Ixʷǝzǝ-n,\i Ad. \Ifǝzǝ-n.\i
468|*t:aqˀa (~d-,r-)|1549|jar, vase, vessel|||||(n)daqˀaˊ|    Def. \Iaˊ-(n)daqˀa\i. Since only the Ub. form is attested, it is possible to reconstruct also *-qˀˊI- or *-qˊ:I-).
469|*kʷǝc:ʷV /*c:ʷVkʷV|1551|1 bunch, tuft of hair 2 top|aˊ-kʷcˇ/-čˇkʷ 2||||cʷǝkʷaˊ 1|    Cf. also Abkh. \I-kʷcˇ\i in \Ia-prǝˊ-kʷcˇ\i 'mane'. The correspondence Abkh. cˇ : Ub. cʷ allows to reconstruct PWC *c:ʷ or *cʷ.
470|*pǝ-zV|468|1 female 2 bitch|aˊ-ps 1|la-ps 2|bzǝ 1|bzǝ 1|bza 1|    PAT \I*pǝsǝ\i (in Abaz. attested only within a compound \Ila-ps\i 'bitch' = Abkh. \Iaˊ-la-ps;\i cf. also Bzyb. \Iaˊ-la-ps\i id.); PAK \I*bzǝ.\i
471|*nǝšˊʷǝ|515|earth, clay|a-nǝˊšˇ|nǝšʷ||||    PAT \I*nǝšʷǝ\i (cf. also Bzyb. \Ia-nǝˊšˇ\i). PAT *šʷ can only go back to PWC *šˊʷ.
472|*rV[šˊʷ]Vnǝ|1560|silver|a-raʒnǝˊ|rǝzna|tǝžˊǝnǝ|dǝzˊǝn|dašʷanǝˊ|    PAT \I*raʒˊǝnǝ\i (cf. also Bzyb. \Ia-rǝʒˊnǝˊ\i); PAK \I*t:ǝžˊǝnǝˊ.\i The correspondence PAT *ʒˊ : PAK *žˊ : Ub. šʷ is quite irregular. It is possible that the original form \I*rVšˊʷVnǝ\i (regularly preserved in Ub. as \Idašʷanǝˊ\i) was modified in PAK and PAT, perhaps, under the influence of Iranian forms  ( \I*arzata-/*razata-\i < PIE \I*rgˊnto-\i): the WC forms can reflect an original variation \I*rVʒˊVnǝ\i (>PAT) / \I*rVǯˊVnǝ\i (>PAK).
473|*mǝčˀa ( ~ -cˀˊ-)|520|flint|a-šˊaˊncˀa|šˊacˀa||||    PAT \I*šˊa-mǝcˀˊa\i (cf. also Bzyb. \Ia-šˊaˊncˀˊa,\i Ashkh. \Išˊamcˀa\i). A compound, where the first part reflects PWC \I*λˊV\i 'to whet' q. v. (lit. 'whetting flint'). PAT *cˀˊ presupposes PWC *čˀ or *cˀˊ.
474|*rǝsˊʷa (~d-,-šˊʷ-)|1563|gold|||dǝsˊ|dǝsˊa||    PAK \I*dǝˊsˊa.\i PAK *-sˊ- can go back to PWC *-sˊʷ- or -šˊʷ-. Despite Shagirov (1, 158) it is impossible - for phonetic reasons - to compare PAK \I*dǝˊsˊa\i with PAT \I*xˊǝ\i 'gold'.
475|*ƛˊǝ ( ~ ƛˊ:-)|1564|gold|a-χˊǝˊ|χˊa-pšˊ||||    PAT \I*xˊǝ\i (in Abaz. a compound with \I-pšˊ\i 'red'; cf. also Abaz. \Iχˊǝ-j\i 'jeweller' = Abkh. \Ia-χˊiˊj,\i \Iχˊǝ-š\i 'goldish').
476|*tˀǝša ( ~ -s-)|1565|lead|a-tˀsaˊ / a-cˀsaˊ|tˀsa||||    PAT \I*tˀǝsa\i ( ~ -sˊ-; cf. also Ashkh. \Itˀasa\i). Since the Bzyb. form is not attested, we can reconstruct both *-s- and *-sˊ- in PAT; consequently, there are several PWC possibilities: *-š- (which would correspond to EC), *-sˊ-, *-s- or *-sˊʷ-.
477|*kˀʷǝ|1569|handle|||čˀˊǝ 1|čˀǝ 1|kˀʷǝ 1|    PAK \I*kˀǝ;\i Ub. def. \Ia-kˀʷǝˊ.\i Reasons for delabialisation in PAK are not clear.
