"NUMBER","PROTO","PRNUM","MEANING","ABK","ABA","ADG","KAB","UBK","COMMENT"
 464,"*śʷV",1530,"1 to shave 2 to shear, to clip","a-sa-rá 1,2","sa-ra 1,2","","","šʷá- 1","    PAT \I*śa-\i (cf. also Bzyb. \Ia-śa-rá\i). Here belongs also a nominal derivate: Ub. \Išʷa\i 'sickle'."
 465,"*maλwV", 457,"day","á-mš","mšə","māfa","māxʷa","məsʷá","    PAT \I*məšə;\i PAK \I*maxʷá;\i Ub. def. \Iá-msʷa.\i See Shagirov 1, 261-262 (with literature)."
 466,"*č́adə", 870,"bellows","","","š́ədə-bž́ə","šadə-bź","","    PAK \I*č́adə-bž́ə́\i (the second component is not clear). PAK *č́- presupposes PWC *č́ or *čʷ."
 467,"*xʷV",1545,"to sift","a-χʷ-rá","χʷ-ra","","wə-xʷa-nṣ́ə-n","-xa-","    PAT \I*xʷə;\i Ub. 1st p. \Ia-sə́-xa-n.\i The Kab. form is a compound verb (\Iwə-xʷa-n\i "sifting" + \Iṣ́ə-n\i "to do"). In PAK cf. also \I*xʷə-zə-\i 'to press (as orange)', reflected in Kab. \Ixʷəzə-n,\i Ad. \Ifəzə-n.\i"
 468,"*t:aq̇a (~d-,r-)",1549,"jar, vase, vessel","","","","","(n)daq̇á","    Def. \Iá-(n)daq̇a\i. Since only the Ub. form is attested, it is possible to reconstruct also *-q̇́I- or *-q́:I-)."
 469,"*kʷəc:ʷV /*c:ʷVkʷV",1551,"1 bunch, tuft of hair 2 top","á-kʷč/-č̌kʷ 2","","","","cʷəkʷá 1","    Cf. also Abkh. \I-kʷč\i in \Ia-prə́-kʷč\i 'mane'. The correspondence Abkh. č : Ub. cʷ allows to reconstruct PWC *c:ʷ or *cʷ."
 470,"*pə-zV", 468,"1 female 2 bitch","á-ps 1","la-ps 2","bzə 1","bzə 1","bza 1","    PAT \I*pəsə\i (in Abaz. attested only within a compound \Ila-ps\i 'bitch' = Abkh. \Iá-la-ps;\i cf. also Bzyb. \Iá-la-ps\i id.); PAK \I*bzə.\i"
 471,"*nəš́ʷə", 515,"earth, clay","a-nə́š̌","nəšʷ","","","","    PAT \I*nəšʷə\i (cf. also Bzyb. \Ia-nə́š̌\i). PAT *šʷ can only go back to PWC *š́ʷ."
 472,"*rV[š́ʷ]Vnə",1560,"silver","a-raʒnə́","rəzna","təž́ənə","dəźən","dašʷanə́","    PAT \I*raʒ́ənə\i (cf. also Bzyb. \Ia-rəʒ́nə́\i); PAK \I*t:əž́ənə́.\i The correspondence PAT *ʒ́ : PAK *ž́ : Ub. šʷ is quite irregular. It is possible that the original form \I*rVš́ʷVnə\i (regularly preserved in Ub. as \Idašʷanə́\i) was modified in PAK and PAT, perhaps, under the influence of Iranian forms  ( \I*arzata-/*razata-\i < PIE \I*rǵnto-\i): the WC forms can reflect an original variation \I*rVʒ́Vnə\i (>PAT) / \I*rVǯ́Vnə\i (>PAK)."
 473,"*məč̣a ( ~ -ć̣-)", 520,"flint","a-š́ánc̣a","š́ac̣a","","","","    PAT \I*š́a-məć̣a\i (cf. also Bzyb. \Ia-š́ánć̣a,\i Ashkh. \Iš́amc̣a\i). A compound, where the first part reflects PWC \I*λ́V\i 'to whet' q. v. (lit. 'whetting flint'). PAT *ć̣ presupposes PWC *č̣ or *ć̣."
 474,"*rəśʷa (~d-,-š́ʷ-)",1563,"gold","","","dəś","dəśa","","    PAK \I*də́śa.\i PAK *-ś- can go back to PWC *-śʷ- or -š́ʷ-. Despite Shagirov (1, 158) it is impossible - for phonetic reasons - to compare PAK \I*də́śa\i with PAT \I*x́ə\i 'gold'."
 475,"*ƛ́ə ( ~ ƛ́:-)",1564,"gold","a-χ́ə́","χ́a-pš́","","","","    PAT \I*x́ə\i (in Abaz. a compound with \I-pš́\i 'red'; cf. also Abaz. \Iχ́ə-j\i 'jeweller' = Abkh. \Ia-χ́íj,\i \Iχ́ə-š\i 'goldish')."
 476,"*ṭəša ( ~ -s-)",1565,"lead","a-ṭsá / a-c̣sá","ṭsa","","","","    PAT \I*ṭəsa\i ( ~ -ś-; cf. also Ashkh. \Iṭasa\i). Since the Bzyb. form is not attested, we can reconstruct both *-s- and *-ś- in PAT; consequently, there are several PWC possibilities: *-š- (which would correspond to EC), *-ś-, *-s- or *-śʷ-."
 477,"*ḳʷə",1569,"handle","","","č̣́ə 1","č̣ə 1","ḳʷə 1","    PAK \I*ḳə;\i Ub. def. \Ia-ḳʷə́.\i Reasons for delabialisation in PAK are not clear."
 478,"*pəƛ̣ə", 525,"dream, sleep (n.)","a-pχə́z","pχəz","ṗč̣əħāṗ","ṗṣəħāṗa, ṗṣəħ","ṗć̣a-bIá","    PAT \I*pəxə-ʒə\i (cf. also Bzyb. \Ia-pxə́ʒ\i); PAK \I*ṗč̣́ə-ħá,\i \I*ṗč̣́ə-ħáṗa.\i All three subgroups have compounds with not quite clear second components, but the identity of PAT \I*pəxə-,\i PAK \I*ṗč̣́ə-\i and Ub. \Iṗć̣a-\i ( < PWC \I*pəƛ̣ə-\i) is beyond doubt."
 479,"*ḳʷəḳʷə-", 540,"clew (of threads), skein","a-ḳʷəḳʷə́j","","","","","    An expressive root; attested only in Abkhaz, but having probable EC parallels."
 480,"*ɣ́V",1581,"1 to comb 2 to scrape","a-ʁ́a-rá 2","","ž́ə-n 1","źə-n 1","źa- 1","    In Abkh. there also exists \Ia-ʁ́ʁ́a-rá\i with the same meaning and emphatic reduplication. PAK \I*ž́ə-;\i Ub. 1 p. \Ia-z-źá-n.\i An alternative comparison (PAK, Ub. : Abkh. \Ia-ž̌a-ra\i "to scutch (flax)" proposed by Shagirov (1977) is unacceptable for phonetic reasons. §    In PAK there also exists a derivate \I*má-ž́a\i 'comb' (Ad. \Imāž́,\i Kab. \Imāźa\i) - one of the few reliable cases of the instrumental prefix *ma-."
 481,"*sʷə", 546,"1 to get cold, freeze 2 heap of snow","a-š̌-rá 1","šʷ-ra 1","","","sʷə-bIə́","    PAT \I*sʷə\i (cf. also Bzyb. \Ia-ś̌-rá\i). The Ub. word is a compound (for the second part see PWC \I*bIa\i), and an exact parallel of PAT \I*sʷə-bə\i "hoar-frost, caked snow" (Abkh. \Ia-š̌ə́b,\i Abaz. \Išʷəb\i). Therefore Dumézil's (1969) analysis of Ub. \Isʷə-\i as 'light, white' is certainly wrong. Despite Shagirov (1,194) PAT \I*sʷəbə\i and Ub. \IsʷəbIə́\i for phonetic reasons can not be related to PAK \I*č:ápə\i 'hoar-frost'."
 482,"*χʷa ( ~ *χ́ʷ, χIʷ)",1588,"to bind, tie, fasten","a-č̣a-ħʷa-rá","č̣a-ħʷa-ra","","","","    PAT \I*ħʷa\i (used only with preverbs, cf. also Abkh. \Iáj-la-ħʷa-ra\i "to untie" etc.)."
 483,"*č:ʷa-nə",1589,"1 to sharpen, whet 2 sharp","","","č́ān 2","žān 2","čan- 1","    PAK \I*č́:ánə.\i Despite Abdokov (1973, 50) the Adygh word can not be related to Ub. \I(n)dan\i 'sharp' for phonetic reasons; but Ub. \Ičan-\i 'to sharpen' is a perfect match (and it can not be considered a loan from Ad. because of its non-palatalised č- and verbal function)."
 484,"*źə ( ~ z-)",2293,"self, oneself","","","jaž́","jazə","","    PAK \I*ja-zə.\i The first part goes back to the demonstrative pronoun \I*ja\i (q.v.). The Ad. form is ingeniously explained by Shagirov (1, 172) as a contraction from the erg.-obl. case \I*jaz-š́\i < \I*jazə-š́\i (-š́ is the normal ending of this case in Ad. pronouns, but \Ijaž́\i in the Bzhedugh dialect has no ending either in the erg.-obl. case or in the nominative case).     §    Because of an obvious connection in EC, Yakovlev's etymology of \I*-zə\i ( = \I*zə\i 'one', see Yakovlev 1948, 69, 143, Shagirov 1, 173) should be abandoned."
 485,"*k:əṭʷV ( ~ g-)",1591,"1 axe 2 spear","","","","ǯəda 1","ǵəṭʷə́ 2","    For Kab. the old form \Iǵəda\i is recorded - therefore the loan from Turk. \Ijɨda\i or Mong. \Iǯida\i 'spear' is impossible (despite Shagirov 1, 162). The same is true for Ub. \Iǵəṭʷə́\i (def. \Iá-ǵəṭʷ\i). §    Kab. \Iǯəda\i presupposes PAK \I*gəda\i or \I*k:ət:a\i (unfortunately, the corresponding Ad. word is not preserved); Ub. -ṭʷ- shows that the second consonant was glottalised (with assimilation in PAK)."
 486,"*ḳʷa-",1594,"axe","a-j-ḳʷáʁa","ḳʷaʁa","","","","    PAT \I*ḳʷaɣa.\i The word is probably a compound; the first part of it, \I*ḳʷa-,\i corresponds well to PEC \I*rä̆ḳwɨ̆,\i but the origin of the second part is not clear."
 487,"*ǯ́ə", 562,"1 (to move) back 2 to return","","","-ž́ə- 1","-žə- 1","jə-ǯ́(ə)- 2","    PAK \I*ǯ́ə\i (the morpheme is treated as a "suffix of reverse action", see Shagirov 2, 76, and is used in compounds with other verbal roots); Ub. \Isə́-j-ǯ́ə-n\i (another Ub. compound with the same root is \Iλaq̇a-ǯ́(ə)-,\i \Isə-λaq̇á-ǯ́\i "to go after smb." (\Iλaq̇á\i 'trace')."
 488,"*λ́ə", 560,"1 to whet 2 to stroke, rub","a-š́:-rá 2","š́:-ra 2","λə-n 1","λə-n 1","","    PAT \I*š́:ə-\i (with expressive gemination; the non-geminated form \I*š́ə\i is used only in compounds, cf., e.g., Abkh. \Iá-kʷ-š́-ra\i 'to run one's hand over smth.' etc.); PAK \I*λə-.\i Cf. also the stem \I*λa-\i in Kab. \Ida-λa-n\i 'to stroke, to rub'."
 489,"*məsa",1597,"tinder","a-č̌msá","čʷəmsa","","","pa-msá","    PAT \I*cʷə-məsa\i (cf. also Bzyb. \Ia-č̌-msá;\i the first part of the compound reflects the root "fire", see \I*mAc̣ʷa\i). The Ubykh form is also a compound, with a not quite clear first component (perhaps it can be identified with pa- "beech-tree", and the whole word originally means "tinder made of tree fungus")."
 490,"*č̣́ə-", 574,"to break, crush","","","pəč̣́ə-/pəč̣́əč̣́ə","pə-ṣ́əč̣́ə-","č̣́a-ča-","    PAK \I*č̣́ə-\i (preserved in Ad. \Ipə-č̣́ə-\i) / \I*č̣́ə-ḳə-,\i used only with preverbs (besides \Ipə-\i cf. also Ad. \Igʷa-č̣́əč̣́ə-n\i id.; the compounds mean actually 'to break off the tip, front part' /pə-/ or 'to break off the middle part' /gʷa-/). Ub. trans. \Ič̣́a-sə-čá-n,\i intr. \Ič̣́a-čá-n\i ("it breaks, gets crushed"). In both subgroups the root is used mostly within compounds, but its basic meaning is clear enough."
 491,"*(Pə)č̣́V", 573,"to cut, to incise","","","wə-ṗč̣́a-ta-n","wə-ṗṣ́a-ta-n","q́ə-č̣́-","    PAK \I*wə-ṗč̣́a-ta-;\i there are also other compounds like \I*pə-wə-ṗč̣́ə-\i (Ad. \Ipəwəṗč̣́ə-n,\i Kab. \Ipəwəṗṣ́ə-n\i) 'to cut off'. Ub. \Ia-s-q̇ə-č̣́ə́-n\i (\Iq̇ə-\i  < \Iq̇a-,\i preverb meaning 'hand'). §    Despite Shagirov 2, 53 PAK \I*ṗč̣́a-/\i \I*ṗč̣́ə-\i 'to cut, incise' should be kept apart from the homonymous \I*ṗč̣́a-\i 'to weed', which has its own etymology (q.v.). We should note that the semantic development 'to cut' > 'to weed', proposed by Shagirov, is highly unlikely (the basic idea of weeding is doing it by hand, not by knife or any other instrument)."
 492,"*ƛə",1601,"arrow","a-χə́","χə","š́a","ša","š́a","    PAT \I*xə\i (cf. also Bzyb. \Ia-xə́\i); PAK \I*č́a.\i The correspondence PAT *x : PAK *č́ : Ub. š́ points to PWC *ƛ. In all modern languages the word developed also a secondary meaning 'bullet'. §    See also under \I*ć:ə\i about the PAT compound \I*xə-ć:ə.\i"
 493,"*žV", 590,"1 to settle down, get filtered 2 to filter, strain","a-za-rá 1","ra-ʒa-ra 2","zə-n 2","zə-n 2","zə- 2","    PAT \I*źa\i (cf. also Bzyb. \Ia-źa-rá\i 'to settle down') / \I*ra-ʒ́a-\i (with a causative prefix and a secondary affricatisation; cf. also Abkh. \Iá-ra-ʒa-ra,\i Bzyb. \Iá-ra-ʒ́a-ra\i 'to filter, strain'); PAK \I*zə-.\i See Shagirov 1, 212."
 494,"*q̇́ʷa",1606,"1 rocky river bank 2 hill","a-q̇ʷa-rá 1","","ʡʷāśħ 2","ʡʷāśħa 2","","    PAK \I*ʡʷa-śħa\i (a compound with \I*śħa\i 'head, top'). The correspondence Abkh. q̇ʷ : PāK *ʡʷ points to PWC *q̇́ʷ."
 495,"*kədə ( ~ -t:-)",1607,"log, stump","a-kdə́","kdə","","","","    PAT \I*kədə.\i"
 496,"*məχə",1612,"bundle, sheaf","","","","","məχ-mə́q","    An isolated Ub. word (probably reduplicated; final -q is not clear), but having probable EC parallels."
 497,"*x́ʷV", 596,"1 to fall, fall into 2 to get into 3 to fit into","a-ta-š̌a-rá 1","ta-šʷa-ra 1,3","da-fa-n 2","te-xʷa-n 2","χ́a- 1","    PAT \I*sʷa-\i (used only with preverbs); cf. also Bzyb. \Ia-ta-ś̌a-rá\i 'to fall into', Abkh. \Iá-kʷ-š̌a-ra\i (Bzyb. \Iá-kʷ-ś̌a-ra\i) 'to get into', Abaz. \Ia-kʷ-šʷa-ra\i 'to get into; to fall on smth., smb.'. PAK \I*-xʷa-\i (also used with locative preverbs). Ub. 1 p. \Isə-χ́á-n.\i The correspondence PAT *sʷ : PAK *xʷ : Ub. χ́ points to PWC *x́ʷ."
 498,"*š:ʷa",1615,"rope","a-šá, a-šá-χa","šaqa","","","(n)dʷá-ša","    PAT \I*ša,\i \I*ša-qa\i (with an unclear component -qa). PAT \I*ša\i and Ub. \I-ša\i correspond regularly and go back to \I*š:ʷa;\i there is, however, some uncertainty, because the meaning of the first component in Ub. is not clear."
 499,"*b-za",1616,"bow-string","","","bza","bza-ps","","    PAK \I*bza\i (Kab. \Ibza-ps\i is a compound with \I-psə\i 'string, rope'). The PWC reconstruction is tentative (because PAK *z can go back to several prototypes: PWC *z, *ź, *ʒ, *ʒ́, *ž, *ǯ)."
 500,"*pəša",1617,"1 string, rope 2 cord","","","č̣́ā-psa 1","psə 2","","    PAK \I*psə\i (reflected only in Kab.), \I*ḳa-psá\i (a compound with \I*ḳa-\i 'end, tail'; besides the Ad. form cf. also Kab. \Ič̣ā-psa\i id.). See Shagirov 2, 132. §    The PWC reconstruction is tentative because PAK *s can go back to several sources: *s, *š or *ś."
 501,"*ṭa",1619,"1 to untie, unbind 2 to get untied","á-ṭ-la-ra 2","r-ṭ-la-ra 1","p-ṭa-ta-n 1","ṭa-ta-n 1","-ṭa- 2","    PAT \I*ṭə-la-\i (with the auxiliary -la-; also \I*rə-ṭə-la-\i with the causative prefix *rə-); PAK \I*ṭa-ta-\i (the morpheme \I*ṭa-\i is also used in several compounds: PAK \I*ṭa-č̣́ə-\i 'to undress', \I*ṭa-ʁa-\i 'to put on (as dress)', see Kuipers 1975, 18). Ub. \I-ṭa-\i in \Ia-ṭa-q̇á\i "il fut délié"; cf. also \Iṭa-Lá-\i 'to unbind' (\Ia-s-ṭa-Lá-n\i)."
 502,"*xʷa",1620,"bridle","","","šxʷa","šxʷa","","    PAK \I*č-xʷa\i (a compound with PAK \I*čə\i 'horse' q.v.)."
 503,"*p-č́:ʷə", 601,"to count","","","pčə-n","bžə-n","","    PAK \I*pč:ə-\i (presupposing PWC *-č́:ʷ- or *-ƛ́:ʷ-)."
 504,"*źʷa", 611,"to roast, bake","a-ʒ-rá","ʒ-ra","źa-n","źa-n","žʷa-","    PAT \I*ʒ́ə-\i (cf. also Bzyb. \Ia-ʒ́-rá\i); PAK \I*źa-;\i Ub. \Ia-z-žʷá-n.\i See Shagirov 1, 200 (with literature)."
 505,"*ƛ̣ʷV",1624,"1 blue, green 2 iron","á-ječ̣̌a 1","j��̣ʷa 1","ʁʷəč̣ə 2","ʁʷəṣ́ 2","wəc̣ʷá 2","    PAK \I*ja-c̣ʷa\i (with a frequent pronominal prefix); PAK \I*ʁʷəč̣ə́.\i The PAK and Ub. form reflect a PWC compound \I*ʁ́Iʷə-ƛ̣ʷV,\i where the first part is \I*ʁ́Iʷə\i 'copper, metal (in general)' (q.v.). §    The need to see a colour name in the second part of the AK and Ub. compound is obvious: both in AK and Ub. the name of iron forms part of an opposition - in AK \I*ʁʷa-pλá\i 'metal' + 'red' = 'copper, red copper' : \I*ʁʷə-č̣ə́\i 'metal' + '?' = 'iron'. In Ub. \Iwə-sʷá\i 'metal' + 'white' = 'copper, bronze' : \Iwə-c̣ʷá\i 'metal' + '?' = 'iron'. If we assume that the Ub. and AK words for 'iron' are genetically related (certainly, the theory of Ub. \Iwəc̣ʷá\i being an Adygh loanword, see Shagirov 1, 140, can not be considered seriously), the correspondence PAK *č̣ : Ub. c̣ʷ is unambiguously pointing to the PWC lateral labialised *ƛ̣ʷ, for which the expected PAT correspondence is *c̣ʷ - and we find it in PAT \I*ja-c̣ʷa\i 'blue'. §    The concept of iron being a "blue metal" is by no means strange: it goes back to one of the earliest varieties of tempered iron (steel), which was in Greek called \Ikúanos\i (cyan) and was dark-blue in colour (on the etymology of this word and the related Hitt. \Ikuwanna-\i see under \I*kwɨ̄wV\i). We must also mention the widespread Caucasian myth about the birth of the cultural hero from a blue stone - which metaphorically depicts the ritual of tempering iron (see in greater detail Ardzinba 1985). §    In view of all this the theory of Yakovlev (1941, 140-141), Shagirov (1,  140-141) who tried to explain PAK \I*ʁʷəč̣ə́\i as "dried (\Iʁʷə-\i) earth (\Ič̣ə\i)" must be obviously taken as a folk etymology. Far more right was Abdokov (1973, 48) who thought the AK and Ubykh words genetically related and explained \I*ʁʷə-\i as "metal" and \I*-č̣ə\i as a colour-name. He proposed to consider the second part as "grey", not specifying, however, what particular root he had in mind (thus invoking Shagirov's criticism). Shagirov is right, indeed, that PAK \I*č̣́əxʷə\i 'light-blue, pale' (Ad. \Ič̣́əfə,\i Kab. \Iṣ́əxʷ\i) can not be involved (it has č̣́, not č̣). For Ubykh Abdokov probably meant the root present in Ub. \Icʷa-bá\i 'greyish' - which is actually possible (note a quite analogous variation c̣ʷ / cʷ in the Ub. reflexes of PWC \I*ƛ̣ʷV\i 'earth' q.v.). §    There is more to be said about the hypothetical PWC \I*ʁ́Iʷəƛ̣ʷV\i 'iron'. Since several authors relate the Hatti language to WC (see, e.g., Ivanov 1985), it seems very tempting to relate \I*ʁ́Iʷəƛ̣ʷV\i to the attested Hatti name for 'iron', \Iχap/walki\i (with χVw- rendering *ʁ́Iʷ- and -lk- rendering the lateral -ƛ̣-), borrowed in Hurrian as \Iχabalgi,\i and further - Greek \Ikhalkó-s,\i Balto-Slav. \I*geleǵ-\i etc. (see Starostin 1985)."
 506,"*ʁʷa", 630,"1 to seem 2 to think, suppose","","ʕʷa-rá 1","gʷə-ʁa-n 2","gʷə-ʁa-n 2","ʁʷa- 2","    Ub. \Ia-z-ʁʷá-n.\i The Abaz. verb is used in expressions like \Isgʷə ʕʷ-iṭ\i  "it seems to me" (lit. "my heart thinks"). The PAK form \I*gʷə-ʁa-\i has a delabialised *ʁ as a result of contamination with another PWC stem, \I*ǵʷə-Ga-\i 'to hope' q.v. (PAK \I*gʷə-ʁa-\i means both 'to think, suppose' and 'to hope'). See Shagirov 1, 115."
 507,"*rəq:(ʷ)a", 628,"1 (arable) field 2 steppe 3 valley","á-rχa 3","rqa 1,2","","","tχʷa 1","    PAT \I*rəqa\i (cf. also Bzyb. \Iá-rχa\i). Ub. def. \Iá-tχʷa.\i Not quite clear is the loss of labialisation in PAT; otherwise correspondences are regular (in Ub. \I*rəq:ʷa\i > \I*dəqʷa\i > \I*tqʷa,\i regularly fricativized to \Itχʷa\i)."
 508,"*c:ʷa",1635,"1 plough 2 ploughshare 3 to plough","á-č̌-matʷa 1","čʷa-ʁʷa-ra 3","cʷā-bza 2","vā-bʒa 2","cʷā-bźá 2","    The root is used only in compounds. Abkh.: \Iá-č̌-matʷa\i 'plough' (\I-matʷa\i 'thing'), \Ia-č̌-éjχa\i 'ploughshare' (\Iájχa\i 'iron'), \Ia-č̌-mā\i 'ploughhandle' (\Ia-mā́\i 'handle), \Ia-č̌a-ʁʷa-ra\i 'to plough' (lit. 'to pull the plough' = Abaz. \Ičʷa-ʁʷa-ra\i id.). Ub.: \Icʷā-bźá\i 'ploughshare' ( = PAK \I*c:ʷa-bʒá\i id.; about the second part see under PWC \I*pəźa\i), \Icʷə-ntá\i 'furrow left by a plough'. All these data leave no doubt in the existence of a separate PWC root \I*c:ʷa\i 'plough'. Shagirov (1, 104-105) is quite right in distinguishing this root from PWC \I*c:ʷə\i 'ox'; however, his proposal to consider it the same morpheme as \I*zʷa\i 'to plough' (q.v.) can not be accepted - all languages clearly distinguish these two roots phonetically."
 509,"*ḳʷatanV ( ~ ḳ́ʷ-)",1636,"plough","a-ḳʷatán(a)","ḳʷatan","","","","    PAT \I*ḳʷatanV.\i"
 510,"*b(ə)ɣ́ə",1638,"yoke","","","bž́ə","bźə","","    PAK \I*bž́ə.\i PAK *ž́ goes back to PWC *ɣ́; therefore, pace Shagirov 1,90 the PAK form can not correspond to Abaz. \Ipsənč́\i 'yoke' (*ɣ́ in Abaz. yields ʁ́)."
 511,"*baχa", 644,"shovel","a-báħa","","","","","    Attested only in Abkh., thus the PWC antiquity is dubious. The word can be borrowed from Megr. beha 'shovel' - the reverse, however, is also possible (there is no PK etymology of the Megr. word)."
 512,"*χIV ( / *t-χIV)",1644,"to scrape, scratch","","","jə-tχə-n","ṗas-tχa-n","χIa-","    PAK \I*tχə-\i / \Itχa-\i (used with preverbs, see Shagirov 2, 45-46); Ub. \Ia-s-χIá-n.\i"
 513,"*čanə (~č:-,c-,c:-)",1647,"sabre","","","","","canə́","    Attested only in Ub., but having probable EC parallels."
 514,"*bəč́:ʷa ( ~ p-)",1648,"1 sickle 2 to cut, hew down (trees etc.)","","","ʁʷəpč 1","ʁʷəbža 1","pč́a- 2","    PAK \I*ʁʷə́-pč:a\i (a compound with \Iʁʷə-\i 'metal, iron'). Ub. sing. \Ia-s-pč́á-n.\i The correspondence PAK *č: : Ub. č́ points to PWC *č́:ʷ. Ubykh also has \Iʁʷəpč́á\i 'sickle', but this can be an Adygh loanword. §    See Shagirov 1, 136-137."
 515,"*xə",1649,"to reap, mow","a-χ-rá","χ-ra","xə-n","xə-n","š́ə-","    PAT \I*xə\i (cf. also Bzyb. \Ia-x-rá\i); PAK \I*xə-\i (trans.), \I*xa-\i (intrans.: Ad., Kab. \Ixa-n\i); Ub. sing. \Ia-s-š́ə́-n.\i The same root was used in PWC with the meaning 'saw, to saw', cf. PAT \I*xə-\i (Abkh. \Ia-χ-rá,\i Abaz. \Iʕʷə-χ-ra\i 'to saw'), PAK \I*pə-xə-\i 'to saw' (Ad., Kab. \Ipəxə-),\i \I*pχá-xə\i 'saw' (Ad., Kab. \Ipχax;\i \I*pχa\i 'tree, wood'), Ub. \Isə-š́ə́\i 'saw' (\Isə\i 'wood'). §    Despite Yakovlev 1941, 209-210, there is absolutely no connection with PAK \I*-xə-\i 'to take'. See Shagirov 2, 105, 40 (but PAK \I*pəxə-\i 'to saw' should be distinguished from the homonymous \I*pəxə-\i 'to take off (from the front of smth.)', which has a quite different WC etymology)."
 516,"*ḳəla",1650,"sheaf","a-ḳə́la","","","","","    Attested only in Abkh., but having probable EC parallels."
 517,"*maq:ʷə ( ~ -q́ʷ:-)",1659,"hay","","","maq:ʷə","maq:ʷ","","    PAK \I*maq:ʷə́.\i"
 518,"*ć̣ʷVḳ́V / *ć̣Vḳ́ʷV",1662,"1 chaff 2 weed 3 fruit stone","","","ṣāč̣́a 2","ṣāč̣a 1","ć̣əḳ́ 3","    PAK \I*ć̣aḳá\i (from the PWC variant \I*ć̣ʷVḳ́V\i); Ub. \Ić̣əḳ́\i (< \I*ć̣Vḳ́ʷV\i). The Adygh and Ub. forms can be compared if we assume the common meaning "waste (of fruit, grain)", and a shift of labialisation (not uncommon in roots with two stops)."
