"NUMBER","PROTO","PRNUM","PSPEECH","MEANING","NEPALI","DERCOMM","COMMENTS"
 939,"phiNkhotnnɨ",   0,"vt-5a phiNkhotnd/phiNkhotn-phiNkhotnts/phiNkhos-phiNkho-phiNkhot","send off, send to (patient agreement with recipient, not object sent)"," paṭhāi dinu","[profferatively aspectivized phiNnɨ 'send']"," cf.  \X0khipkhotnnɨ,\x \X0ri:pkhotnnɨ,\x \X0se:wa\x \X0khotnnɨ.\x"
 940,"phiNsunɨ",   0,"vt-6a phiNsa-phiNsu/phiNsuy-phiNsɨ-phiNso","send off to (patient agreement with recipient, not with object sent)"," paṭhāunu, paṭhāi dinu.","[dimittively aspectivized phiNnɨ 'send']",""
 941,"phipnɨ", 755,"vt-2a phipt/phip-phiph/phip","suck, draw (through a straw)"," cusnu, tānnu.","",""
 942,"phipsɨ",   0,"n.","bamboo straw through which ɨmma 'millet beer' is sucked up out of a tun%bā.","","[< phipnɨ 'suck']",""
 943,"phipsul", 250,"n.","thigh","","[in Sasarkā only]","cf.  \X0phéləpsu.\x"
 944,"phiri:", 733,"n.","ginger"," aduvā",""," cf.  \X0ma:kum,\x \X0sibim.\x"
 945,"phi:knɨ", 721,"vt-2a phi:kt/phi:k-phi:kh/phi:k","sweep (with a broom)"," barālnu",""," cf.  \X0soknɨ.\x"
 946,"phi:tnɨ", 679,"vt-2a phi:t-phi:ts/phi:s","request (patient in the locative marked by -bi )"," māʔgnu.","","ɨma \Ianbi\i \Iaphi:tsa\i He asked you [for it]"
 947,"phɨknɨ", 732,"vi-1 phɨkh/phɨk","get up, arise"," uṭhnu.","",""
 948,"phɨknɨ", 732,"vt-1 phɨk","get someone up, arouse someone, wake someone up"," uṭhāunu.","[dir. < phɨknɨ vi-1 'get up']",""
 949,"phɨnnɨ",   0,"vt-2a phɨnd/phɨn-phɨnts/phɨs","root (in the soil, e.g. of a pig); poke around in the soil, dig up by hand (e.g. grubs, khoksi Calladium arumaciae, ki: potato; 'to dig' with a kokda or other implement necessitates use of the verb dhunɨ )","udhinnu","","cf.  \X0dhunɨ\x \X0vt-7,\x \X0koknɨ\x \X0vt-2a,\x \X0kha:rnɨ\x \X0vt-1,\x \X0pha:knɨ\x \X0vt-1.\x"
 950,"phɨNnɨ",   0,"vi-1 phɨN","spread out, grow wider, swell up, emerge as an enlarging mass rising upward (said of large things and phenomena, not of small objects, e.g. of clouds spreading up and out of valleys or increasing in bulk: Kɨhɨm phɨNtö khutsa The clouds rose up [out of the valley] (Nep. Bādal phaili gayo)), arise, manifest oneself"," uṭhnu, phailinu, ubjanu.","",""
 951,"phɨNnɨ",   0,"vt-2a phɨNd/phɨN-phɨN","cause to grow, cause something to manifest itself, cause something to swell up","","[dir. < phɨNnɨ vi-1 'swell, increase']","cf.  \X0tsa:tnɨ\x \X0vt-2a.\x"
 952,"phɨŃsinɨ",   0,"vr. non-erg.","make an appearance, come forth, appear.","","[< phɨNnɨ 'arise']",""
 953,"phɨtnɨ", 702,"vt-2a phɨd/phɨt-phɨts/phɨs","make loose, untie"," phukāunu.","",""
 954,"phɨtsɨ",   0,"adv.","a bit, a little.","","",""
 955,"pho", 739,"n.","leaf, blade (of a leaf)"," pāto, pāt",""," cf.  \X0so:pho.\x"
 956,"phoʔlɨ", 949,"n.","foot, paw (of fowl, primates (inc. man) and quadrupeds)"," khuṭṭā.","",""
 957,"phoʔlɨ-gutna",   0,"n.","knee.","","[phoʔlɨ 'leg' + gutna 'joint']",""
 958,"phoʔlɨ-tsopmsi",   0,"n.","toe","","[phoʔlɨ 'foot' + tsopmsi 'digit']","cf.  \X0golpɨ\x \X0tsopmsi,\x \X0sibirtsopmsi.\x"
 959,"phoʔlu<",   0,"n.","foot","","[attested in Sasarkā only]","vide  \X0phoʔlɨ.\x"
 960,"phoksɨ",   0,"n.","1) bag, sack 2) scrotum","1) jholā","","cf.  \X0ti:.\x In STEDT 335 compared with Tamang pak-si 'testicle', Gyarong pok-ćo 'scrotum'."
 961,"phoNli",   0,"n.","leg; limb (of a quadruped)","","","cf.  \X0phoʔlɨ.\x"
 962,"phopḿsinɨ",   0,"vr.","curl oneself up; squat, squat down.","","",""
 963,"phopnɨ",   0,"vt.","put a lid on something, cover"," ghapṭāunu, khapṭāunu.","",""
 964,"phopho",   0,"n.","1) paternal uncle, younger than father; 2) husband of mother's younger sister","","","1) cf.  \X0nini,\x \X0te:te:,\x \X0tsitsim;\x \X02)\x cf. \X0nono.\x"
 965,"photnɨ",   0,"vt-2a phot-phuts/phus","help, aid, assist"," sagāunu",""," cf.  \X0mɨnnɨ\x \X0vt-7\x \X0(6).\x"
 966,"photnɨ",   0,"vt-2a phot-phuts/phus","(with lexicalized adverbial complement de:ʔe: de:ʔe photnɨ ), call, summon"," ḍāknu.","",""
 967,"phu",   0,"n.","chicken"," kukhurā","[also attested in Sasarkā ]"," e.g. \Iphu-po\i \Isu\i chicken meat; cf.  \X0pawömmu.\x \X0pawömpu,\x \X0phupu.\x"
 968,"phupu",   0,"n.","rooster, cock"," bhāle.","[phu 'chicken' + -pu masc.sf.]","cf.  \X0pawömpu,\x \X0pawömmu\x"
 969,"phupum",   0,"n.","vide \X0phupu.\x","","[< -m nom.sf]",""
 970,"ram", 453,"n.","fleshly body, limbs","","","cf.  \X0riram;\x cf. Limbu \X0yam.\x"
 971,"rambha",   0,"n.","lichen, moss"," jhyāu.","[ʔ< ram 'body']","the Dumi hold that primordial man wore lichen attached above the loins by means of \Ikhikɨ\i 'glue' prior to the discovery of the craft of weaving by the mythological \ITo:ma\i at \IHalẽsī\i \IḌāʔḍā\i"
 972,"rambham",   0,"n.","lichen, moss.","","[rambha + -m nom.sf.]",""
 973,"ranta",   0,"adv.","twirling, twirling motion","","","cf.  \X0ghɨmi.\x"
 974,"rantam",   0,"n.adj.","twirling, spinning; any twirling or spinning object, e.g. a carkhā or pin%","","[ranta 'twirling' + -m nom.sf.]","cf.  \X0mɨtnsinɨ.\x"
 975,"raŃke:ni",   0,"n.","1) the large-bodied, grey robust variety of the long-tailed Hanuman or common langur, Presbytis entellus, with shaggy greyish beige mains 2) myth., the god  raŃke:ni","1) ḍheḍhu","","1) cf.  \X0tsokpɨ;\x \X02)\x vide  1.5."
 976,"ra:li", 796,"n.","centipede, millepede.","","",""
 977,"ra:pnɨ", 451,"vt-2a ra:pt/ra:p-ra:ph/ra:p","fence off"," bārnu.","",""
 978,"remnɨ", 771,"vi-3 ri:m-rem","cool off"," selāunu.","","\IDza:\i \Iri:mta,\i \Ikö\i \Iri:mta\i The rice is getting cold, the vegetables are getting cold; \IDza:\i \Iri:ma\i The rice has gotten cold"
 979,"remmɨtnɨ",   0,"vt-2a rem mɨd/mɨt-mɨts/mɨs","cool something off"," selāi lagāunu.","[causativized remnɨ 'cool off']",""
 980,"repboknɨ",   0,"vi-3 rip-rep + vi-1 bokh/bok","keep on standing"," ubhi basnu","[perseveratively aspectivized repnɨ 'stand']"," cf.  \X0repdzunɨ.\x"
 981,"repdzɨnɨ",   0,"vi-3 rip-rep + vi-4 dzo:-dzɨ-dzuy/dzu","remain standing, be standing"," ubhi rahanu","[duratively aspectivized repnɨ 'stand']"," cf.  \X0repboknɨ.\x"
 982,"repmɨtnɨ",   0,"vt-2a rep mɨd/mɨt-mɨts/mɨs","persuade, make someone see it your way"," bujhāunu.","[< repnɨ vt-2a 'obey, heed']",""
 983,"repmɨtnɨ",   0,"vt-2a rep mɨd/mɨt-mɨts/mɨs","stand something up"," ubhyāunu.","[< repnɨ vi-3 'stand']",""
 984,"repnɨ", 228,"vi-3 riph/rip-rep","stand"," ubhinu.","",""
 985,"repnɨ",   0,"vt-2a rept/rep-riph/rip","(with -bi locative) obey someone, agree with someone, heed what someone says, consent to what someone says or demands"," ternu","[dir. < repnɨ vi-3 'stand']"," cf.  \X0khi:tnɨ.\x"
 986,"rewo", 461,"n.","1) elder brother's wife's younger brother; 2) elder sister's husband's younger brother; 3) younger brother's wife's elder brother; 4) younger sister's husband's elder brother","","","1) cf.  \X0baudzɨm,\x \X0rime;\x 2) \X0bhenəm,\x \X0rime;\x 3) cf. \X0delme,\x \X0rime;\x 4) cf. \X0moksu,\x \X0rime.\x"
 987,"rəlnɨ", 465,"vt-3 rul-rəl","husk (kernels from the cob; patient: muluswasi 'maize')"," carāunu.","",""
 988,"rəNgəli:m",   0,"n.","the disincarnate spirit of a man or woman who has died an inauspicious death","","","cf.  \X0hilisiʔim,\x \X0hoNsa,\x \X0lu:,\x \X0mo:mərəNdi,\x \X0mo:məsiʔim,\x \X0rəNgəli:m,\x \X0sa:yɨ.\x"
 989,"riknɨ", 473,"vi-1 rik","sway, rock.","","",""
 990,"rikdzɨnɨ",   0,"vi-1 rik + vi-4 dzo:-dzɨ-dzuy/dzu [duratively aspectivized riknɨ 'sway","rock', cf. ibdzɨnɨ ] keep on swaying back and forth, keep on rocking to and fro"," uchiṭti basnu, charkāi basnu.","",""
 991,"riknɨ",   0,"vt-2a rikt/rik-rikh/rik","strew, scatter, disperse"," sārnu.","",""
 992,"riknsunɨ",   0,"vt-6a riksa-riksuy/riksu-riksɨ-rikso","scatter around the place, strew around"," sāri paṭhāunu.","[dimittively aspectivized riknɨ 'scatter, disperse']",""
 993,"rim", 771,"n.","snow.","","[< remnɨ vi-3 ri:m-rem 'be cold, cool off']",""
 994,"Rimdu",   0,"n.","Dumi family name of the Bɨ́rösmi: clan","","","cf.  \X0supeʔ.\x"
 995,"rimdzɨ",   0,"n.","snow (on the ground), ice.","","[rim 'snow' + dzɨ- reportedly 'fall']",""
 996,"rimdzɨ-bhöri:",   0,"n.","small musk deer, Moschus chrysogaster"," kasturī.","[rim 'snow' + dzɨ- < dzunɨ 'eat' + bhöri: 'deer']",""
 997,"rimdzɨ-kɨ",   0,"n.","glacial meltwater.","","[rimdzɨ 'snow' + kɨ- 'water']",""
 998,"rime", 461,"n.","1) elder brother's wife's younger sister; 2) elder sister's husband's younger sister; 3) younger brother's wife's elder sister; 4) younger sister's husband's elder sister","","","1) cf.  \X0baudzɨm,\x \X0rewo;\x \X02)\x cf. \X0bhenəm,\x \X0rewo;\x \X03)\x cf. \X0delme,\x \X0rewo;\x \X04)\x cf. \X0moktsu,\x \X0rewo.\x"
 999,"ripnɨ", 457,"vt-2a ript/rip-riph/rip","cut down, fell, chop down"," ḍhālnu",""," cf.  \X0ɨnnɨ\x \X0vt-2a.\x"
1000,"riram",   0,"n.","body","","[< ram 'body']","cf.  \X0sa:go:.\x"
1001,"riram-puma",   0,"n.","menstruation","","[lit. body-flower]","\Imɨtsim-puma,\i \Imori-puma.\i"
1002,"ri:Nɨm-sa:lu",   0,"n.","hipbone, hip.","","[ri:Na '[it] enclosed, surrounded' + -m nom.sf. + sa:lu 'bone']",""
1003,"Ri:be:m",   0,"1) n.myth. 2) n.","1) the Primordial Mother, the mother of Na:ye:m; 2) leafless yellow parasitic creeper without roots, Cuscuta reflexa, found as an epiphyte on green shrubs and trees, esp. in the crowns of plum trees (Nep. biyar )"," ākās!belī","","the plant is a metaphor for the Primordial Mother; great significance is attributed to the appearance of the creeper and to its lack of roots; the \Iri:be:m\i has the appearance of a complex stringy intertwined entanglement which reflects the mystery and unfathomable complexity of the universe as a whole; its lack of a base and lack of a top gives it the appearance of having neither beginning nor end; the Dumi parallel to the Egyptian goddess Nut; it is believed that bathing in the juice derived by crushing the \Iri:be:m\i creeper helps to alleviate jaundice; cf.  \X0mindiri.\x"
1004,"ri:bha", 468,"n.","rope"," ḍorī.","[< ri:pnɨ vt-2 'twine, braid, plait'] [?]",""
1005,"ri:lɨ",   0,"n.","orally transmitted text or legend, myth handed down by word of mouth; custom, tradition","mundhum","","cf.  \X0mwo:ʔu,\x \X0samlɨ\x"
1006,"ri:mɨtnɨ",   0,"vt-2a ri: mɨd/mɨt-mɨts/mɨs","cause to laugh, make someone laugh"," hãsāunu.","[causativized ri:nɨ 'laugh']",""
1007,"ri:msinɨ", 452,"vr.non-erg.","dodge, duck, look for cover, take shelter, get out of the way (of danger)"," joginu.","",""
1008,"ri:msibhu",   0,"n.","the tree species Eurya japonica and acuminata"," jhin%gānu.","[< -bhu 'tree']",""
1009,"ri:nɨ", 462,"vi-2 re:-ri:y/ri:","laugh"," hāʔsnu.","",""
1010,"ri:nɨ",   0,"vi-1 ri:y/ri:","(with -nɨ 'mind, consciousness') be or become dizzy, experience vertigo, reel"," rĩgaṭā calnu","","\Iɨnɨ\i \Iri:ya\i He became dizzy; cf.  \X0ghɨmi,\x \X0ranta,\x \X0rantam,\x \X0-nɨ\x \X0tsa:mnɨ.\x"
1011,"ri:Nnɨ",   0,"vt-1 ri:N","surround"," ghernu.","",""
1012,"ri:pnɨ", 478,"vt-2a ri:pt/ri:p-ri:ph/ri:p","1) twine, braid (esp. ri:bha 'rope'","1) ḍorī bāṭnu; 3) baṭārnu","","1) cf.  \X0pyəknɨ\x \X03)\x cf. \X0pɨpnɨ\x \X0vt-2a\x"
1013,"ri:pkhotnnɨ",   0,"vt-5a ri:pkhotnd/ri:pkhotn-ri:pkhotnts/ri:pkhos-ri:pkho-ri:pkhot","1) wring someone's neck 2) have someone (= patient) wind something up, make someone spool something","1) baṭāri dinu; 2) bāṭi dinu","[profferatively aspectivized ri:pnɨ 'spool; wring']","cf.  \X0khipkhotnnɨ,\x \X0phiNkhotnnɨ,\x \X0se:wa\x \X0khotnnɨ.\x"
1014,"ri:psunɨ",   0,"vt-6a ri:psa-ri:psu/ri:psuy-ri:psɨ-ri:pso","wring something totally out"," baṭāri paṭhāunu.","[dimittively aspectivized ri:pnɨ 'wring out']",""
1015,"ri:ptunɨ",   0,"vt-6a ri:pta-ri:ptu/ri:ptuy-ri:ptɨ-ri:pto","spool something neatly up; braid up in an organized fashion, wind something neatly onto a spool"," bāṭi rākhnu.","[ponently aspectivized ri:pnɨ 'spool, wind up, braid, twine']",""
1016,"ri:sípham",   0,"n.","Rhus javanica or semialata of the Anacardiaceae family, a shrub with tiny, sour, spherical berries, used for medicinal purposes"," bhak amilo",""," see photograph in Appendix IV."
1017,"rɨm", 469,"n.","salt"," nūn.","","cf.  Limbu \X0yum,\x western Tib. \X0yum\x 'sprinkle (salt)'"
1018,"rɨtram",   0,"n.","1) vertebra; 2) a dānā on the necklace of a Dumi shaman or a Hindu yogī","","","1) cf.  \X0tsɨmrɨ;\x \X02)\x the necklaces of the shamans are said to have originally been composed of the vertebrae of human sacrifices, the more elaborate necklaces even being composed of \X0khoplɨ\x 'skulls'."
1019,"rɨtram-sa:lu",   0,"n.","vertebral bone, an individual vertebra.","","[rɨtram 'vertebra' + sa:lu 'bone']",""
1020,"rɨtsɨlu",   0,"n.","an oblong egg-shaped stone with at least one rounded end, held in one's hand and wielded as an implement for smashing spices on a samphep, q.v.","","",""
1021,"Roʔdɨ",   0,"n.","Rai"," Rāī.","",""
1022,"Roʔdɨmi:",   0,"n.","a Rai"," Rāī.","[< -mi: 'man']",""
1023,"Roʔdɨ-mi:n",   0,"n.","a Rai person, a Rai individual"," Rāī-mānche.","[< mi:n 'man']",""
1024,"roktɨm",   0,"adj.","red.","","[< Nep. rāto ]",""
1025,"RoNkosɨ",   0,"n.","Dumi family name of the Bɨ́rösmi: clan","","","cf.  \X0supeʔ.\x"
1026,"roNnɨ",   0,"vt-3 ruN-roN","1) (said esp. of children) fiddle with one's hands, play with something; 2) take in the hand (slowly as opposed to lopnɨ 'grab, seize')","hāt mā linu.","","1) (Dutch: \Iergens\i \Iaan\i \Izitten\i \I)\i"
1027,"Rotkɨ",   0,"n.","Dumi family name of the Bɨ́rösmi: clan","","","cf.  \X0supeʔ.\x"
1028,"ro:rɨ", 471,"n.","sperm, seed.","","",""
1029,"Ruwabhu",   0,"n.myth. [< -bhu 'tree']","1) the primordial and original male god, the impregnator of Na:ye:m and progenitor of all things, who is pictured as a cosmic tree which bears the various tiers of existence and, as such, forms a parallel to the Norse tree of existence Yggdrasil, standing with its roots in the underworld and its highest branches stretching into the highest realms of existence; although permeating all the universe, Ruwabhu is visible from Earth as the planet Venus which appears alternately as a morning star and an evening star; this is an expression of Ruwabhu's most salient characteristic, viz. deceit"," śukra, śukragraha.","",""
1030,"ryekbo",   0,"num.","three","","","cf.  \X0sukli.\x"
1031,"sadzɨmkho:",   0,"n.","circular wooden troughlike bowl, ca. 50cm in diameter"," ārī.","[< kho: 'vessel']",""
1032,"sak",   0,"num.","two","","","cf.  \X0nɨ.\x"
1033,"sakbo",   0,"num.","two (non-human)","","[with classifier suffix -bo ]","cf.  \X0sakpu,\x \X0sakli.\x"
1034,"sakli",   0,"num.","two","","[in Mākpā only]","cf.  \X0sakbo.\x"
1035,"sakpu",   0,"num.","two (human)","","[with classifier suffix -pu ]","cf.  \X0sakbo.\x"
1036,"Saksebɨm",   0,"n.","collective ethnonym for the Tamangs, Sherpas, and other cis-Himalayan Tibetan ethnic groups","","","cf.  \X0Saksɨm.\x"
1037,"Saksɨm",   0,"n.","Tamangs, Sherpa, cis-Himalayan Tibetan","","","cf.  \X0saksebɨm.\x"
1038,"saksɨmbɨ",   0,"adj.","Tamang, Sherpa, cis-Himalayan Tibetan.","","",""
1039,"sakti",   0,"n.","power, force.","","[< Nep. śakti ]",""
1040,"saktɨm",   0,"n.","cubit, the part of the arm from the elbow up to and including the hand.","","",""
1041,"saktɨmtha:p",   0,"n.","cubit as a unit of measure. Although the Dumi cubit is equivalent in length to the western cubit, provided the same individual is doing the measuring, the techniques of measuring the Dumi and the western cubit are different: Whereas the western cubit is traditionally taken as the distance between a person's elbow and the tip of the middle finger, the Dumi cubit is measured with a balled fist and is taken as the distance from the elbow to the fist which, held face-down on the surface being measured, is subsequently rolled over up to the metacarpo-phalangeal joints, the large knuckles of the hand.","","[saktɨm 'cubit' + tha:p < tha:pnɨ vt-2a 'measure']",""
1042,"saldim",   0,"n.","sweat, perspiration"," pasīnā","[attested in Sasarkā only]"," vide  \X0saNkhi:m.\x"
1043,"sali",   0,"n.","nail, talon"," nan%","[attested in Sasarkā only]"," vide  \X0syendi.\x"
1044,"salim",   0,"n.","1) wife's younger sister; 2) younger brother's wife's younger sister","","[< Nep. sālī 'wife's younger sister' + -m nom. sf.]","1) cf.  \X0me:ʔe;\x \X02)\x cf. \X0delme.\x"
1045,"salo",   0,"(voc. sala) n.","1) wife's younger brother; 2) younger brother's wife's younger brother","","[< Nep. sālo (voc. sālā ) 'wife's younger brother']","1) cf.  \X0me:ʔe;\x \X02)\x cf. \X0delme.\x"
1046,"sam", 236,"n.","spirit, mood","","","cf.  \X0pha:knɨ\x \X0vt-1\x \X0(2),\x \X0pha:kNsinɨ,\x \X0soknɨ\x \X0vi-3,\x \X0soknɨ\x \X0vt-3.\x"
1047,"sambɨ-khi:bɨ",   0,"n.","Tibetan mastiff, large black dog with brown paws and muzzle used by cis-Himalayan Tibetans, but not by the Dumi, as a watchdog and for herding yaks"," bhoṭe kukur.","",""
1048,"samlɨ",   0,"n.","story, fable, myth"," kahānī, kathā","[< sam 'soul']"," cf.  \X0ri:lɨ.\x"
1049,"samlɨ-momlɨ",   0,"n.","orally transmitted text, myth, story, narrative"," kathā-kahānī.","",""
1050,"sampha:kNsinɨ",   0,"","","",""," vide  \X0pha:kNsinɨ.\x"
1051,"samphep", 269,"n.","a flat, shiny stone used in conjunction with a rɨtsɨlu as a hard surface for grinding spices"," silauṭā.","",""
1052,"sampheʔlu",   0,"n.myth.","1) the Omniscient Stone, one of several epithets for the mythological omniscient stone described as a shiny, polished perfectly flat slab of stone (Nep. cyāpṭo ḍhun%gā ); the stone of yári:-tsɨʔ́ri: 'True Knowledge'; 2) the mystic mountain in whose interior the secrets of creation are divulged to the shaman in dreams","","[< sam 'spirit', lu 'stone']","cf.  \X0tsɨʔ́ri:lu,\x \X0yári:lu.\x"
1053,"samsam",   0,"n.","exorcism, propitiation of spirits by a shaman at a healing ceremony","","[< sam 'spirit']","cf.  \X0kha:pkor,\x mɨnɨ \X0vt-6a\x \X0(5).\x"
1054,"samsir",   0,"n.","welfare, well-being, comfort.","","[< sam 'soul']",""
1055,"samtsu",   0,"n.","speaking man, conscious man, human being, humankind.","","[sam 'spirit' + -tsu < tsuʔu 'child']",""
1056,"samtsu-mi:ntsu",   0,"n.","mankind, humankind.","","[samtsu 'speaking man' + mi:ntsu 'manchild']",""
1057,"saNge:rbu",   0,"n.","bamboo species Arundinaria aristata, not or no longer native to Dumi-speaking areas"," mālin%go.","[-bu 'bamboo']",""
1058,"saNge:rma",   0,"n.","a jingle rhyming with gaNge:rma 'Pyracantha crenulata' which occurs in the expression gaNge:rma saNge:rma 'underbrush and reeds'.","","[ < saNge:rbu 'Arundinaria aristata']",""
1059,"saNkhi:m",   0,"n.","sweat, perspiration"," pasīnā","[< khi:m 'spit']","\IHɨplo\i \Iwəm\i \Itsɨkta\i \Iki\i \IsaNkhi:m\i \Iləsta.\i It's really hot and [we're] sweating; cf.  \X0saldim.\x"
1060,"sapho",   0,"n.","vide \X0so:pho\x (2).","","",""
1061,"Sarasɨ",   0,"n.","Dumi family name of the Bɨ́rösmi: clan","","","cf.  \X0supeʔ.\x"
1062,"sa:ʔlɨ", 260,"n.","jungle.","","",""
1063,"sa:ʔlɨm",   0,"n.","lord of the jungle, Panthera tigris, the tiger","","[sa:ʔlɨ 'jungle' + -m nom.sf.]","cf.  \X0nurɨ,\x \X0tsaptsɨ.\x"
1064,"sa:ʔlɨ-mi:n",   0,"n.","the Yeti, the abominable snowman","","[sa:ʔlɨ 'jungle' + mi:n 'man']","cf.  \X0sokpa,\x cf. \X0Nep.\x \X0banmānche.\x"
1065,"sa:go:",   0,"n.","1) body; 2) mind.","","[sa:- 'life, body' (cf. sa:nɨ, sa:yɨ) + go: 'thought']","1) cf.  \X0riram\x"
1066,"sa:go:yu",   0,"n.","corporeal frame.","","[sa:go: 'body' + yɨ ̃ yu 'force, form, Gestalt', cf. sa:yɨ ]",""
1067,"sa:khil",   0,"n.","viscera, guts, intestines"," āndhrā.","[< khil 'faeces']",""
1068,"sa:khilkhɨ:",   0,"n.poet.","soil (with implicit reference to the soil as the substrate from which womankind arose via Na:ghɨle:m.","","[sa:khil 'viscera' + -khɨ: < pɨ:khɨ: 'clay, soil']",""
1069,"sa:khiltɨm",   0,"n.","navel"," nāiṭo.","[sa:khil 'viscera' + tɨm 'head, leader']",""
1070,"Sa:khɨdimma",   0,"n.","the earth in its female aspect","","","cf.  \X0Sa:khɨdippa.\x"
1071,"Sa:khɨdippa",   0,"n.","the earth in its male aspect","","","cf.  \X0Sa:khɨdimma.\x"
1072,"Sa:khɨdippa-tsiʔi",   0,"n.","The Primordial Earth, the God of Terran Creation.","","[Sa:khɨdippa 'the earth in its male aspect' + tsiʔi 'deity']",""
1073,"sa:lnɨ",   0,"vt-1 sa:l","arrange, order, protect, maintain, supervise, preserve"," melo nikālnu, sãbhālnu, samālnu.","",""
1074,"sa:lu", 454,"n.","bone"," haḍḍī, hāḍ.","[also attested in Sasarkā ]",""
1075,"sa:me",   0,"n.","clan"," pāchā",""," cf.  \X0supeʔ.\x"
1076,"sa:nɨ",   0,"n.","intelligence","","[sa:- 'life, body' (cf. sa:nɨ, sa:yɨ ) + nɨ 'mind']","cf.  \X0nɨ-sanɨ.\x"
