"NUMBER","PROTO","PRNUM","MEANING","CHIN","CHINNUM","TIB","BURM","KACH","LUSH","LEPCHA","KIR","KIRNUM","STLSNUM","COMMENTS"
1595,"*śV̄p",   0,"whisper, whistle","颯 \I*sə̄p\i whistling of the wind.",3700,"\Iśub,\i \Iśib\i (p., i. \Iśubs\i) to whisper, \Iśab-śob\i whispering.","","","","","\I*supi-\i", 295,   0,""
1596,"*srāj", 606,"sand","沙 \I*srāj\i sand.", 636,"\Isa\i earth","\Isajh\i sand, LB \I*[ś]ajx\i.","","Haka thet-se 'sand'","","*se-krem", 937,1281,"PG \I*sa\i; Trung \Ia\H3\h-sa\H1\h;\i Kanauri \Iśo\i; Tani *sɨ-, Konyak *sVi, Naga *sV 'sand', Chepang saʔ 'earth', Sichuan *ṣV- 'sand'. Sh. 52, 123, 135; Mat. 182; Peiros-Starostin 218; Coblin 129."
1597,"*ʒāj(H)", 498,"white, brilliant","瑳 \I*chājʔ\i\i white and brilliant.",6989,"\Igzi\i shine, brightness.","\Isa\i to shine (of moon, sun).","(H) \Iǯan\i \Ize\i to shine, as the sun (\Iǯan\i).","","","Kulung cha-ma blaze",   0, 895,""
1598,"*[ʒ]eŋ",   0,"luxuriant, bushy","菁 \I*ceŋ\i, \I*cēŋ\i luxuriant, bushy (e. g. vegetation).",2763,"","","\Iʒaŋ\H3\h\i, (H) \Icaŋ\i be rank, luxuriant, exuberant.","","","",   0,   0,"Cf. *ćĭn."
1599,"*ʒīj",   0,"small","細 \I*sē(j)s (~-ī(j\i)\I-s\i) small, minute.",2285,"\Izi\i something of a very small size or quantity (W).","\Isĳh\i be small, fine, slender.","(H) \Iʒi\i be small.","","","\I*ci\i", 786, 782,"Cf. also OCh. 些 \I*sej\i (\I ~ *saj\i) a few, some, 佌 \I*ćhejʔ\i small, petty; Jnp. \Iǯi\H1\h,\i \Igəǯi\H2\h,\i (H) \Ikəči\i be small. Ben. 27."
1600,"*ʒik",   0,"see, examine","",   0,"\Igzigs\i to see.","\Ićać\i to inspect, observe.","\Iəʒiʔ\H2\h\i to gaze, stare at, (H) \Ize\i id.","","","*cVk know", 951, 687,"Cf. also Tib. \Igźig\i to examine, search, try."
1601,"*[ʒ]īkʷ",   0,"wrinkle, crumple","顣 \I*\Ichīk\i\i\Iʷ\i, \I*cikʷ\i wrinkle (the brow).",8141,"","","\Igəʒuʔ\H2\h\i be crumpled.","","","",   0,   0,""
1602,"*ʒił",   0,"divide, split","",   0,"\Igsil\i to cut to pieces, to divide, to split (also gsi-ba)","","\Iʒen\H2\h\i\i to clip, shear.","","","",   0,   0,"Cf. Kulung cel- 'split in two'."
1603,"*ʒeŋ",   0,"pierce, stick out","",   0,"\Iãʒeŋ\i to stick or jut, to project, be prominent.","","(H) \Iʒiŋ\i to pierce, as it were, the heart.","","","",   0,   0,""
1604,"*ʒo (~-ew, -aw)",   0,"testicles; sperm, seed","",   0,"","\Isəwh\i testiculi.","(Mat.) \Iʒu\i\I\H1\h\i semen, sperm, (H) \Iʒu,\i \Iəʒu\i id.","","","",   0,  51,"Matisoff (Mat. 189) compares the Jnp. form with Burm. ćhu fat (see *chāw)."
1605,"*ʒōm",   0,"pair","雙 \I*srōŋ\i a pair.",4791,"","\Ićum\i be double, even, LB \I*cumʔ\i.","\Izum\H1\h\i be in pairs.","","","",   0,   0,"Sh. 52. The OCh for can be also compared with Jnp. \Ikhroŋ\H2\h\i be broken in two. \I\H\h\i"
1606,"*[ʒɨā]k",   0,"eat, dine","",   0,"","","(H) \Iʒok\i to eat.","\Ifāk\i to dine, have dinner.","","",   0,   0,""
1607,"*ʒ(r)ăŋH",   0,"clever, learned","爽 \I*sraŋʔ\i clever, active.",2219,"\Iãʒaŋ(s), mʒaŋs\i wise, learned.","\Isaŋ\i to teach, acquire knowledge or skill, LB \I*saŋ\i / \I*caŋ(ʔ\i).","","","","",   0,   0,""
1608,"*ʒu (~ -ew, -aw)",   0,"meet","",   0,"\Ibsu\i go to meet.","","(H) \Iʒu\i to meet.","","","",   0,   0,"Hanson things that the Jnp. form is a loan from Burm. ćuʔ, see *chō(w)H."
1609,"*ʒuăr",   0,"steep, prominent","峻 \I*surs\i lofty.",1604,"\Igzar\i steep, rugged, precipitatous.","\Ićwanh\i be prominent, jagged.","(H) \Iʒan\i be long, tall.","","","",   0,   0,""
1610,"*ʒuăr",   0,"ladle","浚 \I*surs\i to ladle out, take from.",1716,"\Igzar\i ladle.","\Ićwanh\i ladle.","","\Ithur\i to take out (from a pot), fish out.","","",   0,   0,"Cf. also Lush. \Ifian\i a spoon, a ladle."
1611,"*[ʒ]V̆m",   0,"thin, slender","纖 \I*sam\i thin, slender.",5203,"\Izim\i fine, thin, slender.","","","","\Ičím\i to be thin, to be lean (as person or meat), to be attenuated, to be emaciated, to be slight, meagre","\I*sä̀m\i / \I*sä̀p\i", 287, 352,""
1612,"*[ʒV]m (?)",   0,"a k. of evil spirit","",   0,"","","(H) \Izam\i to annoy, as a nat.","\Ičom\i an evil spirit.","","",   0,   0,""
1613,"*ʒVt ( / *chVt)",   0,"alert, irascible","",   0,"","\Ićhat\i be irascible, hot-tempered; be frisky (of a horse).","(H) \Icet,\i \Iʒet\i be energetic, alert, be lively.","","","",   0,   0,""
1614,"*ʒha", 349,"eat","",   0,"\Iza\i (p. \Izos,\i \Ibzos,\i f. \Ibza,\i i. \Izo(s\i)) to eat, \Igzan\i to eat, devour, \Izan\i fodder, porridge.","\Ićah\i to eat, LB \I*cah\i.","\Iša\H3\h\i eat, \Išat\H2\h\i boiled rice, rice for eating.","\Ifa\i an old Lushai word for "rice", \Ifaʔ\i to feed with the mouth, KC \I*faʔ\i ~ \I*fakʔ\i.","","\I*ʒo\i (?/*ʒə)", 311, 960,"PG \I*ca;\i BG: Garo \Itśaʔ\i-; Dimasa \Idźi;\i Namsangia \Itśa\i, Moshang \Isa\i; Kanauri \Iza\i; Trung \Iaŋ\H3\hdza\H1\h;\i Kham \Izyā;\i Kaike \Ijāchye.\i Sh. 436, 124; Ben. 20; Mat. 192; Luce 3."
1615,"*ʒhə̆H", 473,"child","子 \I*cəʔ\i son, daughter, child; 字 \I*ʒəʔ-s\i to breed, nurture.",  44,"\Icha\i grandchild; nephew, brother's son, \Ibca\i to bear.","\Isah\i son, LB \I*zax\i.","\Iša\H4\h\i a child, (H) \Ikəša\i.","\Ifa\i an off-spring, a child; nephew, KC \I*fa\i.","","\I*ʔcə̀\i", 335,   0,"Tsangla \Iza-sa\i (\I ~ źa,\i \Iok-tsa,\i \Io-sa\i)  child; BG: Garo \I-sa\i; Dimasa \I-sa\i; Namsangia \Itśa,\i Moshang \I-śa\i; Bahing \Itśa-tśa\i grandson; Magari \Iza\i; Digaro \Isa\i; Rawang \Iza-mi\i daughter. Sh. 436, 124; Ben. 27; Mat 181. STEDT 142-144 reconstructs an additional root *ts(y)a-y 'born, birth' on the basis of Garo at-tśi, Dimasa ha-dźai (adding also forms from Bantawa, Qiang, Rgyarong, Tujia and Lolo-Burmese); not quite secure. [?Cf. PAA *cV 'great grandchild' - only Katu and Mon]."
1616,"*ʒhaj",  31,"illness, disease","瘥 \I*ʒāj\i / \I*caj\i disease.",7231,"","\Ićha\i be hungry; be weak (of hands, feet).","","KC \I*fa\i be ill.","","",   0,   0,"Sh. 54. KC \I*fa\i instead of \I*faj\i under the influence of a similar root, see *chə be ill; heal, recover."
1617,"*[ʒh]āł",   0,"far","",   0,"","","\Ican\H1\h\i far.","\Ifāl\i apart, isolated.","","",   0, 531,"BG: Dimasa \Igadźaiŋ\i , Garo \Itśel\i; Moshang \Iədźal\i; Ben. 54."
1618,"*ʒhaŋ ( ~ ʒ́h-)",   0,"enter, go down","",   0,"","\Ićhaŋh\i to go down, downstairs (cf. also \Ićauŋh\i to set, as the sun).","\Išaŋ\H2\h\i to enter, (H) \Iǯanšaŋ\i to set, as the sun (\Iǯan\i).","","","",   0, 116,"Cf. Sangtam Naga choŋ 'come'."
1619,"*[ʒh]ăr (~[ʒ́h]-)",   0,"sister","",   0,"","","\Ikəǯan\H1\h\i sister.","\Ifar-nu\i sister.","","",   0,   0,"Thangkur \Iəzăr-vă\i sister (man speaking); Trung \Imə\H3\h-dǯăl\H2\h\i elder sister; Meithei \Iitśal ~ itśan\i; Kadu \Isan\i younger sister. Ben. 28."
1620,"*ʒhā[r]",   0,"pine","",   0,"\Imchan\i pine-wood, pine-tree.","","","\Ifār\i pine-tree, yew tree.","","",   0,   0,""
1621,"*ʒhət",   0,"a k. of deer","",   0,"\Igcod,\i \Ibcod\i (also \Igco\i) the so called Tibetian antelope.","\Ićhat\i sambur, large sp. of deer\I, LB *chat\i.","(Mat.) \Išat\H2\h\i a deer.","","","",   0,   0,"Cf. also Burm. \Ićhit\i goat, Jnp. (Mat.) \Ičit\H3\h-sa\H2\h\i. Ben. 74; Mat. 199."
1622,"*[ʒhə̄]j (r-)", 366,"wash, purify","齋 \I*ćrə̄j\i purify oneself, purified.",4659,"","\Ićhĳ, ćhĳh\i to clean, wash, LB \I*[c/ć]hĳx\i.","\Iəcai\H3\h\i be clean, pure.","\Ifai,\i KC \I*fai\i clean.","","",   0,   0,"\I\H\h\iSh. 408."
1623,"*ʒhVm",   0,"play, romp","",   0,"\Iãʒum\i smile.","","","\Ifiam\i to play, romp, lark.","","\I*c[ä̀]m\i / \I*c[ä̀]p\i", 364,   0,""
1624,"*ʒhim (~ʒ́h-,-e-)",   0,"wicked","",   0,"","\Ićimh\i be cruel, merciless.","\Igumšem\H2\h\i notoriously severe or wicked.","","","",   0,   0,""
1625,"*ʒhē̆ŋ",   0,"rice, grain","精 \I*ceŋ\i fine and pure rice.",3553,"","","","\Ifāŋ\i rice (poetical word) (cf. also \Ifaŋ\i a grain).","\Ikŭn-coŋ\i maize, Indian corn, Zea maize","",   0,   0,""
1626,"*ʒh[ĭ]r",1226,"drop, leak","",   0,"\Iãʒir\i to drop.","","","\Ifar\i a drop; leak.","","",   0,   0,""
1627,"*ʒhu ( ~ ʒ́h-, -ew, -aw)", 792,"sugar-cane","",5013,"","","\Ikumšu\H3\h\i sugarcane.","\Ifu\i sugarcane.","","",   0,   0,"? Cf. OC 藻 \I*cāwʔ\i 'algae; aquatic plants'."
1628,"*ʒhuanH",   0,"gather, together","僔 \I*cūnʔ\i many together.",6885,"","","","\Ifuan\i gather together.","","",   0,   0,""
1629,"*[ʒh]ūj",   0,"urge","催 \I*chūj\i urge, repress.",2906,"","\Ićhwaʔ\i to stimulate, impetus.","","\Ifuiʔ\i to advise, encourage, urge.","","",   0,   0,""
1630,"*ʒhōn (~-ū-)",   0,"collect, gather, bundle","攢 \I*ʒ̲ōn\i bundle of rods; collect, gather.",8246,"","","","\Ifūn\i a bundle, a packet, wrap up.","","",   0,   0,""
1631,"*[ćh]a(H)",   0,"send","使 \I*srəʔ\i send, employ (?)", 736,"","","\Isa\H2\h\i to send; sa.33 come, go","\Ičaʔ\i send for.","","",   0, 361,"Trung \Isɔ\H1\h\i to send; Kaike sɔw- 'come'. The initials are difficult (the Chinese form may fit here only if it was in fact *shrəʔ, with a secondary desaspiration, observed also in several other cases)."
1632,"*ʒ́aj(H)",   0,"smile, tease","",   0,"","","\Isai\i\H1\h to smile.","\Ičhaiʔ\i to tease; play with.","","",   0,   0,""
1633,"*[ʒ́ā]ŋ", 908,"rain, shower","",   0,"","","\Icaŋ\H2\h\i to fall, as a light, cooling shower, to squirt.","\Ičhēŋ\i (\Ičhēn\i) to rain continuously.","","",   0,1160,"Cf. also: Karen *cuN, Tujia tsie, Manipuri chumthaŋ, Naga *cVŋ 'rain'."
1634,"*ʒ́i(a)m ( ~ ch-, -e-)",   0,"strange, unknown","",   0,"","\Ićimh\i be unknown to.","\Icə\H3\h-sam\H4\h\i a stranger, (H) \Ičəsam\i.","","","",   0,   0,""
1635,"*ʒ́āk",   0,"give, offer","胙 \I*ʒ̲́āks\i to reward, to give prosperity, confer a fief on.",5823,"\Iãʒ́ags\i (C) to give.","\Ićhak\i\i to offer, give.","(H) \Isak\i\i to offer.","\Ičhiaʔ\i make an offering.","","",   0,   0,"Coblin 121."
1636,"*[ʒ́]el",   0,"trample","跐 \I*ćhejʔ\i trample.",6840,"","","","\Ičhīl\i trample under foot.","","",   0,   0,"Irregularities in Och. may be due to the influence of a different root, reflected in Tib. \Irʒi\i to press, to knead, to tread."
1637,"*[ʒ́]eŋ",1006,"joint","",   0,"","","\Iləseŋ\H1\h\i the corpus and metacorpus of the fore-arm; (H) \Iləsiŋ\i wrist.","\Ičaŋ\i a joint (of finger, bamboo), \Ičāŋ\i a joint.","","",   0,  39,"Cf. also Bugun azeŋ 'bone'."
1638,"*ʒ́erH",1346,"granary","",   0,"","\Ićańʔ\i granary, pantry.","","\Ičhiar\i a barn, granary.","","",   0,   0,""
1639,"*ʒ́iŋ",   0,"precious stone","",   0,"\Iãćhiŋ\i a spurious glass, jewel.","\Ićin\i diamоnd.","\Iseŋ\H1\h\i a jewel, a precious stone (also (H) \Isin\i a diamond < Burm.).","","","",   0,   0,"Cf. perhaps KC *suaŋ 'stone' (?)."
1640,"*ʒ́ōm",   0,"collect, bring with","叢 \I*ʒ́ōŋ\i collect.",4661,"","","","\Ičhom\i to bring with one.","\Iǯam\i to collect, to gather together, to assemble; all together; \Iǯăm,\i \Iǯăm-mă\i all, entire","",   0,   0,"Cf. \X0*ćōm\x."
1641,"*ʒ́ɨămH",   0,"gradually","漸 \I*ʒ̲́am\i\Iʔ\i gradually, increasingly.",3484,"","","","\Ičhom\i gradually, in good time.","","",   0,   0,""
1642,"[*ʒ́oŋ]", 669,"boil","",2632,"","","","KC \I*čhOŋ\i.","","",   0,   0,"BG: Dimasa \Isoŋ\i, Garo \Isoŋ\i. Sh. 54. For Bodo-Garo cf. alternatively OC 湘 *saŋ 'to boil'. Cf. \X<0.2709>*śVŋ\x."
1643,"*ʒ́rə̆",   0,"minced meat","胾 \I*ćrə\is minced meat.",6517,"","","(H) \Ipəsa\i minced meat, fish etc.","","","",   0,   0,""
1644,"*ʒ́aw (~-iw)",   0,"vulva","",   0,"","\Ićaw\i (vulg.) female genitalia.","","\Ičhu\i the vulva.","","",   0,   0,"STEDT 250-254 (confused with *thŭH q.v.), adding many Kuki-Chin and Naga forms and Palaychi zu 'vagina'."
1645,"*ʒ́oł (~-u-)",   0,"dirty","",   0,"","\Ićwanh\i be stained, discolored, tarnished.","","\Ičhul\i get dirty.","","",   0,   0,""
1646,"*ʒ́al",   0,"question, consult","",   0,"","\Ićhĳh\i to ask.","\Isan\H3\h\i to ask, question, inquire.","\Ičhāl\i to question.","","",   0,   0,""
1647,"*[ʒ́]V̆p (?)",   0,"oar; row, scoop, mix with a spoon","楫 \I*ćip\i oar.",3028,"","\Ićap\i to mix; cf. also \Isup\i mix (e. g. vegetables in salad).","\Išap\H2\h\i to row, as a boat, to dig or scoop out, to bale; (H) \Iləšap\i id, \Iəšap\i to scoop or ladle out, \Inumšap\i to confuse, jumble.","","","",   0,   0,""
1648,"*[ʒ́h]āk",   0,"a k. of oak-tree","柞 \I*ćāk\i, \I*ʒ́āk\i oak.",1289,"","","","\Ifa\i\Iʔ\i a k. of oak-tree.","","",   0,   0,""
1649,"*ʒ́hān",   0,"grain, rice, food","粲 \I*ćhāns\i fine grain, food.",6761,"\Ićhan\i boiled corn.","\Ićhan\i husked rice, LB \I*čhan\i.","(H) \Imaicen\i rice ( < Burm.?).","","","",   0,   0,"  Luce 52. Cf. PAA *ce:n 'cook, cooked'."
1650,"*ʒ́hānH",   0,"stretch","",   0,"","\Ićanʔ\i\i to be stretched out straight, \Ićhanʔ\i to stretch out straight from a bent or curved position; to stretch, be elastic.","(H) \Ičan\i to stretch, as in order to reach.","\Ifān\i to stretch, be elastic.","","",   0,   0,"The Burm. and Jnp. forms can be alternatively compared with Lush.\I čar\i to straighten the arm or leg."
1651,"*ʒ́hĕjH",   0,"this, thus","此 \I*ćhejʔ\i this.", 408,"\Ićes\i so, thus.","","","","","",   0,1307,""
1652,"*ʒ́hĕk (~ -iə̆k)",   0,"wet, soak","漬 \I*ʒ̲́eks\i to steep, soak.",3475,"","","\Išiʔ\H2\h\i be wet, soaked.","","","Limbu wa-ʒak-maʔ 'swim'", 987, 731,"Cf. also Tangkul ra-yak (?), Liangmai ʒia, Tani *ʒa, Jiarong nǯak, Pumi *ʒ́V 'swim'."
1653,"*ʒ́hal (~-e-)",   0,"weigh, measure","",   0,"\Iãʒ́al\i (p. \Ibćal,\i f. \Igźal,\i i. \Iaʒ́ol\i) to weigh, measure.","\Ića\i to compare, \Ićhaʔ\i to guess at on a sight, examination, concideration (cf. also \Icaṇ́h\i steelyard).","(H) \Išen,\i \Išin\i to weigh.","","","",   0,   0,""
1654,"*[ʒ́hē]m",1075,"fringe","",   0,"\Iśam\i flounces, fringes, trimmings.","","","\Ifēm\i fringe, edge.","","",   0,   0,"For Lush. cf. rather OC 尖 cem `sharp point, edge' < *ʒhem."
1655,"*ʒ́hĕnH (~-łH, -rH)",1171,"shallow","淺 \I*ćhen\i\Iʔ\i shallow.",2184,"","\Ićańh\i bar, sand bank.","","","","",   0,   0,""
1656,"*ʒ́hɨ̄(k)",   0,"build, erect","栽 \I*ʒ̲́ə̄(k)s\i to board, erect building frames (cf. also 栽 \I*ʒ̲́ə̄\i to plant).",1686,"","\Ićhauk\i\i to build, erect, as a house, LB \I*chuk(x\i).","","\Ifuk\i to erect, be erect.","\Ičók\i a grave build in a circular form and the body placed in an erect position by the \Ilŭk-sóm\i \Ilŭŋ-duŋ\i \Imu\i L. tribes and in a reclining position by the \Imŭŋ-mu\i","\I*cok\i to make, build", 893,   0,"Sh. 54; Mat. 200; Luce 81. The root is different from *cuk 'stick into, plant' (q. v.), although they tend to merge (which explains *ch- instead of *ćh- in PLB). Cf. PAN *ta(n)zeg, *tezek, -zeg 'stand, erect'."
1657,"*ʒ́h[a]ŋ",  60,"skilful, artful","匠 \I*ʒhaŋs\i ( ~ ʒ́h-) artisan, skilful.", 330,"\Igćaŋ\i clever, lively, sprightly.","\Ićhaŋ\i make, construct, adorn; to judge.","","\Ifiŋ\i (\Ifin\i) be wise, clever; be artfull, cunning.","","",   0,   0,"Luce 72."
1658,"*ʒ́hiə̄mH", 744,"chew, put in mouth","噆 \I*ćhə̄mʔ\i have in mouth.",7147,"\Iãćhems\i (p. \Ibćems\i, f. \Ibćem\i) to chew.","","","","","",   0, 763,"Cf. also Motuo ʒ́am 'drink', Sichuan *[ćh]VN id."
1659,"*[ʒ́h]ŏn (~-ł)", 399,"fish trap, fish basket","筌 \I*ćhon\i bamboo trap to catch fish.",6500,"","","(H) \Ison\i  a k. of basket for fishing.","","","",   0,   0,""
1660,"*ʒ́hŏŋ",   0,"a k. of vessel","",   0,"\Igźoŋ\i wooden basin, trough, tub.","","","\Ifoŋ\i sp. of flat shallow basket.","","",   0,   0,""
1661,"*ʒ́hɨăŋ",   0,"axe, blade","斨 \I*ćhaŋ\i a k. of axe.",5599,"","\Iəćhauŋ\i part of a blade which is inserted in the handle.","","\Ifaŋ\i an axe-head.","","",   0,   0,""
1662,"*ʒ́hrēw",   0,"snatch, collect","勦 \I*ćhrēw\i snatch.",2915,"","\Isəw\i to collect, store.","\Išu\H3\h\i to collect, to harvest.","","","",   0,   0,"Mat. 168."
1663,"*[ʒ́h]əw",   0,"often, forever","",   0,"","","(H) \Ikəǯu,\i \Ikəǯut\i forever.","\Ifo\î always, often.","","",   0,   0,""
1664,"*ʒ́hual",   0,"hang, hang down","銓 \I*ćhon\i to weigh, measure.",3679,"\Iãʒ́ol\i to hang down.","\Ićhwajh\i to hang.","","\Ifual\i to sag, hang low.","","",   0,   0,"Sh. 75; Ben. 56."
1665,"*ʒ́huam",   0,"slow","",   0,"\Ićam\i slow.","","","\Ifūm\i be slow (at work).","","",   0,   0,""
1666,"*[ʒ́h]aw (~-ew; -k)", 711,"milk, breasts","",   0,"\Iźo\i thick milk, curds, \Iãʒ́o\i (p. \Ibźos,\i f. \Ibźo\i, i. \Iãʒ́os\i) to milk.","\Ićəw\i\Iʔ\i to draw out (milk from the breast), suck, LB \I*ćəw\i > Akha \Icö́\i female breast.","\Iču\iʔ\H3\h the breasts, milk.","KC \I*Su\i.","\Ika-čhu\i buttermilk after butter has been extracted; \Ičhu\i incorr. for \Išo\i (T) curds","*cù", 947, 755,"Rawang \Is\iä̂. Sh. 401. STEDT 227-230 *tšu 'milk, breast'."
1667,"*ʒ́hŭk",   0,"toad, frog","鼁 \I*chuk\i (\I ~ ćh-\i) a k. of toad [since Han].",7934,"","","\Išuʔ\H2\h\i a frog, toad.","","","",   0,   0,""
1668,"*[ʒ́h]Vj", 406,"ten","",   0,"\Ibću\i ten (in comp. \Ibćo\i).","\Ićhaj\i ten, LB \I*chaj\i.","\Iši\H1\h\i ten.","","\Ikă-tí\i ten","",   0,   0,"PG \I*ć[ù];\i BG: Garo \Itśi-kuŋ\i, Dimasa \Idźi\i; Namsangia \Ii-tśi\i. Sh. 124, 437; Ben. 94."
1669,"*ʒ́hV̄kʷ", 142,"chisel; axe, hoe","鑿 \I*ʒ́hāk\iʷ to bore, chisel out.",5294,"","","","\Ičēk\i (\Ičeʔ\i) chop or hack with axe; to hoe.","","",   0,   0,"Cf. also Lush. \Iha-čhek\i a small axe. See also \X0*chīkʷ.\x"
1670,"*ʒ́hV̄p", 709,"suck","",   0,"\Iãʒ́ib(s\i) (p. \Ibźibs,f.\i \Ibźib\i) to suck.","\Ićup\i kiss, suck, LB \I*ćhupx\i.","\Ičup\H2\h\i to suck (as through a straw).","\Ifōp\i (\Ifoʔ\i) kiss, suck; cf. also \Ifēp\i (\Ifeʔ\i) to suck (as sugar cane).","\Ičóp\i to suck and afterwards spit out the refuse (of tobacco)","\I*cùp\i", 354,   0,"Dimasa \Idźob;\i Kanauri \Itśhub\i\Iʔ\i; Newari \Itśupa\i. Cf. also KC \I*M-tśúp\i kiss, suck; Jnp. (H) \Iməsup\i to inhale, as odour or gas. Sh. 54, 67, 101; Ben. 28. The root may be confused with *[ć]uap q.v. STEDT 214-226 *m-dzo:p; dzup ~ dzip 'suck, suckle, milk, kiss'."
1671,"*ʒ́hV̄r", 591,"rain","",   0,"\Ičhar\i rain.","","","\Ifūr\i the rainy season.","","",   0, 589,"Cf. Lush \Isūr\i to rain; Burm. ćwanʔ urinate, defecate."
1672,"*ʒ́hV̆t",   0,"fragile","脆 \I*ćhots\i brittle.",1830,"","\Ićhat\i\i brittle, fragile.","","","","",   0,   0,""
1673,"*lă", 544,"lift, above","舁 \I*la\i lift.",6019,"\Ibla\i over, above.","","","","","",   0,   0,""
1674,"*lə̆", 244,"speak, speech","辭 \I*lhə\i words, speech.",4921,"\Izla,\i \Izlo\i (s) (p. \Ibzlas,\i \Ibzlos,\i f. \Ibzlo,\i i. \Izlos\i) to say, tell, express.","","","\Ihla\i a hymn, a song (KC \I*hla\i).","\Ilí,\i \Ili-n\i to speak, to tell","\I*lə\i", 229,1164,"Bunan \Ila-la\i. Sh. 138, Bod. 181. Kiranti \X<1.660>*blä(t)\x 'say' probably reflects the same root with Ablaut."
1675,"*lă (s-)", 545,"easy, slow","舒 \I*sla\i slowly, leisurely, easy, relax.",2754,"\Isla\i easy.","","","","","",   0, 556,"Cf. \X0*lV̆j.\x"
1676,"*la", 550,"leg, foot","",   0,"\Ibrla\i the thigh.","","","","","*lV", 949,1108,"BG: Garo \Idźa\i, Dim. \Iya\i foot; Midzhu \Ipla\i, Namsangia \Ida\i, Moshang \Iya\i, Miri \Iəle,\i Chepang \Ila\i foot. Sh. 183; Ben. 34."
1677,"*lă (m-)", 205,"arrow","射 \I*liaks\i shoot with bow, \I*liak\i hit with bow and arrow.",1598,"\Imda\i arrow.","\Ihmrah\i (OB \Imla\i) arrow, LB \I*m[h]lax\i.","\Ipəla\H3\h\i arrow, (Mat.) \Iməla\H3\h\i id.","","","\I*[bh]là\i", 643,   0,"PG \I*mjV\i; BG: Dimasa\I bă-la\i, Garo\I bra\i; Kham  \Imwī\HL\h\i; Hor \Ilda\i; Rawang \Ithəma\i, Trung \Itə\H3\h-ma\H1\h;\i Bahing \Ibla\i; Vayu \Iblo\i; Magari \Imya\i; Newari \Ibala\i; Tangkhul \Iməla\i. Sh.58, 407; Ben. 111; Luce 5."
1678,"*lə̆",  57,"spirit","神 \I*lə-n\i spirit; divine, superhuman.",1781,"\Ilha\i the gods.","LB \I*s-la\i soul (Ben.).","\Iməla\H2\h\i spirit, \Isumla\H1\h\i a picture, a figure.","\Ithla\i a spirit; a picture, KC \I*khla\i.","","\I*lə̀\i", 427,   0,"Murmi \Ila\i; Sgaw \Ikəla\i spirit; Namsangia \Ida-pha\i, Banpara \Itśa-sa\i; Rawang \Iphəla\i, Trung \Ila\H1\h.\i Sh. 123, 435; Ben. 132; Mat. 171."
1679,"*lā ( ? ƛ-)",   0,"pass, road","涂 \I*Ł̲ā\i (~ ḻ-) path on bank of a canal, 途 \I*Ł̲ā\i (~ ḻ-) road.",5955,"\Ila\i mountain pass.","","","","","\I*ḷä́\i 'to go'", 375,1058,""
1680,"*lăH", 501,"take, give","予 \I*laʔ\i give (cf. also 詒 *Łə 'bequeathe, give')",  75,"","","\Ila\H3\h\i take, accept; cf. also \Ija\H1\h\i to give; to return, as a borrowed article.","\Ila\i (\Ilāk\i) to take, KC \I*la\i.","","\I*lə̀(s\i)", 433,1135,"Bodo lá; Banpara \Ila\i; Newari \Ilā-\i; Magari lā; Tujia lie.3. Sh. 162, 434."
1681,"*laH (~ ƛ-)", 855,"testicles, male","",   0,"","\Ilah\i ungelded\I, laʔ-uʔ\i testiculi.","\Ila\H1\h\i a male.","","","*la-", 471,  71,"Mat. 184. STEDT 343-344 *la 'male', 361-362 *la 'copulate' (with more Naga, Bodo-Garo, Gurung-Tamang-Thakali and LB forms). Most Kiranti forms, however, are attributed here to a different root *ra ~ wa which is quite shaky, while Limbu ja-rimba is separately compared with Manchati ńja-ri and Tamang ŋja - also quite improbable. Nasalized forms are probably: Mikir ar-leŋ, Trung *laŋ-la 'man'."
1682,"*lə̆H", 718,"year, season","祀 \I*lhəʔ\i sacrificial cycle, year.",1034,"\Ilo\i year.","","\Ikhra\H1\h\i time, season.","? \Ilai\i  time, season, hour, day.","","\I*l[o]\i", 435, 989,"Peiros-Starostin 213."
1683,"*lə̆H", 652,"act, treat","以 \I*ləʔ\i use, treat, employ, by, because etc.", 997,"\Ilas\i action, act, deed, work.","","","","","",   0,   0,"Cf. also OC 治 *Łhə-s 'to work, regulate, govern'."
1684,"*lăH (s-)", 921,"moon","",   0,"\Izla-ba\i moon.","\Ilaʔ\i moon, LB \I*C-laʔ\i.","\Išəta\H1\h\i moon.","\Ithla\i moon, KC \I*S-khla\i.","\Ilă-vo\i the moon; a month","\I*lə́\i", 421,1150,"Garo \Idźa\i; Moshang \Iya-pi\i; Namsangia \Ida\i; PG \I*l(h\i)\Ià\i; Rawang \Isəla\i; Trung \Isə\H1\h-la\H1\h\i moon; Kadu \Isəda\i; Bunan \Ihla\i; Mantshati \Ila-tsaŋ\i; Tsangla \Ilaza;\i Bahing \Ila,\i Vayu \Itśolo\i, Digaro \Ihəla\i. Sh. 57, 124, 138, 435; Ben. 42."
