"NUMBER","PROTO","PRNUM","MEANING","CHE","ING","BCB","COMMENT"
594,"*qṗa",1515,"earthenware pot","qba","qaba","","    4th class in both languages."
595,"*baṭṭV-m (  ,tt)",1518,"a brass jar for water","battam","","","    Attested only in Chech., but having probable external parallels."
596,"*ʡabiḳ",1520,"spoon","ʕajg","ʕag","ʕabiḳ","    6th class in all languages. Cf. also Pharch. \Iʕabəḳ\i (either reflecting an early assimilation > \I*ʡṗiḳ\i or a loan from Andian languages)."
597,"*“stV-m",1524,"nail, peg","“ostam","“astam","","    Cf. also Chech. Lev. \I“astam,\i Cheb. \I“stom,\i Ing. (Imnaishvili) \I“stam.\i 6th class in both languages."
598,"*mrs",1526,"sickle","mars","mars","","    Obl. base \I*mrse-\i (cf. Chech. \Imrsa-,\i Ing. \Imarso\i). Cf. also Lev., Shat. \Imrs,\i Shar., Khild. \Imrc\i (with a secondary -c). 6th class in both languages."
599,"*ʔurs",1529,"knife","urs","urs","","    Cf. also Shar., Khild. etc. \Iurs\i id. 3d class in both languages. The Ablaut stem \I*ʔarsV-\i is preserved in Chech. plur. \Iarsa-.\i"
600,"*=-",1530,"to shave","=-","=a-","=a-",""
601,"*ḳaṭu",1531,"1 big scissors 2 scissors for shearing sheep","oda 2","ḳod 1","ajṭu 2","    Initial uvular in Bacb. is unclear; otherwise correspondences are regular."
602,"*ḳuṭal",1534,"1 big brass water jar 2 small jar","ḳudal","ḳudal","ḳuṭal","    4th class in all languages. Since the word is undoubtedly common Nakh and has probable EC parallels, Georg. \Iḳuṭali\i 'small jar' must be regarded as a Nakh loanword."
603,"*kudVrV (  --)",1535,"earthenware churn","kra","kuwra","","    4th class in Chech. and Ing. Since there are no Bacb. parallels, the medial consonant can be reconstructed as *-d-, *-b-, *-g- or *-w-; external evidence suggests *-d-."
604,"*giṗe (  -o)",1539,"earthenware jar with a wide mouth","giba","giba","","    4th class in both languages. Cf. also Pharch. \Igiba\i 'big earthenware vessel'."
605,"*uṗ-",660,"to suck","ub-dan","","uṗ-dar","    A compound verb (cf. also Bacb. \Iuṗ-aar\i) id., with the nominal component \I*uṗ\i "sucking"."
606,"*kit",1548,"wineskin, leather sack","kit","kit","kit","    Obl. base \I*kite-\i (Chech. \Ikita-,\i Ing. \Ikito\i); the more archaic stem \I*katV-\i is preserved in the plural form \I*kat-bV(\i) > Chech. \Ikatta,\i Bacb. \Ikatbi.\i 3d class in Chech. and Bacb., 4th class in Ing."
607,"*ṭqe",1549,"1 tub (for cheese brine) 2 tub","ṭqa 1","ṭaqa 1","","    3d class in both languages. Cf. also the Ing. obl. base \Iṭqo\i ( < \I*ṭqi-\i)."
608,"*ḳo-ol (  --)",1551,"plait","","","ḳool","    Attested only in Bacb., but having probable external parallels."
609,"*kurs (  --)",1553,"bundle, bunch","kurs","kurs","","    4th class in both languages. Cf. also Lev. \Ikurs,\i Shar., Khild. \Ikurc\i (with secondary -c)."
610,"*caca",1555,"sieve, winnower","caca","caca","cac","    6th class in all languages."
611,"*ul-eḳ (  --)",1558,"churn","lg","ulg","","    4th class in Chech., 6th class in Ing. The word contains a frequent diminutive suffix *-(e)ḳ."
612,"*daVb",1563,"gold","dei","douw","","    3d class in both languages. Cf. also Chech. (Uslar) \Ide,\i (Imnaishvili) \Ideij\i id."
613,"*da",1565,"lead","da","da","","    Obl. stem \I*dau-\i (Chech. \Idoa-,\i Ing. \Idao\i with vowel levelling). 3d class in both languages."
614,"*ṭaw (  --)",1567,"branch","","","ṭaw","    Attested only in Bacb., but having probable external parallels."
615,"*ḳaj (  --)",1569,"handle (of a cauldron, bucket)","ḳaj","ḳaj","","    3d class in both languages. Because there is no Bacb. parallel, several reconstructions are possible (with *-b-, *-d-, *-g-, *-j- or *-w-); *-j is chosen because of external evidence."
616,"*=aḳ- / *=ḳ-",1573,"to embroider","=ag-","=ag-","","    The Ablaut grade \I*-ḳ-\i is seen in Chech. \It-g-\i 'to embroider; to sew' (term.)."
617,"*ʔurʯal",1574,"warp","","urʯal","","    Attested only in Ing., but having probable external parallels."
618,"*qunq",1580,"boiled maize grains","qunq","","","    Attested only in Chech., but having probable external parallels."
619,"*jeʯḳ",1581,"comb","jeʯk","jaʯk","jeʯḳ","    4th class in all languages. The vowel -a- in Ing. is due to vowel levelling, cf. the PN obl. base \I*ʔaʯḳ-ar-\i (Chech. \Iaʯkara-,\i Ing. \Iaʯkaro,\i Bacb. \Iaʯḳari-\i). Cf. also Chech. Cheb., Khild. etc. \Ijeʯk,\i Shar., Itumk. \Ijerk.\i"
620,"*ṭl-iḳ",1582,"1 rags 2 a k. of rough felt cloak","ṭlig 1","","ṭoliḳ 2","    4th class in Chech., 5th class in Bacb. The word contains the common Nakh diminutive *-iḳ."
621,"*“iḳ (  --,-ḳ)",1583,"axe-handle","","","“iḳ","    Attested only in Bacb., but having probable external parallels."
622,"*ma",1586,"1 home-spun cloth 2 woolen cloth 3 cobweb","ma","maa","me, ma","    6th class in all languages. Obl. base \I*mi-\i (cf. Ing. \Imo\i)."
623,"*du“er",1587,"loom","d“ar","du“ar-a","","    Cited from the Ing.-Chech.-Russ. dictionary. The Ing. form is plur. tantum."
624,"*k‰a-l",1590,"mill hammer","k‰al","","","    Attested only in Chech., but having probable external parallels."
625,"*bʡastV (  --,-ṭ-)",1593,"butt (of axe)","bʕosta","bʕastam","","    4th class in Chech., 6th class in Ing."
626,"*diḳ",1594,"axe","dig","dig","diḳ","    3d class in all languages. Obl. stem \I*daḳor-\i (Chech. \Idagara-,\i Ing. \Idogaro,\i Bacb. \Idaḳri,\i pl. \Idaḳujr\i). Cf. also Cheb., Khild. \Idig\i (\Idogor-\i), Lev. \Idig\i (\Idagar-\i)."
627,"*ʔlʯi",560,"whetstone","lʯa","lʯ","atʯe","    4th class in all languages. Cf. also Chech. dial. (Imnaishvili) \Ilʯa\i id."
628,"*ʡ-iṭṭ- / *ʡ-oṭṭ-",574,"to prick, stick in, insert","ʕitt- / ʕott-","ʕott-","“oṭṭ- (Desheriyev)","    The root is used only with the laryngeal preverbs *ʡ- / *“-, and demonstrates a case of the rare PN Ablaut *i (dur.) / *o (term.)."
629,"*inḳ",1605,"weir, dam","ing","","","    Attested only in Chech., with probable Lezg. parallels."
630,"*ʔlV-j",1606,"ravine","","li","","    Attested only in Ing., but having probable external parallels."
631,"*gudura",1607,"1 cage, frame; trap 2 plough-beam 3 part of loom","gra 1","guwra 2","gudur 3","    The precise meaning in Bacb. is "big wooden card in a loom". 6th class in all languages. A derivate of the same root is Chech. \Igrig\i ( < \I*gudur-iḳ\i) 'wooden block'.     It is interesting to note Georg. \Igodori\i 'a big cylinder-shaped basket' - apparently borrowed from Nakh. The same source (possibly through Georg.) has Osset. \Igodor\i 'basket for grain' (see Abayev 1958, 522)."
632,"*=a“-",1611,"to carry, bear","=a“-","=a“-","=a“-","    Cf. also PN \I*“o-,\i the present / imperative stem of the same verb (Chech., Ing. \I“o,\i Bacb. \I“o-\i)."
633,"*mo“",1612,"pack, burden","mo“","mu“","mu“ / mo“","    6th class in all languages. In Bacb. \Imo“\i is Matsiyev's notation, \Imu“\i - the notation of Kadagidze. Obl. base \I*ma“u-\i (cf. Chech. \Imo“a-,\i pl. \I*ma“(b)i-\i > Chech. \Ima““a,\i Ing. \Imow“a,\i Bacb. \Ima“i\i). The Ing. obl. base \Imi“o\i is an innovation (\Imi“\i < \I*mu“i-\i with vowel levelling after the direct base)."
634,"*da‰e-ḳ(a)",1613,"1 wood, firewood 2 a small fragment of a branch","de‰ig 1","daʯ‰a 1","da‰ʯar 2 (Imnaishvili)","    3d class in Chech. and Ing. (in Chech. 4th class with the meaning 'wood (material)'). Ing. -ʯ‰- and Bacb. -‰ʯ- in this case go back to *-‰-(V)ḳ- (preserved in Chech. as -‰ig)."
635,"*ʔsso",1615,"strap, belt; stripe","sa","ɔsa","asso","    4th class in all languages (but 6th class in Ing. with the meaning 'stripe'). Obl. stem \I*ʔsi-\i (Ing. \Iso,\i Bacb. pl. \Iase-r‰\i). In Bacb. \Iasso\i is the record of Imnaishvili; Matsiyev and Kadagidze have -s- (probably a misspelling). Cf. also Cheb. \Iso,\i Shar. \Iso,\i Khild. \Iso,\i Ved., Itumk. \Isa.\i"
636,"*m(ɦ)u",1617,"string, rope","mu","mu","","    6th class in both languages. Obl. stem \I*mue-\i (Chech. \Ima-,\i Ing. \Imuo\i)."
637,"*ṭɦr-iḳ",1618,"string, cord","ṭrig","ṭʕirg","","    Cf. also Cheb. \Iṭjrig,\i Shar. \Iṭrig,\i Khild. \Iṭjerg\i etc. 4th class in both languages. The word contains a frequent diminutive *-iḳ."
638,"*ʔurʯ (  --)",1620,"reins","urʯ","urʯ","urʯ (Imnaishvili)","    3d class in Chech., 4th class in Ing. Obl. base \I*ʔurʯe-\i (  --), cf. Chech. \Irʯa-,\i Ing. \Iurʯo\i (the Ablaut grade \I*ʔarʯV-\i is also present in Chech. pl. \Iarʯa\i)."
639,"*=-",601,"1 to read 2 to learn, study 3 to obey, be obedient","=- 1,2","=e- 1","=e- 3",""
640,"*ʁo",1621,"sledge runner","ʁo","ʁo","","    Obl. base \I*ʁo-ne-\i (Chech. \Iʁna-,\i Ing. \Iʁono\i). 3d class in both languages."
641,"*lrV",1622,"oval cradle runners; fan of the mill wheel","lra","","","    Attested only in Chech., but having probable external parallels."
642,"*ɦʯḳi > *ɦhḳi",1624,"iron","‰ig","k","ʕajhḳi","    3d class in all languages. The word has a complicated phonetic history. The original form \I*ɦʯḳi\i was already in PN transformed (through assimilation) into \I*ɦhḳi,\i which is directly reflected in Bacb. \Iʕajhḳi\i (notation of Kadagidze; Matsiyev has \Iaj“ḳ,\i and Desheriyev - \Iʕaj“ḳ\i). In Checheno-Ingush the word obtained a common diminutive suffix *-ḳ: \I*ɦhḳi-ḳ,\i with further (regular) palatalisation > \I*ʔiḳ.\i This form, with assimilation and reduction, yielded Chech. \I‰ig\i (obl. \I‰ka-\i < \I*ʔ‰iḳe-\i) and Ing. \Ik.\i"
643,"*k (  -)",1628,"pack-saddle","ko","ko","","    4th class in Chech., 6th class in Ing. Obl. base \I*ke-\i (  --), cf. Chech. \Ika-,\i Ing. \Ikoo.\i"
644,"*=a“-",621,"to be (get) frost-bitten","=a“-","=o“a-be","",""
645,"*ʡormak (  -a-)",1630,"strap, thong","ʕormak","","","    The word also means 'a piece of leather wherein the stone is put (a detail of the sling)'. It is attested only in Chech., but has probable parallels in EC languages."
646,"*qaw",628,"arable land, field","qa","qa","qaw","    Obl. base \I*qawe-\i (cf. Chech. \Iqe-,\i Ing. \Iqajwa\i). 3d class in all languages."
647,"*ʔrʁ(a) (  ʕ-)",1633,"a low mountain ridge","raʁ","arʁa","","    4th class in Chech., 3d class in Ing. Obl. base \I*ʔrʁe-\i (Chech. \Irʁa-\i).     Nakh forms (at least Chech. \Iraʁ\i) may be actually borrowed from Iranian, cf. Osset. \Iraʁ\i 'mountain ridge' < \I*rga-\i (Pers. \Irɣ\i etc.), see Abayev 1973, 344. But most probably there was a merger of the genuine root and the Iranian loan."
648,"*ʔsṭi(n)",1635,"1 hoe, mattock 2 instrument for planing wood","sta 1,2","st 2","asṭi~ 2","    4th class in all languages. Cf. also Cheb. \Isti,\i Lev. \Isti,\i Shar. \Isti\i etc."
649,"*gtan",1636,"plough","gta","gota","","    Obl. base \I*gtana-\i (cf. Chech. \Igtana-\i). Bacb. \Igutan\i id. has an aberrant vowel and is obviously borrowed from Georgian (Georg. \Igutani\i 'plough')."
650,"*moq",1637,"1 harrow 2 plough","meqa 1","maqa 1","moq 2","    The attested forms (Bacb. is cited from Matsiyev's dictionary) reflect a normal PN paradigm \I*moq,\i \I*maqe-,\i with shift of the obl. base to direct in Chech. and Ing. 6th class in all languages.     Nakh > Osset. \Imq(q)\i 'network upon which hay is being stacked' (see Abayev 1973, 95)."
651,"*-lʯa-na",641,"yesterday","selʯana","selʯan","","    PN \I*(p)sa-lʯEna\i is opposed to \I*si-psara\i 'yesterday night', so the component \I*-lʯEna\i means either 'day' or 'yesterday' (in general). \I-lʯE-\i here may be contracted from \I*dVlʯE-,\i which would be a regular correspondence for Av. \Ino:\i and Darg. \I*duk:i\i / \I*dak:.\i The etymology of \I*(p)sa-\i ( < \I*(p)sarV-\i) see under \I*swErV.\i     In PN there also exists a root \I*tʯa\i 'today' (Chech. \Itaʯa-na,\i Ing. \Itaʯa-n\i  'today' as a secondary development < \I*tʯa-na,\i Chech. \Itʯo-wsa,\i Ing. \Itʯowsara\i  'tonight', Bacb. \Itʯa\i 'today', \Itʯa-bus\i 'yesterday night' [ = Chech. \Itʯowsa],\i  \Itʯujno\i 'in the daytime'). This may well be an early development < \I*lʯa\i (cf.  an analogous phenomenon in the 1st p. pl. pronoun \I*tʯo\i)."
652,"*du",1638,"yoke","du","du","du","    3d class in all languages. Obl. base \I*dua-\i (Chech. \Idua-,\i Ing. \Iduo\i id.); the Ablaut stem \I*da-\i is preserved in plural: Chech. \Idaa-,\i Ing. \Idowa-\i < \I*da-bV-.\i"
653,"*ba“en",644,"wooden shovel","b“a","ba“a","","    6th class in both languages. Cf. also Cheb., Khild. \Ibe“e~,\i Shar. \Ibe“a~\i etc."
654,"*ʯerʯ",1642,"curry-comb","ʯerʯ","","","    Attested only in Chech., but having probable external parallels."
655,"*“aq- / *“q-",1644,"to rub, smear; to sweep","“aq- / “q-","“aq- / “eq-","“aq- / “eq-","    The root demonstrates the usual PN Ablaut (term. -a-, dur. --). In PN this is most probably a result of merging two PEC roots (\I*=Vwq_V\i and \I*HarqV\i)."
656,"*noʯ",1646,"plough","noʯ","nuʯ","","    3d class in both languages. Obl. base \I*naʯo-rV-\i (Chech. \Inaʯara-,\i Ing. \Inoʯaro\i)."
657,"*=c-",662,"1 to mow 2 to work hard, be exploited","=c- 2","=ac- 2","=ac- 1","    A PN derivate is \I*cl\i 'hoe' ( < *'sickle, scythe'), reflected in Chech. \Icel\i (\Icla-\i), Ing. \Icel;\i however, Bacb. \Icel\i 'scythe' is rather to be considered a loan from Georg. \Iceli\i 'scythe'."
658,"*ko(w)",1650,"a bunch of wheat mown by one sweep of a sickle","ko","","","    Obl. base \Iko-na-.\i Attested only in Chech., but having probable external parallels."
659,"*ʔs",1652,"1 a bundle of 3 sheaves 2 a bundle of 4 sheaves","s","es","","    4th class in both languages. Obl. base \I*ʔsu-\i (Chech. \Isa-,\i Ing. \Ieso\i); the vowel  in the Chech. direct base is a result of later vowel levelling."
660,"*lʒi (  --)",1653,"a heap of wheat sheaves","lza","lza","","    4th class in Chech., 3d class in Ing."
661,"*ʯla",1655,"haystack","ʯla","ʯol","","    3d class in Chech., 6th class in Ing."
662,"*ʁma",1656,"1 haystack 2 haycock","ʁma 1","ʁama 2","","    4th class in both languages."
663,"*“ett (  --,-ṭṭ)",1657,"threshing-floor","“tt","“ett","","    4th class in Chech., 3d class in Ing. Obl. base \I*“atte-rV-\i (--,-ṭṭ-), cf. Chech. \I“ttara-,\i Ing. \I“attaro.\i"
664,"*ʔr-",1658,"to thresh","r-","ard-","arl-","    In Bacb. arl- is Kadagidze's notation; Matsiyev has ar-. A direct derivate from this verbal stem is PN \I*ʔrV:\i Chech. \Ira\i 'threshing-floor; grain lying upon it', Ing. \Iɔrda-l\i 'sheaves ready for threshing; cattle working on the threshing-floor'."
665,"*b(ɦ)al-",1663,"hill","","balam","","    Attested only in Ing. (with a frequent suffix -Vm), but having probable external parallels."
666,"*laʔ (  --,-ʕ)",1664,"mountain pass","","","laʔ (Matsiyev)","    Attested only in Bacb., with probable external parallels."
667,"*bḳ",1669,"lump, excrescence","bog","bog","","    Obl. stem \I*bḳa-\i (Chech. \Ibga-\i) / \I*bḳi-\i (Ing. \Ibego\i). 4th class in both languages."
668,"*ʡadurV",1675,"mountain stream (after rain or thawing)","ʕowr-a","","","    The Chech. form is a pluralis tantum. The reconstruction is tentative (without Bacb. it is impossible to establish whether PN had here *-d-, *-b-, *-g- or *-w-, as well as the precise PN vowel quality and quantity)."
669,"*-Vḳ",2277,"1 a diminutive suffix 2 deverbative nominal and adjective substantivator","-Vg 1, -rg, -nig 2","-Vg, -lg 1","-Vḳ 1, -ri-ḳ  2","    An extremely productive common Nakh suffix (usually diminutive, but in some cases neutralized)."
670,"*for-d ( -ṭ)",1679,"sea","hord","ford","","    6th class in both languages. Abayev (1,485-486) thinks that the Nakh forms are borrowed from Ossetian (\Ifrd\i / \Iford\i 'big river, sea'). But the Ossetian word has no Iranian or IE etymology (see Abayev ibid.), whereas the NC etymology of the Nakh word ( = Av. \Iraad\i etc.) is quite clear - therefore it is obvious that the Ossetian word is borrowed from Nakh."
671,"*“st (  -ṭ)",1680,"spring","“ast","“ast","","    Obl. base \I*“stu-\i (cf. Chech. \I“osta-;\i in Ing. \I“asto\i with vowel levelling). 3d class in Chech., 6th class in Ing. For vowel length cf. the Pharch. form \I“st.\i"
