"NUMBER","PROTO","PRNUM","MEANING","ABK","ABA","ADG","KAB","UBK","COMMENT"
472,"*rV[ʷ]Vnə",1560,"silver","a-raʒnə","rəzna","təənə","dəzən","daʷanə","    PAT \I*raʒənə\i (cf. also Bzyb. \Ia-rəʒnə\i); PAK \I*t:əənə.\i The correspondence PAT *ʒ : PAK * : Ub. ʷ is quite irregular. It is possible that the original form \I*rVʷVnə\i (regularly preserved in Ub. as \Idaʷanə\i) was modified in PAK and PAT, perhaps, under the influence of Iranian forms  ( \I*arzata-/*razata-\i < PIE \I*rgnto-\i): the WC forms can reflect an original variation \I*rVʒVnə\i (>PAT) / \I*rVVnə\i (>PAK)."
473,"*məa (  --)",520,"flint","a-ana","aa","","","","    PAT \I*a-məa\i (cf. also Bzyb. \Ia-ana,\i Ashkh. \Iama\i). A compound, where the first part reflects PWC \I*V\i 'to whet' q. v. (lit. 'whetting flint'). PAT * presupposes PWC * or *."
474,"*rəsʷa (d-,-ʷ-)",1563,"gold","","","dəs","dəsa","","    PAK \I*dəsa.\i PAK *-s- can go back to PWC *-sʷ- or -ʷ-. Despite Shagirov (1, 158) it is impossible - for phonetic reasons - to compare PAK \I*dəsa\i with PAT \I*xə\i 'gold'."
475,"*ə (  :-)",1564,"gold","a-ʯə","ʯa-p","","","","    PAT \I*xə\i (in Abaz. a compound with \I-p\i 'red'; cf. also Abaz. \Iʯə-j\i 'jeweller' = Abkh. \Ia-ʯij,\i \Iʯə-\i 'goldish')."
476,"*ṭəa (  -s-)",1565,"lead","a-ṭsa / a-sa","ṭsa","","","","    PAT \I*ṭəsa\i (  -s-; cf. also Ashkh. \Iṭasa\i). Since the Bzyb. form is not attested, we can reconstruct both *-s- and *-s- in PAT; consequently, there are several PWC possibilities: *-- (which would correspond to EC), *-s-, *-s- or *-sʷ-."
477,"*ḳʷə",1569,"handle","","","ə 1","ə 1","ḳʷə 1","    PAK \I*ḳə;\i Ub. def. \Ia-ḳʷə.\i Reasons for delabialisation in PAK are not clear."
478,"*pəə",525,"dream, sleep (n.)","a-pʯəz","pʯəz","ṗə“ṗ","ṗsə“ṗa, ṗsə“","ṗa-bIa","    PAT \I*pəxə-ʒə\i (cf. also Bzyb. \Ia-pxəʒ\i); PAK \I*ṗə-“a,\i \I*ṗə-“aṗa.\i All three subgroups have compounds with not quite clear second components, but the identity of PAT \I*pəxə-,\i PAK \I*ṗə-\i and Ub. \Iṗa-\i ( < PWC \I*pəə-\i) is beyond doubt."
479,"*ḳʷəḳʷə-",540,"clew (of threads), skein","a-ḳʷəḳʷəj","","","","","    An expressive root; attested only in Abkhaz, but having probable EC parallels."
480,"*ɣV",1581,"1 to comb 2 to scrape","a-ʁa-ra 2","","ə-n 1","zə-n 1","za- 1","    In Abkh. there also exists \Ia-ʁʁa-ra\i with the same meaning and emphatic reduplication. PAK \I*ə-;\i Ub. 1 p. \Ia-z-za-n.\i An alternative comparison (PAK, Ub. : Abkh. \Ia-a-ra\i "to scutch (flax)" proposed by Shagirov (1977) is unacceptable for phonetic reasons.     In PAK there also exists a derivate \I*ma-a\i 'comb' (Ad. \Im,\i Kab. \Imza\i) - one of the few reliable cases of the instrumental prefix *ma-."
481,"*sʷə",546,"1 to get cold, freeze 2 heap of snow","a--ra 1","ʷ-ra 1","","","sʷə-bIə","    PAT \I*sʷə\i (cf. also Bzyb. \Ia-s-ra\i). The Ub. word is a compound (for the second part see PWC \I*bIa\i), and an exact parallel of PAT \I*sʷə-bə\i "hoar-frost, caked snow" (Abkh. \Ia-əb,\i Abaz. \Iʷəb\i). Therefore Dumezil's (1969) analysis of Ub. \Isʷə-\i as 'light, white' is certainly wrong. Despite Shagirov (1,194) PAT \I*sʷəbə\i and Ub. \IsʷəbIə\i for phonetic reasons can not be related to PAK \I*‰:apə\i 'hoar-frost'."
482,"*ʯʷa (  *ʯʷ, ʯIʷ)",1588,"to bind, tie, fasten","a-a-“ʷa-ra","a-“ʷa-ra","","","","    PAT \I*“ʷa\i (used only with preverbs, cf. also Abkh. \Iaj-la-“ʷa-ra\i "to untie" etc.)."
483,"*‰:ʷa-nə",1589,"1 to sharpen, whet 2 sharp","","","‰n 2","n 2","‰an- 1","    PAK \I*‰:anə.\i Despite Abdokov (1973, 50) the Adygh word can not be related to Ub. \I(n)dan\i 'sharp' for phonetic reasons; but Ub. \I‰an-\i 'to sharpen' is a perfect match (and it can not be considered a loan from Ad. because of its non-palatalised ‰- and verbal function)."
484,"*zə (  z-)",2293,"self, oneself","","","ja","jazə","","    PAK \I*ja-zə.\i The first part goes back to the demonstrative pronoun \I*ja\i (q.v.). The Ad. form is ingeniously explained by Shagirov (1, 172) as a contraction from the erg.-obl. case \I*jaz-\i < \I*jazə-\i (- is the normal ending of this case in Ad. pronouns, but \Ija\i in the Bzhedugh dialect has no ending either in the erg.-obl. case or in the nominative case).         Because of an obvious connection in EC, Yakovlev's etymology of \I*-zə\i ( = \I*zə\i 'one', see Yakovlev 1948, 69, 143, Shagirov 1, 173) should be abandoned."
485,"*k:əṭʷV (  g-)",1591,"1 axe 2 spear","","","","əda 1","gəṭʷə 2","    For Kab. the old form \Igəda\i is recorded - therefore the loan from Turk. \Ijɨda\i or Mong. \Iida\i 'spear' is impossible (despite Shagirov 1, 162). The same is true for Ub. \Igəṭʷə\i (def. \Ia-gəṭʷ\i).     Kab. \Iəda\i presupposes PAK \I*gəda\i or \I*k:ət:a\i (unfortunately, the corresponding Ad. word is not preserved); Ub. -ṭʷ- shows that the second consonant was glottalised (with assimilation in PAK)."
486,"*ḳʷa-",1594,"axe","a-j-ḳʷaʁa","ḳʷaʁa","","","","    PAT \I*ḳʷaɣa.\i The word is probably a compound; the first part of it, \I*ḳʷa-,\i corresponds well to PEC \I*rḳwɨ,\i but the origin of the second part is not clear."
487,"*ə",562,"1 (to move) back 2 to return","","","-ə- 1","-ə- 1","jə-(ə)- 2","    PAK \I*ə\i (the morpheme is treated as a "suffix of reverse action", see Shagirov 2, 76, and is used in compounds with other verbal roots); Ub. \Isə-j-ə-n\i (another Ub. compound with the same root is \Iaa-(ə)-,\i \Isə-aa-\i "to go after smb." (\Iaa\i 'trace')."
488,"*ə",560,"1 to whet 2 to stroke, rub","a-:-ra 2",":-ra 2","ə-n 1","ə-n 1","","    PAT \I*:ə-\i (with expressive gemination; the non-geminated form \I*ə\i is used only in compounds, cf., e.g., Abkh. \Ia-kʷ--ra\i 'to run one's hand over smth.' etc.); PAK \I*ə-.\i Cf. also the stem \I*a-\i in Kab. \Ida-a-n\i 'to stroke, to rub'."
489,"*məsa",1597,"tinder","a-‰msa","‰ʷəmsa","","","pa-msa","    PAT \I*cʷə-məsa\i (cf. also Bzyb. \Ia-‰-msa;\i the first part of the compound reflects the root "fire", see \I*mAʷa\i). The Ubykh form is also a compound, with a not quite clear first component (perhaps it can be identified with pa- "beech-tree", and the whole word originally means "tinder made of tree fungus")."
490,"*ə-",574,"to break, crush","","","pəə-/pəəə","pə-səə-","a-‰a-","    PAK \I*ə-\i (preserved in Ad. \Ipə-ə-\i) / \I*ə-ḳə-,\i used only with preverbs (besides \Ipə-\i cf. also Ad. \Igʷa-əə-n\i id.; the compounds mean actually 'to break off the tip, front part' /pə-/ or 'to break off the middle part' /gʷa-/). Ub. trans. \Ia-sə-‰a-n,\i intr. \Ia-‰a-n\i ("it breaks, gets crushed"). In both subgroups the root is used mostly within compounds, but its basic meaning is clear enough."
491,"*(Pə)V",573,"to cut, to incise","","","wə-ṗa-ta-n","wə-ṗsa-ta-n","qə--","    PAK \I*wə-ṗa-ta-;\i there are also other compounds like \I*pə-wə-ṗə-\i (Ad. \Ipəwəṗə-n,\i Kab. \Ipəwəṗsə-n\i) 'to cut off'. Ub. \Ia-s-ə-ə-n\i (\Iə-\i  < \Ia-,\i preverb meaning 'hand').     Despite Shagirov 2, 53 PAK \I*ṗa-/\i \I*ṗə-\i 'to cut, incise' should be kept apart from the homonymous \I*ṗa-\i 'to weed', which has its own etymology (q.v.). We should note that the semantic development 'to cut' > 'to weed', proposed by Shagirov, is highly unlikely (the basic idea of weeding is doing it by hand, not by knife or any other instrument)."
492,"*ə",1601,"arrow","a-ʯə","ʯə","a","a","a","    PAT \I*xə\i (cf. also Bzyb. \Ia-xə\i); PAK \I*‰a.\i The correspondence PAT *x : PAK *‰ : Ub.  points to PWC *. In all modern languages the word developed also a secondary meaning 'bullet'.     See also under \I*c:ə\i about the PAT compound \I*xə-c:ə.\i"
493,"*V",590,"1 to settle down, get filtered 2 to filter, strain","a-za-ra 1","ra-ʒa-ra 2","zə-n 2","zə-n 2","zə- 2","    PAT \I*za\i (cf. also Bzyb. \Ia-za-ra\i 'to settle down') / \I*ra-ʒa-\i (with a causative prefix and a secondary affricatisation; cf. also Abkh. \Ia-ra-ʒa-ra,\i Bzyb. \Ia-ra-ʒa-ra\i 'to filter, strain'); PAK \I*zə-.\i See Shagirov 1, 212."
494,"*ʷa",1606,"1 rocky river bank 2 hill","a-ʷa-ra 1","","ʡʷs“ 2","ʡʷs“a 2","","    PAK \I*ʡʷa-s“a\i (a compound with \I*s“a\i 'head, top'). The correspondence Abkh. ʷ : PK *ʡʷ points to PWC *ʷ."
495,"*kədə (  -t:-)",1607,"log, stump","a-kdə","kdə","","","","    PAT \I*kədə.\i"
496,"*məʯə",1612,"bundle, sheaf","","","","","məʯ-məq","    An isolated Ub. word (probably reduplicated; final -q is not clear), but having probable EC parallels."
497,"*xʷV",596,"1 to fall, fall into 2 to get into 3 to fit into","a-ta-a-ra 1","ta-ʷa-ra 1,3","da-fa-n 2","te-xʷa-n 2","ʯa- 1","    PAT \I*sʷa-\i (used only with preverbs); cf. also Bzyb. \Ia-ta-sa-ra\i 'to fall into', Abkh. \Ia-kʷ-a-ra\i (Bzyb. \Ia-kʷ-sa-ra\i) 'to get into', Abaz. \Ia-kʷ-ʷa-ra\i 'to get into; to fall on smth., smb.'. PAK \I*-xʷa-\i (also used with locative preverbs). Ub. 1 p. \Isə-ʯa-n.\i The correspondence PAT *sʷ : PAK *xʷ : Ub. ʯ points to PWC *xʷ."
498,"*:ʷa",1615,"rope","a-a, a-a-ʯa","aqa","","","(n)dʷa-a","    PAT \I*a,\i \I*a-qa\i (with an unclear component -qa). PAT \I*a\i and Ub. \I-a\i correspond regularly and go back to \I*:ʷa;\i there is, however, some uncertainty, because the meaning of the first component in Ub. is not clear."
499,"*b-za",1616,"bow-string","","","bza","bza-ps","","    PAK \I*bza\i (Kab. \Ibza-ps\i is a compound with \I-psə\i 'string, rope'). The PWC reconstruction is tentative (because PAK *z can go back to several prototypes: PWC *z, *z, *ʒ, *ʒ, *, *)."
500,"*pəa",1617,"1 string, rope 2 cord","","","-psa 1","psə 2","","    PAK \I*psə\i (reflected only in Kab.), \I*ḳa-psa\i (a compound with \I*ḳa-\i 'end, tail'; besides the Ad. form cf. also Kab. \I-psa\i id.). See Shagirov 2, 132.     The PWC reconstruction is tentative because PAK *s can go back to several sources: *s, * or *s."
501,"*ṭa",1619,"1 to untie, unbind 2 to get untied","a-ṭ-la-ra 2","r-ṭ-la-ra 1","p-ṭa-ta-n 1","ṭa-ta-n 1","-ṭa- 2","    PAT \I*ṭə-la-\i (with the auxiliary -la-; also \I*rə-ṭə-la-\i with the causative prefix *rə-); PAK \I*ṭa-ta-\i (the morpheme \I*ṭa-\i is also used in several compounds: PAK \I*ṭa-ə-\i 'to undress', \I*ṭa-ʁa-\i 'to put on (as dress)', see Kuipers 1975, 18). Ub. \I-ṭa-\i in \Ia-ṭa-a\i "il fut delie"; cf. also \Iṭa-La-\i 'to unbind' (\Ia-s-ṭa-La-n\i)."
502,"*xʷa",1620,"bridle","","","xʷa","xʷa","","    PAK \I*‰-xʷa\i (a compound with PAK \I*‰ə\i 'horse' q.v.)."
503,"*p-‰:ʷə",601,"to count","","","p‰ə-n","bə-n","","    PAK \I*p‰:ə-\i (presupposing PWC *-‰:ʷ- or *-:ʷ-)."
504,"*zʷa",611,"to roast, bake","a-ʒ-ra","ʒ-ra","za-n","za-n","ʷa-","    PAT \I*ʒə-\i (cf. also Bzyb. \Ia-ʒ-ra\i); PAK \I*za-;\i Ub. \Ia-z-ʷa-n.\i See Shagirov 1, 200 (with literature)."
505,"*ʷV",1624,"1 blue, green 2 iron","a-jea 1","jaʷa 1","ʁʷəə 2","ʁʷəs 2","wəʷa 2","    PAK \I*ja-ʷa\i (with a frequent pronominal prefix); PAK \I*ʁʷəə.\i The PAK and Ub. form reflect a PWC compound \I*ʁIʷə-ʷV,\i where the first part is \I*ʁIʷə\i 'copper, metal (in general)' (q.v.).     The need to see a colour name in the second part of the AK and Ub. compound is obvious: both in AK and Ub. the name of iron forms part of an opposition - in AK \I*ʁʷa-pa\i 'metal' + 'red' = 'copper, red copper' : \I*ʁʷə-ə\i 'metal' + '?' = 'iron'. In Ub. \Iwə-sʷa\i 'metal' + 'white' = 'copper, bronze' : \Iwə-ʷa\i 'metal' + '?' = 'iron'. If we assume that the Ub. and AK words for 'iron' are genetically related (certainly, the theory of Ub. \Iwəʷa\i being an Adygh loanword, see Shagirov 1, 140, can not be considered seriously), the correspondence PAK * : Ub. ʷ is unambiguously pointing to the PWC lateral labialised *ʷ, for which the expected PAT correspondence is *ʷ - and we find it in PAT \I*ja-ʷa\i 'blue'.     The concept of iron being a "blue metal" is by no means strange: it goes back to one of the earliest varieties of tempered iron (steel), which was in Greek called \Ikuanos\i (cyan) and was dark-blue in colour (on the etymology of this word and the related Hitt. \Ikuwanna-\i see under \I*kwwV\i). We must also mention the widespread Caucasian myth about the birth of the cultural hero from a blue stone - which metaphorically depicts the ritual of tempering iron (see in greater detail Ardzinba 1985).     In view of all this the theory of Yakovlev (1941, 140-141), Shagirov (1,  140-141) who tried to explain PAK \I*ʁʷəə\i as "dried (\Iʁʷə-\i) earth (\Iə\i)" must be obviously taken as a folk etymology. Far more right was Abdokov (1973, 48) who thought the AK and Ubykh words genetically related and explained \I*ʁʷə-\i as "metal" and \I*-ə\i as a colour-name. He proposed to consider the second part as "grey", not specifying, however, what particular root he had in mind (thus invoking Shagirov's criticism). Shagirov is right, indeed, that PAK \I*əxʷə\i 'light-blue, pale' (Ad. \Iəfə,\i Kab. \Isəxʷ\i) can not be involved (it has , not ). For Ubykh Abdokov probably meant the root present in Ub. \Icʷa-ba\i 'greyish' - which is actually possible (note a quite analogous variation ʷ / cʷ in the Ub. reflexes of PWC \I*ʷV\i 'earth' q.v.).     There is more to be said about the hypothetical PWC \I*ʁIʷəʷV\i 'iron'. Since several authors relate the Hatti language to WC (see, e.g., Ivanov 1985), it seems very tempting to relate \I*ʁIʷəʷV\i to the attested Hatti name for 'iron', \Iʯap/walki\i (with ʯVw- rendering *ʁIʷ- and -lk- rendering the lateral --), borrowed in Hurrian as \Iʯabalgi,\i and further - Greek \Ikhalko-s,\i Balto-Slav. \I*geleg-\i etc. (see Starostin 1985)."
506,"*ʁʷa",630,"1 to seem 2 to think, suppose","","ʕʷa-ra 1","gʷə-ʁa-n 2","gʷə-ʁa-n 2","ʁʷa- 2","    Ub. \Ia-z-ʁʷa-n.\i The Abaz. verb is used in expressions like \Isgʷə ʕʷ-iṭ\i  "it seems to me" (lit. "my heart thinks"). The PAK form \I*gʷə-ʁa-\i has a delabialised *ʁ as a result of contamination with another PWC stem, \I*gʷə-Ga-\i 'to hope' q.v. (PAK \I*gʷə-ʁa-\i means both 'to think, suppose' and 'to hope'). See Shagirov 1, 115."
507,"*rəq:(ʷ)a",628,"1 (arable) field 2 steppe 3 valley","a-rʯa 3","rqa 1,2","","","tʯʷa 1","    PAT \I*rəqa\i (cf. also Bzyb. \Ia-rʯa\i). Ub. def. \Ia-tʯʷa.\i Not quite clear is the loss of labialisation in PAT; otherwise correspondences are regular (in Ub. \I*rəq:ʷa\i > \I*dəqʷa\i > \I*tqʷa,\i regularly fricativized to \Itʯʷa\i)."
508,"*c:ʷa",1635,"1 plough 2 ploughshare 3 to plough","a-‰-matʷa 1","‰ʷa-ʁʷa-ra 3","cʷ-bza 2","v-bʒa 2","cʷ-bza 2","    The root is used only in compounds. Abkh.: \Ia-‰-matʷa\i 'plough' (\I-matʷa\i 'thing'), \Ia-‰-ejʯa\i 'ploughshare' (\Iajʯa\i 'iron'), \Ia-‰-m\i 'ploughhandle' (\Ia-m\i 'handle), \Ia-‰a-ʁʷa-ra\i 'to plough' (lit. 'to pull the plough' = Abaz. \I‰ʷa-ʁʷa-ra\i id.). Ub.: \Icʷ-bza\i 'ploughshare' ( = PAK \I*c:ʷa-bʒa\i id.; about the second part see under PWC \I*pəza\i), \Icʷə-nta\i 'furrow left by a plough'. All these data leave no doubt in the existence of a separate PWC root \I*c:ʷa\i 'plough'. Shagirov (1, 104-105) is quite right in distinguishing this root from PWC \I*c:ʷə\i 'ox'; however, his proposal to consider it the same morpheme as \I*zʷa\i 'to plough' (q.v.) can not be accepted - all languages clearly distinguish these two roots phonetically."
509,"*ḳʷatanV (  ḳʷ-)",1636,"plough","a-ḳʷatan(a)","ḳʷatan","","","","    PAT \I*ḳʷatanV.\i"
510,"*b(ə)ɣə",1638,"yoke","","","bə","bzə","","    PAK \I*bə.\i PAK * goes back to PWC *ɣ; therefore, pace Shagirov 1,90 the PAK form can not correspond to Abaz. \Ipsən‰\i 'yoke' (*ɣ in Abaz. yields ʁ)."
511,"*baʯa",644,"shovel","a-ba“a","","","","","    Attested only in Abkh., thus the PWC antiquity is dubious. The word can be borrowed from Megr. beha 'shovel' - the reverse, however, is also possible (there is no PK etymology of the Megr. word)."
512,"*ʯIV ( / *t-ʯIV)",1644,"to scrape, scratch","","","jə-tʯə-n","ṗas-tʯa-n","ʯIa-","    PAK \I*tʯə-\i / \Itʯa-\i (used with preverbs, see Shagirov 2, 45-46); Ub. \Ia-s-ʯIa-n.\i"
513,"*‰anə (‰:-,c-,c:-)",1647,"sabre","","","","","canə","    Attested only in Ub., but having probable EC parallels."
514,"*bə‰:ʷa (  p-)",1648,"1 sickle 2 to cut, hew down (trees etc.)","","","ʁʷəp‰ 1","ʁʷəba 1","p‰a- 2","    PAK \I*ʁʷə-p‰:a\i (a compound with \Iʁʷə-\i 'metal, iron'). Ub. sing. \Ia-s-p‰a-n.\i The correspondence PAK *‰: : Ub. ‰ points to PWC *‰:ʷ. Ubykh also has \Iʁʷəp‰a\i 'sickle', but this can be an Adygh loanword.     See Shagirov 1, 136-137."
