"NUMBER","PROTO","PRNUM","MEANING","RUSMEAN","REFERNUM","HITT","IND","AVEST","IRAN","ARM","GREEK","SLAV","SLAVNUM","BALT","BALTNUM","GERM","GERMNUM","LAT","ITAL","CELT","ALB","TOKH","REFER","COMMENT"
1502,"*sīk-, -g-",1893,"a k. of fish","рыба (вид)",   0,"","","","","","","*sīgъ", 12558,"*sīk-a-, -ia- c., *sī̂k-ā̂ (1), -iā̃, *sī̂g-ā̂ (1) f.",   733,"*sīk-a- m.",   999,"","","","","","WP I 363",""
1503,"*k'eip-",   0,"muzzle, to twist mouth","рожа и ее кривить", 871,"","śiprā f. `nose; (du.) cheeks'","srifa- m. `Nüstern beim Pferde'","","","","",     0,"*čeĩp- vb. tr., *čaĩp-ī̂- vb., *čaĩp-a- c.",   734,"",     0,"","","","","","WP I 364",""
1504,"*k'awə-", 510,"hollow","полый",   0,"","śū́na- n. `emptiness, lack', śūnyá- `empty, void'","sūra- m. `Loch, lacuna'","NPers sūrāx `Loch'","sun, sor `Loch', soil `Höhle'","kôilo-, hom. kóilo- (a possible reading in χ 385), { Alkaios pl. kóu̯ilai̯ } `hohl, augehöhlt, geräumig, tief', kō̂o-s m. `Höhle, Gefängnis', kǘar n. `Nadelöhr, Ohröffnung'; kóo-s <kóoi̯> `cavity, cave' (Hes.)","*sūjь(jь)", 13586,"*čā̂w-ā̂ (2) f. (? *čeuw-ā̂)",   735,"",     0,"cavus `hohl, nach innen gewölbt, konkav', cavum, -ī n. `Höhlung'; Rom *covus: Port covo `hohl' etc.; caverna f. `Höhle, Loch, Grotte; Himmelsgewölbe'","","*kou̯io- > MIr cūa `hohl', cūass `Höhle', Bret kéo `Grotte'","ϑełɛ `tief'","","WP I 365 f",""
1505,"*k'ewa-, *k'wā-",   0,"to swell, to to spread out, to be strong, etc.","пухнуть, разрастаться, иметь силу etc.",   0,"","śv́áyati `to swell, grow', śuná- n. `growth, success, welfare', śávas- n. `strength, power, might', śūna- `swollen, grown'; śū́ra- `strong, powerful, valiant; m. hero'; śotha- m. `swelling'; śvātrá- `invigorating, strengthening, strong', n. `strengthening food or drink';  Ind śáśvant- `continuous, endless, numerous, frequent'","sūra- `stark, gewaltig'; spā(y)- `aufschwellen'","","","küéō, sp. kǘō, aor. ékǖsa, kǖ́sasthai̯ `schwanger sein, werden', kǘos n. `Leibesfrucht, Fötus, Embryo', éŋküo- `schwanger',  á-kǖro- `ohne Rechtskraft, ungültig', kǖ́rio-s m. `Herr, Herrscher, Besitzer'; dor., ark., Pind., Sol. etc. aor. pā́sasthai̯, pf. pépamai̯ `besitzen, erwerben', ark., arg., kret. pā̂ma, pl. böot. ta ppamata n. `Besitz'; pā̂s, f. pā̂sa (pant-) `ganz', pátores = ktḗtores Phot., pātḗr `Besutzer'","",     0,"*čau-l-i- c., *čū-t-i- c., *čū̂-k-ā̂ f.",   736,"*xū-n-a- m.; *xu-nd=",  1001,"inciēns, -entis `trächtig'","","Gaul Kauaros, Cavarillus, Cymr cawr, Corn caur `Riese'","","","WP I 365 f",""
1506,"*k'[e]ubh-",   0,"beautiful, clean","красивый, чистый",   0,"","śóbhate `to beautify, adorn; look beautiful, shine, be bright, splendid', śobha-, śobhaná-, śubha-, śubhrá- `radiant, shining, splendid, beautiful'","","","surb `rein, heilig', srbem `reinige, heilige'","","",     0,"",     0,"",     0,"","","","","","WP I 368",""
1507,"*(s)kaw[e]- / (s)kow[e]-", 559,"to see, to hear, to smell","видеть, слышать, чуять",   0,"","kaví- (comp. kávīyas-) `wise, knowing, skilful; m. thinker, wise man, poet', kava- `miserly' (in comp.), ākuvate `to intend', ā́kūta- n., ā́kūti- f. `intention, wish'","","PIran *skau̯aϑa-: MPers škōh, NPers šikōh, šukōh `Pracht, Herrlichkeit, Majestät, Würde'","chuchanem `lasse schauen, zeige', choych `das Zeigen, Schau'","koéō `merken, vernehmen, hören'; ékomen `éi̯domen, heōrō̂men, ēistémetha' (Hes.); akóu̯ō `horen; gehorchen, im Rufe stehen', akoǟ́, hom. akou̯ǟ́ `Gehör, Kunde'","*čū́ti, *čū́jǭ; *čevītī (OCzech (na)vščieviti, Czech navštíviti `besuchen'); *čūxātī", 16778,"*skaud=",   737,"*xáu-s-ia-/*xau-z-iá- vb.; *skaww-ṓ- vb., *skuww-ín-i- adj.; *sku-[ϑ]-ō- vb.",  1002,"caveō, -ēre, cāvī, cautum (OLat cavitum) `sich in acht nehmen, sich vorsehen, Vorsichtsmassregeln treffen, Beistand, Bürgschaft leisten, verfügen', cautus, -a `vorsichtig'","Umbr kutef `*cautens'","Bret. skouarn, Corn. scovarn 'ear'","","","WP I 369",""
1508,"*kowəl- (kh-) ?",   0,"heap","куча",   0,"","khola-ka- `ant-hill' (L.)","","","xoyl, gen. xuli `struma, scrofula'","","",     0,"",     0,"",     0,"","","","","","WP I 370 f",""
1509,"*kūd-",   0,"to mock","насмехаться",   0,"","kutsayati `to despise, abuse, revile', kutsā f. `reproach, contempt'","","NPers nikūhīdan `tadeln, schmähen'","","küdázdō, -omai̯ `schmähe, beschimpfe', kǘdo-s m. `Schmähung', küdoi̯mó-s m. `Schlachtgetümmel'","*kūdītī, *kūdь",  6584,"",     0,"*xut-ō- vb., *xūsk=, *xusp=, *ga-xiut=, *ga-xūt=, *xiu-tia-/*xūt-ia- vb.",  1003,"","","","","","WP I 378 f",""
1510,"*kwēp-, *kūp-", 305,"to smoke, to boil","дымить(ся), кипеть", 957,"kup- (I) 'planen, konspirieren' (Tischler 638 f)","kupyati `to be moved, excited, agitated, be angry', kopa- m. `fury, passion, anger'; copati `to move'; kupāyú- `inclined to be angry'","","","","kapnó-s m. `Rauch, Dampf, Dunst', hom. apò (dè psükhǟ̀n) ekápüssen `hauchte aus', kápüssen; kápü-s `дыхание, дуновение' (Hes.); 3 sg. eŋkáptei̯ `ekphêi' (Hes.); pf. 3 sg. kék[ē]phe `умереть' (Hes.), hom. kekaph[ē]óta `aushauchend'","*kɨ̄pḗtī, *kvā́pītī; *k(v)opotь",  5486,"*kwap-a- c., *kwep-ē̂- vb., Lith *kwē̃p- (*kwep-ja-) / Lett *kwē̂p- (2) vb., *kwē̂p-ē̂- (2) vb., *kwē̂p- (2) vb. intr. (Lett), *kwep- vb. intr., *kwap-ac., *kwap-u- adj., *kū̂p- (2) vb., *kū̂p-ē̂- (*kū̂p-a-) (2) vb., *kwē̂p-ia- (2) c., *kū̆p-[s]-in-[a]- m.",   739,"*xwap-ja- vb., *xwap-a- n.",  1004,"cupio, -ere, cupīvī, -ītum `(heftig) begehren, wünschen', cuppēs, -ēdis m. `Naschmaul, Feinschmecker; vapor (OLat vapōs), -ōris m. `Dunst, Dampf, Hitze, Gluthauch; Erregung'; vapidus, -a `kahmig', vappa f., vapiō f. `kahmiger Wein'","","","kapitem `atme schwer'","A kāp-, B kāp- / kāw- (PT *kāp-) 'desire, crave, want' (Adams 151-152)","WP I 379 f, Buck 73.",""
1511,"*kēt- (-th-)",   0,"to commend, to scold","хвалить, ругать",   0,"","katthate `to boast, praise, flatter; abuse, revile'; kātkr̥ta- `insulted, dishonoured'","","","","kōtílo- `schwätzend', kōtíllō `schwätze'","",     0,"*kat-il-in̂- vb.",   740,"*xē[ϑ]-a- n.; *xad-r=; *xōd-ō f., *xōd-ē- vb.",  1005,"","","","","","WP I 384 (differently in Pok.)",""
1512,"*k(ʷ)ed-", 581,"smoke","чад",   0,"","kádru- `brown, reddish-brown'","","","","","*kādī́tī, *čādъ, *čādītī",  4810,"",     0,"",     0,"","","","","","WP I 384 f",""
1513,"*k'am-",   0,"cover, clothes","покров, одежда", 900,"","śāmulyà- n. `woollen shirt', śamī́ f. `Prosopis spicigera; a legume, pod'","","","","","",     0,"",     0,"*xam-a- m., *xam-ō- vb., *xam-id-an- n., *xum-ō f., *xam-ís-a- m., *xim-Vl=, *xam-íϑ-ja- n.",  1006,"","","Gaul > Lat camisia `Hemd'","","","WP I 386 f",""
1514,"*k'ama-", 401,"to get tired","уставать", 901,"","śamnīte, śamati, śamyati, śāmyati, ptc. śamitá- `to toil at, fatigue or exert oneself'; śamitar- m. `preparer, dresser; killer', śámī f., śámi- n. `labour, toil, work'; śímyati `to cut up, prepare (a sacrificial victim)'","","","","kámnō, aor. ékamon, kamẹ̄̂n, pf. kékmǟka, ptc. kekmǟṓs; va. kmǟtó- `sich mühen, mit Mühe arbeiten od. verfertigen, bauen; mude werden, ermatten, sterben; in Gefahr sein, Not haben'; { pl. kamóntes `die Toten' }, a-kámās, -antos `unermüdlich';  kámato-s `Ermüdung, anstrengende Arbeit, Ermüdung, Leiden'","",     0,"",     0,"",     0,"","","Gaul Camulos `Kriegsgott'; MIr cuma `Kummer'; cumal `Sklavin'; MBret caffou `Kummer'","","","WP I 387 f",""
1515,"*kam-",   0,"lump, clod, bundle","ком, пучок",   0,"","","","","khamel `to press, squeeze, strain, wring; to filter, make flow'","{ kṓmü-s 'Bündel' }","*komъ, *komeljь, *kъmɨ̄, gen. -mene",  5926,"*kam-ō̂- vb., *kam-eîn-a-, -ē̂n-a- c., *kam-an-[a]- c., -ā̂, -iā̃ f., *kam-l-ia- c., *kem̂-s-a- c., *kim̂-s-a- c., *kam-ō̂-l-ia- c., *kam-a- c.",   741,"*xam-ja- vb., *xam-Vl-ōn- f.",  1007,"","","","","","WP I 388 f",""
1516,"*k(')nē-",   0,"to scratch, to scrape","царапать, выскребать",   0,"","","","","","-knái̯ō (dia-, apo-, ek-, kata-), att. knē̂n, knē̂sthai̯, 1 sg knō̂, 3 sg. knē̂i̯; knḗthō `schaben, kratzen; jucken', knē̂si-s ``das Kratzen, Jucken', knē̂(s)ma `id.', knēthmó-s `das Jucken', knē̂sti-s f. `Schabmesser, bes. Käsereibe', knēstḗr `Schabmesser', knē̂stro-n `brennende Pflanze, Daphne oleoides', knḗphǟ f. `Räude, Krätze'","",     0,"",     0,"*xnō-ja- vb., *xnōw-ō(n-) f., *xnō-dV́-",  1008,"","","MIr cnāim `verzehre', ēcna `Verzehren', etc.; Cymr cnaif `Fliess', cneifio `tondere', cnoi 'bite'; Corn kneu `Fliess'; Bret. kreon̄, Vannes kaneo `Fliess'","","","WP I 390 f",""
1517,"*kneit-, -d-",   0,"to scratch, to break, to wound","царапать, ломать, ранить",   0,"","","","","","knízdō, aor. knísai̯, pass. knisthē̂n, pf. pass. kéknismai̯ `kratze, reiben, reizen, ärgern', apó-, epí-knisi-s `das (Ab)kratzen etc.'","",     0,"*kneĩt- vb. tr., *kneîd-ē̂- (1) vb.",   742,"*xnīt-a- vb., *xnait-ō- vb., *xnit-Vl=",  1010,"","","*knidā > MIr cned `Wunde'","","B nitt- 'break, collapse; crush' (Adams 337)","WP I 390 f",""
1518,"*knap-/-e- (-ph-), -b-",   0,"to scratch, to scrape","скрести, царапать",   0,"","","","","","ion., altatt. knáptō `Tuch walken, Wolle krempeln; zerreissen zerfleischen'; knápho-s m. `die Karde des Walkers; Klette, Stachelfolter', knaphéu̯-s `Walker'","",     0,"*knā̂p- vb. tr.; *knab-l-ia- c., *knab-ā̂- vb., *knēb-ā̂- vb., *knab-ù-, *kneb-ùadj., *kneb-ia-, *knab-ia- c., *kneb- vb. intr., *knā̂b- vb. tr.",   743,"*xnīp-a-/*xnip-a- vb., *xnipp-ō- vb., *xnipp=, *xnapp=, *xnap(p)-ia- vb.",  1009,"","","","","","WP I 392 f",""
1519,"*knewə-",   0,"to scratch, to scrape","скрести, царапать",   0,"","","","","","knóo-s, knọ̄̂-s `das knarrende Reiben des Reiben an der Radachse; das Geräusch der Füsse beim Marschieren', knǘō `kratzen', knǖ̂ma `das Kratzen', knǘos n. `Krätze'; knǖ̂zda, knǖ̂sa `Krätze', krüzdọ̄̂mai̯ `sich kratze', knǘthos = ákantha mikrá","Pol knować `zerstückeln, ästeln', knowie `Strohlspitter'",     0,"*knū- vb. intr., *knū-d- vb. intr., *knud-ē̂- vb.",   744,"*xniww-á- vb., *xnaww-á́- m., *xnēww-á- m.; *xniu-d-a- vb., *xniu-d=, *xnu-d-jōn- f., *xnu-d-a- n., *xnutt-ōn- f.",  1011,"","","","","","WP I 392 f","Cf. similar roots *knap-, *kneit- (and other similar forms in some groups), but there is no evidence of PIE *k[e]n-."
1520,"*kan- / -e-", 332,"young, new; begin","молодой, новый; начинать(ся)",   0,"","kanī́na- `young', kanā́, kanyā̀ f. `girl, maid'; káṇa- 'grain, small particle'","kainyā-, kainī, kainīn id.","Sak. kan-, Oss. k'annäg 'small', Kurd. kьn 'short'","","kai̯nó- `neu, neuerfunden, unerwartet'","*čę̄tī́, *čь̀nǭ; *konъ, *konьcь",  8726,"",     0,"",     0,"recēns, -entis `frisch, jung, neu'","","Gaul Cintus, Cintugnātos ("Primigenitus"); OIr cenēl `Geschlecht'; cētne, cēt- `erster'; MIr cinim `entspringe', cinis `ortus est', ciniud `Geschlecht, Stamm'; OCymr cenetl ; Cymr cenedl `Geschlecht, Nation'; cyn(t) `erst, vor, eher', cyntaf `der erste'; 'behind' in cyn-ffon 'tail' ('behind stick')","","","WP I 397 f",""
1521,"*ken-",   0,"to strain","напрягать силы", 908,"","","","","","eŋkonéō `eile, sich auf etwas verlegen', inf. konẹ̄̂n `epéigesthai, energêin' (Hes.), ipv. kónẹ̄ `spêude, trékhe' (Hes.), eŋkonís `Dienerin', aŋkónọ̄s = diakónous, doúlous Hes., diǟ́kono-s `Diener, Aufwärter',","",     0,"*kiñ- vb., *kī̃n-ī̂- vb., *kiñ-t-iā̃ f.",   745,"",     0,"cōnārī `eine körperliche Anstrengung machen; versuchen, unternehmen'","","","","","WP I 398 f",""
1522,"*kenk-",1382,"to gird","опоясывать", 912,"","kañcate (D.), kāñcate `to bind', kāñcī f. `girdle'","","","","","",     0,"*kiñk-ī̂- vb., *kiñk-t-a- c.",   746,"",     0,"cingō, -ere, -xī, -ctum `umgürten, umringen, umschliessen', cingula f. `Gürtel', cinctum n. `Gurt'","Umbr s̀ihitu `cinctos', ans̀ihitu `non cinctos'","","","","WP I 400 f",""
1523,"*kenk-",   0,"to torment","мучить", 913,"","","","","","kéŋkei̯ = peinā̂i Phot.","",     0,"*keñk- vb. tr., *kañk-ā̂ f.",   747,"*xánx-ō- vb.",  1842,"","","","","","WP I 401",""
1524,"*k'net-, *k'ent- (-th-)",   0,"to pierce","прокалывать", 918,"","śnáthati (D.), śnathiti, śnatháyati `to pierce, strike, injure, kill'","snaϑ- `schlagen', snaiϑiš- n. `Waffe zum Schlagen oder Hauen'","","","kentéō, aor. kénsai̯, va. kestó- `stacheln, stechen', késtro-s `Art Pfeil etc.', késtrǟ `Spitzhammer, Bolzen', kéntro-n `Stachel', kéntōr `Anstachler',  kontó-s m. `der Stecher'","",     0,"*čint-a- c.",   748,"",     0,"","","Cymr cethr `Nagel', Corn kenter `Nagel',  Bret kentr `Sporn'","","","WP I 402",""
1525,"*k'ens-",   0,"to speak in a florid, solemn style","feierlich sprechen, autoritativ verkündigen", 916,"","śaṁsáyati `to cause to recite, predict, foretell', śaṁsati `to recite, repeat', śastí- f., śásman- n., śastrá- n. `praise, invocation'","sąh- `pronuntiare', sasti- `Wort, Vorschrift","","","","",     0,"",     0,"",     0,"cēnseō, -ēre, -uī, -sum `begutachten, schätzen, taxieren, meinen, abstimmen'; cēnsor, -ōris m. `Zensor'; cēnsus, -ūs m. `Schatzung, geschätzes Vermögen'","Osk censamur `censetor', censaum `censere', keenzstur, kenzsur = cēnsor, ancensto f. `non censa', censtom-en `in censum'","","","","WP I 403",""
1526,"*k'ore-, *k'rē-",   0,"to feed (tr., intr.), to grow, to raise","кормить(ся), расти(ть)", 927,"","","","","ser `Abkunft, Nachkommenschaft, Geschlecht', serem `bringe hervor', serim `werde geboren, stamme ab, wachse', serr `Geschlecht, Nachkommenschaft', serm, sermn `Same'","korénnǖmi, -ünai̯, koréō, koréskō, korískomai̯, aor. ekóres(s)a, pf. ptc. act. kekorēṓs, med. kekórēmai̯ `sättigen, sich sättigen, satt, überdrüssig werden', kóro-s m. `Sättigung, das Sattsein, Überdruss, Übermut'","",     0,"*čer̂- vb., *čer̃-men- c., *čer-et-a- c., *čar-a- c., *čir-d-ī̂- vb., *čir-men- n., *čēr-a- c., -iā̃ f.",   749,"",     0,"procērus, -a `von hohem, schlanken Wuchs'; creāre `erschaffen, zeugen; ins Leben rufen, hervorrufen, erzeugen; ernennen, wählen', crēscō, -ere, crēvī, crētum `(hrvor)wachsen, zunehmen, ansteigen, sich emporschwingen', crēber, -bra `dicht aneinanderstehend, dicht gedrängt, voll; häufig'; Cerēs, -eris f. `Göttin des pflanzlichen Wachstums; Totengottheit'; Cerus duonus, Cerus manus `creator bonus'","Osk Kerrí `Cereri', Kerríiúí, Kerríiaí `Cereali', Paelign Cerria, Cerri, Cerfum; Umbr S̀erfer `Cerri', S̀erfe `Cerro'","","","","WP I 408 f",""
1527,"*k'era-", 535,"to damage, to delete","повреждать, уничтожать", 929,"","śrṇā́ti `to crush, rend, break', pass. śīryate, ptc. śīrṇá-, -śīrta-, śūrtá-","asarəta- `nicht gebrochen', sari- m. `Bruchstück, Scherbe', sāri- f. `Bruch, Untergang'","","","keraízdō `verwüsten, zerstören, vernichten', kḗr, gen. kērós f. `Tod, Verderben'","",     0,"",     0,"",     0,"cariēs, -ēī f. `das Morsch-, Faulsein'","","OIr ar.a.chrinim `zerfalle', eo.ro.cha(i)r `cecidit', irchre `Untergang'; ? Bret. kregiń 'beissen'","ϑer `schlachte'","","WP I 410 f",""
1528,"*krema-",   0,"to hang","висеть, вешать",   0,"","","","","","kremánnǖmi, krímnǟmi, krḗmnǟmi, kremnáō, kremáō, kremnázdō, intr. krémamai tr. `hängen, aufhängen', itr. `hangen, schweben'; kremáthrǟ f. `Hängematte, -korb; Hängestrick', kremás f. `abschüssig;  krēmnó-s m. `jäher Abhang, Berghöhe'","*krǭ̀tъ(jь)",  6495,"*kram̂- (2): *kram̃-t-a- c., *kram-t-i- c.",   750,"*xram-ja- vb.",  1016,"","","","","","WP I 412 (differently in Pok. and Vasmer)",""
1529,"*kerk-, -g- (kh-)",   0,"a k. of bird","птица (вид)",   0,"","khargálā f. `an owl or any similar night-bird'","","Tal. kižə (*kr̥kya- ?) 'bird'","","kérkaks `ястреб/cокол (hiéraks) (Hes.), kerkás, -ádos f. `кулик~коростель (kréks)' (Hes.), kerkithalís `цапля' (Hes.), kerkís `вид птиц' (Hes.), kérknos `ястреб/сокол (hiéraks)' или `петух' (Hes.), kérko-s `петух' (Hes.), kírkos `hiéraks' (Hes.); perg. korkóras `птица' (Hes.)","",     0,"*kerk-ā̂ f.",   751,"",     0,"","","OIr corr `Kranich', MIr cercc 'Henne', Cymr crychydd `Reiher', OBret corcid `Reiher', Bret kerc'heiz `Reiher'","","","WP I 413",""
1530,"*krek-",   0,"a k. of bird","птица (вид)",   0,"","kr̥kara-, krakara-, kr̥kaṇa-, krakaṇa- m. `a k. of partridge', kr̥ka-vā́ku- m. `cock; peacock', kr̥kaṣā, kr̥kālikā f. `bird names'","kahrkāsa- m. `Geier'","NPers kark `Hahn'","","kréks, gen. krekós f. N. eines Vogels, mit dem Kampfhahn (Machetes pugnax) od. mit dem Wiesenknarrer (Rallus crex) gleichgesetzt","*krečetъ",  6422,"*krak-iā̃, -ā̂ f.",  1530,"",     0,"","","","","B kranko 'chicken' (Adams 213)","WP I 413 f",""
1531,"*krōk-/*krāk-, -g-",   0,"crow; to croak","ворон(а); кричать (о ней)",   0,"","","","","","krṓzdō, aor. krō̂ksai̯ `krätze', krōgmó-s m. `das Krächzen', krō̂gma `id.'; krázdō, aor. kekrǟ̂ksai̯, krǟ̂ksai̯, pf. kékrǟga `krätzen (von Raben), schreien', krǟgétǟ-s m. `Schreier', kragó-s m. `Geschrei', krǟ́ktǟ-s `Schreier'","*krākātī, *krāčǭ; *krъknǭtī",     0,"*krā̃k- vb., *krā̃k-iā̃, -ia- c., *krā̂k-ā̂- (1) vb.; *krā̃g- vb.",   753,"*xrōk-a- m.",  1018,"crōciō, -īre `krächzen (vom Raben)'","","*krākni- > MIr crāin, gen. crāna `Sau'","","","WP I 413 f",""
1532,"*(s)kArk-, -g-, etc.",   0,"to shout","кричать",   0,"","kark- `to laugh' (L.); kharjati `to creak'","","","","hom. aor. kríke `kreischen, knirschen'; krīgǟ́ `das Schwirren; Knirschen (der Zähne)'; krízdō, aor. krī̂ksai̯, kríksai̯, hüpo-krigẹ̄̂n, ptc. kekrīgṓtes `kreischen, knurren'; krigǟ́ f., krī̆gmó-s `das Kreischen, Knirschen'","1) *krekati, *skrekātī, *krokātī; 2) *krę̄kātī; 3) *krīčā́tī; *skrьžьtъ, *skrьgātī",  6394,"*krē̃k- vb., *krek-ē̂- vb., *krak-a- c., *krēg-ē̂- vb.; *kreñk-, *krañk- vb.; *krī̃k- vb.; *kar̃k- vb., *kwer̃k- vb., *kwar̃k- vb., *kir̃k- vb.",   754,"*xring-a- vb., *xring-ia- vb. *xring=, *xrang-a- n.; *xark-ia- m., *xark-a- n., *skark-ia- n., *skark-a- n.; *skrēk-ia- m., *skrēk-ia- vb.; *xrīk-a- vb., *skrīk-ō- vb., *skrīk-a- vb., *skrūk-ia- vb.",  1017,"","","","","","WP I 413 f",""
1533,"*(s)krep-, -b-",   0,"to shout","кричать",   0,"","kr̥pate, pr. p. kŕ̥pamāṇa-, aor. akrapiṣṭa `to mourn, lament'","","","","","*kropotātī; *skrobotъ",  6472,"*skreb-ē̂- (*skreb-a-) vb.",   755,"*xrab-n-a- m., *xrabb-a- m.; *skra[b]-[ō]- vb.; *skra[b]-a- n.; *skrap-a- n., *skrap-[ō]- vb., *skrē[b]-[ō]- vb., *skarb-a- m., *skra[b]-a- m.",  1020,"crepō (crepās/crepis), -āre, crepuī, -itum `knarren, krachen, prasseln etc.'","","","","","WP I 413 f",""
1534,"*(s)kreik-, -g-", 202,"a k. of bird","птица (вид)",   0,"","","","","","krigǟ́ (i~ī) f. `cова' (Hes.)","",     0,"",     0,"*xrik=, *skrīk=; *x(r)ig-r=, *x(r)aig-r=, *xraig-r=, *x(r)ig-r=",  1021,"","","","","","WP I 413 f",""
1535,"*krawək-, -g- (/ Indoir -k'-)",   0,"to shout; (to) crow","кричать; ворона",   0,"","króśati `to cry out, shriek, yell', króśa- m. `cry, yell, shriek'","xravsaiti `kreischt, schreit'","NPers xurōs `Hahn'","","krau̯gǟ́ f. `Geschrei, lautes Rufen'; krau̯gó-s `вид дятла' (Hes.)","*krūkъ `ворон'",  6488,"*kraũk- vb.",   756,"*xruk-ja- vb., *xruk-a- m.",  1022,"","","MIr crū `Rabe' (?)","","","WP I 413 f",""
1536,"*kera-", 309,"to burn","гореть, жечь",   0,"","","","","","kéramo-s `Töpfererde, Ziegel, Ziegeldach, Tongefäss, Topf, Krug, Fass'","*čerenъ/*černъ, *čer(e)n'ь", 16401,"*ker̂- (2): *ker-ia- c., *ker-ē̂- vb.; *ker̃-š-t-a- c.; *kar̂-š-t-a- (2) adj., *kar̂-š-t-iac., *kar̂-š- (2) vb. intr.; *kir̂-š- / *kir̃-š- vb. intr.",   757,"*xír-ϑ=; *xar-st=, *xar-st-ia- vb., *xur-st-ia- vb.",  1023,"carbō, -ōnis m. `Kohle', carbunculus, -ī m. `kleine Kohle; rötlicher Sandstein'","","","","","WP I 418 f",""
